experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,head_noun,agreement,quant,head_case,head_gender
Dorofeeva_2023,"Каждый, на кого легла большая ответственность, теряет спокойный сон.",6.03,6.0,good,filler,37,509,,,,,
Dorofeeva_2023,"Каждую, кто прибыла на берег океана, охватывает незабываемое ощущение.",3.8333333333333335,4.0,relative_clauses,stimul,17,269,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого отца, кто явился на собрание родителей, расспрашивает классный руководитель.",4.875,5.0,relative_clauses,stimul,34,394,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждого, кто сходил на семинар профессора, смущает изложенная теория.",6.1,6.0,relative_clauses,stimul,26,422,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждый, кто уволился из отдела кадров, ругает жестокого начальника.",5.75,6.0,relative_clauses,stimul,35,359,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждый участник, кто прошёл в финал конкурса, выигрывает гарантированный приз.",5.285714285714286,5.0,relative_clauses,stimul,2,290,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая, кто сыграла в картине режиссёра, получает золотую статуэтку.",4.428571428571429,4.0,relative_clauses,stimul,1,109,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждый, в кого вложилась амбициозная мать, испытывает огромное давление.",5.555555555555555,6.0,good,filler,37,507,,,,,
Dorofeeva_2023,"Каждую, кто публиковался в спецвыпуске журнала, отличает оригинальный стиль.",5.142857142857143,5.0,relative_clauses,stimul,29,209,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую заводчицу, кто пришла на выставку собак, сопровождает померанский шпиц.",3.375,3.0,relative_clauses,stimul,12,228,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую, кто преподавала в классе коррекции, ценит школьное руководство.",4.428571428571429,4.0,relative_clauses,stimul,21,273,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого, кто опоздал к началу урока, выгоняет сердитая учительница.",5.888888888888889,6.0,relative_clauses,stimul,30,426,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую аспирантку, кто сходила на семинар профессора, смущает изложенная теория.",4.428571428571429,4.0,relative_clauses,stimul,26,242,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто отучился на факультете политики, помнит молодого преподавателя.",4.285714285714286,4.0,relative_clauses,stimul,9,45,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто отобрался в сборную страны, готовит опытный тренер.",4.166666666666667,4.0,relative_clauses,stimul,11,191,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто уволился из отдела кадров, ругает жестокого начальника.",4.0,4.0,relative_clauses,stimul,35,71,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую студентку, кто участвовал в конференции института, привлекает теоретическая физика.",4.0,4.0,relative_clauses,stimul,3,147,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, при ком происходило ужасного событие, изложила пережитые ощущения.",3.7777777777777777,4.0,bad,filler,37,536,,,,,
Dorofeeva_2023,"Каждый врач, к кому обратился неизлечимый больной, предлагал паллиативном лечение.",2.83,3.0,bad,filler,37,506,,,,,
Dorofeeva_2023,"Каждый, кто заходил на аукцион антиквариата, носит необычный шарф.",5.5,6.0,relative_clauses,stimul,31,355,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая, кто взошёл на пик Эвереста, уважает бывалых скалолазов.",3.0,3.0,relative_clauses,stimul,33,69,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто трудился на производстве чугуна, ждёт большая пенсия.",4.5,4.0,relative_clauses,stimul,20,200,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого медбрата, кто дежурил на месте катастрофы, выделяет невероятная смелость.",4.666666666666667,5.0,relative_clauses,stimul,5,365,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую, кто ночевала в общежитии университета, возмущает любое неудобство.",4.1,4.0,relative_clauses,stimul,6,258,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый путешественник, кто прибыл на берег океана, испытывает незабываемое ощущение.",4.8,5.0,relative_clauses,stimul,17,305,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая школьница, кто была на уроке труда, ест приготовленный суп.",4.428571428571429,4.0,relative_clauses,stimul,22,94,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждый, кто преподавал в классе коррекции, имеет медицинское образование.",6.142857142857143,6.0,relative_clauses,stimul,21,345,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждого студента, кто участвовал в конференции института, привлекает теоретическая физика.",5.777777777777778,6.0,relative_clauses,stimul,3,363,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую, кто лежал в отделении кардиологии, ограничивают врачебные предписания.",4.666666666666667,5.0,relative_clauses,stimul,24,204,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто преподавала в классе коррекции, имеет медицинское образование.",5.428571428571429,5.0,relative_clauses,stimul,21,129,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждый повар, кто готовил на кухне детсада, делает изумительную кашу.",5.5,6.0,relative_clauses,stimul,13,301,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую путешественницу, кто прибыл на берег океана, охватывает незабываемое ощущение.",3.1538461538461537,3.0,relative_clauses,stimul,17,161,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую, кто воровал в магазине продуктов, допрашивает старший следователь.",4.428571428571429,4.0,relative_clauses,stimul,14,194,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую, кто лежала в отделении кардиологии, ограничивают врачебные предписания.",4.857142857142857,5.0,relative_clauses,stimul,24,276,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого, за кого голосовал российский электорат, расспрашивает политический журналист.",5.010309278350515,5.0,good,filler,37,511,,,,,
Dorofeeva_2023,"Каждого, кто пришёл на выставку собак, сопровождает померанский шпиц.",5.142857142857143,5.0,relative_clauses,stimul,12,408,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждого, кто зарегистрировался на сайте знакомств, устраивает подобранный партнёр.",5.625,6.0,relative_clauses,stimul,19,415,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую, кто пришла на вечер танцев, сопровождает изящный кавалер.",4.75,5.0,relative_clauses,stimul,25,277,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую заключённую, кто преуспела в пошиве халатов, ожидает досрочное освобождение.",4.875,5.0,relative_clauses,stimul,23,239,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая повариха, кто готовила на кухне детсада, делает изумительную кашу.",3.888888888888889,4.0,relative_clauses,stimul,13,85,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто сходила на семинар профессора, критикует изложенную теорию.",4.666666666666667,5.0,relative_clauses,stimul,26,134,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто приехала на шоу талантов, поддерживает понимающий ведущий.",4.555555555555555,5.0,relative_clauses,stimul,10,262,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого, кто отобрался в сборную страны, готовит опытный тренер.",4.5,4.0,relative_clauses,stimul,11,407,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую певицу, кто приехала на шоу талантов, поддерживает понимающий ведущий.",4.428571428571429,4.0,relative_clauses,stimul,10,226,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый старик, кто остался в поселении старообрядцев, ведёт собственное хозяйство.",5.571428571428571,6.0,relative_clauses,stimul,28,316,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая старушка, кто осталась в поселении старообрядцев, ведёт собственное хозяйство.",4.375,4.0,relative_clauses,stimul,28,100,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто подрабатывала в отделе игрушек, распознаёт китайскую подделку.",4.875,5.0,relative_clauses,stimul,36,144,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую москвичку, кто жил в центре города, раздражает ночной шум.",4.0,4.0,relative_clauses,stimul,8,152,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую альпинистку, кто взошёл на пик Эвереста, уважают бывалые скалолазы.",4.8,5.0,relative_clauses,stimul,33,177,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая гимнастка, про кого снимался документального фильм, завершает спортивную карьеру.",3.6732673267326734,4.0,bad,filler,37,528,,,,,
Dorofeeva_2023,"Каждый президент, при ком проводились масштабные реформы, внушает большого доверие.",3.204081632653061,3.0,bad,filler,37,518,,,,,
Dorofeeva_2023,"Каждую, кто жила в центре города, раздражает ночной шум.",4.0,4.0,relative_clauses,stimul,8,260,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого заключённого, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",6.307692307692308,6.0,relative_clauses,stimul,23,383,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждая, на кого полагался иностранным студент, изучает китайский язык.",2.3877551020408165,2.0,bad,filler,37,532,,,,,
Dorofeeva_2023,"Каждого продавца, кто подрабатывал в отделе игрушек, настораживает китайская подделка.",5.714285714285714,6.0,relative_clauses,stimul,36,396,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждого старика, кто остался в поселении старообрядцев, кормит собственное хозяйство.",5.0,5.0,relative_clauses,stimul,28,388,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждая девочка, кто прокатилась на спине гиппопотама, хочет игрушечного бегемота.",4.0,4.0,relative_clauses,stimul,32,104,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждый москвич, кто жил в центре города, ненавидит ночной шум.",5.142857142857143,5.0,relative_clauses,stimul,8,296,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая, кто опоздала к началу урока, винит общественный транспорт.",5.307692307692308,5.0,relative_clauses,stimul,30,138,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто была на уроке труда, ест приготовленный суп.",4.2,4.0,relative_clauses,stimul,22,130,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая пользовательница, кто зарегистрировался на сайте знакомств, ищет подходящего партнёра.",4.142857142857143,4.0,relative_clauses,stimul,19,19,yes,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто уволилась из отдела кадров, бранит жестокий начальник.",2.875,3.0,relative_clauses,stimul,35,287,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого мужчину, кто позанимался в студии йоги, отличает душевное равновесие.",4.375,4.0,relative_clauses,stimul,4,364,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждый, кто опоздал к началу урока, винит общественный транспорт.",6.25,6.0,relative_clauses,stimul,30,354,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую преступницу, кто воровал в магазине продуктов, допрашивает старший следователь.",3.625,4.0,relative_clauses,stimul,14,158,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого, кто был на уроке труда, радует приготовленный суп.",6.615384615384615,7.0,relative_clauses,stimul,22,418,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую продавщицу, кто подрабатывал в отделе игрушек, настораживает китайская подделка.",5.0,5.0,relative_clauses,stimul,36,180,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого, кто сыграл в картине режиссёра, награждает Американская киноакадемия.",5.142857142857143,5.0,relative_clauses,stimul,1,397,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждого, кто публиковался в спецвыпуске журнала, отличает оригинальный стиль.",6.0,6.0,relative_clauses,stimul,29,425,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждого, благодаря кому состоялось грандиозному выступление, хвалит главный постановщик.",3.05,3.0,bad,filler,37,504,,,,,
Dorofeeva_2023,"Каждая, кто дежурила на месте катастрофы, демонстрирует невероятную смелость.",4.25,4.0,relative_clauses,stimul,5,113,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто участвовал в конференции института, изучает теоретическую физику.",5.285714285714286,5.0,relative_clauses,stimul,3,39,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждого магистранта, кто отучился на факультете политики, помнит молодой преподаватель.",4.857142857142857,5.0,relative_clauses,stimul,9,369,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую спортсменку, кто отобрался в сборную страны, готовит опытный тренер.",3.2222222222222223,3.0,relative_clauses,stimul,11,155,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто участвовала в конференции института, изучает теоретическую физику.",4.0,4.0,relative_clauses,stimul,3,111,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая альпинистка, кто взошла на пик Эвереста, уважает бывалых скалолазов.",4.375,4.0,relative_clauses,stimul,33,105,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто зарегистрировалась на сайте знакомств, ищет подходящего партнёра.",5.714285714285714,6.0,relative_clauses,stimul,19,127,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто трудилась на производстве чугуна, ждёт большая пенсия.",4.25,4.0,relative_clauses,stimul,20,272,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая учительница, кто преподавал в классе коррекции, имеет медицинское образование.",4.461538461538462,4.0,relative_clauses,stimul,21,21,yes,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую повариху, кто готовила на кухне детсада, хвалит проголодавшийся воспитатель.",4.285714285714286,4.0,relative_clauses,stimul,13,229,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто прибыла на берег океана, испытывает незабываемое ощущение.",5.375,5.0,relative_clauses,stimul,17,125,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто позанималась в студии йоги, отличает душевное равновесие.",4.875,5.0,relative_clauses,stimul,4,256,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто исповедовалась в присутствии настоятеля, замаливает тяжкий грех.",4.375,4.0,relative_clauses,stimul,27,135,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто трудился на производстве чугуна, получает большую пенсию.",3.3076923076923075,3.0,relative_clauses,stimul,20,56,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто преуспела в пошиве халатов, ожидает досрочное освобождение.",4.0,4.0,relative_clauses,stimul,23,275,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую, кто сыграл в картине режиссёра, награждает Американская киноакадемия.",3.2857142857142856,3.0,relative_clauses,stimul,1,181,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую, кто заходила на аукцион антиквариата, украшает необычный шарф.",3.625,4.0,relative_clauses,stimul,31,283,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто исповедовался в присутствии настоятеля, замаливает тяжкий грех.",3.857142857142857,4.0,relative_clauses,stimul,27,63,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую сотрудницу, кто поступила на должность бухгалтера, выручает новая программа.",4.0,4.0,relative_clauses,stimul,7,223,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая ученица, кто опоздала к началу урока, винит общественный транспорт.",4.875,5.0,relative_clauses,stimul,30,102,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая магистрантка, кто отучился на факультете политики, помнит молодого преподавателя.",3.4166666666666665,3.0,relative_clauses,stimul,9,9,yes,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая пользовательница, кто зарегистрировалась на сайте знакомств, ищет подходящего партнёра.",4.6923076923076925,5.0,relative_clauses,stimul,19,91,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто уволилась из отдела кадров, ругает жестокого начальника.",5.625,6.0,relative_clauses,stimul,35,143,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто прибыл на берег океана, испытывает незабываемое ощущение.",2.875,3.0,relative_clauses,stimul,17,53,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждого спортсмена, кто отобрался в сборную страны, готовит опытный тренер.",4.769230769230769,5.0,relative_clauses,stimul,11,371,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждого, кто дежурил на месте катастрофы, выделяет невероятная смелость.",5.714285714285714,6.0,relative_clauses,stimul,5,401,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждого сотрудника, кто поступил на должность бухгалтера, выручает новая программа.",5.444444444444445,5.0,relative_clauses,stimul,7,367,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждая ученица, кто опоздал к началу урока, винит общественный транспорт.",3.0,3.0,relative_clauses,stimul,30,30,yes,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую женщину, кто позанималась в студии йоги, отличает душевное равновесие.",3.857142857142857,4.0,relative_clauses,stimul,4,220,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую магистрантку, кто отучился на факультете политики, помнит молодой преподаватель.",4.8,5.0,relative_clauses,stimul,9,153,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую секретаршу, кто уволилась из отдела кадров, бранит жестокий начальник.",4.0,4.0,relative_clauses,stimul,35,251,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый, кто прокатился на спине гиппопотама, хочет игрушечного бегемота.",6.444444444444445,6.0,relative_clauses,stimul,32,356,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждый, кто публиковался в спецвыпуске журнала, демонстрирует оригинальный стиль.",6.625,7.0,relative_clauses,stimul,29,353,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую путешественницу, кто прибыла на берег океана, охватывает незабываемое ощущение.",3.75,4.0,relative_clauses,stimul,17,233,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую, кто сходил на семинар профессора, смущает изложенная теория.",5.571428571428571,6.0,relative_clauses,stimul,26,206,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую певицу, кто приехал на шоу талантов, поддерживает понимающий ведущий.",2.875,3.0,relative_clauses,stimul,10,154,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто приехала на шоу талантов, благодарит понимающего ведущего.",4.5,4.0,relative_clauses,stimul,10,118,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто прокатилась на спине гиппопотама, привлекает игрушечный бегемот.",4.222222222222222,4.0,relative_clauses,stimul,32,284,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого, кто прокатился на спине гиппопотама, привлекает игрушечный бегемот.",6.571428571428571,7.0,relative_clauses,stimul,32,428,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждый кавалер, кто пришёл на вечер танцев, сопровождает изящную даму.",5.230769230769231,5.0,relative_clauses,stimul,25,313,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждого, кто прибыл на берег океана, охватывает незабываемое ощущение.",4.142857142857143,4.0,relative_clauses,stimul,17,413,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждая, кто пришёл на выставку собак, держит померанского шпица.",3.4,3.0,relative_clauses,stimul,12,48,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждый мальчик, кто прокатился на спине гиппопотама, хочет игрушечного бегемота.",5.428571428571429,5.0,relative_clauses,stimul,32,320,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую, кто явилась на собрание родителей, расспрашивает классный руководитель.",5.777777777777778,6.0,relative_clauses,stimul,34,286,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый журналист, кто служил в редакции издания, комментирует сложившуюся ситуацию.",6.142857142857143,6.0,relative_clauses,stimul,16,304,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",5.142857142857143,5.0,relative_clauses,stimul,23,203,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую поэтессу, кто публиковалась в спецвыпуске журнала, отличает оригинальный стиль.",4.375,4.0,relative_clauses,stimul,29,245,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую, кто ночевал в общежитии университета, возмущает любое неудобство.",4.125,4.0,relative_clauses,stimul,6,186,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую преступницу, кто воровала в магазине продуктов, допрашивает старший следователь.",3.625,4.0,relative_clauses,stimul,14,230,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый продавец, кто подрабатывал в отделе игрушек, распознаёт китайскую подделку.",6.125,6.0,relative_clauses,stimul,36,324,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую, кто готовил на кухне детсада, хвалит проголодавшийся воспитатель.",4.125,4.0,relative_clauses,stimul,13,193,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто позанималась в студии йоги, обретает душевное равновесие.",4.428571428571429,4.0,relative_clauses,stimul,4,112,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждого работника, кто трудился на производстве чугуна, ждёт большая пенсия.",5.625,6.0,relative_clauses,stimul,20,380,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую, кто преподавал в классе коррекции, ценит школьное руководство.",4.0,4.0,relative_clauses,stimul,21,201,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый школьник, кто был на уроке труда, ест приготовленный суп.",4.875,5.0,relative_clauses,stimul,22,310,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую, в ком нашёлся малейший талант, публикует литературная газета.",4.639175257731959,5.0,good,filler,37,531,,,,,
Dorofeeva_2023,"Каждый, кто приехал на шоу талантов, благодарит понимающего ведущего.",6.0,6.0,relative_clauses,stimul,10,334,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждую, кто осталась в поселении старообрядцев, кормит собственное хозяйство.",4.375,4.0,relative_clauses,stimul,28,280,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого, на ком держалась небольшая компания, настигает страшное выгорание.",5.544554455445544,6.0,good,filler,37,517,,,,,
Dorofeeva_2023,"Каждую, кто отобралась в сборную страны, готовит опытный тренер.",4.25,4.0,relative_clauses,stimul,11,263,no,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждого мальчика, кто прокатился на спине гиппопотама, привлекает игрушечный бегемот.",6.0,6.0,relative_clauses,stimul,32,392,yes,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждая, кто служил в редакции издания, комментирует сложившуюся ситуацию.",3.7777777777777777,4.0,relative_clauses,stimul,16,52,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждого, кто бывал в столице Китая, восхищает местная кухня.",5.875,6.0,relative_clauses,stimul,15,411,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую мать, навстречу кому бежал радостном ребёнок, запечатлевает профессиональный фотограф.",2.2857142857142856,2.0,bad,filler,37,520,,,,,
Dorofeeva_2023,"Каждого, кто явился на собрание родителей, расспрашивает классный руководитель.",6.0,6.0,relative_clauses,stimul,34,430,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждая, кто пострадала от чистки лица, проклинает нового косметолога.",4.538461538461538,5.0,relative_clauses,stimul,18,126,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждая, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",1.3333333333333333,1.0,relative_clauses,stimul,23,59,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждый турист, кто ночевал в общежитии университета, терпит любое неудобство.",4.857142857142857,5.0,relative_clauses,stimul,6,294,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждого, кто прошёл в финал конкурса, ждёт гарантированный приз.",6.6,7.0,relative_clauses,stimul,2,398,no,masculine,kazhdyj,accusative,masculine
Dorofeeva_2023,"Каждую, кто уволился из отдела кадров, бранит жестокий начальник.",4.285714285714286,4.0,relative_clauses,stimul,35,215,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждую, кто взошёл на пик Эвереста, уважают бывалые скалолазы.",4.25,4.0,relative_clauses,stimul,33,213,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто пришла на выставку собак, держит померанского шпица.",4.222222222222222,4.0,relative_clauses,stimul,12,120,no,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую россиянку, кто бывала в столице Китая, восхищает местная кухня.",4.230769230769231,4.0,relative_clauses,stimul,15,231,yes,feminine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый магистрант, кто отучился на факультете политики, помнит молодого преподавателя.",5.5,6.0,relative_clauses,stimul,9,297,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая, кто отобрался в сборную страны, выбирает опытного тренера.",3.2857142857142856,3.0,relative_clauses,stimul,11,47,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто пострадал от чистки лица, беспокоит новый косметолог.",3.7142857142857135,4.0,relative_clauses,stimul,18,198,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждый учитель, кто преподавал в классе коррекции, имеет медицинское образование.",5.555555555555555,6.0,relative_clauses,stimul,21,309,yes,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая, кто прошёл в финал конкурса, выигрывает гарантированный приз.",4.0,4.0,relative_clauses,stimul,2,38,no,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую, кто отсутствовал на консультациях учителя, пугает выпускной экзамен.",5.0,5.0,relative_clauses,stimul,22,202,no,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая прихожанка, кто исповедовался в присутствии настоятеля, замаливает тяжкий грех.",3.333333333333333,3.0,relative_clauses,stimul,27,27,yes,masculine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждый, кто готовил на кухне детсада, делает изумительную кашу.",4.8,5.0,relative_clauses,stimul,13,337,no,masculine,kazhdyj,nominative,masculine
Dorofeeva_2023,"Каждая участница, кто прошла в финал конкурса, выигрывает гарантированный приз.",4.285714285714286,4.0,relative_clauses,stimul,2,74,yes,feminine,kazhdyj,nominative,feminine
Dorofeeva_2023,"Каждую работницу, кто трудился на производстве чугуна, ждёт большая пенсия.",5.714285714285714,6.0,relative_clauses,stimul,20,164,yes,masculine,kazhdyj,accusative,feminine
Dorofeeva_2023,"Каждая, кто воровала в магазине продуктов, отрицает совершённое преступление.",5.444444444444445,5.0,relative_clauses,stimul,14,122,no,feminine,kazhdyj,nominative,feminine
