author,sentence,response,response_round,subtype,type,lexicalization,condition,conj_order,verb_agreement
Belova_2022_1,Грядку под редис копают я и ты.,3.1666666666666665,3.0,coordination,stimul,24.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Ключи от квартиры ищут ты и я.,2.4761904761904763,2.0,coordination,stimul,12.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Шкафчик для посуды чинят я и ты.,3.0,3.0,coordination,stimul,4.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Вчера Яна опоздали на поезд и самолёте.,1.465648854961832,1.0,bad,filler,,bad,,
Belova_2022_1,Снежинки из бумаги вырезаешь я и ты.,2.642857142857143,3.0,coordination,stimul,32.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Подарок для подруги передают я и ты.,2.526315789473684,3.0,coordination,stimul,2.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Грядку под редис копаешь я и ты.,2.0,2.0,coordination,stimul,24.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Перекус из овощей готовим я и ты.,4.25,4.0,coordination,stimul,31.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Сапоги от грязи чистим ты и я.,4.578947368421052,5.0,coordination,stimul,9.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Участок под огород арендуем ты и я.,5.1,5.0,coordination,stimul,22.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Аванс за квартиру вносишь я и ты.,2.833333333333333,3.0,coordination,stimul,25.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Комнату у метро снимаем я и ты.,4.777777777777778,5.0,coordination,stimul,5.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Деньги в акции вкладываю я и ты.,3.571428571428572,4.0,coordination,stimul,20.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Машину из сервиса забираю я и ты.,3.2,3.0,coordination,stimul,29.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Аванс за квартиру вносим я и ты.,4.727272727272728,5.0,coordination,stimul,25.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Штрафы за парковку платишь ты и я.,3.2142857142857144,3.0,coordination,stimul,28.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,Книги в библиотеку отдаёшь я и ты.,2.571428571428572,3.0,coordination,stimul,18.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Деньги в акции вкладываем я и ты.,4.761904761904762,5.0,coordination,stimul,20.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Подарок для подруги передаём я и ты.,4.2631578947368425,4.0,coordination,stimul,2.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Заявление на увольнение пишем ты и я.,5.0,5.0,coordination,stimul,15.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Снежинки из бумаги вырезают я и ты.,2.7,3.0,coordination,stimul,32.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Гречку на костре варишь ты и я.,3.4285714285714284,3.0,coordination,stimul,13.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,В четверг Вася и Дима сделали генеральную уборку.,6.661538461538462,7.0,good,filler,,good,,
Belova_2022_1,Аванс за квартиру вношу я и ты.,3.15,3.0,coordination,stimul,25.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Поездку на дачу планирую я и ты.,2.85,3.0,coordination,stimul,16.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Снежинки из бумаги вырезаем ты и я.,4.416666666666667,4.0,coordination,stimul,32.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Дашину и Митину комнату отремонтировали за лето.,6.419847328244275,6.0,good,filler,,good,,
Belova_2022_1,Комнату у метро снимают ты и я.,2.533333333333333,3.0,coordination,stimul,5.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Ключи от квартиры ищешь я и ты.,2.473684210526316,2.0,coordination,stimul,12.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Заявление на увольнение пишешь я и ты.,1.8,2.0,coordination,stimul,15.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Машину из сервиса забираем я и ты.,4.666666666666667,5.0,coordination,stimul,29.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Деньги в акции вкладываю ты и я.,3.142857142857143,3.0,coordination,stimul,20.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Ключи от квартиры ищем я и ты.,4.571428571428571,5.0,coordination,stimul,12.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Билет на самолёт беру ты и я.,2.6666666666666665,3.0,coordination,stimul,14.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Шкафчик для посуды чинишь я и ты.,2.857142857142857,3.0,coordination,stimul,4.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Билет на самолёт берём я и ты.,4.7368421052631575,5.0,coordination,stimul,14.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Диван в гараж отвозим я и ты.,4.65,5.0,coordination,stimul,17.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Ключи от квартиры ищем ты и я.,4.785714285714286,5.0,coordination,stimul,12.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Машину из сервиса забираешь я и ты.,2.0625,2.0,coordination,stimul,29.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Вечер у соседей проводим я и ты.,3.857142857142857,4.0,coordination,stimul,6.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Поездку на дачу планируем ты и я.,4.733333333333333,5.0,coordination,stimul,16.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Духовку от жира отмываем ты и я.,5.0,5.0,coordination,stimul,10.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Свою гитарой испортила Макар и Алиса.,1.3587786259541983,1.0,bad,filler,,bad,,
Belova_2022_1,Машину из сервиса забирают ты и я.,2.9166666666666665,3.0,coordination,stimul,29.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,В субботу Марина полила цветы и пропылесосила.,5.702290076335878,6.0,good,filler,,good,,
Belova_2022_1,Участок под огород арендуют ты и я.,3.4,3.0,coordination,stimul,22.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Новый телевизор сломали Никита и Юра.,6.030769230769231,6.0,good,filler,,good,,
Belova_2022_1,Шкафчик для посуды чиню я и ты.,3.526315789473684,4.0,coordination,stimul,4.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Деньги в акции вкладывают ты и я.,3.0,3.0,coordination,stimul,20.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Деньги в акции вкладываешь ты и я.,2.35,2.0,coordination,stimul,20.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,Рассвет у озера встречаем ты и я.,5.4,5.0,coordination,stimul,7.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Реквизит для спектакля готовят я и ты.,3.142857142857143,3.0,coordination,stimul,3.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Реквизит для спектакля готовлю я и ты.,3.3125,3.0,coordination,stimul,3.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Поездку на дачу планируешь я и ты.,2.75,3.0,coordination,stimul,16.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Диван в гараж отвозим ты и я.,4.3125,4.0,coordination,stimul,17.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Деньги в акции вкладываем ты и я.,3.923076923076923,4.0,coordination,stimul,20.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Цепочку у ломбарда выкупаю я и ты.,2.6666666666666665,3.0,coordination,stimul,8.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Штрафы за парковку плачу ты и я.,2.857142857142857,3.0,coordination,stimul,28.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Вечер у соседей проводят я и ты.,2.6666666666666665,3.0,coordination,stimul,6.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Подарок для подруги передают ты и я.,2.75,3.0,coordination,stimul,2.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Сапоги от грязи чистим я и ты.,4.090909090909091,4.0,coordination,stimul,9.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,В марте и апрелю Тася прошли стажировку.,1.916030534351145,2.0,bad,filler,,bad,,
Belova_2022_1,Перекус из овощей готовлю я и ты.,3.631578947368421,4.0,coordination,stimul,31.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Машину из сервиса забираешь ты и я.,2.45,2.0,coordination,stimul,29.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,Перекус из овощей готовят я и ты.,2.7142857142857144,3.0,coordination,stimul,31.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Книги в библиотеку отдают я и ты.,2.5625,3.0,coordination,stimul,18.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Заявление на увольнение пишут я и ты.,3.0,3.0,coordination,stimul,15.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Телевизор для бабушки покупаем ты и я.,4.2631578947368425,4.0,coordination,stimul,1.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Крепость из снега строишь ты и я.,2.9166666666666665,3.0,coordination,stimul,30.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,Цветы на стеной нарисовал Арина и Аля.,1.7251908396946565,2.0,bad,filler,,bad,,
Belova_2022_1,Вечер у соседей проводят ты и я.,2.421052631578948,2.0,coordination,stimul,6.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Реквизит для спектакля готовят ты и я.,3.0,3.0,coordination,stimul,3.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Долги за семестр закрывают я и ты.,2.5625,3.0,coordination,stimul,27.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Комнату у метро снимаешь ты и я.,3.533333333333333,4.0,coordination,stimul,5.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,На рыбалке Костя поймал щуку и окуня.,6.458015267175573,6.0,good,filler,,good,,
Belova_2022_1,Книги в библиотеку отдаёшь ты и я.,3.142857142857143,3.0,coordination,stimul,18.0,"you_I, 2sg",you_I,2sg
