experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,agreement,head,noun_type,order,case
Pasko_2024,На субботнике листья убирают треть родителей.,3.4,3.0,quantitative_nouns,stimul,31,248,pl,noun,tret,VS,nominative
Pasko_2024,В квартиру мебель переносят пара грузчиков.,3.888888888888889,4.0,quantitative_nouns,stimul,15,120,pl,noun,para,VS,nominative
Pasko_2024,На конкурсе романсы исполняет десять певцов.,4.111111111111111,4.0,quantitative_nouns,stimul,3,19,sg,num,10.0,VS,nominative
Pasko_2024,Сорок почтальонов разносят письма по понедельникам.,6.666666666666667,7.0,quantitative_nouns,stimul,28,218,pl,num,40.0,SV,nominative
Pasko_2024,На субботнике листья убирает пятнадцать родителей.,3.8,4.0,quantitative_nouns,stimul,31,243,sg,num,15.0,VS,nominative
Pasko_2024,В автосервисе двигатели чинят пара механиков.,3.555555555555556,4.0,quantitative_nouns,stimul,14,112,pl,noun,para,VS,nominative
Pasko_2024,Сто фанатов ждет артиста у выхода.,5.222222222222222,5.0,quantitative_nouns,stimul,20,153,sg,num,100.0,SV,nominative
Pasko_2024,Треть выпускников получают дипломы во вторник.,5.375,5.0,quantitative_nouns,stimul,30,238,pl,noun,tret,SV,nominative
Pasko_2024,Двенадцать маляров красит стены на улице.,4.0,4.0,quantitative_nouns,stimul,27,209,sg,num,12.0,SV,nominative
Pasko_2024,В квартиру мебель переносят восемь грузчиков.,6.125,6.0,quantitative_nouns,stimul,15,116,pl,num,8.0,VS,nominative
Pasko_2024,Половина фанатов ждет артиста у выхода.,5.4,5.0,quantitative_nouns,stimul,20,157,sg,noun,polovina,SV,nominative
Pasko_2024,Семнадцать филологов представляют доклады на конференции.,6.2,6.0,quantitative_nouns,stimul,15,114,pl,num,17.0,SV,nominative
Pasko_2024,Под навесом дождь пережидают пятнадцать прохожих.,6.0,6.0,quantitative_nouns,stimul,13,100,pl,num,15.0,VS,nominative
Pasko_2024,Большинство слушателей ведет конспекты на лекции.,6.222222222222222,6.0,quantitative_nouns,stimul,4,29,sg,noun,bolshinstvo,SV,nominative
Pasko_2024,В сборнике две статью пишет редактор.,1.9714285714285715,2.0,bad,filler,505,510,sg,num,2.0,VS,
Pasko_2024,Десять министров содержат жилье за границей.,5.6,6.0,quantitative_nouns,stimul,5,34,pl,num,10.0,SV,nominative
Pasko_2024,Треть детей читает стихи на концерте.,5.0,5.0,quantitative_nouns,stimul,32,253,sg,noun,tret,SV,nominative
Pasko_2024,Тридцать пассажиров слушает музыку в автобусе.,5.0,5.0,quantitative_nouns,stimul,21,161,sg,num,30.0,SV,nominative
Pasko_2024,Половина музыкантов готовит номера для фестиваля.,5.75,6.0,quantitative_nouns,stimul,22,173,sg,noun,polovina,SV,nominative
Pasko_2024,На экзамене треть работ проверяет ассистент.,6.411764705882353,6.0,good,filler,505,530,sg,noun,tret,VS,
Pasko_2024,В мае экзамен сдают большинство первокурсников.,4.888888888888889,5.0,quantitative_nouns,stimul,1,8,pl,noun,bolshinstvo,VS,nominative
Pasko_2024,Портными шьют пару рубашек в день.,2.130434782608696,2.0,bad,filler,505,513,pl,noun,para,SV,
Pasko_2024,На репетиции реплики забывают большинство актеров.,4.666666666666667,5.0,quantitative_nouns,stimul,6,48,pl,noun,bolshinstvo,VS,nominative
Pasko_2024,По пятницам отчеты отправляют двенадцать сотрудников.,6.375,6.0,quantitative_nouns,stimul,9,68,pl,num,12.0,VS,nominative
Pasko_2024,Преподаватель берет большинство вопросов из учебника.,6.144927536231884,6.0,good,filler,505,504,sg,noun,bolshinstvo,SV,
Pasko_2024,Пятьдесят покупателей выбирают овощи на рынке.,6.375,6.0,quantitative_nouns,stimul,11,82,pl,num,50.0,SV,nominative
Pasko_2024,Большинство врачей обходят пациентов по утрам.,6.333333333333333,6.0,quantitative_nouns,stimul,8,62,pl,noun,bolshinstvo,SV,nominative
Pasko_2024,За границей жилье содержат десять министров.,4.888888888888889,5.0,quantitative_nouns,stimul,5,36,pl,num,10.0,VS,nominative
Pasko_2024,В субботу занятия прогуливает тридцать студентов.,6.142857142857143,6.0,quantitative_nouns,stimul,16,123,sg,num,30.0,VS,nominative
Pasko_2024,На концерте стихи читают тринадцать детей.,5.75,6.0,quantitative_nouns,stimul,32,252,pl,num,13.0,VS,nominative
Pasko_2024,Большинство актеров забывают реплики на репетиции.,5.125,5.0,quantitative_nouns,stimul,6,46,pl,noun,bolshinstvo,SV,nominative
Pasko_2024,Тринадцать одноклассников подает документы в университеты.,4.0,4.0,quantitative_nouns,stimul,26,201,sg,num,13.0,SV,nominative
Pasko_2024,Европейцы сдают половину бутылок на переработку.,5.941176470588236,6.0,good,filler,505,521,pl,noun,polovina,SV,
Pasko_2024,В столице законопроект поддерживает триста депутатов.,5.5,6.0,quantitative_nouns,stimul,2,11,sg,num,300.0,VS,nominative
Pasko_2024,Пара грузчиков переносит мебель в квартиру.,5.75,6.0,quantitative_nouns,stimul,15,117,sg,noun,para,SV,nominative
Pasko_2024,Двадцать туристов ждут багаж в аэропорту.,6.75,7.0,quantitative_nouns,stimul,10,74,pl,num,20.0,SV,nominative
Pasko_2024,Половина пассажиров слушает музыку в автобусе.,5.142857142857143,5.0,quantitative_nouns,stimul,21,165,sg,noun,polovina,SV,nominative
Pasko_2024,В июне переподготовку проходит шестьдесят учителей.,5.571428571428571,6.0,quantitative_nouns,stimul,29,227,sg,num,60.0,VS,nominative
Pasko_2024,Треть учителей проходят переподготовку в июне.,6.125,6.0,quantitative_nouns,stimul,29,230,pl,noun,tret,SV,nominative
Pasko_2024,Большинство министров содержит жилье за границей.,3.4,3.0,quantitative_nouns,stimul,5,37,sg,noun,bolshinstvo,SV,nominative
Pasko_2024,Пара прохожих пережидает дождь под навесом.,5.6,6.0,quantitative_nouns,stimul,13,101,sg,noun,para,SV,nominative
Pasko_2024,Под навесом дождь пережидают пара прохожих.,4.857142857142857,5.0,quantitative_nouns,stimul,13,104,pl,noun,para,VS,nominative
Pasko_2024,Тридцать пассажиров слушают музыку в автобусе.,6.5,6.0,quantitative_nouns,stimul,21,162,pl,num,30.0,SV,nominative
Pasko_2024,Из школы пару детей забираем дедушки.,1.9142857142857144,2.0,bad,filler,505,515,pl,noun,para,VS,
Pasko_2024,Девять актеров забывают реплики на репетиции.,6.125,6.0,quantitative_nouns,stimul,6,42,pl,num,9.0,SV,nominative
Pasko_2024,Двенадцать соседей паркует автомобили во дворе.,4.0,4.0,quantitative_nouns,stimul,25,193,sg,num,12.0,SV,nominative
Pasko_2024,На конференции доклады представляют семнадцать филологов.,6.571428571428571,7.0,quantitative_nouns,stimul,15,116,pl,num,17.0,VS,nominative
Pasko_2024,В субботу занятия прогуливает половина студентов.,5.857142857142857,6.0,quantitative_nouns,stimul,16,127,sg,noun,polovina,VS,nominative
Pasko_2024,Двоечник пропускает треть уроков в школе.,6.142857142857143,6.0,good,filler,505,528,sg,noun,tret,SV,
Pasko_2024,Большинство певцов исполняет романсы на конкурсе.,5.571428571428571,6.0,quantitative_nouns,stimul,3,21,sg,noun,bolshinstvo,SV,nominative
Pasko_2024,Соседи высаживают двенадцать кустов на участке.,5.91044776119403,6.0,good,filler,505,509,pl,num,12.0,SV,
Pasko_2024,Большинство прихожан посещают церковь по праздникам.,6.25,6.0,quantitative_nouns,stimul,7,54,pl,noun,bolshinstvo,SV,nominative
Pasko_2024,В университеты документы подают треть одноклассников.,3.333333333333333,3.0,quantitative_nouns,stimul,26,208,pl,noun,tret,VS,nominative
Pasko_2024,Двести прихожан посещают церковь по праздникам.,6.555555555555555,7.0,quantitative_nouns,stimul,7,50,pl,num,200.0,SV,nominative
Pasko_2024,На концерте стихи читает тринадцать детей.,5.0,5.0,quantitative_nouns,stimul,32,251,sg,num,13.0,VS,nominative
Pasko_2024,В автобусе музыку слушает тридцать пассажиров.,5.222222222222222,5.0,quantitative_nouns,stimul,21,163,sg,num,30.0,VS,nominative
Pasko_2024,Пара механиков чинят двигатели в автосервисе.,4.714285714285714,5.0,quantitative_nouns,stimul,14,110,pl,noun,para,SV,nominative
Pasko_2024,Восемь грузчиков переносят мебель в квартиру.,6.444444444444445,6.0,quantitative_nouns,stimul,15,114,pl,num,8.0,SV,nominative
Pasko_2024,Шестнадцать переводчиков знают китайский с детства.,6.0,6.0,quantitative_nouns,stimul,24,186,pl,num,16.0,SV,nominative
Pasko_2024,На лекции конспекты ведет большинство слушателей.,6.25,6.0,quantitative_nouns,stimul,4,31,sg,noun,bolshinstvo,VS,nominative
Pasko_2024,У выхода артиста ждут половина фанатов.,2.5,2.0,quantitative_nouns,stimul,20,160,pl,noun,polovina,VS,nominative
Pasko_2024,Сто музыкантов готовит номера для фестиваля.,3.142857142857143,3.0,quantitative_nouns,stimul,22,169,sg,num,100.0,SV,nominative
Pasko_2024,В субботу занятия прогуливают половина студентов.,4.888888888888889,5.0,quantitative_nouns,stimul,16,128,pl,noun,polovina,VS,nominative
Pasko_2024,В столице законопроект поддерживают большинство депутатов.,5.5,6.0,quantitative_nouns,stimul,2,16,pl,noun,bolshinstvo,VS,nominative
Pasko_2024,Пара сотрудников отправляют отчеты по пятницам.,4.1,4.0,quantitative_nouns,stimul,9,70,pl,noun,para,SV,nominative
Pasko_2024,По пятницам отчеты отправляет пара сотрудников.,4.875,5.0,quantitative_nouns,stimul,9,71,sg,noun,para,VS,nominative
Pasko_2024,По праздникам церковь посещают двести прихожан.,6.25,6.0,quantitative_nouns,stimul,7,52,pl,num,200.0,VS,nominative
Pasko_2024,Пара покупателей выбирает овощи на рынке.,6.375,6.0,quantitative_nouns,stimul,11,85,sg,noun,para,SV,nominative
Pasko_2024,В университеты документы подает тринадцать одноклассников.,5.375,5.0,quantitative_nouns,stimul,26,203,sg,num,13.0,VS,nominative
Pasko_2024,В столице законопроект поддерживает большинство депутатов.,5.666666666666667,6.0,quantitative_nouns,stimul,2,15,sg,noun,bolshinstvo,VS,nominative
Pasko_2024,Семьдесят рабочих планирует забастовку на заводе.,3.625,4.0,quantitative_nouns,stimul,17,129,sg,num,70.0,SV,nominative
Pasko_2024,Треть маляров красят стены на улице.,4.777777777777778,5.0,quantitative_nouns,stimul,27,214,pl,noun,tret,SV,nominative
Pasko_2024,В автосервисе двигатели чинит пара механиков.,5.375,5.0,quantitative_nouns,stimul,14,111,sg,noun,para,VS,nominative
Pasko_2024,На улице стены красят треть маляров.,4.0,4.0,quantitative_nouns,stimul,27,216,pl,noun,tret,VS,nominative
Pasko_2024,По пятницам отчеты отправляют пара сотрудников.,4.555555555555555,5.0,quantitative_nouns,stimul,9,72,pl,noun,para,VS,nominative
Pasko_2024,Треть родителей убирает листья на субботнике.,5.714285714285714,6.0,quantitative_nouns,stimul,31,245,sg,noun,tret,SV,nominative
Pasko_2024,На рынке овощи выбирают пара покупателей.,4.428571428571429,4.0,quantitative_nouns,stimul,11,88,pl,noun,para,VS,nominative
Pasko_2024,На концерте стихи читает треть детей.,6.1,6.0,quantitative_nouns,stimul,32,255,sg,noun,tret,VS,nominative
Pasko_2024,На сайте большинство объявлений вывешиваете риелторы.,2.0144927536231885,2.0,bad,filler,505,507,pl,noun,bolshinstvo,VS,
Pasko_2024,Для фестиваля номера готовит половина музыкантов.,5.888888888888889,6.0,quantitative_nouns,stimul,22,175,sg,noun,polovina,VS,nominative
Pasko_2024,Двести прихожан посещает церковь по праздникам.,4.375,4.0,quantitative_nouns,stimul,7,49,sg,num,200.0,SV,nominative
Pasko_2024,Половина студентов прогуливают занятия в субботу.,5.3,5.0,quantitative_nouns,stimul,16,126,pl,noun,polovina,SV,nominative
Pasko_2024,На заводе забастовку планируют семьдесят рабочих.,6.666666666666667,7.0,quantitative_nouns,stimul,17,132,pl,num,70.0,VS,nominative
Pasko_2024,Ювелиров отбраковывают треть жемчужин из упаковки.,1.9558823529411764,2.0,bad,filler,505,529,pl,noun,tret,SV,
Pasko_2024,В автосервисе двигатели чинит восемь механиков.,3.0,3.0,quantitative_nouns,stimul,14,107,sg,num,8.0,VS,nominative
Pasko_2024,По пятницам отчеты отправляет двенадцать сотрудников.,4.5,4.0,quantitative_nouns,stimul,9,67,sg,num,12.0,VS,nominative
Pasko_2024,Восемь грузчиков переносит мебель в квартиру.,2.25,2.0,quantitative_nouns,stimul,15,113,sg,num,8.0,SV,nominative
Pasko_2024,За границей жилье содержит большинство министров.,3.0,3.0,quantitative_nouns,stimul,5,39,sg,noun,bolshinstvo,VS,nominative
Pasko_2024,Тринадцать одноклассников подают документы в университеты.,5.75,6.0,quantitative_nouns,stimul,26,202,pl,num,13.0,SV,nominative
Pasko_2024,Для фестиваля номера готовят сто музыкантов.,5.875,6.0,quantitative_nouns,stimul,22,172,pl,num,100.0,VS,nominative
