experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,premodifier_number,agreement,noun_type,case
Krainova_2023,Синоптики дали ряд прогнозов про шторме.,1.5802469135802468,2.0,bad,filler,501.0,714,,,,
Krainova_2023,Мои куча рукописей хранились в библиотеке.,2.142857142857143,2.0,quantitative_nouns,stimul,16.0,240,pl,pl,adjectival,nominative
Krainova_2023,Эти тысяча поклонников приехали на встречу.,2.888888888888889,3.0,quantitative_nouns,stimul,14.0,174,pl,pl,numeral,nominative
Krainova_2023,Эти тысяча заказчиков настаивала на рассрочке.,2.6,3.0,quantitative_nouns,stimul,6.0,134,pl,sg,numeral,nominative
Krainova_2023,Мой ряд клиентов торговали на бирже.,1.4285714285714286,1.0,quantitative_nouns,stimul,20.0,116,sg,pl,adjectival,nominative
Krainova_2023,Эти десяток цветов рос на даче.,1.7777777777777777,2.0,quantitative_nouns,stimul,21.0,149,pl,sg,numeral,nominative
Krainova_2023,Мои масса статей находились на рецензировании.,2.555555555555556,3.0,quantitative_nouns,stimul,18.0,242,pl,pl,adjectival,nominative
Krainova_2023,Эти дюжина последователей ошиблись в выводах.,1.818181818181818,2.0,quantitative_nouns,stimul,23.0,183,pl,pl,numeral,nominative
Krainova_2023,Этот десяток товарищей играл в баскетбол.,4.666666666666667,5.0,quantitative_nouns,stimul,25.0,25,sg,sg,numeral,nominative
Krainova_2023,Эти десяток односельчан вступил в кооператив.,1.2727272727272727,1.0,quantitative_nouns,stimul,17.0,145,pl,sg,numeral,nominative
Krainova_2023,Мои куча заказчиков настаивала на рассрочке.,1.2727272727272727,1.0,quantitative_nouns,stimul,6.0,198,pl,sg,adjectival,nominative
Krainova_2023,Мои множество писем пришли в редакцию.,2.909090909090909,3.0,quantitative_nouns,stimul,30.0,254,pl,pl,adjectival,nominative
Krainova_2023,Моя куча выпускников поступали в университет.,2.555555555555556,3.0,quantitative_nouns,stimul,32.0,128,sg,pl,adjectival,nominative
Krainova_2023,Эти тысяча преподавателей выступали за реформу.,3.071428571428572,3.0,quantitative_nouns,stimul,10.0,170,pl,pl,numeral,nominative
Krainova_2023,Этот десяток односельчан вступили в кооператив.,3.2,3.0,quantitative_nouns,stimul,17.0,49,sg,pl,numeral,nominative
Krainova_2023,Эти десяток песен играл на вечеринке.,1.818181818181818,2.0,quantitative_nouns,stimul,9.0,137,pl,sg,numeral,nominative
Krainova_2023,Эта дюжина книг лежала на полу.,6.125,6.0,quantitative_nouns,stimul,19.0,19,sg,sg,numeral,nominative
Krainova_2023,Мои масса цветов росли на даче.,1.5454545454545454,2.0,quantitative_nouns,stimul,21.0,245,pl,pl,adjectival,nominative
Krainova_2023,Эти дюжина приятелей поднялась на Эверест.,3.2857142857142856,3.0,quantitative_nouns,stimul,27.0,155,pl,sg,numeral,nominative
Krainova_2023,Парламент издал десяток поправок к законам.,5.8125,6.0,good,filler,501.0,505,,,,
Krainova_2023,Эта тысяча трав хранилась в гербарии.,3.523809523809524,4.0,quantitative_nouns,stimul,22.0,22,sg,sg,numeral,nominative
Krainova_2023,Эти дюжина просьб%09 привела к отказу.,2.636363636363636,3.0,quantitative_nouns,stimul,11.0,139,pl,sg,numeral,nominative
Krainova_2023,Эти миллион выпускников поступали в университет.,3.636363636363636,4.0,quantitative_nouns,stimul,32.0,192,pl,pl,numeral,nominative
Krainova_2023,Вася покормил десяток птиц в парке.,5.962962962962963,6.0,good,filler,501.0,506,,,,
Krainova_2023,Моя куча товарищей играл в баскетбол.,1.0,1.0,quantitative_nouns,stimul,25.0,89,sg,sg,adjectival,nominative
Krainova_2023,Мои множество приятелей поднялось на Эверест.,2.0,2.0,quantitative_nouns,stimul,27.0,219,pl,sg,adjectival,nominative
Krainova_2023,Моё множество приятелей поднялись на Эверест.,2.125,2.0,quantitative_nouns,stimul,27.0,123,sg,pl,adjectival,nominative
Krainova_2023,Биолог поймал кучу бабочек в поле.,6.243902439024391,6.0,good,filler,501.0,501,,,,
Krainova_2023,Эти тысяча трав хранилась в гербарии.,2.055555555555556,2.0,quantitative_nouns,stimul,22.0,150,pl,sg,numeral,nominative
Krainova_2023,Моя куча рукописей хранилась в библиотеке.,5.888888888888889,6.0,quantitative_nouns,stimul,16.0,80,sg,sg,adjectival,nominative
Krainova_2023,Мои множество поклонников приехало на встречу.,1.3636363636363635,1.0,quantitative_nouns,stimul,14.0,206,pl,sg,adjectival,nominative
Krainova_2023,Эта дюжина коллег уходила в отпуск.,3.142857142857143,3.0,quantitative_nouns,stimul,15.0,15,sg,sg,numeral,nominative
Krainova_2023,Мой ряд клиентов торговал на бирже.,3.25,3.0,quantitative_nouns,stimul,20.0,84,sg,sg,adjectival,nominative
Krainova_2023,Эти десяток товарищей играл в баскетбол.,1.181818181818182,1.0,quantitative_nouns,stimul,25.0,153,pl,sg,numeral,nominative
Krainova_2023,Мои масса пациентов выздоровела от инфекции.,1.6666666666666667,2.0,quantitative_nouns,stimul,12.0,204,pl,sg,adjectival,nominative
Krainova_2023,Этот десяток односельчан вступил в кооператив.,5.125,5.0,quantitative_nouns,stimul,17.0,17,sg,sg,numeral,nominative
Krainova_2023,Дети съели кучу конфет на празднике.,6.5,6.0,good,filler,501.0,502,,,,
Krainova_2023,Эта дюжина просьб привела к отказу.,5.222222222222222,5.0,quantitative_nouns,stimul,11.0,11,sg,sg,numeral,nominative
Krainova_2023,Эти десяток издателей экономили на бумаге.,2.5,2.0,quantitative_nouns,stimul,29.0,189,pl,pl,numeral,nominative
Krainova_2023,Этот десяток песен играл на вечеринке.,4.222222222222222,4.0,quantitative_nouns,stimul,9.0,9,sg,sg,numeral,nominative
Krainova_2023,Моя масса друзей поехали за город.,1.5,2.0,quantitative_nouns,stimul,5.0,101,sg,pl,adjectival,nominative
Krainova_2023,Мой ряд тем снялся с обсуждения.,3.125,3.0,quantitative_nouns,stimul,7.0,71,sg,sg,adjectival,nominative
Krainova_2023,Мой ряд объявлений висели на сайте.,1.6428571428571428,2.0,quantitative_nouns,stimul,4.0,100,sg,pl,adjectival,nominative
Krainova_2023,Моё множество поклонников приехали на встречу.,3.333333333333333,3.0,quantitative_nouns,stimul,14.0,110,sg,pl,adjectival,nominative
Krainova_2023,Мои множество приятелей поднялись на Эверест.,3.2,3.0,quantitative_nouns,stimul,27.0,251,pl,pl,adjectival,nominative
Krainova_2023,Мой ряд преподавателей выступали за реформу.,1.0909090909090908,1.0,quantitative_nouns,stimul,10.0,106,sg,pl,adjectival,nominative
Krainova_2023,Катя нашла массу недостатках в учебе.,1.4197530864197532,1.0,bad,filler,501.0,704,,,,
Krainova_2023,Эти тысяча правок остались без внимания.,3.4615384615384617,3.0,quantitative_nouns,stimul,26.0,186,pl,pl,numeral,nominative
Krainova_2023,Эти миллион экземпляров продавалось в магазинах.,1.9090909090909087,2.0,quantitative_nouns,stimul,8.0,136,pl,sg,numeral,nominative
Krainova_2023,Мои куча выпускников поступали в университет.,1.8571428571428568,2.0,quantitative_nouns,stimul,32.0,256,pl,pl,adjectival,nominative
Krainova_2023,Мои множество экземпляров продавался в магазинах.,1.5,2.0,quantitative_nouns,stimul,8.0,200,pl,sg,adjectival,nominative
Krainova_2023,Мой ряд преподавателей выступал за реформу.,2.4545454545454546,2.0,quantitative_nouns,stimul,10.0,74,sg,sg,adjectival,nominative
Krainova_2023,Моё множество препаратов продавались по рецепту.,2.090909090909091,2.0,quantitative_nouns,stimul,1.0,97,sg,pl,adjectival,nominative
Krainova_2023,Мои куча книг лежали на полу.,2.3,2.0,quantitative_nouns,stimul,19.0,243,pl,pl,adjectival,nominative
Krainova_2023,Эта дюжина однокурсников пошли в кино.,2.0,2.0,quantitative_nouns,stimul,3.0,35,sg,pl,numeral,nominative
Krainova_2023,Этот миллион рукописей хранились в библиотеке.,3.0,3.0,quantitative_nouns,stimul,16.0,48,sg,pl,numeral,nominative
Krainova_2023,Моё множество приятелей поднялось на Эверест.,2.727272727272727,3.0,quantitative_nouns,stimul,27.0,91,sg,sg,adjectival,nominative
Krainova_2023,Этот миллион клиентов торговали на бирже.,1.9090909090909087,2.0,quantitative_nouns,stimul,20.0,52,sg,pl,numeral,nominative
Krainova_2023,Эти тысяча заказчиков настаивали на рассрочке.,3.333333333333333,3.0,quantitative_nouns,stimul,6.0,166,pl,pl,numeral,nominative
Krainova_2023,Мои множество просьб привели к отказу.,3.5,4.0,quantitative_nouns,stimul,11.0,235,pl,pl,adjectival,nominative
Krainova_2023,Мои множество препаратов продавались по рецепту.,2.1,2.0,quantitative_nouns,stimul,1.0,225,pl,pl,adjectival,nominative
Krainova_2023,Эта дюжина репортажей попали в газеты.,2.3,2.0,quantitative_nouns,stimul,31.0,63,sg,pl,numeral,nominative
Krainova_2023,Эта тысяча статей находились на рецензировании.,2.555555555555556,3.0,quantitative_nouns,stimul,18.0,50,sg,pl,numeral,nominative
Krainova_2023,Эта тысяча преподавателей выступалиЭти тысяча заказчиков настаивали на рассрочке за реформу.,1.0,1.0,quantitative_nouns,stimul,10.0,42,sg,pl,numeral,nominative
Krainova_2023,Эта дюжина приятелей поднялась на Эверест.,5.222222222222222,5.0,quantitative_nouns,stimul,27.0,27,sg,sg,numeral,nominative
Krainova_2023,Мои множество экземпляров продавались в магазинах.,2.642857142857143,3.0,quantitative_nouns,stimul,8.0,232,pl,pl,adjectival,nominative
Krainova_2023,Мои множество поклонников приехали на встречу.,3.0,3.0,quantitative_nouns,stimul,14.0,238,pl,pl,adjectival,nominative
Krainova_2023,Эти миллион пациентов выздоровели от инфекции.,3.6666666666666665,4.0,quantitative_nouns,stimul,12.0,172,pl,pl,numeral,nominative
Krainova_2023,Эти тысяча статей находилась на рецензировании.,2.0,2.0,quantitative_nouns,stimul,18.0,146,pl,sg,numeral,nominative
Krainova_2023,Мои куча песен играли на вечеринке.,2.4,2.0,quantitative_nouns,stimul,9.0,233,pl,pl,adjectival,nominative
Krainova_2023,Шалфей лечит десяток болезней при заваривания.,1.5875,2.0,bad,filler,501.0,705,,,,
Krainova_2023,Эта тысяча учеников отправилась на экзамен.,5.2,5.0,quantitative_nouns,stimul,2.0,2,sg,sg,numeral,nominative
Krainova_2023,Этот десяток вопросов поступил в разработку.,5.363636363636363,5.0,quantitative_nouns,stimul,13.0,13,sg,sg,numeral,nominative
Krainova_2023,Продавец обслужил множество покупателей в полдень.,6.764705882352941,7.0,good,filler,501.0,511,,,,
Krainova_2023,Моё множество поклонников приехало на встречу.,3.3,3.0,quantitative_nouns,stimul,14.0,78,sg,sg,adjectival,nominative
Krainova_2023,Профессор похвалил дюжину студентов за старание.,5.829268292682927,6.0,good,filler,501.0,509,,,,
Krainova_2023,Моя куча однокурсников пошла в кино.,3.090909090909091,3.0,quantitative_nouns,stimul,3.0,67,sg,sg,adjectival,nominative
Krainova_2023,Мой ряд правок остался без внимания.,4.0,4.0,quantitative_nouns,stimul,26.0,90,sg,sg,adjectival,nominative
Krainova_2023,Эти дюжина однокурсников пошли в кино.,2.0,2.0,quantitative_nouns,stimul,3.0,163,pl,pl,numeral,nominative
Krainova_2023,Моя масса учеников отправилась на экзамен.,3.090909090909091,3.0,quantitative_nouns,stimul,2.0,66,sg,sg,adjectival,nominative
Krainova_2023,Этот миллион экземпляров продавался в магазинах.,4.5,4.0,quantitative_nouns,stimul,8.0,8,sg,sg,numeral,nominative
Krainova_2023,Мои куча песен играла на вечеринке.,1.6428571428571428,2.0,quantitative_nouns,stimul,9.0,201,pl,sg,adjectival,nominative
Krainova_2023,Эта тысяча статей находилась на рецензировании.,6.4,6.0,quantitative_nouns,stimul,18.0,18,sg,sg,numeral,nominative
Krainova_2023,Мои ряд правок остался без внимания.,1.0,1.0,quantitative_nouns,stimul,26.0,218,pl,sg,adjectival,nominative
Krainova_2023,Моя куча товарищей играла в баскетбол.,4.5,4.0,quantitative_nouns,stimul,25.0,89,sg,sg,adjectival,nominative
Krainova_2023,Этот десяток товарищей играли в баскетбол.,2.7,3.0,quantitative_nouns,stimul,25.0,57,sg,pl,numeral,nominative
Krainova_2023,Моя куча песен играли на вечеринке.,1.5454545454545454,2.0,quantitative_nouns,stimul,9.0,105,sg,pl,adjectival,nominative
