experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,agreement,order,gender,animacy,condition
Orlov_2023,"В поточных аудиториях, относящихся к лекторию, проходило три занятия.",4.583333333333333,5.0,quantitative_nouns,stimul,24,192,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"Две зеркала стояли в большой палате, находившейся напротив медпоста.",4.642857142857143,5.0,quantitative_nouns,stimul,4,27,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"В маленьком пенале, валявшемся в портфеле, лежали два кольца.",5.25,5.0,quantitative_nouns,stimul,19,151,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"На верхней антресоли, располагавшейся в прихожей, валялось три веревки.",5.071428571428571,5.0,quantitative_nouns,stimul,27,214,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"В компьютерном классе, находящемся напротив лектория, стояли две кружки.",5.083333333333333,5.0,quantitative_nouns,stimul,25,197,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"Четыре посылки лежало на высоком буфете, стоявшем в гостиной.",5.230769230769231,5.0,quantitative_nouns,stimul,26,202,singular verb,SV,feminine noun,inanimate,"singular verb, SV, feminine noun"
Orlov_2023,"На высоком буфете, стоявшем в гостиной, лежало четыре посылки.",5.769230769230769,6.0,quantitative_nouns,stimul,26,206,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"На широкой набережной, пролегающей вдоль океана, росло четыре кактуса.",4.6923076923076925,5.0,quantitative_nouns,stimul,17,136,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"Четыре ножа лежало в жестяной раковине, крепившейся к стене.",4.6923076923076925,5.0,quantitative_nouns,stimul,8,60,singular verb,SV,non-feminine noun,inanimate,"singular verb, SV, non-feminine noun"
Orlov_2023,"Две книги лежали на дубовой полке, висевшей на стене.",5.666666666666667,6.0,quantitative_nouns,stimul,7,49,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"Четыре губки лежали в жестяной раковине, крепившейся к стене.",5.714285714285714,6.0,quantitative_nouns,stimul,8,57,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"Три портрета висело в гостиной, совмещенной с кухней.",5.076923076923077,5.0,quantitative_nouns,stimul,3,20,singular verb,SV,non-feminine noun,inanimate,"singular verb, SV, non-feminine noun"
Orlov_2023,"Две камеры оказалось в маленькой студии, расположенной в кинопавильоне.",3.6666666666666665,4.0,quantitative_nouns,stimul,31,242,singular verb,SV,feminine noun,inanimate,"singular verb, SV, feminine noun"
Orlov_2023,"В маленькой аудитории, соседствующей с лекторием, стояло четыре табуретки.",5.833333333333333,6.0,quantitative_nouns,stimul,20,158,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"В узком переулке, прилегавшем к скверу, стояли четыре здания.",5.5,6.0,quantitative_nouns,stimul,32,255,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"На дубовой полке, висевшей на стене, лежали два реферата.",5.583333333333333,6.0,quantitative_nouns,stimul,7,55,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"Три галстука висело в большом шкафу, достающем до потолка.",4.416666666666667,4.0,quantitative_nouns,stimul,18,140,singular verb,SV,non-feminine noun,inanimate,"singular verb, SV, non-feminine noun"
Orlov_2023,"Три елки росли на дачном участке, выходящем к реке.",5.0,5.0,quantitative_nouns,stimul,21,161,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"В большом сундуке, помещенном в кладовку, находилось два покрывала.",6.25,6.0,quantitative_nouns,stimul,28,224,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"Четыре табуретки стояли в маленькой аудитории, соседствующей с лекторием.",4.857142857142857,5.0,quantitative_nouns,stimul,20,153,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"Четыре грузовика ехало по скоростной дороге,  проходящей через мегаполис.",4.214285714285714,4.0,quantitative_nouns,stimul,5,36,singular verb,SV,non-feminine noun,inanimate,"singular verb, SV, non-feminine noun"
Orlov_2023,"В компьютерном классе, находящемся напротив лектория, стояло два стола.",5.230769230769231,5.0,quantitative_nouns,stimul,25,200,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"К спутнику, вращающемуся вокруг Марса, летели две кометы.",5.928571428571429,6.0,quantitative_nouns,stimul,10,77,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"В летней беседке, примыкавшей к забору, стояло три табуретки.",6.076923076923077,6.0,quantitative_nouns,stimul,30,238,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"На круглом столе, прилегавшем к стене, лежали три таблетки.",5.461538461538462,5.0,quantitative_nouns,stimul,6,45,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"По железной дороге, ведущей в Тулу, ехали четыре вагона.",5.461538461538462,5.0,quantitative_nouns,stimul,29,231,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"Три рубашки висели в большом шкафу, достающем до потолка.",5.846153846153846,6.0,quantitative_nouns,stimul,18,137,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"На высоком буфете, стоявшем в гостиной, лежали четыре письма.",5.785714285714286,6.0,quantitative_nouns,stimul,26,207,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"В узком переулке, прилегавшем к скверу, стояли четыре скамейки.",5.769230769230769,6.0,quantitative_nouns,stimul,32,253,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"На верхней антресоли, располагавшейся в прихожей, валялись три провода.",6.5,6.0,quantitative_nouns,stimul,27,215,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"Четыре подушки лежали на большой кровати, находящейся в спальне.",5.384615384615385,5.0,quantitative_nouns,stimul,11,81,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"Четыре здания стояли в узком переулке, прилегавшем к скверу.",5.846153846153846,6.0,quantitative_nouns,stimul,32,251,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"В узком переулке, прилегавшем к скверу, стояло четыре скамейки.",6.0,6.0,quantitative_nouns,stimul,32,254,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"В маленьком пенале, валявшемся в портфеле, лежало две ручки.",5.538461538461538,6.0,quantitative_nouns,stimul,19,150,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"Три галстука висели в большом шкафу, достающем до потолка.",4.846153846153846,5.0,quantitative_nouns,stimul,18,139,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"На дубовом шкафу, примыкавшем к камину, стояло две вазы.",5.071428571428571,5.0,quantitative_nouns,stimul,1,6,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"В маленькой студии, расположенной в кинопавильоне, оказалось две камеры.",5.714285714285714,6.0,quantitative_nouns,stimul,31,246,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"К спутнику, вращающемуся вокруг Марса, летело два астероида.",5.727272727272728,6.0,quantitative_nouns,stimul,10,80,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"Три танкера приплыло к восточному порту, расположенному в пригороде.",6.0,6.0,quantitative_nouns,stimul,12,92,singular verb,SV,non-feminine noun,inanimate,"singular verb, SV, non-feminine noun"
Orlov_2023,"На дубовой полке, висевшей на стене, лежало две книги.",5.785714285714286,6.0,quantitative_nouns,stimul,7,54,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"В жестяной раковине, крепившейся к стене, лежало четыре губки.",5.333333333333333,5.0,quantitative_nouns,stimul,8,62,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"Три яйца лежали на круглом столе, прилегавшем к стене.",4.285714285714286,4.0,quantitative_nouns,stimul,6,43,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"Два предприятия заработали в пригородных поселениях, расстилающихся по равнине.",4.0,4.0,quantitative_nouns,stimul,13,99,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"В маленькой студии, расположенной в кинопавильоне, оказалось два штатива.",5.642857142857143,6.0,quantitative_nouns,stimul,31,248,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"Три дуба упали на узкую тропу, проходящую через лес.",6.363636363636363,6.0,quantitative_nouns,stimul,15,115,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"В большом шкафу, достающем до потолка, висели три рубашки.",5.538461538461538,6.0,quantitative_nouns,stimul,18,141,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"В модном бутике, открывшемся в центре города, появилось два платья.",5.416666666666667,5.0,quantitative_nouns,stimul,22,176,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"Две вазы стояло на дубовом шкафу, примыкавшем к камину.",3.692307692307693,4.0,quantitative_nouns,stimul,1,2,singular verb,SV,feminine noun,inanimate,"singular verb, SV, feminine noun"
Orlov_2023,"Четыре  груши лежало в фруктовой вазе, стоявшей посреди стола.",6.153846153846154,6.0,quantitative_nouns,stimul,2,10,singular verb,SV,feminine noun,inanimate,"singular verb, SV, feminine noun"
Orlov_2023,"Четыре ключа лежало в старой сумке, висевшей в гардеробе.",5.916666666666667,6.0,quantitative_nouns,stimul,14,108,singular verb,SV,non-feminine noun,inanimate,"singular verb, SV, non-feminine noun"
Orlov_2023,"Три березы упало на узкую тропу, проходящую через лес.",4.785714285714286,5.0,quantitative_nouns,stimul,15,114,singular verb,SV,feminine noun,inanimate,"singular verb, SV, feminine noun"
Orlov_2023,"На зеленой скамейке, стоящей у подъезда, лежало четыре журнала.",5.461538461538462,5.0,quantitative_nouns,stimul,23,184,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"В маленьком пенале, валявшемся в портфеле, лежало два кольца.",4.923076923076923,5.0,quantitative_nouns,stimul,19,152,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"На газовой плите, соседствующей с раковиной, стояло две кастрюли.",4.727272727272728,5.0,quantitative_nouns,stimul,16,126,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"По скоростной дороге, проходящей через мегаполис, ехали четыре машины.",6.416666666666667,6.0,quantitative_nouns,stimul,5,37,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"Три лекции проходили в поточных аудиториях, относящихся к лекторию.",5.4,5.0,quantitative_nouns,stimul,24,185,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"Две кровати стояли в большой палате, находившейся напротив медпоста.",4.785714285714286,5.0,quantitative_nouns,stimul,4,25,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"В пригородных поселениях, расстилающихся по равнине, заработали два предприятия.",5.2,5.0,quantitative_nouns,stimul,13,103,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"На большой кровати, находящейся в спальне, лежало четыре подушки.",5.714285714285714,6.0,quantitative_nouns,stimul,11,86,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"Четыре вагонетки ехали по железной дороге, ведущей в Тулу.",5.583333333333333,6.0,quantitative_nouns,stimul,29,225,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"Две кометы летело к спутнику, вращающемуся вокруг Марса.",4.75,5.0,quantitative_nouns,stimul,10,74,singular verb,SV,feminine noun,inanimate,"singular verb, SV, feminine noun"
Orlov_2023,"В поточных аудиториях, относящихся к лекторию, проходили три занятия.",4.785714285714286,5.0,quantitative_nouns,stimul,24,191,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"На круглом столе, прилегавшем к стене, лежали три яйца.",4.166666666666667,4.0,quantitative_nouns,stimul,6,47,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"Два покрывала находилось в большом сундуке, помещенном в кладовку.",4.307692307692308,4.0,quantitative_nouns,stimul,28,220,singular verb,SV,non-feminine noun,inanimate,"singular verb, SV, non-feminine noun"
Orlov_2023,"Три веревки валялось на верхней антресоли, располагавшейся в прихожей.",5.0,5.0,quantitative_nouns,stimul,27,210,singular verb,SV,feminine noun,inanimate,"singular verb, SV, feminine noun"
Orlov_2023,"В маленькой аудитории, соседствующей с лекторием, стояли четыре табуретки.",5.846153846153846,6.0,quantitative_nouns,stimul,20,157,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"Четыре ключа лежали в старой сумке, висевшей в гардеробе.",5.714285714285714,6.0,quantitative_nouns,stimul,14,107,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"В большой палате, находившейся напротив медпоста, cтояло два зеркала.",5.916666666666667,6.0,quantitative_nouns,stimul,4,32,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"На узкую тропу, проходящую через лес, упало три березы.",5.142857142857143,5.0,quantitative_nouns,stimul,15,118,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"Четыре кресла стояли в маленькой аудитории, соседствующей с лекторием.",5.307692307692308,5.0,quantitative_nouns,stimul,20,155,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"Две ручки лежали в маленьком пенале, валявшемся в портфеле.",6.384615384615385,6.0,quantitative_nouns,stimul,19,145,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"Два штатива оказались в маленькой студии, расположенной в кинопавильоне.",6.0,6.0,quantitative_nouns,stimul,31,243,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"Два реферата лежали на дубовой полке, висевшей на стене.",5.916666666666667,6.0,quantitative_nouns,stimul,7,51,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"В поточных аудиториях, относящихся к лекторию, проходило три лекции.",5.25,5.0,quantitative_nouns,stimul,24,190,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"Два чайника стояли на газовой плите, соседствующей с раковиной.",5.25,5.0,quantitative_nouns,stimul,16,123,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"В большой палате, находившейся напротив медпоста, cтояло две кровати.",5.833333333333333,6.0,quantitative_nouns,stimul,4,30,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"В большом шкафу, достающем до потолка, висели три галстука.",5.214285714285714,5.0,quantitative_nouns,stimul,18,143,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"В старой сумке, висевшей в гардеробе, лежало четыре ключа.",5.25,5.0,quantitative_nouns,stimul,14,112,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"Два стола стояло в компьютерном классе, находящемся напротив лектория.",4.071428571428571,4.0,quantitative_nouns,stimul,25,196,singular verb,SV,non-feminine noun,inanimate,"singular verb, SV, non-feminine noun"
Orlov_2023,"На большой кровати, находящейся в спальне, лежали четыре подушки.",5.538461538461538,6.0,quantitative_nouns,stimul,11,85,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"В гостиной, совмещенной с кухней, висели три картины.",5.75,6.0,quantitative_nouns,stimul,3,21,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"На оживлённую улицу, проходившую через центр, выходили три веранды.",5.083333333333333,5.0,quantitative_nouns,stimul,9,69,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"Четыре скамейки стояли в узком переулке, прилегавшем к скверу.",5.6923076923076925,6.0,quantitative_nouns,stimul,32,249,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"На верхней антресоли, располагавшейся в прихожей, валялись три веревки.",5.461538461538462,5.0,quantitative_nouns,stimul,27,213,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"Четыре открытки лежало в старой сумке, висевшей в гардеробе.",5.454545454545454,5.0,quantitative_nouns,stimul,14,106,singular verb,SV,feminine noun,inanimate,"singular verb, SV, feminine noun"
Orlov_2023,"Три таблетки лежали на круглом столе, прилегавшем к стене.",4.785714285714286,5.0,quantitative_nouns,stimul,6,41,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"Четыре пальмы росло на широкой набережной, пролегающей вдоль океана.",4.416666666666667,4.0,quantitative_nouns,stimul,17,130,singular verb,SV,feminine noun,inanimate,"singular verb, SV, feminine noun"
Orlov_2023,"Четыре грузовика ехали по скоростной дороге,  проходящей через мегаполис.",6.153846153846154,6.0,quantitative_nouns,stimul,5,35,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"В узком переулке, прилегавшем к скверу, стояло четыре здания.",5.769230769230769,6.0,quantitative_nouns,stimul,32,256,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"Четыре вагона ехало по железной дороге, ведущей в Тулу.",5.214285714285714,5.0,quantitative_nouns,stimul,29,228,singular verb,SV,non-feminine noun,inanimate,"singular verb, SV, non-feminine noun"
Orlov_2023,"В пригородных поселениях, расстилающихся по равнине, заработали две шахты.",5.75,6.0,quantitative_nouns,stimul,13,101,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"В поточных аудиториях, относящихся к лекторию, проходили три лекции.",4.928571428571429,5.0,quantitative_nouns,stimul,24,189,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"На широкой набережной, пролегающей вдоль океана, росли четыре кактуса.",5.307692307692308,5.0,quantitative_nouns,stimul,17,135,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"По скоростной дороге, проходящей через мегаполис, ехали четыре грузовика.",6.538461538461538,7.0,quantitative_nouns,stimul,5,39,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"По железной дороге, ведущей в Тулу, ехало четыре вагона.",4.642857142857143,5.0,quantitative_nouns,stimul,29,232,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"На оживлённую улицу, проходившую через центр, выходило три окна.",5.857142857142857,6.0,quantitative_nouns,stimul,9,72,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"В старой сумке, висевшей в гардеробе, лежали четыре открытки.",6.461538461538462,6.0,quantitative_nouns,stimul,14,109,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"В модном бутике, открывшемся в центре города, появилось две юбки.",5.307692307692308,5.0,quantitative_nouns,stimul,22,174,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"Три яйца лежало на круглом столе, прилегавшем к стене.",3.6666666666666665,4.0,quantitative_nouns,stimul,6,44,singular verb,SV,non-feminine noun,inanimate,"singular verb, SV, non-feminine noun"
Orlov_2023,"Четыре губки лежало в жестяной раковине, крепившейся к стене.",4.083333333333333,4.0,quantitative_nouns,stimul,8,58,singular verb,SV,feminine noun,inanimate,"singular verb, SV, feminine noun"
Orlov_2023,"В жестяной раковине, крепившейся к стене, лежали четыре губки.",5.769230769230769,6.0,quantitative_nouns,stimul,8,61,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"На зеленой скамейке, стоящей у подъезда, лежало четыре газеты.",5.285714285714286,5.0,quantitative_nouns,stimul,23,182,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"По скоростной дороге, проходящей через мегаполис, ехало четыре грузовика.",4.714285714285714,5.0,quantitative_nouns,stimul,5,40,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"Четыре кактуса росли на широкой набережной, пролегающей вдоль океана.",5.923076923076923,6.0,quantitative_nouns,stimul,17,131,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"На дачном участке, выходящем к реке, росло три елки.",5.230769230769231,5.0,quantitative_nouns,stimul,21,166,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"На большой кровати, находящейся в спальне, лежали четыре одеяла.",5.444444444444445,5.0,quantitative_nouns,stimul,11,87,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"На дубовой полке, висевшей на стене, лежали две книги.",6.25,6.0,quantitative_nouns,stimul,7,53,plural verb,VS,feminine noun,inanimate,"plural verb, VS, feminine noun"
Orlov_2023,"Две кастрюли стояли на газовой плите, соседствующей с раковиной.",5.24,5.0,quantitative_nouns,stimul,16,121,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"Два стола стояли в компьютерном классе, находящемся напротив лектория.",5.461538461538462,5.0,quantitative_nouns,stimul,25,195,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"Три занятия проходили в поточных аудиториях, относящихся к лекторию.",6.076923076923077,6.0,quantitative_nouns,stimul,24,187,plural verb,SV,non-feminine noun,inanimate,"plural verb, SV, non-feminine noun"
Orlov_2023,"К спутнику, вращающемуся вокруг Марса, летели два астероида.",5.6923076923076925,6.0,quantitative_nouns,stimul,10,79,plural verb,VS,non-feminine noun,inanimate,"plural verb, VS, non-feminine noun"
Orlov_2023,"Четыре яблока лежало в фруктовой вазе, стоявшей посреди стола.",5.333333333333333,5.0,quantitative_nouns,stimul,2,12,singular verb,SV,non-feminine noun,inanimate,"singular verb, SV, non-feminine noun"
Orlov_2023,"В гостиной, совмещенной с кухней, висело три портрета.",5.923076923076923,6.0,quantitative_nouns,stimul,3,24,singular verb,VS,non-feminine noun,inanimate,"singular verb, VS, non-feminine noun"
Orlov_2023,"По железной дороге, ведущей в Тулу, ехало четыре вагонетки.",5.461538461538462,5.0,quantitative_nouns,stimul,29,230,singular verb,VS,feminine noun,inanimate,"singular verb, VS, feminine noun"
Orlov_2023,"Две кружки стояли в компьютерном классе, находящемся напротив лектория.",5.333333333333333,5.0,quantitative_nouns,stimul,25,193,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"Четыре пальмы росли на широкой набережной, пролегающей вдоль океана.",5.727272727272728,6.0,quantitative_nouns,stimul,129,129,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"Две кометы летели к спутнику, вращающемуся  вокруг Марса.",6.076923076923077,6.0,quantitative_nouns,stimul,10,73,plural verb,SV,feminine noun,inanimate,"plural verb, SV, feminine noun"
Orlov_2023,"Олимпиада, проходившая в Пекине, длились две недели.",4.533980582524272,5.0,bad,filler,500,506,,,,,bad
Orlov_2023,"Компьютер, находящиеся в комнате, стояли у трех розеток.",2.203883495145631,2.0,bad,filler,500,504,,,,,bad
Orlov_2023,"Пассажир, любящий путешествовать, приобрел в кассе четыре билета.",5.980952380952381,6.0,good,filler,500,507,,,,,good
Orlov_2023,"Собака, страдавшие хромотой, стояли между двумя людьми.",2.2,2.0,bad,filler,500,522,,,,,bad
Orlov_2023,"Дорога, открывшиеся недавно, проходят через два города.",2.295238095238095,2.0,bad,filler,500,513,,,,,bad
Orlov_2023,"Вазы с цветами, имевшая причудливую форму, стояло на четырех подоконниках.",2.1666666666666665,2.0,bad,filler,500,501,,,,,bad
Orlov_2023,"Колонки, привезенную из магазина, стояла в четырех местах.",2.323529411764706,2.0,bad,filler,500,509,,,,,bad
Orlov_2023,"Бабушка, любящая своих внуков, купила на рынке два помидора.",5.911764705882353,6.0,good,filler,500,528,,,,,good
Orlov_2023,"Кружка, имевшие красивый рисунок, стояли на двух полках.",2.0476190476190474,2.0,bad,filler,500,503,,,,,bad
Orlov_2023,"Программист, занимающийся разработкой проекта, отладил две программы.",5.885714285714286,6.0,good,filler,500,502,,,,,good
Orlov_2023,"Партнеры, привлекшие инвестиции в компанию, подписали на встрече три соглашения.",5.69,6.0,good,filler,500,512,,,,,good
Orlov_2023,"Петя, не любивший котлеты, поставил на плиту три кастрюли.",5.116504854368932,5.0,good,filler,500,515,,,,,good
Orlov_2023,"Письма, содержащее важную информацию, лежало в трех ящиках.",2.423076923076923,2.0,bad,filler,500,504,,,,,bad
Orlov_2023,"Садовник, приехавший по вызову, спилил на участке три березы.",6.097087378640777,6.0,good,filler,500,517,,,,,good
Orlov_2023,"Федя, увлеченный ботаникой, принес из библиотеки две учебника.",3.892156862745098,4.0,good,filler,500,507,,,,,good
Orlov_2023,"Преподаватель, работавший в институте, удалил c рабочего стола три файла.",5.509803921568627,6.0,good,filler,500,524,,,,,good
Orlov_2023,"Cвечи, светившая ярко, стояла в четырех углах.",2.127450980392157,2.0,bad,filler,500,523,,,,,bad
Orlov_2023,"Окна, выходящее на улицу, имело три пятна.",2.419047619047619,2.0,bad,filler,500,521,,,,,bad
Orlov_2023,"Рабочие, принёсшие инструменты, передвинули в прихожей два шкафа.",5.34,5.0,good,filler,500,516,,,,,good
Orlov_2023,"Батареи, наполняющая помещению тепло, висит под четырьмя окнами.",2.1826923076923075,2.0,bad,filler,500,519,,,,,bad
Orlov_2023,"Официанты, работавшие в кафе, принесли три чека.",5.647619047619048,6.0,good,filler,500,505,,,,,good
Orlov_2023,"Лист, содержащие важную информацию, были разбросаны по четырем папкам.",2.313725490196078,2.0,bad,filler,500,520,,,,,bad
Orlov_2023,"Фильм, вышедшие в прокат, шли в четырех кинозалах.",2.5619047619047617,3.0,bad,filler,500,509,,,,,bad
Orlov_2023,"Геологи, изучавшие гидроразрыв пласта, пробурили на этом месте две скважины.",5.85,6.0,good,filler,500,518,,,,,good
Orlov_2023,"Ученый, изучающий муравьев, опубликовал в научном журнале четыре статьи.",5.895238095238096,6.0,good,filler,500,502,,,,,good
Orlov_2023,"Телевизоры, купленный в магазине, висит в двух комнатах.",2.0576923076923075,2.0,bad,filler,500,521,,,,,bad
Orlov_2023,"Банкиры, увидевший потенциал проекта, открыл три кредитные линии.",2.8173076923076925,3.0,bad,filler,500,513,,,,,bad
Orlov_2023,"Автомеханик, имевший большой стаж, починил в автомастерской три машины.",5.990291262135922,6.0,good,filler,500,518,,,,,good
Orlov_2023,"Сомелье, любивший свою работу, достал из погреба четыре бутылки вина.",6.038095238095238,6.0,good,filler,500,514,,,,,good
Orlov_2023,"Машина, ехавшие по трассе, перевозили четырех людей.",2.323809523809524,2.0,bad,filler,500,510,,,,,bad
