experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,agreement,head,noun_type,order,case,condition
Pasko_2024,По понедельникам письма разносят сорок почтальонов.,6.25,6.0,quantitative_nouns,stimul,28,220,plural verb,numeral head,40.0,VS,nominative,"numeral head, plural verb, VS"
Pasko_2024,Большинство первокурсников сдают экзамен в мае.,5.8,6.0,quantitative_nouns,stimul,1,6,plural verb,noun head,bolshinstvo,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,Шестьдесят семиклассников учит французский в гимназии.,4.285714285714286,4.0,quantitative_nouns,stimul,19,145,singular verb,numeral head,60.0,SV,nominative,"numeral head, singular verb, SV"
Pasko_2024,У выхода артиста ждет половина фанатов.,4.875,5.0,quantitative_nouns,stimul,20,159,singular verb,noun head,polovina,VS,nominative,"noun head, singular verb, VS"
Pasko_2024,В аэропорту багаж ждут пара туристов.,4.6,5.0,quantitative_nouns,stimul,10,80,plural verb,noun head,para,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,Половина рабочих планируют забастовку на заводе.,4.5,4.0,quantitative_nouns,stimul,17,134,plural verb,noun head,polovina,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,Большинство депутатов поддерживает законопроект в столице.,6.1,6.0,quantitative_nouns,stimul,2,13,singular verb,noun head,bolshinstvo,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,На конкурсе романсы исполняет большинство певцов.,4.111111111111111,4.0,quantitative_nouns,stimul,3,23,singular verb,noun head,bolshinstvo,VS,nominative,"noun head, singular verb, VS"
Pasko_2024,По праздникам церковь посещает большинство прихожан.,6.888888888888889,7.0,quantitative_nouns,stimul,7,55,singular verb,noun head,bolshinstvo,VS,nominative,"noun head, singular verb, VS"
Pasko_2024,Половина переводчиков знают китайский с детства.,6.111111111111111,6.0,quantitative_nouns,stimul,24,190,plural verb,noun head,polovina,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,Семнадцать филологов представляет доклады на конференции.,3.0,3.0,quantitative_nouns,stimul,15,113,singular verb,numeral head,17.0,SV,nominative,"numeral head, singular verb, SV"
Pasko_2024,На перемене контрольную обсуждает восемь отличников.,4.555555555555555,5.0,quantitative_nouns,stimul,18,139,singular verb,numeral head,8.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,Во вторник дипломы получает четыреста выпускников.,4.0,4.0,quantitative_nouns,stimul,30,235,singular verb,numeral head,400.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,На лекции конспекты ведет двадцать слушателей.,3.7777777777777777,4.0,quantitative_nouns,stimul,4,27,singular verb,numeral head,20.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,На конференции доклады представляют пара филологов.,4.625,5.0,quantitative_nouns,stimul,15,120,plural verb,noun head,para,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,Треть выпускников получает дипломы во вторник.,6.125,6.0,quantitative_nouns,stimul,30,237,singular verb,noun head,tret,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,Восемнадцать врачей обходят пациентов по утрам.,5.5,6.0,quantitative_nouns,stimul,8,58,plural verb,numeral head,18.0,SV,nominative,"numeral head, plural verb, SV"
Pasko_2024,Треть маляров красит стены на улице.,4.625,5.0,quantitative_nouns,stimul,27,213,singular verb,noun head,tret,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,Во вторник дипломы получают четыреста выпускников.,5.3,5.0,quantitative_nouns,stimul,30,236,plural verb,numeral head,400.0,VS,nominative,"numeral head, plural verb, VS"
Pasko_2024,В мае экзамен сдают сорок первокурсников.,6.625,7.0,quantitative_nouns,stimul,1,4,plural verb,numeral head,40.0,VS,nominative,"numeral head, plural verb, VS"
Pasko_2024,Половина семиклассников учат французский в гимназии.,5.444444444444445,5.0,quantitative_nouns,stimul,19,150,plural verb,noun head,polovina,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,На субботнике листья убирают треть родителей.,3.4,3.0,quantitative_nouns,stimul,31,248,plural verb,noun head,tret,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,В квартиру мебель переносят пара грузчиков.,3.888888888888889,4.0,quantitative_nouns,stimul,15,120,plural verb,noun head,para,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,На конкурсе романсы исполняет десять певцов.,4.111111111111111,4.0,quantitative_nouns,stimul,3,19,singular verb,numeral head,10.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,Сорок почтальонов разносят письма по понедельникам.,6.666666666666667,7.0,quantitative_nouns,stimul,28,218,plural verb,numeral head,40.0,SV,nominative,"numeral head, plural verb, SV"
Pasko_2024,На субботнике листья убирает пятнадцать родителей.,3.8,4.0,quantitative_nouns,stimul,31,243,singular verb,numeral head,15.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,В автосервисе двигатели чинят пара механиков.,3.555555555555556,4.0,quantitative_nouns,stimul,14,112,plural verb,noun head,para,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,Сто фанатов ждет артиста у выхода.,5.222222222222222,5.0,quantitative_nouns,stimul,20,153,singular verb,numeral head,100.0,SV,nominative,"numeral head, singular verb, SV"
Pasko_2024,Треть выпускников получают дипломы во вторник.,5.375,5.0,quantitative_nouns,stimul,30,238,plural verb,noun head,tret,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,Двенадцать маляров красит стены на улице.,4.0,4.0,quantitative_nouns,stimul,27,209,singular verb,numeral head,12.0,SV,nominative,"numeral head, singular verb, SV"
Pasko_2024,В квартиру мебель переносят восемь грузчиков.,6.125,6.0,quantitative_nouns,stimul,15,116,plural verb,numeral head,8.0,VS,nominative,"numeral head, plural verb, VS"
Pasko_2024,Половина фанатов ждет артиста у выхода.,5.4,5.0,quantitative_nouns,stimul,20,157,singular verb,noun head,polovina,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,Семнадцать филологов представляют доклады на конференции.,6.2,6.0,quantitative_nouns,stimul,15,114,plural verb,numeral head,17.0,SV,nominative,"numeral head, plural verb, SV"
Pasko_2024,Под навесом дождь пережидают пятнадцать прохожих.,6.0,6.0,quantitative_nouns,stimul,13,100,plural verb,numeral head,15.0,VS,nominative,"numeral head, plural verb, VS"
Pasko_2024,Большинство слушателей ведет конспекты на лекции.,6.222222222222222,6.0,quantitative_nouns,stimul,4,29,singular verb,noun head,bolshinstvo,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,Десять министров содержат жилье за границей.,5.6,6.0,quantitative_nouns,stimul,5,34,plural verb,numeral head,10.0,SV,nominative,"numeral head, plural verb, SV"
Pasko_2024,Треть детей читает стихи на концерте.,5.0,5.0,quantitative_nouns,stimul,32,253,singular verb,noun head,tret,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,Тридцать пассажиров слушает музыку в автобусе.,5.0,5.0,quantitative_nouns,stimul,21,161,singular verb,numeral head,30.0,SV,nominative,"numeral head, singular verb, SV"
Pasko_2024,Половина музыкантов готовит номера для фестиваля.,5.75,6.0,quantitative_nouns,stimul,22,173,singular verb,noun head,polovina,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,В мае экзамен сдают большинство первокурсников.,4.888888888888889,5.0,quantitative_nouns,stimul,1,8,plural verb,noun head,bolshinstvo,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,На репетиции реплики забывают большинство актеров.,4.666666666666667,5.0,quantitative_nouns,stimul,6,48,plural verb,noun head,bolshinstvo,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,По пятницам отчеты отправляют двенадцать сотрудников.,6.375,6.0,quantitative_nouns,stimul,9,68,plural verb,numeral head,12.0,VS,nominative,"numeral head, plural verb, VS"
Pasko_2024,Пятьдесят покупателей выбирают овощи на рынке.,6.375,6.0,quantitative_nouns,stimul,11,82,plural verb,numeral head,50.0,SV,nominative,"numeral head, plural verb, SV"
Pasko_2024,Большинство врачей обходят пациентов по утрам.,6.333333333333333,6.0,quantitative_nouns,stimul,8,62,plural verb,noun head,bolshinstvo,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,За границей жилье содержат десять министров.,4.888888888888889,5.0,quantitative_nouns,stimul,5,36,plural verb,numeral head,10.0,VS,nominative,"numeral head, plural verb, VS"
Pasko_2024,В субботу занятия прогуливает тридцать студентов.,6.142857142857143,6.0,quantitative_nouns,stimul,16,123,singular verb,numeral head,30.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,На концерте стихи читают тринадцать детей.,5.75,6.0,quantitative_nouns,stimul,32,252,plural verb,numeral head,13.0,VS,nominative,"numeral head, plural verb, VS"
Pasko_2024,Большинство актеров забывают реплики на репетиции.,5.125,5.0,quantitative_nouns,stimul,6,46,plural verb,noun head,bolshinstvo,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,Тринадцать одноклассников подает документы в университеты.,4.0,4.0,quantitative_nouns,stimul,26,201,singular verb,numeral head,13.0,SV,nominative,"numeral head, singular verb, SV"
Pasko_2024,В столице законопроект поддерживает триста депутатов.,5.5,6.0,quantitative_nouns,stimul,2,11,singular verb,numeral head,300.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,Пара грузчиков переносит мебель в квартиру.,5.75,6.0,quantitative_nouns,stimul,15,117,singular verb,noun head,para,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,Двадцать туристов ждут багаж в аэропорту.,6.75,7.0,quantitative_nouns,stimul,10,74,plural verb,numeral head,20.0,SV,nominative,"numeral head, plural verb, SV"
Pasko_2024,Половина пассажиров слушает музыку в автобусе.,5.142857142857143,5.0,quantitative_nouns,stimul,21,165,singular verb,noun head,polovina,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,В июне переподготовку проходит шестьдесят учителей.,5.571428571428571,6.0,quantitative_nouns,stimul,29,227,singular verb,numeral head,60.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,Треть учителей проходят переподготовку в июне.,6.125,6.0,quantitative_nouns,stimul,29,230,plural verb,noun head,tret,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,Большинство министров содержит жилье за границей.,3.4,3.0,quantitative_nouns,stimul,5,37,singular verb,noun head,bolshinstvo,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,Пара прохожих пережидает дождь под навесом.,5.6,6.0,quantitative_nouns,stimul,13,101,singular verb,noun head,para,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,Под навесом дождь пережидают пара прохожих.,4.857142857142857,5.0,quantitative_nouns,stimul,13,104,plural verb,noun head,para,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,Тридцать пассажиров слушают музыку в автобусе.,6.5,6.0,quantitative_nouns,stimul,21,162,plural verb,numeral head,30.0,SV,nominative,"numeral head, plural verb, SV"
Pasko_2024,Девять актеров забывают реплики на репетиции.,6.125,6.0,quantitative_nouns,stimul,6,42,plural verb,numeral head,9.0,SV,nominative,"numeral head, plural verb, SV"
Pasko_2024,Двенадцать соседей паркует автомобили во дворе.,4.0,4.0,quantitative_nouns,stimul,25,193,singular verb,numeral head,12.0,SV,nominative,"numeral head, singular verb, SV"
Pasko_2024,На конференции доклады представляют семнадцать филологов.,6.571428571428571,7.0,quantitative_nouns,stimul,15,116,plural verb,numeral head,17.0,VS,nominative,"numeral head, plural verb, VS"
Pasko_2024,В субботу занятия прогуливает половина студентов.,5.857142857142857,6.0,quantitative_nouns,stimul,16,127,singular verb,noun head,polovina,VS,nominative,"noun head, singular verb, VS"
Pasko_2024,Большинство певцов исполняет романсы на конкурсе.,5.571428571428571,6.0,quantitative_nouns,stimul,3,21,singular verb,noun head,bolshinstvo,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,Большинство прихожан посещают церковь по праздникам.,6.25,6.0,quantitative_nouns,stimul,7,54,plural verb,noun head,bolshinstvo,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,В университеты документы подают треть одноклассников.,3.333333333333333,3.0,quantitative_nouns,stimul,26,208,plural verb,noun head,tret,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,Двести прихожан посещают церковь по праздникам.,6.555555555555555,7.0,quantitative_nouns,stimul,7,50,plural verb,numeral head,200.0,SV,nominative,"numeral head, plural verb, SV"
Pasko_2024,На концерте стихи читает тринадцать детей.,5.0,5.0,quantitative_nouns,stimul,32,251,singular verb,numeral head,13.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,В автобусе музыку слушает тридцать пассажиров.,5.222222222222222,5.0,quantitative_nouns,stimul,21,163,singular verb,numeral head,30.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,Пара механиков чинят двигатели в автосервисе.,4.714285714285714,5.0,quantitative_nouns,stimul,14,110,plural verb,noun head,para,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,Восемь грузчиков переносят мебель в квартиру.,6.444444444444445,6.0,quantitative_nouns,stimul,15,114,plural verb,numeral head,8.0,SV,nominative,"numeral head, plural verb, SV"
Pasko_2024,Шестнадцать переводчиков знают китайский с детства.,6.0,6.0,quantitative_nouns,stimul,24,186,plural verb,numeral head,16.0,SV,nominative,"numeral head, plural verb, SV"
Pasko_2024,На лекции конспекты ведет большинство слушателей.,6.25,6.0,quantitative_nouns,stimul,4,31,singular verb,noun head,bolshinstvo,VS,nominative,"noun head, singular verb, VS"
Pasko_2024,У выхода артиста ждут половина фанатов.,2.5,2.0,quantitative_nouns,stimul,20,160,plural verb,noun head,polovina,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,Сто музыкантов готовит номера для фестиваля.,3.142857142857143,3.0,quantitative_nouns,stimul,22,169,singular verb,numeral head,100.0,SV,nominative,"numeral head, singular verb, SV"
Pasko_2024,В субботу занятия прогуливают половина студентов.,4.888888888888889,5.0,quantitative_nouns,stimul,16,128,plural verb,noun head,polovina,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,В столице законопроект поддерживают большинство депутатов.,5.5,6.0,quantitative_nouns,stimul,2,16,plural verb,noun head,bolshinstvo,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,Пара сотрудников отправляют отчеты по пятницам.,4.1,4.0,quantitative_nouns,stimul,9,70,plural verb,noun head,para,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,По пятницам отчеты отправляет пара сотрудников.,4.875,5.0,quantitative_nouns,stimul,9,71,singular verb,noun head,para,VS,nominative,"noun head, singular verb, VS"
Pasko_2024,По праздникам церковь посещают двести прихожан.,6.25,6.0,quantitative_nouns,stimul,7,52,plural verb,numeral head,200.0,VS,nominative,"numeral head, plural verb, VS"
Pasko_2024,Пара покупателей выбирает овощи на рынке.,6.375,6.0,quantitative_nouns,stimul,11,85,singular verb,noun head,para,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,В университеты документы подает тринадцать одноклассников.,5.375,5.0,quantitative_nouns,stimul,26,203,singular verb,numeral head,13.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,В столице законопроект поддерживает большинство депутатов.,5.666666666666667,6.0,quantitative_nouns,stimul,2,15,singular verb,noun head,bolshinstvo,VS,nominative,"noun head, singular verb, VS"
Pasko_2024,Семьдесят рабочих планирует забастовку на заводе.,3.625,4.0,quantitative_nouns,stimul,17,129,singular verb,numeral head,70.0,SV,nominative,"numeral head, singular verb, SV"
Pasko_2024,Треть маляров красят стены на улице.,4.777777777777778,5.0,quantitative_nouns,stimul,27,214,plural verb,noun head,tret,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,В автосервисе двигатели чинит пара механиков.,5.375,5.0,quantitative_nouns,stimul,14,111,singular verb,noun head,para,VS,nominative,"noun head, singular verb, VS"
Pasko_2024,На улице стены красят треть маляров.,4.0,4.0,quantitative_nouns,stimul,27,216,plural verb,noun head,tret,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,По пятницам отчеты отправляют пара сотрудников.,4.555555555555555,5.0,quantitative_nouns,stimul,9,72,plural verb,noun head,para,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,Треть родителей убирает листья на субботнике.,5.714285714285714,6.0,quantitative_nouns,stimul,31,245,singular verb,noun head,tret,SV,nominative,"noun head, singular verb, SV"
Pasko_2024,На рынке овощи выбирают пара покупателей.,4.428571428571429,4.0,quantitative_nouns,stimul,11,88,plural verb,noun head,para,VS,nominative,"noun head, plural verb, VS"
Pasko_2024,На концерте стихи читает треть детей.,6.1,6.0,quantitative_nouns,stimul,32,255,singular verb,noun head,tret,VS,nominative,"noun head, singular verb, VS"
Pasko_2024,Для фестиваля номера готовит половина музыкантов.,5.888888888888889,6.0,quantitative_nouns,stimul,22,175,singular verb,noun head,polovina,VS,nominative,"noun head, singular verb, VS"
Pasko_2024,Двести прихожан посещает церковь по праздникам.,4.375,4.0,quantitative_nouns,stimul,7,49,singular verb,numeral head,200.0,SV,nominative,"numeral head, singular verb, SV"
Pasko_2024,Половина студентов прогуливают занятия в субботу.,5.3,5.0,quantitative_nouns,stimul,16,126,plural verb,noun head,polovina,SV,nominative,"noun head, plural verb, SV"
Pasko_2024,На заводе забастовку планируют семьдесят рабочих.,6.666666666666667,7.0,quantitative_nouns,stimul,17,132,plural verb,numeral head,70.0,VS,nominative,"numeral head, plural verb, VS"
Pasko_2024,В автосервисе двигатели чинит восемь механиков.,3.0,3.0,quantitative_nouns,stimul,14,107,singular verb,numeral head,8.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,По пятницам отчеты отправляет двенадцать сотрудников.,4.5,4.0,quantitative_nouns,stimul,9,67,singular verb,numeral head,12.0,VS,nominative,"numeral head, singular verb, VS"
Pasko_2024,Восемь грузчиков переносит мебель в квартиру.,2.25,2.0,quantitative_nouns,stimul,15,113,singular verb,numeral head,8.0,SV,nominative,"numeral head, singular verb, SV"
Pasko_2024,За границей жилье содержит большинство министров.,3.0,3.0,quantitative_nouns,stimul,5,39,singular verb,noun head,bolshinstvo,VS,nominative,"noun head, singular verb, VS"
Pasko_2024,Тринадцать одноклассников подают документы в университеты.,5.75,6.0,quantitative_nouns,stimul,26,202,plural verb,numeral head,13.0,SV,nominative,"numeral head, plural verb, SV"
Pasko_2024,Для фестиваля номера готовят сто музыкантов.,5.875,6.0,quantitative_nouns,stimul,22,172,plural verb,numeral head,100.0,VS,nominative,"numeral head, plural verb, VS"
Pasko_2024,В офисе большинство конфликтов разрешает менеджере.,2.1044776119402986,2.0,bad,filler,505,506,sg,noun,bolshinstvo,VS,,bad
Pasko_2024,В ресторане три стола бронирует владелец.,5.235294117647059,5.0,good,filler,505,518,sg,num,3.0,VS,,good
Pasko_2024,В театре пять рядов занимают школьники.,6.114285714285714,6.0,good,filler,505,511,pl,num,5.0,VS,,good
Pasko_2024,На аукционе треть скульптур покупаешь коллекционеры.,1.8142857142857145,2.0,bad,filler,505,531,pl,noun,tret,VS,,bad
Pasko_2024,Кинокритик смотрит пару фильмов в неделю.,5.955882352941177,6.0,good,filler,505,512,sg,noun,para,SV,,good
Pasko_2024,Перед спектаклем половину балерин гримируют профессионалы.,5.942028985507246,6.0,good,filler,505,523,pl,noun,polovina,VS,,good
Pasko_2024,Фермером собирает половину яблок в сентябре.,2.028985507246377,2.0,bad,filler,505,520,sg,noun,polovina,SV,,bad
Pasko_2024,Из партии сто компьютерам тестирует эксперт.,1.8656716417910448,2.0,bad,filler,505,526,sg,num,100.0,VS,,bad
Pasko_2024,Из прибыли десять процентов забирает директор.,6.144927536231884,6.0,good,filler,505,502,sg,num,10.0,VS,,good
Pasko_2024,Секретари печатают триста знаков в минуту.,6.0285714285714285,6.0,good,filler,505,525,pl,num,300.0,SV,,good
Pasko_2024,Курьеры несут семь пакетов в подъезду.,2.7285714285714286,3.0,bad,filler,505,501,pl,num,7.0,SV,,bad
Pasko_2024,Среди населения семьдесят процента составляют русские.,3.128571428571429,3.0,bad,filler,505,519,pl,num,70.0,VS,,bad
Pasko_2024,После доклада пару вопросов задает профессор.,5.357142857142857,5.0,good,filler,505,514,sg,noun,para,VS,,good
Pasko_2024,Репортеры делают большинство фотографий на телефон.,5.970588235294118,6.0,good,filler,505,505,pl,noun,bolshinstvo,SV,,good
Pasko_2024,На праздник три салатом приносят гости.,1.7,2.0,bad,filler,505,503,pl,num,3.0,VS,,bad
Pasko_2024,На свадьбу половину гостей приглашаю жених.,1.8115942028985508,2.0,bad,filler,505,522,sg,noun,polovina,VS,,bad
Pasko_2024,Полиглоты выучивают пять языков в годом.,1.7647058823529411,2.0,bad,filler,505,517,pl,num,5.0,SV,,bad
Pasko_2024,Дизайнер покупает семь люстр для квартирой.,2.057142857142857,2.0,bad,filler,505,508,sg,num,7.0,SV,,bad
Pasko_2024,Поэт декламирует пять стихотворений по память.,2.557142857142857,3.0,bad,filler,505,524,sg,num,5.0,SV,,bad
Pasko_2024,В городе семь улиц патрулируют дружинники.,5.892307692307693,6.0,good,filler,505,527,pl,num,7.0,VS,,good
Pasko_2024,Официант ставит шесть бокалов на стол.,6.4,6.0,good,filler,505,500,sg,num,6.0,SV,,good
Pasko_2024,Художник выставляет двенадцать картин в галерее.,6.428571428571429,6.0,good,filler,505,516,sg,num,12.0,SV,,good
Pasko_2024,В сборнике две статью пишет редактор.,1.9714285714285715,2.0,bad,filler,505,510,sg,num,2.0,VS,,bad
Pasko_2024,На экзамене треть работ проверяет ассистент.,6.411764705882353,6.0,good,filler,505,530,sg,noun,tret,VS,,good
Pasko_2024,Портными шьют пару рубашек в день.,2.130434782608696,2.0,bad,filler,505,513,pl,noun,para,SV,,bad
Pasko_2024,Преподаватель берет большинство вопросов из учебника.,6.144927536231884,6.0,good,filler,505,504,sg,noun,bolshinstvo,SV,,good
Pasko_2024,Европейцы сдают половину бутылок на переработку.,5.941176470588236,6.0,good,filler,505,521,pl,noun,polovina,SV,,good
Pasko_2024,Из школы пару детей забираем дедушки.,1.9142857142857144,2.0,bad,filler,505,515,pl,noun,para,VS,,bad
Pasko_2024,Двоечник пропускает треть уроков в школе.,6.142857142857143,6.0,good,filler,505,528,sg,noun,tret,SV,,good
Pasko_2024,Соседи высаживают двенадцать кустов на участке.,5.91044776119403,6.0,good,filler,505,509,pl,num,12.0,SV,,good
Pasko_2024,На сайте большинство объявлений вывешиваете риелторы.,2.0144927536231885,2.0,bad,filler,505,507,pl,noun,bolshinstvo,VS,,bad
Pasko_2024,Ювелиров отбраковывают треть жемчужин из упаковки.,1.9558823529411764,2.0,bad,filler,505,529,pl,noun,tret,SV,,bad
