author,sentence,response,response_round,subtype,type,lexicalization,condition,predicate_type,agreement,order
Pasko_2022,В примитивном механизме перетираются провод и ремень.,5.75,6.0,coordination,stimul,29,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,В известном стихотворении описываются море и солнце.,6.666666666666667,7.0,coordination,stimul,27,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,В классическом искусстве сочетаются порядок и хаос.,6.0,6.0,coordination,stimul,25,"symmetric, plural verb, VS",symmetric,plural verb,VS
Pasko_2022,На нижнем рисунке находятся окружность и отрезок.,5.8,6.0,coordination,stimul,26,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,Прядь и лента сплетаются в модной прическе.,6.285714285714286,6.0,coordination,stimul,31,"symmetric, plural verb, SV",symmetric,plural verb,SV
Pasko_2022,В великом романе теряются поэзия и проза.,4.666666666666667,5.0,coordination,stimul,13,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,Интеллигенция и пролетариат осуждаются в современном мире.,5.5,6.0,coordination,stimul,12,"nonsymmetric, plural verb, SV",nonsymmetric,plural verb,SV
Pasko_2022,В причудливом узоре закрашиваются сердце и круг.,4.714285714285714,5.0,coordination,stimul,32,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,Папа преподает биологию и химию в старшей школе.,6.4,6.0,good,filler,501,good,,,
Pasko_2022,В причудливом узоре чередуются сердце и круг.,6.571428571428571,7.0,coordination,stimul,32,"symmetric, plural verb, VS",symmetric,plural verb,VS
Pasko_2022,Смирение и тщеславие противопоставляются в религиозных текстах.,6.428571428571429,6.0,coordination,stimul,15,"symmetric, plural verb, SV",symmetric,plural verb,SV
Pasko_2022,В дешевом блокноте рвется бумага и обложка.,4.833333333333333,5.0,coordination,stimul,17,"nonsymmetric, singular verb, VS",nonsymmetric,singular verb,VS
Pasko_2022,В первом предложении склоняется существительное и местоимение.,5.2,5.0,coordination,stimul,21,"nonsymmetric, singular verb, VS",nonsymmetric,singular verb,VS
Pasko_2022,Прошлое и настоящее встречается в этой точке.,5.285714285714286,5.0,coordination,stimul,9,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,Море и солнце описывается в известном стихотворении.,4.571428571428571,5.0,coordination,stimul,27,"nonsymmetric, singular verb, SV",nonsymmetric,singular verb,SV
Pasko_2022,Честность и прямолинейность различается в человеческом общении.,4.5,4.0,coordination,stimul,3,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,В известном стихотворении объединяются море и солнце.,6.4,6.0,coordination,stimul,27,"symmetric, plural verb, VS",symmetric,plural verb,VS
Pasko_2022,Правда и ложь скрываются в официальной версии.,6.333333333333333,6.0,coordination,stimul,5,"nonsymmetric, plural verb, SV",nonsymmetric,plural verb,SV
Pasko_2022,Крючок и кольцо ломаются в серебряной застежке.,5.0,5.0,coordination,stimul,6,"nonsymmetric, plural verb, SV",nonsymmetric,plural verb,SV
Pasko_2022,На музейной экспертизе изучается оригинал и подделка.,4.571428571428571,5.0,coordination,stimul,20,"nonsymmetric, singular verb, VS",nonsymmetric,singular verb,VS
Pasko_2022,Расход и прибыль складываются в годовом отчете.,3.5,4.0,coordination,stimul,16,"symmetric, plural verb, SV",symmetric,plural verb,SV
Pasko_2022,Интеллигенция и пролетариат осуждается в современном мире.,4.8,5.0,coordination,stimul,12,"nonsymmetric, singular verb, SV",nonsymmetric,singular verb,SV
Pasko_2022,Оригинал и подделка сравниваются на музейной экспертизе.,4.75,5.0,coordination,stimul,20,"symmetric, plural verb, SV",symmetric,plural verb,SV
Pasko_2022,Поэзия и проза сопрягаются в великом романе.,5.0,5.0,coordination,stimul,13,"symmetric, plural verb, SV",symmetric,plural verb,SV
Pasko_2022,Карьера и образование анализируется в последнем докладе.,6.2,6.0,coordination,stimul,8,"nonsymmetric, singular verb, SV",nonsymmetric,singular verb,SV
Pasko_2022,Город и деревня сближается в отдаленном регионе.,3.888888888888889,4.0,coordination,stimul,10,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,Море и солнце объединяется в известном стихотворении.,4.4,4.0,coordination,stimul,27,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,Правда и ложь скрывается в официальной версии.,4.857142857142857,5.0,coordination,stimul,5,"nonsymmetric, singular verb, SV",nonsymmetric,singular verb,SV
Pasko_2022,Бумага и обложка склеивается в дешевом блокноте.,4.285714285714286,4.0,coordination,stimul,17,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,Окружность и отрезок находится на нижнем рисунке.,3.25,3.0,coordination,stimul,26,"nonsymmetric, singular verb, SV",nonsymmetric,singular verb,SV
Pasko_2022,Протез и кость срастаются в левом бедре.,5.333333333333333,5.0,coordination,stimul,30,"symmetric, plural verb, SV",symmetric,plural verb,SV
Pasko_2022,Вера и религия игнорируются в этой теории.,5.857142857142857,6.0,coordination,stimul,23,"nonsymmetric, plural verb, SV",nonsymmetric,plural verb,SV
Pasko_2022,В деревянном пенале Саша хранит карандашу и ручку.,2.888888888888889,3.0,bad,filler,501,bad,,,
Pasko_2022,В новом курсе освещаются теория и практика.,5.444444444444445,5.0,coordination,stimul,7,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,Вера и религия отождествляется в этой теории.,5.428571428571429,5.0,coordination,stimul,23,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,Земля и небо сходится на далеком горизонте.,4.0,4.0,coordination,stimul,22,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,В религиозных текстах обсуждаются смирение и тщеславие.,6.1,6.0,coordination,stimul,15,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,Смирение и тщеславие обсуждаются в религиозных текстах.,6.142857142857143,6.0,coordination,stimul,15,"nonsymmetric, plural verb, SV",nonsymmetric,plural verb,SV
Pasko_2022,В серебряной застежке сцепляется крючок и кольцо.,5.142857142857143,5.0,coordination,stimul,6,"symmetric, singular verb, VS",symmetric,singular verb,VS
Pasko_2022,В глубокую емкость ссыпается соль и сахар.,4.6,5.0,coordination,stimul,4,"symmetric, singular verb, VS",symmetric,singular verb,VS
Pasko_2022,Труд и досуг разделяются в ежедневном распорядке.,5.714285714285714,6.0,coordination,stimul,19,"symmetric, plural verb, SV",symmetric,plural verb,SV
Pasko_2022,В мамином характере проявляется мягкость и строгость.,5.8,6.0,coordination,stimul,1,"nonsymmetric, singular verb, VS",nonsymmetric,singular verb,VS
Pasko_2022,Существительное и местоимение склоняется в первом предложении.,4.166666666666667,4.0,coordination,stimul,21,"nonsymmetric, singular verb, SV",nonsymmetric,singular verb,SV
Pasko_2022,В официальной версии смешивается правда и ложь.,5.666666666666667,6.0,coordination,stimul,5,"symmetric, singular verb, VS",symmetric,singular verb,VS
Pasko_2022,Земля и небо размывается на далеком горизонте.,5.111111111111111,5.0,coordination,stimul,22,"nonsymmetric, singular verb, SV",nonsymmetric,singular verb,SV
Pasko_2022,Карьера и образование связывается в последнем докладе.,3.3,3.0,coordination,stimul,8,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,Во многих случаях экзамен вызывает страх и беспокойство.,6.4,6.0,good,filler,501,good,,,
Pasko_2022,Мягкость и строгость соединяются в мамином характере.,5.0,5.0,coordination,stimul,1,"symmetric, plural verb, SV",symmetric,plural verb,SV
Pasko_2022,На далеком горизонте сходится земля и небо.,3.857142857142857,4.0,coordination,stimul,22,"symmetric, singular verb, VS",symmetric,singular verb,VS
Pasko_2022,На музейной экспертизе сравнивается оригинал и подделка.,5.8,6.0,coordination,stimul,20,"symmetric, singular verb, VS",symmetric,singular verb,VS
Pasko_2022,В причудливом узоре чередуется сердце и круг.,6.333333333333333,6.0,coordination,stimul,32,"symmetric, singular verb, VS",symmetric,singular verb,VS
Pasko_2022,Лицо и фон сливается на старой фотографии.,5.555555555555555,6.0,coordination,stimul,2,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,Земля и небо размываются на далеком горизонте.,5.5,6.0,coordination,stimul,22,"nonsymmetric, plural verb, SV",nonsymmetric,plural verb,SV
Pasko_2022,Из всех напитков дети предпочитают сок и газировку.,6.444444444444445,6.0,good,filler,501,good,,,
Pasko_2022,В правом углу обваливаются дом и изгородь.,2.333333333333333,2.0,coordination,stimul,14,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,Теория и практика совмещаются в новом курсе.,6.285714285714286,6.0,coordination,stimul,7,"symmetric, plural verb, SV",symmetric,plural verb,SV
Pasko_2022,Порядок и хаос умещается в классическом искусстве.,4.0,4.0,coordination,stimul,25,"nonsymmetric, singular verb, SV",nonsymmetric,singular verb,SV
Pasko_2022,Во время отпуска друзья обустраивают кухне и прихожую.,1.9814814814814807,2.0,bad,filler,501,bad,,,
Pasko_2022,Дом и изгородь обваливаются в правом углу.,4.6,5.0,coordination,stimul,14,"nonsymmetric, plural verb, SV",nonsymmetric,plural verb,SV
Pasko_2022,В этой теории отождествляются вера и религия.,6.333333333333333,6.0,coordination,stimul,23,"symmetric, plural verb, VS",symmetric,plural verb,VS
Pasko_2022,В этой теории игнорируются вера и религия.,6.222222222222222,6.0,coordination,stimul,23,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,На первом этапе скрепляются стекло и рама.,6.0,6.0,coordination,stimul,24,"symmetric, plural verb, VS",symmetric,plural verb,VS
Pasko_2022,В серебряной застежке ломаются крючок и кольцо.,4.857142857142857,5.0,coordination,stimul,6,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,Мягкость и строгость соединяется в мамином характере.,5.428571428571429,5.0,coordination,stimul,1,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,На следующем шаге вычитаются икс и игрек.,4.833333333333333,5.0,coordination,stimul,11,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,На первом этапе производятся стекло и рама.,4.857142857142857,5.0,coordination,stimul,24,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,В оригинальном сценарии отображается долг и зло.,3.7142857142857135,4.0,coordination,stimul,28,"nonsymmetric, singular verb, VS",nonsymmetric,singular verb,VS
Pasko_2022,Труд и досуг недооцениваются в ежедневном распорядке.,6.285714285714286,6.0,coordination,stimul,19,"nonsymmetric, plural verb, SV",nonsymmetric,plural verb,SV
Pasko_2022,В левом бедре разрушаются протез и кость.,5.0,5.0,coordination,stimul,30,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,В классическом искусстве умещается порядок и хаос.,5.333333333333333,5.0,coordination,stimul,25,"nonsymmetric, singular verb, VS",nonsymmetric,singular verb,VS
Pasko_2022,В последнем докладе связываются карьера и образование.,5.571428571428571,6.0,coordination,stimul,8,"symmetric, plural verb, VS",symmetric,plural verb,VS
Pasko_2022,Провод и ремень спутывается в примитивном механизме.,3.7142857142857135,4.0,coordination,stimul,29,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,В примитивном механизме спутывается провод и ремень.,5.6,6.0,coordination,stimul,29,"symmetric, singular verb, VS",symmetric,singular verb,VS
Pasko_2022,Бабушка берет веер и бинокль на благотворительный концерт.,6.0,6.0,good,filler,501,good,,,
Pasko_2022,Правда и ложь смешиваются в официальной версии.,6.4,6.0,coordination,stimul,5,"symmetric, plural verb, SV",symmetric,plural verb,SV
Pasko_2022,При приема на работу руководители учитывают опыт и осведомленность.,3.907407407407408,4.0,bad,filler,501,bad,,,
Pasko_2022,Икс и игрек перемножается на следующем шаге.,4.4,4.0,coordination,stimul,11,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,В отдаленном регионе сближаются город и деревня.,4.142857142857143,4.0,coordination,stimul,10,"symmetric, plural verb, VS",symmetric,plural verb,VS
Pasko_2022,Теория и практика совмещается в новом курсе.,4.857142857142857,5.0,coordination,stimul,7,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,В официальной версии скрывается правда и ложь.,6.1,6.0,coordination,stimul,5,"nonsymmetric, singular verb, VS",nonsymmetric,singular verb,VS
Pasko_2022,В модной прическе используются прядь и лента.,6.333333333333333,6.0,coordination,stimul,31,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,На старой фотографии сливается лицо и фон.,5.714285714285714,6.0,coordination,stimul,2,"symmetric, singular verb, VS",symmetric,singular verb,VS
Pasko_2022,Долг и зло отображаются в оригинальном сценарии.,4.25,4.0,coordination,stimul,28,"nonsymmetric, plural verb, SV",nonsymmetric,plural verb,SV
Pasko_2022,Сердце и круг чередуется в причудливом узоре.,4.5,4.0,coordination,stimul,32,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,Мягкость и строгость проявляется в мамином характере.,4.571428571428571,5.0,coordination,stimul,1,"nonsymmetric, singular verb, SV",nonsymmetric,singular verb,SV
Pasko_2022,В оригинальном сценарии переплетается долг и зло.,4.8,5.0,coordination,stimul,28,"symmetric, singular verb, VS",symmetric,singular verb,VS
Pasko_2022,На нижнем рисунке пересекается окружность и отрезок.,5.0,5.0,coordination,stimul,26,"symmetric, singular verb, VS",symmetric,singular verb,VS
Pasko_2022,Честность и прямолинейность ценится в человеческом общении.,6.142857142857143,6.0,coordination,stimul,3,"nonsymmetric, singular verb, SV",nonsymmetric,singular verb,SV
Pasko_2022,Бумага и обложка рвутся в дешевом блокноте.,4.6,5.0,coordination,stimul,17,"nonsymmetric, plural verb, SV",nonsymmetric,plural verb,SV
Pasko_2022,Расход и прибыль складывается в годовом отчете.,4.0,4.0,coordination,stimul,16,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,Петя пишет сочинение и диктант на этом уроком.,2.3703703703703702,2.0,bad,filler,501,bad,,,
Pasko_2022,В классическом искусстве умещаются порядок и хаос.,5.444444444444445,5.0,coordination,stimul,25,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,В глубокую емкость кладутся соль и сахар.,5.0,5.0,coordination,stimul,4,"nonsymmetric, plural verb, VS",nonsymmetric,plural verb,VS
Pasko_2022,Икс и игрек перемножаются на следующем шаге.,5.571428571428571,6.0,coordination,stimul,11,"symmetric, plural verb, SV",symmetric,plural verb,SV
Pasko_2022,На далеком горизонте размывается земля и небо.,5.5,6.0,coordination,stimul,22,"nonsymmetric, singular verb, VS",nonsymmetric,singular verb,VS
Pasko_2022,Правда и ложь смешивается в официальной версии.,4.714285714285714,5.0,coordination,stimul,5,"symmetric, singular verb, SV",symmetric,singular verb,SV
Pasko_2022,В примитивном механизме спутываются провод и ремень.,5.0,5.0,coordination,stimul,29,"symmetric, plural verb, VS",symmetric,plural verb,VS
Pasko_2022,Долг и зло переплетаются в оригинальном сценарии.,5.555555555555555,6.0,coordination,stimul,28,"symmetric, plural verb, SV",symmetric,plural verb,SV
Pasko_2022,Студенты изучают морфологию и синтаксис на втором курсе.,6.37037037037037,6.0,good,filler,501,good,,,
Pasko_2022,В этой теории отождествляется вера и религия.,4.5,4.0,coordination,stimul,23,"symmetric, singular verb, VS",symmetric,singular verb,VS
Pasko_2022,В глубокую емкость ссыпаются соль и сахар.,5.714285714285714,6.0,coordination,stimul,4,"symmetric, plural verb, VS",symmetric,plural verb,VS
Pasko_2022,В официальной версии смешиваются правда и ложь.,6.111111111111111,6.0,coordination,stimul,5,"symmetric, plural verb, VS",symmetric,plural verb,VS
Pasko_2022,В усадебном стиле смыкаются новаторство и традиция.,4.571428571428571,5.0,coordination,stimul,18,"symmetric, plural verb, VS",symmetric,plural verb,VS
Pasko_2022,Брат проходит сложение и умножение в начальной школу.,2.2545454545454544,2.0,bad,filler,501,bad,,,
Pasko_2022,На первом этапе скрепляется стекло и рама.,5.0,5.0,coordination,stimul,24,"symmetric, singular verb, VS",symmetric,singular verb,VS
