author,sentence,response,response_round,subtype,type,lexicalization,condition,agreement,conjunction
Davidjuk_2023_4,Юра или я устроит этот детский праздник.,2.636363636363636,3.0,coordination,stimul,12,"3sg, or",3sg,or
Davidjuk_2023_4,Володя посадит берёзу или тополь.,6.175,6.0,good,filler,33,good,,
Davidjuk_2023_4,Максим или я приобретут этот старинный дом.,2.7,3.0,coordination,stimul,22,"3pl, or",3pl,or
Davidjuk_2023_4,"Или Слава, или я купит эту известную картину.",2.3,2.0,coordination,stimul,19,"3sg, or_or",3sg,or_or
Davidjuk_2023_4,Дима или я послушают это голосовое сообщение.,4.875,5.0,coordination,stimul,5,"3pl, or",3pl,or
Davidjuk_2023_4,Никита или я побелит этот высокий потолок.,3.1818181818181817,3.0,coordination,stimul,20,"3sg, or",3sg,or
Davidjuk_2023_4,"Или Олег, или я подпишет это деловое соглашение.",3.6,4.0,coordination,stimul,17,"3sg, or_or",3sg,or_or
Davidjuk_2023_4,Костя или я расскажу эту интересную историю.,4.777777777777778,5.0,coordination,stimul,8,"1sg, or",1sg,or
Davidjuk_2023_4,Олег или я подпишем это деловое соглашение.,5.3,5.0,coordination,stimul,17,"1pl, or",1pl,or
Davidjuk_2023_4,Паша или я посетят этот научный семинар.,3.5,4.0,coordination,stimul,16,"3pl, or",3pl,or
Davidjuk_2023_4,Андрей или я увижу этот кукольный спектакль.,3.2,3.0,coordination,stimul,2,"1sg, or",1sg,or
Davidjuk_2023_4,"Или Илья, или я выполнит это срочное задание.",2.9,3.0,coordination,stimul,7,"3sg, or_or",3sg,or_or
Davidjuk_2023_4,"Или Андрей, или я увидит этот кукольный спектакль.",3.3,3.0,coordination,stimul,2,"3sg, or_or",3sg,or_or
Davidjuk_2023_4,"Или Миша, или я исправит эту случайную ошибку.",2.8,3.0,coordination,stimul,31,"3sg, or_or",3sg,or_or
Davidjuk_2023_4,Андрей или я увидит этот кукольный спектакль.,3.0,3.0,coordination,stimul,2,"3sg, or",3sg,or
Davidjuk_2023_4,"Или Коля, или Гена испробуем этот новый метод.",3.0126582278481013,3.0,bad,filler,33,bad,,
Davidjuk_2023_4,"Или Игорь, или я совершу это далёкое путешествие.",3.4,3.0,coordination,stimul,13,"1sg, or_or",1sg,or_or
Davidjuk_2023_4,Игорь или я совершим это далёкое путешествие.,3.5454545454545454,4.0,coordination,stimul,13,"1pl, or",1pl,or
Davidjuk_2023_4,"Или Слава, или я купят эту известную картину.",3.1,3.0,coordination,stimul,19,"3pl, or_or",3pl,or_or
Davidjuk_2023_4,"Или Гена, или я раскроем это подлое преступление.",5.2,5.0,coordination,stimul,23,"1pl, or_or",1pl,or_or
Davidjuk_2023_4,Митя или я составит этот длинный список.,3.0,3.0,coordination,stimul,29,"3sg, or",3sg,or
Davidjuk_2023_4,Гоша или я начнём этот непростой разговор.,4.4,4.0,coordination,stimul,28,"1pl, or",1pl,or
Davidjuk_2023_4,"Вова подготовит или статью, или доклад.",5.725,6.0,good,filler,33,good,,
Davidjuk_2023_4,Боря или я закончу эту шахматную партию.,3.2,3.0,coordination,stimul,27,"1sg, or",1sg,or
Davidjuk_2023_4,"Или Федя, или я выиграют этот теннисный турнир.",2.7,3.0,coordination,stimul,26,"3pl, or_or",3pl,or_or
Davidjuk_2023_4,Лёва или я решит эту сложную задачу.,3.3,3.0,coordination,stimul,11,"3sg, or",3sg,or
Davidjuk_2023_4,Гоша или Боря осуществим эту давнюю мечту.,2.5375,3.0,bad,filler,33,bad,,
Davidjuk_2023_4,"Или Кирилл, или я прополю эту капустную грядку.",3.5454545454545454,4.0,coordination,stimul,10,"1sg, or_or",1sg,or_or
Davidjuk_2023_4,"Или Гриша, или я переведёт эту английскую фразу.",3.0,3.0,coordination,stimul,25,"3sg, or_or",3sg,or_or
Davidjuk_2023_4,"Или Гена, или я раскроют это подлое преступление.",3.090909090909091,3.0,coordination,stimul,23,"3pl, or_or",3pl,or_or
Davidjuk_2023_4,"Или Митя, или я составит этот длинный список.",2.2,2.0,coordination,stimul,29,"3sg, or_or",3sg,or_or
Davidjuk_2023_4,"Или Андрей, или я увидим этот кукольный спектакль.",4.4,4.0,coordination,stimul,2,"1pl, or_or",1pl,or_or
Davidjuk_2023_4,"Или Гриша, или я переведут эту английскую фразу.",3.9,4.0,coordination,stimul,25,"3pl, or_or",3pl,or_or
Davidjuk_2023_4,Вадим или я соберу этот нужный материал.,2.7,3.0,coordination,stimul,9,"1sg, or",1sg,or
Davidjuk_2023_4,Стёпа или я исполнит эту оперную арию.,3.6,4.0,coordination,stimul,4,"3sg, or",3sg,or
Davidjuk_2023_4,Ваня или я отправит это заказное письмо.,3.6,4.0,coordination,stimul,18,"3sg, or",3sg,or
Davidjuk_2023_4,"Или Боря, или я закончу эту шахматную партию.",3.4444444444444446,3.0,coordination,stimul,27,"1sg, or_or",1sg,or_or
Davidjuk_2023_4,"Или Гриша, или я переведу эту английскую фразу.",4.1,4.0,coordination,stimul,25,"1sg, or_or",1sg,or_or
Davidjuk_2023_4,"Или Митя, или я составят этот длинный список.",3.1,3.0,coordination,stimul,29,"3pl, or_or",3pl,or_or
Davidjuk_2023_4,Вася или я проведут это экстренное совещание.,3.5,4.0,coordination,stimul,1,"3pl, or",3pl,or
Davidjuk_2023_4,"Или Стёпа, или я исполню эту оперную арию.",3.888888888888889,4.0,coordination,stimul,4,"1sg, or_or",1sg,or_or
Davidjuk_2023_4,"Или Влад, или я покрасим этот новый забор.",5.0,5.0,coordination,stimul,21,"1pl, or_or",1pl,or_or
Davidjuk_2023_4,Никита улучшит этот основную показатель.,2.2125,2.0,bad,filler,33,bad,,
Davidjuk_2023_4,"Или Миша, или я исправлю эту случайную ошибку.",3.9,4.0,coordination,stimul,31,"1sg, or_or",1sg,or_or
Davidjuk_2023_4,Лёва оформит этот деловой договор.,6.468354430379747,6.0,good,filler,33,good,,
Davidjuk_2023_4,Стёпа или я исполнят эту оперную арию.,3.7,4.0,coordination,stimul,4,"3pl, or",3pl,or
Davidjuk_2023_4,"Или Андрей, или я увидят этот кукольный спектакль.",3.2,3.0,coordination,stimul,2,"3pl, or_or",3pl,or_or
Davidjuk_2023_4,Игорь или я совершит это далёкое путешествие.,3.6,4.0,coordination,stimul,13,"3sg, or",3sg,or
Davidjuk_2023_4,"Или Юра, или я устрою этот детский праздник.",4.222222222222222,4.0,coordination,stimul,12,"1sg, or_or",1sg,or_or
Davidjuk_2023_4,Костя или я расскажет эту интересную историю.,3.6666666666666665,4.0,coordination,stimul,8,"3sg, or",3sg,or
Davidjuk_2023_4,Кирилл или я прополют эту капустную грядку.,3.555555555555556,4.0,coordination,stimul,10,"3pl, or",3pl,or
Davidjuk_2023_4,"Или Федя, или я выиграет этот теннисный турнир.",4.0,4.0,coordination,stimul,26,"3sg, or_or",3sg,or_or
Davidjuk_2023_4,"Или Боря, или я закончит эту шахматную партию.",2.3,2.0,coordination,stimul,27,"3sg, or_or",3sg,or_or
Davidjuk_2023_4,Игорь или я совершат это далёкое путешествие.,4.2,4.0,coordination,stimul,13,"3pl, or",3pl,or
Davidjuk_2023_4,Саша или я отнесёт это тяжёлое ведро.,3.6,4.0,coordination,stimul,32,"3sg, or",3sg,or
Davidjuk_2023_4,Яша или я закажем этот дорогой десерт.,4.4,4.0,coordination,stimul,24,"1pl, or",1pl,or
Davidjuk_2023_4,Влад или я покрасит этот новый забор.,2.8,3.0,coordination,stimul,21,"3sg, or",3sg,or
Davidjuk_2023_4,"Или Слава, или я купим эту известную картину.",5.4,5.0,coordination,stimul,19,"1pl, or_or",1pl,or_or
Davidjuk_2023_4,Костя или я расскажут эту интересную историю.,3.0,3.0,coordination,stimul,8,"3pl, or",3pl,or
Davidjuk_2023_4,Артём почистит этот резиновый сапог.,6.1125,6.0,good,filler,33,good,,
Davidjuk_2023_4,"Или Паша, или я посетит этот научный семинар.",2.636363636363636,3.0,coordination,stimul,16,"3sg, or_or",3sg,or_or
Davidjuk_2023_4,"Или Митя, или я составлю этот длинный список.",3.6,4.0,coordination,stimul,29,"1sg, or_or",1sg,or_or
Davidjuk_2023_4,"Или Паша, или я посещу этот научный семинар.",5.222222222222222,5.0,coordination,stimul,16,"1sg, or_or",1sg,or_or
Davidjuk_2023_4,"Или Егор, или я прочитают эту вводную лекцию.",4.3,4.0,coordination,stimul,6,"3pl, or_or",3pl,or_or
Davidjuk_2023_4,"Или Гоша, или я начнёт этот непростой разговор.",3.7,4.0,coordination,stimul,28,"3sg, or_or",3sg,or_or
Davidjuk_2023_4,Никита или я внесём этот небольшой аванс.,4.4,4.0,coordination,stimul,14,"1pl, or",1pl,or
Davidjuk_2023_4,"Или Лёва, или я решим эту сложную задачу.",5.2,5.0,coordination,stimul,11,"1pl, or_or",1pl,or_or
Davidjuk_2023_4,"Яша составит или письмо, или телеграмму.",5.1625,5.0,good,filler,33,good,,
Davidjuk_2023_4,Влад или я покрасим этот новый забор.,4.181818181818182,4.0,coordination,stimul,21,"1pl, or",1pl,or
Davidjuk_2023_4,Костя или я расскажем эту интересную историю.,4.2,4.0,coordination,stimul,8,"1pl, or",1pl,or
Davidjuk_2023_4,"Или Вася, или я проведёт это экстренное совещание.",3.2222222222222223,3.0,coordination,stimul,1,"3sg, or_or",3sg,or_or
Davidjuk_2023_4,"Или Илья, или я выполню это срочное задание.",4.2,4.0,coordination,stimul,7,"1sg, or_or",1sg,or_or
Davidjuk_2023_4,"Или Лёва, или Кирилл изучим эту научную статью.",3.207792207792208,3.0,bad,filler,33,bad,,
Davidjuk_2023_4,"Или Игорь, или я совершит это далёкое путешествие.",3.1,3.0,coordination,stimul,13,"3sg, or_or",3sg,or_or
