author,sentence,response,response_round,subtype,type,lexicalization,condition,agreement,conjunction
Davidjuk_2023_3,Я или Юра устроит этот детский праздник.,2.3,2.0,coordination,stimul,12,"3sg, or",3sg,or
Davidjuk_2023_3,Володя посадит берёзу или тополь.,6.175,6.0,good,filler,33,good,,
Davidjuk_2023_3,Я или Максим приобретут этот старинный дом.,4.5,4.0,coordination,stimul,22,"3pl, or",3pl,or
Davidjuk_2023_3,Я или Гоша начнут этот непростой разговор.,3.6,4.0,coordination,stimul,28,"3pl, or",3pl,or
Davidjuk_2023_3,"Или я, или Дима послушают это голосовое сообщение.",3.3,3.0,coordination,stimul,5,"3pl, or_or",3pl,or_or
Davidjuk_2023_3,Я или Никита побелит этот высокий потолок.,2.8,3.0,coordination,stimul,20,"3sg, or",3sg,or
Davidjuk_2023_3,Я или Вася проведут это экстренное совещание.,3.9,4.0,coordination,stimul,1,"3pl, or",3pl,or
Davidjuk_2023_3,Я или Костя расскажу эту интересную историю.,2.555555555555556,3.0,coordination,stimul,8,"1sg, or",1sg,or
Davidjuk_2023_3,Я или Олег подпишем это деловое соглашение.,4.5,4.0,coordination,stimul,17,"1pl, or",1pl,or
Davidjuk_2023_3,Я или Паша посетят этот научный семинар.,3.3,3.0,coordination,stimul,16,"3pl, or",3pl,or
Davidjuk_2023_3,"Или я, или Андрей увижу этот кукольный спектакль.",1.9,2.0,coordination,stimul,2,"1sg, or_or",1sg,or_or
Davidjuk_2023_3,"Или я, или Саша отнесут это тяжёлое ведро.",3.111111111111111,3.0,coordination,stimul,32,"3pl, or_or",3pl,or_or
Davidjuk_2023_3,"Или я, или Илья выполнит это срочное задание.",4.6,5.0,coordination,stimul,7,"3sg, or_or",3sg,or_or
Davidjuk_2023_3,Я или Боря закончим эту шахматную партию.,5.8,6.0,coordination,stimul,27,"1pl, or",1pl,or
Davidjuk_2023_3,"Или я, или Андрей увидит этот кукольный спектакль.",3.5,4.0,coordination,stimul,2,"3sg, or_or",3sg,or_or
Davidjuk_2023_3,"Или Коля, или Гена испробуем этот новый метод.",3.0126582278481013,3.0,bad,filler,33,bad,,
Davidjuk_2023_3,"Или я, или Петя поднимут этот важный вопрос.",3.3,3.0,coordination,stimul,15,"3pl, or_or",3pl,or_or
Davidjuk_2023_3,"Или я, или Игорь совершим это далёкое путешествие.",3.8,4.0,coordination,stimul,13,"1pl, or_or",1pl,or_or
Davidjuk_2023_3,Я или Гоша начнёт этот непростой разговор.,2.6666666666666665,3.0,coordination,stimul,28,"3sg, or",3sg,or
Davidjuk_2023_3,"Или я, или Миша исправим эту случайную ошибку.",5.666666666666667,6.0,coordination,stimul,31,"1pl, or_or",1pl,or_or
Davidjuk_2023_3,Я или Митя составит этот длинный список.,3.6,4.0,coordination,stimul,29,"3sg, or",3sg,or
Davidjuk_2023_3,"Или я, или Гоша начнём этот непростой разговор.",4.3,4.0,coordination,stimul,28,"1pl, or_or",1pl,or_or
Davidjuk_2023_3,"Вова подготовит или статью, или доклад.",5.725,6.0,good,filler,33,good,,
Davidjuk_2023_3,"Или я, или Боря закончу эту шахматную партию.",2.7,3.0,coordination,stimul,27,"1sg, or_or",1sg,or_or
Davidjuk_2023_3,Я или Дима послушают это голосовое сообщение.,3.1,3.0,coordination,stimul,5,"3pl, or",3pl,or
Davidjuk_2023_3,Я или Лёва решит эту сложную задачу.,3.2,3.0,coordination,stimul,11,"3sg, or",3sg,or
Davidjuk_2023_3,Гоша или Боря осуществим эту давнюю мечту.,2.5375,3.0,bad,filler,33,bad,,
Davidjuk_2023_3,"Или я, или Слава куплю эту известную картину.",2.6,3.0,coordination,stimul,19,"1sg, or_or",1sg,or_or
Davidjuk_2023_3,"Или я, или Никита побелят этот высокий потолок.",2.888888888888889,3.0,coordination,stimul,20,"3pl, or_or",3pl,or_or
Davidjuk_2023_3,"Или я, или Миша исправят эту случайную ошибку.",2.7,3.0,coordination,stimul,31,"3pl, or_or",3pl,or_or
Davidjuk_2023_3,Я или Андрей увидит этот кукольный спектакль.,3.6,4.0,coordination,stimul,2,"3sg, or",3sg,or
Davidjuk_2023_3,"Или я, или Илья выполним это срочное задание.",5.6,6.0,coordination,stimul,7,"1pl, or_or",1pl,or_or
Davidjuk_2023_3,"Или я, или Никита побелит этот высокий потолок.",2.6,3.0,coordination,stimul,20,"3sg, or_or",3sg,or_or
Davidjuk_2023_3,"Или я, или Вадим соберу этот нужный материал.",2.9,3.0,coordination,stimul,9,"1sg, or_or",1sg,or_or
Davidjuk_2023_3,Я или Стёпа исполнит эту оперную арию.,2.8,3.0,coordination,stimul,4,"3sg, or",3sg,or
Davidjuk_2023_3,"Или я, или Ваня отправит это заказное письмо.",4.1,4.0,coordination,stimul,18,"3sg, or_or",3sg,or_or
Davidjuk_2023_3,"Или я, или Кирилл прополют эту капустную грядку.",4.1,4.0,coordination,stimul,10,"3pl, or_or",3pl,or_or
Davidjuk_2023_3,"Или я, или Никита побелим этот высокий потолок.",4.8,5.0,coordination,stimul,20,"1pl, or_or",1pl,or_or
Davidjuk_2023_3,Я или Андрей увижу этот кукольный спектакль.,2.3,2.0,coordination,stimul,2,"1sg, or",1sg,or
Davidjuk_2023_3,"Или я, или Вася проведут это экстренное совещание.",2.6,3.0,coordination,stimul,1,"3pl, or_or",3pl,or_or
Davidjuk_2023_3,Я или Гриша переведём эту английскую фразу.,3.2,3.0,coordination,stimul,25,"1pl, or",1pl,or
Davidjuk_2023_3,"Или я, или Максим приобрету этот старинный дом.",1.7,2.0,coordination,stimul,22,"1sg, or_or",1sg,or_or
Davidjuk_2023_3,Никита улучшит этот основную показатель.,2.2125,2.0,bad,filler,33,bad,,
Davidjuk_2023_3,Я или Боря закончит эту шахматную партию.,3.2,3.0,coordination,stimul,27,"3sg, or",3sg,or
Davidjuk_2023_3,Лёва оформит этот деловой договор.,6.468354430379747,6.0,good,filler,33,good,,
Davidjuk_2023_3,Я или Стёпа исполнят эту оперную арию.,3.8,4.0,coordination,stimul,4,"3pl, or",3pl,or
Davidjuk_2023_3,"Или я, или Илья выполню это срочное задание.",3.3,3.0,coordination,stimul,7,"1sg, or_or",1sg,or_or
Davidjuk_2023_3,"Или я, или Игорь совершит это далёкое путешествие.",3.0,3.0,coordination,stimul,13,"3sg, or_or",3sg,or_or
Davidjuk_2023_3,Я или Егор прочитаю эту вводную лекцию.,2.6,3.0,coordination,stimul,6,"1sg, or",1sg,or
Davidjuk_2023_3,Я или Костя расскажет эту интересную историю.,1.9,2.0,coordination,stimul,8,"3sg, or",3sg,or
Davidjuk_2023_3,Я или Кирилл прополют эту капустную грядку.,4.0,4.0,coordination,stimul,10,"3pl, or",3pl,or
Davidjuk_2023_3,Я или Дима послушает это голосовое сообщение.,4.1,4.0,coordination,stimul,5,"3sg, or",3sg,or
Davidjuk_2023_3,"Или я, или Кирилл прополю эту капустную грядку.",2.5,2.0,coordination,stimul,10,"1sg, or_or",1sg,or_or
Davidjuk_2023_3,"Или я, или Игорь совершат это далёкое путешествие.",4.5,4.0,coordination,stimul,13,"3pl, or_or",3pl,or_or
Davidjuk_2023_3,Я или Саша отнесёт это тяжёлое ведро.,2.1,2.0,coordination,stimul,32,"3sg, or",3sg,or
Davidjuk_2023_3,Я или Яша закажем этот дорогой десерт.,4.9,5.0,coordination,stimul,24,"1pl, or",1pl,or
Davidjuk_2023_3,"Или я, или Влад покрасит этот новый забор.",3.2,3.0,coordination,stimul,21,"3sg, or_or",3sg,or_or
Davidjuk_2023_3,Я или Гоша начну этот непростой разговор.,3.5,4.0,coordination,stimul,28,"1sg, or",1sg,or
Davidjuk_2023_3,Я или Костя расскажут эту интересную историю.,3.9,4.0,coordination,stimul,8,"3pl, or",3pl,or
Davidjuk_2023_3,Артём почистит этот резиновый сапог.,6.1125,6.0,good,filler,33,good,,
Davidjuk_2023_3,Я или Влад покрасит этот новый забор.,3.3,3.0,coordination,stimul,21,"3sg, or",3sg,or
Davidjuk_2023_3,Я или Андрей увидят этот кукольный спектакль.,3.0,3.0,coordination,stimul,2,"3pl, or",3pl,or
Davidjuk_2023_3,Я или Влад покрашу этот новый забор.,2.1,2.0,coordination,stimul,21,"1sg, or",1sg,or
Davidjuk_2023_3,"Или я, или Паша посещу этот научный семинар.",2.8,3.0,coordination,stimul,16,"1sg, or_or",1sg,or_or
Davidjuk_2023_3,"Или я, или Никита внесёт этот небольшой аванс.",3.8,4.0,coordination,stimul,14,"3sg, or_or",3sg,or_or
Davidjuk_2023_3,Я или Никита внесём этот небольшой аванс.,4.9,5.0,coordination,stimul,14,"1pl, or",1pl,or
Davidjuk_2023_3,"Или я, или Юра устроит этот детский праздник.",2.8,3.0,coordination,stimul,12,"3sg, or_or",3sg,or_or
Davidjuk_2023_3,"Яша составит или письмо, или телеграмму.",5.1625,5.0,good,filler,33,good,,
Davidjuk_2023_3,"Или я, или Влад покрасим этот новый забор.",4.8,5.0,coordination,stimul,21,"1pl, or_or",1pl,or_or
Davidjuk_2023_3,Я или Костя расскажем эту интересную историю.,4.6,5.0,coordination,stimul,8,"1pl, or",1pl,or
Davidjuk_2023_3,"Или я, или Лёва решу эту сложную задачу.",2.8,3.0,coordination,stimul,11,"1sg, or_or",1sg,or_or
Davidjuk_2023_3,"Или я, или Саша отнесём это тяжёлое ведро.",4.8,5.0,coordination,stimul,32,"1pl, or_or",1pl,or_or
Davidjuk_2023_3,"Или Лёва, или Кирилл изучим эту научную статью.",3.207792207792208,3.0,bad,filler,33,bad,,
Davidjuk_2023_3,"Или я, или Петя подниму этот важный вопрос.",2.5,2.0,coordination,stimul,15,"1sg, or_or",1sg,or_or
