author,sentence,response,response_round,subtype,type,lexicalization,condition,conjunction_strategy,pron_person
Manina_2022_1,Вечером я и Петя отправляем очередное письмо.,5.416666666666667,5.0,coordination,stimul,3,"conjunction, 1st person pronoun",conjunction,1st person pronoun
Manina_2022_1,Теперь вы с Димой изучаете законы Ньютона.,5.571428571428571,6.0,coordination,stimul,6,"inclusory comitative, 2nd person pronoun",inclusory comitative,2nd person pronoun
Manina_2022_1,Сейчас они с Димой снимают скромную квартиру.,5.75,6.0,coordination,stimul,12,"inclusory comitative, 3rd person pronoun",inclusory comitative,3rd person pronoun
Manina_2022_1,Теперь он и Юля пишут детскую книжку.,4.533333333333333,5.0,coordination,stimul,11,"conjunction, 3rd person pronoun",conjunction,3rd person pronoun
Manina_2022_1,Часто он с Катей танцует финское танго.,6.0,6.0,coordination,stimul,2,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Сегодня мы с Максимом рисуем эскизы костюмов.,6.266666666666667,6.0,coordination,stimul,26,"inclusory comitative, 1st person pronoun",inclusory comitative,1st person pronoun
Manina_2022_1,Завтра я с Никитой заполняем бумаги дедушки.,3.8333333333333335,4.0,coordination,stimul,27,"comitative, 1st person pronoun",comitative,1st person pronoun
Manina_2022_1,Сегодня вы с Дашей празднуете рождение дочери.,5.2,5.0,coordination,stimul,24,"inclusory comitative, 2nd person pronoun",inclusory comitative,2nd person pronoun
Manina_2022_1,Осенью ты и Костя засушиваете кленовые листья.,4.416666666666667,4.0,coordination,stimul,10,"conjunction, 2nd person pronoun",conjunction,2nd person pronoun
Manina_2022_1,Скоро мы с тобой увольняем половину работников.,3.903614457831325,4.0,good,filler,28,good,,
Manina_2022_1,Часто я с Ваней нарушаю приказы начальства.,5.454545454545454,5.0,coordination,stimul,16,"comitative, 1st person pronoun",comitative,1st person pronoun
Manina_2022_1,Зимой он со Светой читает рассказы Брэдбери.,4.777777777777778,5.0,coordination,stimul,21,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Летом Люда и Валя устраивают домашний спа-салон.,5.950617283950617,6.0,good,filler,28,good,,
Manina_2022_1,Зимой вы со Светой читаете рассказы Брэдбери.,5.0,5.0,coordination,stimul,21,"inclusory comitative, 2nd person pronoun",inclusory comitative,2nd person pronoun
Manina_2022_1,Завтра он и Лиза измеряют скорость чтения.,4.25,4.0,coordination,stimul,14,"conjunction, 3rd person pronoun",conjunction,3rd person pronoun
Manina_2022_1,Утром они с Даней решают задачи менеджмента.,6.0,6.0,coordination,stimul,19,"inclusory comitative, 3rd person pronoun",inclusory comitative,3rd person pronoun
Manina_2022_1,Сейчас мы с Димой снимаем скромную квартиру.,6.75,7.0,coordination,stimul,12,"inclusory comitative, 1st person pronoun",inclusory comitative,1st person pronoun
Manina_2022_1,Завтра мы с Борей исполняем вариации Баха.,6.0,6.0,coordination,stimul,1,"inclusory comitative, 1st person pronoun",inclusory comitative,1st person pronoun
Manina_2022_1,Осенью он с Женей разбирает пыльные антресоли.,4.5,4.0,coordination,stimul,22,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Часто ты и Лена посещаете Дворец Творчества.,3.625,4.0,coordination,stimul,25,"conjunction, 2nd person pronoun",conjunction,2nd person pronoun
Manina_2022_1,Сейчас вы с Викой готовите маленький сюрприз.,5.133333333333334,5.0,coordination,stimul,7,"inclusory comitative, 2nd person pronoun",inclusory comitative,2nd person pronoun
Manina_2022_1,Вечером он и Стёпа слушают иностранные песни.,5.416666666666667,5.0,coordination,stimul,18,"conjunction, 3rd person pronoun",conjunction,3rd person pronoun
Manina_2022_1,Часто я и Катя танцуем финское танго.,5.181818181818182,5.0,coordination,stimul,2,"conjunction, 1st person pronoun",conjunction,1st person pronoun
Manina_2022_1,Часто ты с Ваней нарушаешь приказы начальства.,4.416666666666667,4.0,coordination,stimul,16,"comitative, 2nd person pronoun",comitative,2nd person pronoun
Manina_2022_1,Летом вы с Дианой проверяете состояние водоёмов.,5.25,5.0,coordination,stimul,13,"inclusory comitative, 2nd person pronoun",inclusory comitative,2nd person pronoun
Manina_2022_1,Завтра и я Боря исполняем вариации Баха.,3.375,3.0,coordination,stimul,1,"conjunction, 1st person pronoun",conjunction,1st person pronoun
Manina_2022_1,Утром ты с Даней решаешь задачи менеджмента.,4.857142857142857,5.0,coordination,stimul,19,"comitative, 2nd person pronoun",comitative,2nd person pronoun
Manina_2022_1,Утром вы с Сашей обсуждаете планы занятий.,5.428571428571429,5.0,coordination,stimul,9,"inclusory comitative, 2nd person pronoun",inclusory comitative,2nd person pronoun
Manina_2022_1,Весной я и Ксюша планируем предстоящий отпуск.,5.583333333333333,6.0,coordination,stimul,20,"conjunction, 1st person pronoun",conjunction,1st person pronoun
Manina_2022_1,Завтра он с Лизой измеряет скорость чтения.,3.272727272727273,3.0,coordination,stimul,14,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Летом ты с Настей делаешь холодные коктейли.,3.375,3.0,coordination,stimul,23,"comitative, 2nd person pronoun",comitative,2nd person pronoun
Manina_2022_1,Часто я с Катей танцую финское танго.,5.6,6.0,coordination,stimul,2,"comitative, 1st person pronoun",comitative,1st person pronoun
Manina_2022_1,Обычно Таня и Артём проверяют работы школьников.,6.289156626506024,6.0,good,filler,28,good,,
Manina_2022_1,Утром мы с Сашей обсуждаем планы занятий.,6.666666666666667,7.0,coordination,stimul,9,"inclusory comitative, 1st person pronoun",inclusory comitative,1st person pronoun
Manina_2022_1,Сейчас они с Викой готовят маленький сюрприз.,6.428571428571429,6.0,coordination,stimul,7,"inclusory comitative, 3rd person pronoun",inclusory comitative,3rd person pronoun
Manina_2022_1,Завтра он и Боря исполняют вариации Баха.,4.416666666666667,4.0,coordination,stimul,1,"conjunction, 3rd person pronoun",conjunction,3rd person pronoun
Manina_2022_1,Сегодня ты и Даша празднуете рождение дочери.,4.142857142857143,4.0,coordination,stimul,24,"conjunction, 2nd person pronoun",conjunction,2nd person pronoun
Manina_2022_1,Теперь ты и Дима изучаете законы Ньютона.,6.166666666666667,6.0,coordination,stimul,6,"conjunction, 2nd person pronoun",conjunction,2nd person pronoun
Manina_2022_1,Часто мы с Ваней нарушаем приказы начальства.,5.642857142857143,6.0,coordination,stimul,16,"inclusory comitative, 1st person pronoun",inclusory comitative,1st person pronoun
Manina_2022_1,Весной мы с Таней покупаем новую одежду.,5.727272727272728,6.0,coordination,stimul,5,"inclusory comitative, 1st person pronoun",inclusory comitative,1st person pronoun
Manina_2022_1,Обычно он с Люсей находит верное решение.,4.333333333333333,4.0,coordination,stimul,8,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Завтра ты и Лиза измеряете скорость чтения.,5.5,6.0,coordination,stimul,14,"conjunction, 2nd person pronoun",conjunction,2nd person pronoun
Manina_2022_1,Осенью я с Женей разбираю пыльные антресоли.,5.25,5.0,coordination,stimul,22,"comitative, 1st person pronoun",comitative,1st person pronoun
Manina_2022_1,Весной вы с Таней покупаете новую одежду.,4.666666666666667,5.0,coordination,stimul,5,"inclusory comitative, 2nd person pronoun",inclusory comitative,2nd person pronoun
Manina_2022_1,Весной вы с ним продаёте акции Сбербанка.,4.481481481481482,4.0,good,filler,28,good,,
Manina_2022_1,Обычно он и Люся находят верное решение.,5.909090909090909,6.0,coordination,stimul,8,"conjunction, 3rd person pronoun",conjunction,3rd person pronoun
Manina_2022_1,Завтра они с Борей исполняют вариации Баха.,5.8,6.0,coordination,stimul,1,"inclusory comitative, 3rd person pronoun",inclusory comitative,3rd person pronoun
Manina_2022_1,Сейчас ты и Вика готовите маленький сюрприз.,4.75,5.0,coordination,stimul,7,"conjunction, 2nd person pronoun",conjunction,2nd person pronoun
Manina_2022_1,Зимой я со Светой читаю рассказы Брэдбери.,5.333333333333333,5.0,coordination,stimul,21,"comitative, 1st person pronoun",comitative,1st person pronoun
Manina_2022_1,Утром он с Сашей обсуждают планы занятий.,4.0,4.0,coordination,stimul,9,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Вечером я с Петей отправляю очередное письмо.,5.714285714285714,6.0,coordination,stimul,3,"comitative, 1st person pronoun",comitative,1st person pronoun
Manina_2022_1,Обычно Рома и Матвей чистите снежные завалы.,1.75,2.0,bad,filler,28,bad,,
Manina_2022_1,Весной он с Таней покупает новую одежду.,4.5,4.0,coordination,stimul,5,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Скоро вы с Серёжей получаете первую зарплату.,4.0,4.0,coordination,stimul,17,"inclusory comitative, 2nd person pronoun",inclusory comitative,2nd person pronoun
Manina_2022_1,Утром вы с Даней решаете задачи менеджмента.,5.8,6.0,coordination,stimul,19,"inclusory comitative, 2nd person pronoun",inclusory comitative,2nd person pronoun
Manina_2022_1,Обычно мы с Петю переводим диалоги дипломатов.,1.511904761904762,2.0,bad,filler,28,bad,,
Manina_2022_1,Обычно ты и Соня осознаёте возможные риски.,4.875,5.0,coordination,stimul,15,"conjunction, 2nd person pronoun",conjunction,2nd person pronoun
Manina_2022_1,Летом ты и Диана проверяете состояние водоёмов.,3.2857142857142856,3.0,coordination,stimul,13,"conjunction, 2nd person pronoun",conjunction,2nd person pronoun
Manina_2022_1,Летом мы с Дианой проверяем состояние водоёмов.,6.4,6.0,coordination,stimul,13,"inclusory comitative, 1st person pronoun",inclusory comitative,1st person pronoun
Manina_2022_1,Осенью ты с Женей разбираешь пыльные антресоли.,5.0,5.0,coordination,stimul,22,"comitative, 2nd person pronoun",comitative,2nd person pronoun
Manina_2022_1,Завтра ты и Боря исполняете вариации Баха.,4.636363636363637,5.0,coordination,stimul,1,"conjunction, 2nd person pronoun",conjunction,2nd person pronoun
Manina_2022_1,Летом они с Дианой проверяют состояние водоёмов.,6.285714285714286,6.0,coordination,stimul,13,"inclusory comitative, 3rd person pronoun",inclusory comitative,3rd person pronoun
Manina_2022_1,Весной они с Ксюшей планируют предстоящий отпуск.,5.8,6.0,coordination,stimul,20,"inclusory comitative, 3rd person pronoun",inclusory comitative,3rd person pronoun
Manina_2022_1,Весной ты с Таней покупаешь новую одежду.,4.0,4.0,coordination,stimul,5,"comitative, 2nd person pronoun",comitative,2nd person pronoun
Manina_2022_1,Завтра я и Никита заполняем бумаги дедушки.,4.555555555555555,5.0,coordination,stimul,27,"conjunction, 1st person pronoun",conjunction,1st person pronoun
Manina_2022_1,Летом он с Настей делает холодные коктейли.,5.090909090909091,5.0,coordination,stimul,23,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Осенью я и Женя разбираем пыльные антресоли.,5.461538461538462,5.0,coordination,stimul,22,"conjunction, 1st person pronoun",conjunction,1st person pronoun
Manina_2022_1,Весной я с Таней покупаю новую одежду.,5.25,5.0,coordination,stimul,5,"comitative, 1st person pronoun",comitative,1st person pronoun
Manina_2022_1,Сейчас ты с Димой снимаешь скромную квартиру.,5.75,6.0,coordination,stimul,12,"comitative, 2nd person pronoun",comitative,2nd person pronoun
Manina_2022_1,Зимой они со Светой читают рассказы Брэдбери.,6.333333333333333,6.0,coordination,stimul,21,"inclusory comitative, 3rd person pronoun",inclusory comitative,3rd person pronoun
Manina_2022_1,Теперь вы с Полине доказываете теорему Гёделя.,1.5833333333333333,2.0,bad,filler,28,bad,,
Manina_2022_1,Осенью я с Костей засушиваю кленовые листья.,4.714285714285714,5.0,coordination,stimul,10,"comitative, 1st person pronoun",comitative,1st person pronoun
Manina_2022_1,Сейчас Митя и Слава изобретают разные лекарства.,5.72289156626506,6.0,good,filler,28,good,,
Manina_2022_1,Часто они с Ваней нарушают приказы начальства.,6.333333333333333,6.0,coordination,stimul,16,"inclusory comitative, 3rd person pronoun",inclusory comitative,3rd person pronoun
Manina_2022_1,Скоро Вася и Алина получают туристическую визу.,4.333333333333333,4.0,good,filler,28,good,,
Manina_2022_1,Вечером Глеб и Ксюша включает старые пластинки.,2.8313253012048194,3.0,bad,filler,28,bad,,
Manina_2022_1,Зимой вы с Сашей пропиваете курс витаминов.,4.909090909090909,5.0,coordination,stimul,4,"inclusory comitative, 2nd person pronoun",inclusory comitative,2nd person pronoun
Manina_2022_1,Весной Лада и Олег убирает кабинет отца.,2.463414634146341,2.0,bad,filler,28,bad,,
Manina_2022_1,Завтра ты и Никита заполняешь бумаги дедушки.,2.75,3.0,coordination,stimul,27,"conjunction, 2nd person pronoun",conjunction,2nd person pronoun
Manina_2022_1,Завтра они с Лизой измеряют скорость чтения.,4.933333333333334,5.0,coordination,stimul,14,"inclusory comitative, 3rd person pronoun",inclusory comitative,3rd person pronoun
Manina_2022_1,Скоро он с Серёжей получает первую зарплату.,2.333333333333333,2.0,coordination,stimul,17,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Теперь они с Юлей пишут детскую книжку.,6.181818181818182,6.0,coordination,stimul,11,"inclusory comitative, 3rd person pronoun",inclusory comitative,3rd person pronoun
Manina_2022_1,Теперь он с Юлей пишет детскую книжку.,5.125,5.0,coordination,stimul,11,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Сейчас я с Викой готовлю маленький сюрприз.,4.0,4.0,coordination,stimul,7,"comitative, 1st person pronoun",comitative,1st person pronoun
Manina_2022_1,Завтра я и Лиза измеряем скорость чтения.,4.857142857142857,5.0,coordination,stimul,14,"conjunction, 1st person pronoun",conjunction,1st person pronoun
Manina_2022_1,Завтра он с Никитой заполняет бумаги дедушки.,4.066666666666666,4.0,coordination,stimul,27,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Часто ты с Катей танцуешь финское танго.,4.714285714285714,5.0,coordination,stimul,2,"comitative, 2nd person pronoun",comitative,2nd person pronoun
Manina_2022_1,Зимой Лёва и Арина вырезают бумажные снежинки.,6.308641975308642,6.0,good,filler,28,good,,
Manina_2022_1,Вечером мы со Стёпой слушаем иностранные песни.,5.833333333333333,6.0,coordination,stimul,18,"inclusory comitative, 1st person pronoun",inclusory comitative,1st person pronoun
Manina_2022_1,Сейчас он с Димой снимает скромную квартиру.,5.3,5.0,coordination,stimul,12,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Теперь ты и Юля пишете детскую книжку.,3.7142857142857135,4.0,coordination,stimul,11,"conjunction, 2nd person pronoun",conjunction,2nd person pronoun
Manina_2022_1,Летом вы с ним чините автомобиль папы.,4.857142857142857,5.0,good,filler,28,good,,
Manina_2022_1,Сегодня я и Даша празднуем рождение дочери.,5.666666666666667,6.0,coordination,stimul,24,"conjunction, 1st person pronoun",conjunction,1st person pronoun
Manina_2022_1,Осенью ты с Костей засушиваешь кленовые листья.,4.857142857142857,5.0,coordination,stimul,10,"comitative, 2nd person pronoun",comitative,2nd person pronoun
Manina_2022_1,Сегодня я с Дашей праздную рождение дочери.,3.7142857142857135,4.0,coordination,stimul,24,"comitative, 1st person pronoun",comitative,1st person pronoun
Manina_2022_1,Обычно вы с Люсей находите верное решение.,6.166666666666667,6.0,coordination,stimul,8,"inclusory comitative, 2nd person pronoun",inclusory comitative,2nd person pronoun
Manina_2022_1,Летом он с Дианой проверяет состояние водоёмов.,4.0,4.0,coordination,stimul,13,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Утром я с Даней решаю задачи менеджмента.,5.333333333333333,5.0,coordination,stimul,19,"comitative, 1st person pronoun",comitative,1st person pronoun
Manina_2022_1,Осенью он и Женя разбирают пыльные антресоли.,6.333333333333333,6.0,coordination,stimul,22,"conjunction, 3rd person pronoun",conjunction,3rd person pronoun
Manina_2022_1,Часто мы с ней смотрим семейные фотографии.,5.892857142857143,6.0,good,filler,28,good,,
Manina_2022_1,Вечером мы с Петей отправляем очередное письмо.,5.9,6.0,coordination,stimul,3,"inclusory comitative, 1st person pronoun",inclusory comitative,1st person pronoun
Manina_2022_1,Теперь они с Димой изучают законы Ньютона.,5.666666666666667,6.0,coordination,stimul,6,"inclusory comitative, 3rd person pronoun",inclusory comitative,3rd person pronoun
Manina_2022_1,Зимой они с Сашей пропивают курс витаминов.,5.666666666666667,6.0,coordination,stimul,4,"inclusory comitative, 3rd person pronoun",inclusory comitative,3rd person pronoun
Manina_2022_1,Обычно он с Соней осознаёт возможные риски.,4.583333333333333,5.0,coordination,stimul,15,"comitative, 3rd person pronoun",comitative,3rd person pronoun
Manina_2022_1,Сейчас они с Оксана исследуют проблемы экономики.,1.5595238095238095,2.0,bad,filler,28,bad,,
Manina_2022_1,Обычно мы с Соней осознаём возможные риски.,6.166666666666667,6.0,coordination,stimul,15,"inclusory comitative, 1st person pronoun",inclusory comitative,1st person pronoun
