experiment,sentence,response,response_round,subtype,type,lexicalization
Belova_2023,За выполненные задачи отчитается двое из нас.,5.555555555555555,6.0,quantiifier,stimul,43.0
Belova_2023,К поисковым отрядам присоединятся мы все.,2.375,2.0,quantiifier,stimul,28.0
Belova_2023,Мы шестеро подметут в учебных кабинетах.,1.2222222222222223,1.0,quantiifier,stimul,41.0
Belova_2023,Семеро из них уволится с нынешних позиций.,3.8181818181818175,4.0,quantiifier,stimul,18.0
Belova_2023,В байдарочные походы отправимся четверо из нас.,2.4444444444444446,2.0,quantiifier,stimul,27.0
Belova_2023,Они все прилетят в разные аэропорты.,5.0,5.0,quantiifier,stimul,8.0
Belova_2023,Двое из нас победим на конкурсе чтецов.,2.75,3.0,quantiifier,stimul,37.0
Belova_2023,Все из нас искупаются в крещенской проруби.,4.0,4.0,quantiifier,stimul,4.0
Belova_2023,В байдарочные походы отправится они четверо.,1.7777777777777777,2.0,quantiifier,stimul,27.0
Belova_2023,В спортивные секции запишемся все из нас.,2.6666666666666665,3.0,quantiifier,stimul,12.0
Belova_2023,За первые парты сядем все из нас.,2.555555555555556,3.0,quantiifier,stimul,39.0
Belova_2023,Пятеро из нас искупается в крещенской проруби.,3.333333333333333,3.0,quantiifier,stimul,4.0
Belova_2023,В важные переговоры вмешается шестеро из них.,2.888888888888889,3.0,quantiifier,stimul,29.0
Belova_2023,За новые проекты возьмёмся семеро из нас.,2.555555555555556,3.0,quantiifier,stimul,42.0
Belova_2023,В старых кладовках приберутся они все.,4.333333333333333,4.0,quantiifier,stimul,47.0
Belova_2023,В научных журналах опубликуются все из них.,4.222222222222222,4.0,quantiifier,stimul,2.0
Belova_2023,Пятеро из них прикрепится к новым поликлиникам.,3.0,3.0,quantiifier,stimul,40.0
Belova_2023,На проходной завода отметится трое из нас.,5.222222222222222,5.0,quantiifier,stimul,38.0
Belova_2023,Мы шестеро рассчитается с кредитными долгами.,1.2,1.0,quantiifier,stimul,23.0
Belova_2023,Со сломанными телефонами разберемся мы все.,3.875,4.0,quantiifier,stimul,9.0
Belova_2023,Они пятеро искупается в крещенской проруби.,1.2,1.0,quantiifier,stimul,4.0
Belova_2023,Четверо из них поможет с проведением экзаменов.,2.6,3.0,quantiifier,stimul,3.0
Belova_2023,Со сломанными телефонами разберутся мы четверо.,1.9,2.0,quantiifier,stimul,9.0
Belova_2023,К новым поликлиникам прикрепимся мы пятеро.,4.625,5.0,quantiifier,stimul,40.0
Belova_2023,Шестеро из нас приберёмся в старых кладовках.,2.333333333333333,2.0,quantiifier,stimul,47.0
Belova_2023,Мы все познакомимся с артистами спектакля.,6.0,6.0,quantiifier,stimul,33.0
Belova_2023,С очевидцами аварии побеседуют пятеро из них.,5.444444444444445,5.0,quantiifier,stimul,34.0
Belova_2023,Трое из нас отметятся на проходной завода.,6.0,6.0,quantiifier,stimul,38.0
Belova_2023,Все из нас прилетим в разные аэропорты.,2.4,2.0,quantiifier,stimul,8.0
Belova_2023,Все из нас женимся в течение месяца.,2.0,2.0,quantiifier,stimul,16.0
Belova_2023,Все из них справятся с заменой лампочек.,5.333333333333333,5.0,quantiifier,stimul,11.0
Belova_2023,Все из нас извинятся за допущенные ошибки.,3.6,4.0,quantiifier,stimul,45.0
Belova_2023,На конкурсе чтецов победим двое из нас.,2.111111111111111,2.0,quantiifier,stimul,37.0
Belova_2023,С артистами спектакля познакомятся они четверо.,3.6666666666666665,4.0,quantiifier,stimul,33.0
Belova_2023,Они шестеро приберутся в старых кладовках.,5.666666666666667,6.0,quantiifier,stimul,47.0
Belova_2023,Все из них познакомятся с артистами спектакля.,6.25,6.0,quantiifier,stimul,33.0
Belova_2023,За первые парты сядет четверо из нас.,5.666666666666667,6.0,quantiifier,stimul,39.0
Belova_2023,К новым поликлиникам прикрепятся пятеро из них.,5.222222222222222,5.0,quantiifier,stimul,40.0
Belova_2023,На утренних поездах приедет они шестеро.,1.25,1.0,quantiifier,stimul,5.0
Belova_2023,На акустической гитаре сыграет они двое.,1.2222222222222223,1.0,quantiifier,stimul,13.0
Belova_2023,Они двое придут на пятничную вечеринку.,4.75,5.0,quantiifier,stimul,1.0
Belova_2023,С заменой лампочек справятся все из нас.,4.111111111111111,4.0,quantiifier,stimul,11.0
Belova_2023,Четверо из них сядут за первые парты.,3.5,4.0,quantiifier,stimul,39.0
Belova_2023,В спортивные секции запишется они семеро.,1.6666666666666667,2.0,quantiifier,stimul,12.0
Belova_2023,На проходной завода отметятся все из них.,4.0,4.0,quantiifier,stimul,38.0
Belova_2023,На конкурсе чтецов победит они двое.,1.6666666666666667,2.0,quantiifier,stimul,37.0
Belova_2023,О скорых отставках объявят мы семеро.,1.8,2.0,quantiifier,stimul,36.0
Belova_2023,Мы с Гришей купим водоросли для нового аквариума.,6.297071129707113,6.0,good,filler,
Belova_2023,В дешёвых хостелах остановимся мы все.,3.125,3.0,quantiifier,stimul,7.0
Belova_2023,Все из нас съездят в отдалённые деревни.,2.125,2.0,quantiifier,stimul,20.0
Belova_2023,К новым поликлиникам прикрепимся все из нас.,2.7777777777777777,3.0,quantiifier,stimul,40.0
Belova_2023,В больших палатках переночуют все из нас.,3.111111111111111,3.0,quantiifier,stimul,19.0
Belova_2023,В социальных опросах поучаствует они семеро.,2.2222222222222223,2.0,quantiifier,stimul,48.0
Belova_2023,Пятеро из нас искупаются в крещенской проруби.,6.181818181818182,6.0,quantiifier,stimul,4.0
Belova_2023,На акустической гитаре сыграет двое из нас.,3.888888888888889,4.0,quantiifier,stimul,13.0
Belova_2023,За новые проекты возьмутся они семеро.,3.111111111111111,3.0,quantiifier,stimul,42.0
Belova_2023,Мы семеро уволятся с нынешних позиций.,1.6,2.0,quantiifier,stimul,18.0
Belova_2023,Мы двое свяжутся со свадебными фотографами.,1.2222222222222223,1.0,quantiifier,stimul,25.0
Belova_2023,В карнавальные костюмы переоденется они семеро,1.2222222222222223,1.0,quantiifier,stimul,6.0
Belova_2023,Со свадебными фотографами свяжутся двое из них.,5.333333333333333,5.0,quantiifier,stimul,25.0
Belova_2023,В течение месяца женится мы пятеро.,2.142857142857143,2.0,quantiifier,stimul,16.0
Belova_2023,Трое из нас опубликуются в научных журналах.,6.25,6.0,quantiifier,stimul,2.0
Belova_2023,Мы двое придёт на пятничную вечеринку.,1.4,1.0,quantiifier,stimul,1.0
Belova_2023,Со свадебными фотографами свяжутся мы все.,2.375,2.0,quantiifier,stimul,25.0
Belova_2023,Мы все объявят о скорых отставках.,1.3333333333333333,1.0,quantiifier,stimul,36.0
Belova_2023,Они все понакомятся с артистами спектакля.,3.8333333333333335,4.0,quantiifier,stimul,33.0
Belova_2023,Трое из нас согласится на предложения конкурентов.,2.1666666666666665,2.0,quantiifier,stimul,14.0
Belova_2023,За выполненные задачи отчитается мы двое.,2.75,3.0,quantiifier,stimul,43.0
Belova_2023,В течение месяца женится они пятеро.,1.6666666666666667,2.0,quantiifier,stimul,16.0
Belova_2023,На двугорбых верблюдах покатаются они все.,4.555555555555555,5.0,quantiifier,stimul,26.0
Belova_2023,Все из нас порыбачат в лесных озёрах.,3.0,3.0,quantiifier,stimul,31.0
Belova_2023,Мы все женятся в течение месяца.,2.6,3.0,quantiifier,stimul,16.0
Belova_2023,В байдарочные походы отправимся мы четверо.,4.5,4.0,quantiifier,stimul,27.0
Belova_2023,В байдарочные походы отправится четверо из нас.,4.888888888888889,5.0,quantiifier,stimul,27.0
Belova_2023,Все из нас возьмёмся за новые проекты.,1.5,2.0,quantiifier,stimul,42.0
Belova_2023,Они все отдохнут на южных курортах.,5.0,5.0,quantiifier,stimul,24.0
Belova_2023,Они все сядут за первые парты.,5.909090909090909,6.0,quantiifier,stimul,39.0
Belova_2023,Мы все покатаемся на двугорбых верблюдах.,6.0,6.0,quantiifier,stimul,26.0
Belova_2023,Все из нас поступим в столичные вузы.,2.0,2.0,quantiifier,stimul,17.0
Belova_2023,Шестеро из нас приедет на утренних поездах.,2.2,2.0,quantiifier,stimul,5.0
Belova_2023,В социальных опросах поучаствуют все из них.,4.444444444444445,4.0,quantiifier,stimul,48.0
Belova_2023,Семеро из них поучаствуют в социальных опросах.,5.4,5.0,quantiifier,stimul,48.0
Belova_2023,В больших палатках переночуют двое из них.,5.555555555555555,6.0,quantiifier,stimul,19.0
Belova_2023,Они пятеро созвонятся с поставщиками продуктов.,3.8333333333333335,4.0,quantiifier,stimul,10.0
Belova_2023,На пятничную вечеринку придут они двое.,3.4444444444444446,3.0,quantiifier,stimul,1.0
Belova_2023,Только две фигуристка исполнят этот прыжки.,2.4683544303797467,2.0,bad,filler,
Belova_2023,Мы пятеро пойдут на курсы вождения.,2.75,3.0,quantiifier,stimul,46.0
Belova_2023,Мы все отдохнём на южных курортах.,6.5,6.0,quantiifier,stimul,24.0
Belova_2023,Мы четверо поможет с проведением экзаменов.,2.375,2.0,quantiifier,stimul,3.0
Belova_2023,Мы двое победят на конкурсе чтецов.,1.25,1.0,quantiifier,stimul,37.0
Belova_2023,Мы все свяжемся со свадебными фотографами.,4.454545454545454,4.0,quantiifier,stimul,25.0
Belova_2023,На курсы вождения пойдём мы пятеро.,3.875,4.0,quantiifier,stimul,46.0
Belova_2023,Мы все запишутся в спортивные секции.,3.5,4.0,quantiifier,stimul,12.0
Belova_2023,На проходной завода отметится мы трое.,2.4285714285714284,2.0,quantiifier,stimul,38.0
Belova_2023,В столичные вузы поступит мы семеро.,2.0,2.0,quantiifier,stimul,17.0
Belova_2023,В больших палатках переночуют все из них.,4.111111111111111,4.0,quantiifier,stimul,19.0
Belova_2023,Все из нас отчитаемся за выполненные задачи.,3.25,3.0,quantiifier,stimul,43.0
Belova_2023,За поломанные инструменты ответят все из них.,4.333333333333333,4.0,quantiifier,stimul,35.0
Belova_2023,В важные переговоры вмешаются шестеро из них.,5.555555555555555,6.0,quantiifier,stimul,29.0
Belova_2023,В крещенской проруби искупаются мы все.,2.625,3.0,quantiifier,stimul,4.0
Belova_2023,Все из нас побеседуют с очевидцами аварии.,6.5,6.0,quantiifier,stimul,34.0
Belova_2023,В гостиничные номера вернутся четверо из нас.,5.5,6.0,quantiifier,stimul,15.0
Belova_2023,Четверо из нас разберёмся со сломанными телефонами.,3.75,4.0,quantiifier,stimul,9.0
Belova_2023,В социальных опросах поучаствует семеро из них.,4.625,5.0,quantiifier,stimul,48.0
Belova_2023,В лесных озёрах порыбачим все из нас.,2.7777777777777777,3.0,quantiifier,stimul,31.0
Belova_2023,На пятничную вечеринку придём мы все.,4.0,4.0,quantiifier,stimul,1.0
Belova_2023,Мы трое съездит в отдалённые деревни.,1.25,1.0,quantiifier,stimul,20.0
Belova_2023,В дешёвых хостелах остановятся все из нас.,3.4444444444444446,3.0,quantiifier,stimul,7.0
Belova_2023,С проведением экзаменов поможет четверо из нас.,4.222222222222222,4.0,quantiifier,stimul,3.0
Belova_2023,О нужных продуктах позаботится мы семеро.,1.875,2.0,quantiifier,stimul,30.0
Belova_2023,Мы трое опубликуется в научных журналах.,2.0,2.0,quantiifier,stimul,2.0
Belova_2023,В важные переговоры вмешаются они шестеро.,3.111111111111111,3.0,quantiifier,stimul,29.0
Belova_2023,С очевидцами аварии побеседуют все из нас.,3.888888888888889,4.0,quantiifier,stimul,34.0
Belova_2023,За допущенные ошибки извинятся все из нас.,3.4444444444444446,3.0,quantiifier,stimul,45.0
Belova_2023,На пятничную вечеринку придём двое из нас.,3.0,3.0,quantiifier,stimul,1.0
Belova_2023,На акустической гитаре сыграют они все.,3.888888888888889,4.0,quantiifier,stimul,13.0
Belova_2023,Только вы с Мишей планируют поездку на дачей.,1.9617021276595743,2.0,bad,filler,
Belova_2023,С очевидцами аварии побеседует они пятеро.,1.6666666666666667,2.0,quantiifier,stimul,34.0
Belova_2023,За новые проекты возьмутся мы все.,2.571428571428572,3.0,quantiifier,stimul,42.0
Belova_2023,Они шестеро рассчитаются с кредитными долгами.,3.111111111111111,3.0,quantiifier,stimul,23.0
Belova_2023,К поисковым отрядам присоединятся все из нас.,3.6666666666666665,4.0,quantiifier,stimul,28.0
Belova_2023,Двое из нас переночуем в больших палатках.,2.2222222222222223,2.0,quantiifier,stimul,19.0
Belova_2023,На конкурсе чтецов победят мы все.,2.5,2.0,quantiifier,stimul,37.0
Belova_2023,С поставщиками продуктов созвонится пятеро из них.,3.25,3.0,quantiifier,stimul,10.0
Belova_2023,Мы шестеро справятся с заменой лампочек.,2.0,2.0,quantiifier,stimul,11.0
Belova_2023,О нужных продуктах позаботятся мы семеро.,2.5,2.0,quantiifier,stimul,30.0
Belova_2023,В гостиничные номера вернёмся четверо из нас.,2.333333333333333,2.0,quantiifier,stimul,15.0
Belova_2023,На студенческих конференциях выступят мы четверо.,2.0,2.0,quantiifier,stimul,21.0
Belova_2023,В карнавальные костюмы переоденутся они все.,4.555555555555555,5.0,quantiifier,stimul,6.0
Belova_2023,Мы все покатаются на двугорбых верблюдах.,1.4,1.0,quantiifier,stimul,26.0
Belova_2023,Они пятеро женится в течение месяца.,1.9,2.0,quantiifier,stimul,16.0
Belova_2023,В соседние страны переедет мы трое.,1.75,2.0,quantiifier,stimul,32.0
Belova_2023,В течение месяца женятся они все.,3.6666666666666665,4.0,quantiifier,stimul,16.0
Belova_2023,Мы все созвонимся с поставщиками продуктов.,5.666666666666667,6.0,quantiifier,stimul,10.0
Belova_2023,Все из нас покатаются на двугорбых верблюдах.,5.0,5.0,quantiifier,stimul,26.0
Belova_2023,За допущенные ошибки извинится мы четверо.,2.0,2.0,quantiifier,stimul,45.0
Belova_2023,На конкурсе чтецов победят все из них.,4.555555555555555,5.0,quantiifier,stimul,37.0
Belova_2023,Мы шестеро приберёмся в старых кладовках.,5.5,6.0,quantiifier,stimul,47.0
Belova_2023,В разные аэропорты прилетят все из нас.,3.0,3.0,quantiifier,stimul,8.0
Belova_2023,Они все подметут в учебных кабинетах.,3.0,3.0,quantiifier,stimul,41.0
Belova_2023,Они все приберутся в старых кладовках.,4.6,5.0,quantiifier,stimul,47.0
Belova_2023,В крещенской проруби искупаются пятеро из нас.,5.777777777777778,6.0,quantiifier,stimul,4.0
Belova_2023,Три картины из этого музея будут отреставрированы.,6.359832635983263,6.0,good,filler,
Belova_2023,В важные переговоры вмешаются мы все.,2.25,2.0,quantiifier,stimul,29.0
Belova_2023,Мы пятеро прикрепимся к новым поликлиникам.,6.75,7.0,quantiifier,stimul,40.0
Belova_2023,С очевидцами аварии побеседует пятеро из нас.,5.555555555555555,6.0,quantiifier,stimul,34.0
Belova_2023,В соседние страны переедут трое из нас.,5.777777777777778,6.0,quantiifier,stimul,32.0
Belova_2023,Они семеро возьмётся за новые проекты.,2.8,3.0,quantiifier,stimul,42.0
Belova_2023,В гостиничные номера вернутся мы четверо.,2.1,2.0,quantiifier,stimul,15.0
Belova_2023,Они шестеро вмешаются в важные переговоры.,6.0,6.0,quantiifier,stimul,29.0
Belova_2023,За новые проекты возьмётся семеро из нас.,5.555555555555555,6.0,quantiifier,stimul,42.0
Belova_2023,В дешёвых хостелах остановится двое из нас.,4.333333333333333,4.0,quantiifier,stimul,7.0
Belova_2023,На утренних поездах приедет шестро из нас.,4.444444444444445,4.0,quantiifier,stimul,5.0
Belova_2023,Пятеро из нас пойдёт на курсы вождения.,2.1666666666666665,2.0,quantiifier,stimul,46.0
Belova_2023,Семеро из нас отдохнём на южных курортах.,1.8,2.0,quantiifier,stimul,24.0
Belova_2023,Мы четверо разберётся со сломанными телефонами.,2.0,2.0,quantiifier,stimul,9.0
Belova_2023,В разные аэропорты прилетят все из них.,4.333333333333333,4.0,quantiifier,stimul,8.0
Belova_2023,В научных журналах опубликуются мы все.,2.5,2.0,quantiifier,stimul,2.0
Belova_2023,Мы трое отметятся на проходной завода.,1.818181818181818,2.0,quantiifier,stimul,38.0
Belova_2023,В научных журналах опубликуется они трое.,1.8888888888888888,2.0,quantiifier,stimul,2.0
Belova_2023,В карнавальные костюмы переоденемся все из нас.,2.555555555555556,3.0,quantiifier,stimul,6.0
Belova_2023,С заменой лампочек справимся шестеро из нас.,2.555555555555556,3.0,quantiifier,stimul,11.0
Belova_2023,В крещенской проруби искупаются все из них.,4.222222222222222,4.0,quantiifier,stimul,4.0
Belova_2023,Пятеро из нас побеседуем с очевидцами аварии.,3.5,4.0,quantiifier,stimul,34.0
Belova_2023,За новые проекты возьмёмся мы семеро.,4.125,4.0,quantiifier,stimul,42.0
Belova_2023,О нужных продуктах позаботятся семеро из них.,5.888888888888889,6.0,quantiifier,stimul,30.0
Belova_2023,Двое из нас сыграет на акустической гитаре.,2.583333333333333,3.0,quantiifier,stimul,13.0
Belova_2023,В перспективные акции вложатся трое из них.,5.888888888888889,6.0,quantiifier,stimul,44.0
Belova_2023,В старых кладовках приберёмся шестеро из нас.,2.4444444444444446,2.0,quantiifier,stimul,47.0
Belova_2023,Все из нас вложимся в перспективные акции.,2.727272727272727,3.0,quantiifier,stimul,44.0
Belova_2023,Все из них уволятся с нынешних позиций.,4.2,4.0,quantiifier,stimul,18.0
Belova_2023,По незнакомым номерам перезвонит пятеро из нас.,4.555555555555555,5.0,quantiifier,stimul,22.0
Belova_2023,Все из нас отправимся в байдарочные походы.,1.5,2.0,quantiifier,stimul,27.0
Belova_2023,На курсы вождения пойдёт они пятеро.,1.5555555555555556,2.0,quantiifier,stimul,46.0
Belova_2023,В крещенской проруби искупаемся мы все.,4.375,4.0,quantiifier,stimul,4.0
Belova_2023,Четверо из них отправится в байдарочные походы.,4.666666666666667,5.0,quantiifier,stimul,27.0
Belova_2023,Шестеро из нас приедут на утренних поездах.,5.0,5.0,quantiifier,stimul,5.0
Belova_2023,Мы пятеро перезвоним по незнакомым номерам.,5.375,5.0,quantiifier,stimul,22.0
Belova_2023,На студенческих конференциях выступим мы четверо.,4.625,5.0,quantiifier,stimul,21.0
Belova_2023,На предложения конкурентов согласится трое из нас.,5.0,5.0,quantiifier,stimul,14.0
Belova_2023,Все из них побеседуют с очевидцами аварии.,3.8,4.0,quantiifier,stimul,34.0
Belova_2023,В крещенской проруби искупается пятеро из нас.,5.625,6.0,quantiifier,stimul,4.0
Belova_2023,Все из них прикрепятся к новым поликлиникам.,4.25,4.0,quantiifier,stimul,40.0
Belova_2023,В дешёвых хостелах остановятся двое из нас.,5.222222222222222,5.0,quantiifier,stimul,7.0
Belova_2023,Со свадебными фотографами свяжемся мы все.,3.25,3.0,quantiifier,stimul,25.0
Belova_2023,На студенческих конференциях выступим мы все.,4.125,4.0,quantiifier,stimul,21.0
Belova_2023,Со сломанными телефонами разберется они четверо.,1.6666666666666667,2.0,quantiifier,stimul,9.0
Belova_2023,Восемь первокурсник придут на конференцией.,2.1617021276595745,2.0,bad,filler,
Belova_2023,С проведением экзаменов помогут четверо из них.,4.777777777777778,5.0,quantiifier,stimul,3.0
Belova_2023,С очевидцами аварии побеседует пятеро из них.,4.555555555555555,5.0,quantiifier,stimul,34.0
Belova_2023,С заменой лампочек справятся шестеро из нас.,5.777777777777778,6.0,quantiifier,stimul,11.0
Belova_2023,Мы четверо познакомимся с артистами спектакля.,4.727272727272728,5.0,quantiifier,stimul,33.0
Belova_2023,Мы с Сашей вместе снимем комнату.,6.29957805907173,6.0,good,filler,
Belova_2023,Мы пятеро женятся в течение месяца.,2.4545454545454546,2.0,quantiifier,stimul,16.0
Belova_2023,Все из нас созвонимся с поставщиками продуктов.,1.25,1.0,quantiifier,stimul,10.0
Belova_2023,В спортивные секции запишутся они семеро.,3.4444444444444446,3.0,quantiifier,stimul,12.0
Belova_2023,С нынешних позиций уволится они семеро.,2.111111111111111,2.0,quantiifier,stimul,18.0
Belova_2023,В столичные вузы поступят семеро из них.,5.333333333333333,5.0,quantiifier,stimul,17.0
Belova_2023,Все из нас вернёмся в гостиничные номера.,1.5,2.0,quantiifier,stimul,15.0
Belova_2023,Пятеро из них побеседует с очевидцами аварии.,4.8,5.0,quantiifier,stimul,34.0
Belova_2023,В лесных озёрах порыбачат мы двое.,2.2,2.0,quantiifier,stimul,31.0
Belova_2023,С заменой лампочек справимся мы шестеро.,3.875,4.0,quantiifier,stimul,11.0
Belova_2023,Мы все поучаствуем в социальных опросах.,6.5,6.0,quantiifier,stimul,48.0
Belova_2023,В старых кладовках приберётся мы шестеро.,1.7647058823529411,2.0,quantiifier,stimul,47.0
Belova_2023,Они семеро поучаствует в социальных опросах.,3.3,3.0,quantiifier,stimul,48.0
Belova_2023,Они пятеро присоединится к поисковым отрядам.,2.0,2.0,quantiifier,stimul,28.0
Belova_2023,В дешёвых хостелах остановится они двое.,1.5555555555555556,2.0,quantiifier,stimul,7.0
Belova_2023,В карнавальные костюмы переоденутся семеро из нас.,5.333333333333333,5.0,quantiifier,stimul,6.0
Belova_2023,На проходной завода отметимся мы трое.,4.625,5.0,quantiifier,stimul,38.0
Belova_2023,В важные переговоры вмешаемся мы все.,3.7142857142857135,4.0,quantiifier,stimul,29.0
Belova_2023,Мы трое переедут в соседние страны.,1.818181818181818,2.0,quantiifier,stimul,32.0
Belova_2023,Трое из нас прилетим в разные аэропорты.,1.4444444444444444,1.0,quantiifier,stimul,8.0
Belova_2023,Вы с Дашей не возмут билетам на этот концерт.,1.6075949367088609,2.0,bad,filler,
Belova_2023,Все из них сядут за первые парты.,5.0,5.0,quantiifier,stimul,39.0
Belova_2023,Мы семеро объявит о скорых отставках.,1.375,1.0,quantiifier,stimul,36.0
Belova_2023,Мы двое победим на конкурсе чтецов.,5.25,5.0,quantiifier,stimul,37.0
Belova_2023,На студенческих конференциях выступят они все.,3.7777777777777777,4.0,quantiifier,stimul,21.0
Belova_2023,По незнакомым номерам перезвоним пятеро из нас.,2.0,2.0,quantiifier,stimul,22.0
Belova_2023,На утренних поездах приедут они шестеро.,2.888888888888889,3.0,quantiifier,stimul,5.0
Belova_2023,Шестеро из нас ответит за поломанные инструменты.,1.25,1.0,quantiifier,stimul,35.0
Belova_2023,В дешёвых хостелах остановятся мы двое.,2.2,2.0,quantiifier,stimul,7.0
Belova_2023,В карнавальные костюмы переоденется мы семеро.,2.875,3.0,quantiifier,stimul,6.0
Belova_2023,Шестеро из них поступит в столичные вузы.,4.0,4.0,quantiifier,stimul,17.0
Belova_2023,В карнавальные костюмы переоденемся мы семеро.,4.625,5.0,quantiifier,stimul,6.0
Belova_2023,Два ресторана в этом городе будут награждены почётной наградой.,5.892241379310345,6.0,good,filler,
Belova_2023,Они все придут на пятничную вечеринку.,5.666666666666667,6.0,quantiifier,stimul,1.0
Belova_2023,Мы все приберёмся в старых кладовках.,5.454545454545454,5.0,quantiifier,stimul,47.0
Belova_2023,Четверо из нас разберётся со сломанными телефонами.,2.7,3.0,quantiifier,stimul,9.0
Belova_2023,Они шестеро ответит за поломанные инструменты.,2.1818181818181817,2.0,quantiifier,stimul,35.0
Belova_2023,Все из них присоединятся к поисковым отрядам.,4.4,4.0,quantiifier,stimul,28.0
Belova_2023,Мы семеро объявим о скорых отставках.,4.8,5.0,quantiifier,stimul,36.0
Belova_2023,На акустической гитаре сыграют все из них.,4.0,4.0,quantiifier,stimul,13.0
Belova_2023,Мы все отчитаются за выполненные задачи.,1.5,2.0,quantiifier,stimul,43.0
Belova_2023,На акустической гитаре сыграем мы все.,3.875,4.0,quantiifier,stimul,13.0
Belova_2023,Четверо из них извинится за допущенные ошибки.,3.333333333333333,3.0,quantiifier,stimul,45.0
Belova_2023,На южных курортах отдохнут мы семеро.,1.9,2.0,quantiifier,stimul,24.0
Belova_2023,Пятеро писателей выпустят сборником рассказов.,2.2711864406779663,2.0,bad,filler,
Belova_2023,Они четверо поможет с проведением экзаменов.,3.75,4.0,quantiifier,stimul,3.0
Belova_2023,Все из них выступят на студенческих конференциях.,3.6666666666666665,4.0,quantiifier,stimul,21.0
Belova_2023,Семеро из нас возьмёмся за новые проекты.,4.0,4.0,quantiifier,stimul,42.0
Belova_2023,О нужных продуктах позаботится семеро из них.,4.555555555555555,5.0,quantiifier,stimul,30.0
Belova_2023,Пятеро малышей сделают подарки для воспитательница.,2.2288135593220337,2.0,bad,filler,
Belova_2023,В крещенской проруби искупаются все из нас.,3.2222222222222223,3.0,quantiifier,stimul,4.0
Belova_2023,К поисковым отрядам присоединятся пятеро из нас.,5.888888888888889,6.0,quantiifier,stimul,28.0
Belova_2023,На предложения конкурентов согласимся все из нас.,2.7777777777777777,3.0,quantiifier,stimul,14.0
Belova_2023,Мы все разберутся со сломанными телефонами.,1.6,2.0,quantiifier,stimul,9.0
Belova_2023,Со сломанными телефонами разберется мы четверо.,2.25,2.0,quantiifier,stimul,9.0
Belova_2023,Мы четверо познакомятся с артистами спектакля.,1.3333333333333333,1.0,quantiifier,stimul,33.0
Belova_2023,По незнакомым номерам перезвонит мы пятеро.,1.75,2.0,quantiifier,stimul,22.0
Belova_2023,О нужных продуктах позаботится семеро из нас.,4.444444444444445,4.0,quantiifier,stimul,30.0
Belova_2023,В гостиничные номера вернётся четверо из нас.,4.888888888888889,5.0,quantiifier,stimul,15.0
Belova_2023,В течение месяца женятся они пятеро.,2.4444444444444446,2.0,quantiifier,stimul,16.0
Belova_2023,Мы шестеро приедет на утренних поездах.,3.0,3.0,quantiifier,stimul,5.0
Belova_2023,Мы семеро переоденутся в карнавальные костюмы.,1.5,2.0,quantiifier,stimul,6.0
Belova_2023,Они все остановятся в дешёвых хостелах.,5.5,6.0,quantiifier,stimul,7.0
Belova_2023,В старых кладовках приберутся все из нас.,3.333333333333333,3.0,quantiifier,stimul,47.0
Belova_2023,В спортивные секции запишемся мы все.,3.857142857142857,4.0,quantiifier,stimul,12.0
Belova_2023,В отдалённые деревни съездим мы трое.,4.714285714285714,5.0,quantiifier,stimul,20.0
Belova_2023,Трое из нас согласимся на предложения конкурентов.,1.8,2.0,quantiifier,stimul,14.0
Belova_2023,Все из нас приедут на утренних поездах.,2.333333333333333,2.0,quantiifier,stimul,5.0
Belova_2023,С кредитными долгами рассчитаемся шестеро из нас.,2.7777777777777777,3.0,quantiifier,stimul,23.0
Belova_2023,В лесных озёрах порыбачат они все.,4.444444444444445,4.0,quantiifier,stimul,31.0
Belova_2023,С нынешних позиций уволятся семеро из них.,4.777777777777778,5.0,quantiifier,stimul,18.0
Belova_2023,Трое из нас согласятся на предложения конкурентов.,5.555555555555555,6.0,quantiifier,stimul,14.0
Belova_2023,В старых кладовках приберётся шестеро из нас.,5.222222222222222,5.0,quantiifier,stimul,47.0
Belova_2023,Шестеро из нас рассчитается с кредитными долгами.,3.4444444444444446,3.0,quantiifier,stimul,23.0
Belova_2023,С артистами спектакля познакомятся четверо из них.,5.888888888888889,6.0,quantiifier,stimul,33.0
Belova_2023,Они четверо сядут за первые парты.,3.111111111111111,3.0,quantiifier,stimul,39.0
Belova_2023,В байдарочные походы отправятся все из них.,4.375,4.0,quantiifier,stimul,27.0
Belova_2023,Вы с Димой подключитесь к уроку по видеосвязи.,5.88646288209607,6.0,good,filler,
Belova_2023,Пятеро из них искупаются в крещенской проруби.,6.0,6.0,quantiifier,stimul,4.0
Belova_2023,Мы двое остановится в дешёвых хостелах.,1.8888888888888888,2.0,quantiifier,stimul,7.0
Belova_2023,В столичные вузы поступим семеро из нас.,2.4444444444444446,2.0,quantiifier,stimul,17.0
Belova_2023,На двугорбых верблюдах покатается трое из нас.,5.444444444444445,5.0,quantiifier,stimul,26.0
Belova_2023,К новым поликлиникам прикрепятся пятеро из нас.,5.666666666666667,6.0,quantiifier,stimul,40.0
Belova_2023,Все из нас созвонятся с поставщиками продуктов.,4.5,4.0,quantiifier,stimul,10.0
Belova_2023,Пятеро из них перезвонит по незнакомым номерам.,5.25,5.0,quantiifier,stimul,22.0
Belova_2023,С артистами спектакля познакомится четверо из них.,4.222222222222222,4.0,quantiifier,stimul,33.0
