experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,head_noun,agreement,quant,is_quantifier
Golovnina_2022,"Тот астронавт, кто полетит в космос, завоюют славу.",2.670588235294117,3.0,bad,filler,501.0,502,,,,
Golovnina_2022,"Те, кто пойдет в поход, возьмут палатки.",5.1,5.0,relative_clauses,stimul,20.0,159,no,sg,-,no
Golovnina_2022,"Все, кто успеет к началу, снимут режиссера.",3.294117647058824,3.0,relative_clauses,stimul,29.0,227,no,sg,vse,yes
Golovnina_2022,"Те, кто попадет в список, пройдут собеседование.",5.777777777777778,6.0,relative_clauses,stimul,11.0,87,no,sg,-,no
Golovnina_2022,"Все, кто приплывет на корабле, пройдут проверку.",5.0,5.0,relative_clauses,stimul,17.0,131,no,sg,vse,yes
Golovnina_2022,"Все, кто заболеет в дороге, примут лекарства.",5.285714285714286,5.0,relative_clauses,stimul,27.0,211,no,sg,vse,yes
Golovnina_2022,"Те экскурсанты, кто последует за гидом, увидят памятник.",4.833333333333333,5.0,relative_clauses,stimul,32.0,253,yes,sg,-,no
Golovnina_2022,"Те геологи, кто пойдут в поход, возьмут палатки. ",4.777777777777778,5.0,relative_clauses,stimul,20.0,158,yes,pl,-,no
Golovnina_2022,"Все, кто вступит в профсоюз, получат привилегии.",5.764705882352941,6.0,relative_clauses,stimul,13.0,99,no,sg,vse,yes
Golovnina_2022,"Многие, кто побегут в эстафете, пропустят уроки.",4.764705882352941,5.0,relative_clauses,stimul,28.0,220,no,pl,mnogie,yes
Golovnina_2022,"Те, кто отступят от правил, покинут команду.",5.857142857142857,6.0,relative_clauses,stimul,25.0,200,no,pl,-,no
Golovnina_2022,"Те водители, кто застрянет в пробке, потеряют время.",3.9,4.0,relative_clauses,stimul,6.0,45,yes,sg,-,no
Golovnina_2022,"Все преступники, кто сбежит из тюрьмы, понесут наказание.",4.0,4.0,relative_clauses,stimul,23.0,177,yes,sg,vse,yes
Golovnina_2022,"Те, кто побывает на открытии, заметят подмену.",4.7,5.0,relative_clauses,stimul,12.0,95,no,sg,-,no
Golovnina_2022,"Те, кто пойдут в поход, возьмут палатки.",5.4,5.0,relative_clauses,stimul,20.0,160,no,pl,-,no
Golovnina_2022,"Многие геологи, кто пойдет в поход, возьмут палатки. ",4.75,5.0,relative_clauses,stimul,20.0,153,yes,sg,mnogie,yes
Golovnina_2022,"Все фотографы, кто успеют к началу, снимут режиссера.",3.7777777777777777,4.0,relative_clauses,stimul,29.0,226,yes,pl,vse,yes
Golovnina_2022,"Те, кто вступит в профсоюз, получат привилегии.",6.2,6.0,relative_clauses,stimul,13.0,103,no,sg,-,no
Golovnina_2022,"Те, кто опоздают на урок, напишут объяснительные.",5.9,6.0,relative_clauses,stimul,19.0,152,no,pl,-,no
Golovnina_2022,"Те спортсмены, кто отдохнет перед игрой, улучшат результаты.",5.0,5.0,relative_clauses,stimul,18.0,141,yes,sg,-,no
Golovnina_2022,"Все отдыхающие, кто заплывут за буйки, заплатят  штраф.",3.7142857142857135,4.0,relative_clauses,stimul,31.0,242,yes,pl,vse,yes
Golovnina_2022,"Все, кто зайдут в бухгалтерию, получат зарплату.",5.5,6.0,relative_clauses,stimul,1.0,4,no,pl,vse,yes
Golovnina_2022,"Многие политики, кто взойдет на трибуну, произнесут речь.",4.5,4.0,relative_clauses,stimul,26.0,201,yes,sg,mnogie,yes
Golovnina_2022,"Те, кто полетит на самолете, прослушают инструктаж.",3.533333333333333,4.0,relative_clauses,stimul,21.0,167,no,sg,-,no
Golovnina_2022,"Те, кто прилетит из-за границы, привезут сувениры.",4.666666666666667,5.0,relative_clauses,stimul,8.0,63,no,sg,-,no
Golovnina_2022,"Те студенты, кто ответит на экзамене, получат пятерки.",4.666666666666667,5.0,relative_clauses,stimul,5.0,37,yes,sg,-,no
Golovnina_2022,"Те журналисты, кто попадут на премьеру, опубликуют репортаж.",3.764705882352941,4.0,relative_clauses,stimul,10.0,78,yes,pl,-,no
Golovnina_2022,"Все, кто добежит до финиша, получат медаль.",4.533333333333333,5.0,relative_clauses,stimul,9.0,67,no,sg,vse,yes
Golovnina_2022,"Те, кто выйдет на сцену, споют романсы.",5.875,6.0,relative_clauses,stimul,24.0,191,no,sg,-,no
Golovnina_2022,"Те актеры, кто выступит на вечере, прочтут стихи.",3.857142857142857,4.0,relative_clauses,stimul,4.0,29,yes,sg,-,no
Golovnina_2022,"Те работники, кто вступит в профсоюз, получат привилегии.",4.5,4.0,relative_clauses,stimul,13.0,101,yes,sg,-,no
Golovnina_2022,"Те, кто выступят на вечере, прочтут стихи.",5.8,6.0,relative_clauses,stimul,4.0,32,no,pl,-,no
Golovnina_2022,"Те, кто зайдут в бухгалтерию, получат зарплату.",5.0,5.0,relative_clauses,stimul,1.0,8,no,pl,-,no
Golovnina_2022,"Все внуки, которые придут к бабушке, съест обед.",1.9411764705882355,2.0,bad,filler,501.0,532,,,,
Golovnina_2022,"Многие спортсмены, кто отдохнет перед игрой, улучшат результаты.",4.1,4.0,relative_clauses,stimul,18.0,137,yes,sg,mnogie,yes
Golovnina_2022,"Все, кто опоздают на урок, напишут объяснительные.",5.666666666666667,6.0,relative_clauses,stimul,19.0,148,no,pl,vse,yes
Golovnina_2022,"Многие, кто последует за гидом, увидят памятник.",5.2,5.0,relative_clauses,stimul,32.0,251,no,sg,mnogie,yes
Golovnina_2022,"Все атлеты, кто добегут до финиша, получат медаль.",4.1,4.0,relative_clauses,stimul,9.0,66,yes,pl,vse,yes
Golovnina_2022,"Те, кто сбегут из тюрьмы, понесут наказание.",6.111111111111111,6.0,relative_clauses,stimul,23.0,184,no,pl,-,no
Golovnina_2022,"Многие родственники, кто уедут из деревни, продадут дома.",4.0588235294117645,4.0,relative_clauses,stimul,30.0,234,yes,pl,mnogie,yes
Golovnina_2022,"Все, кто заплатят за подписку, продлят доступ.",4.2,4.0,relative_clauses,stimul,7.0,52,no,pl,vse,yes
Golovnina_2022,"Те иностранцы, кто приплывут на корабле, пройдут проверку.",5.5,6.0,relative_clauses,stimul,17.0,134,yes,pl,-,no
Golovnina_2022,"Многие водители, кто застрянут в пробке, потеряют время.",3.625,4.0,relative_clauses,stimul,6.0,42,yes,pl,mnogie,yes
Golovnina_2022,"Те участники, кто отступит от правил, покинут команду.",6.0,6.0,relative_clauses,stimul,25.0,197,yes,sg,-,no
Golovnina_2022,"Все участники, кто отступит от правил, покинут команду.",5.0,5.0,relative_clauses,stimul,25.0,193,yes,sg,vse,yes
Golovnina_2022,"Те, кто приедут на фестиваль, исполнят песни.",5.555555555555555,6.0,relative_clauses,stimul,2.0,16,no,pl,-,no
Golovnina_2022,"Все иностранцы, кто приплывут на корабле, пройдут проверку.",3.888888888888889,4.0,relative_clauses,stimul,17.0,130,yes,pl,vse,yes
Golovnina_2022,"Те нарушители,кто проникнут на территорию, оставят следы.",3.857142857142857,4.0,relative_clauses,stimul,3.0,22,yes,pl,-,no
Golovnina_2022,"Те спасатели, которые войдут в здание, освободит жертв.",2.211764705882353,2.0,bad,filler,501.0,506,,,,
Golovnina_2022,"Те, кто прилетят из-за границы, привезут сувениры.",5.176470588235294,5.0,relative_clauses,stimul,8.0,64,no,pl,-,no
Golovnina_2022,"Многие хоккеисты, которые играют в сборной, закончит карьеру.",2.409638554216868,2.0,bad,filler,501.0,518,,,,
Golovnina_2022,"Многие мальчики, кто побежит в эстафете, пропустят уроки.",3.5,4.0,relative_clauses,stimul,28.0,217,yes,sg,mnogie,yes
Golovnina_2022,"Многие дети, кто устанет на экскурсии, проспят завтрак.",3.625,4.0,relative_clauses,stimul,22.0,169,yes,sg,mnogie,yes
Golovnina_2022,"Многие, кто попадет на премьеру, опубликуют репортаж.",5.0,5.0,relative_clauses,stimul,10.0,75,no,sg,mnogie,yes
Golovnina_2022,"Все, кто опоздает на урок, напишут объяснительные.",6.857142857142857,7.0,relative_clauses,stimul,19.0,147,no,sg,vse,yes
Golovnina_2022,"Многие люди, играющие на бирже, потеряют деньги.",6.430232558139535,6.0,good,filler,501.0,525,,,,
Golovnina_2022,"Все кандидаты, кто попадет в список, пройдут собеседование.",4.066666666666666,4.0,relative_clauses,stimul,11.0,81,yes,sg,vse,yes
Golovnina_2022,"Те, кто переедет в санаторий, продолжат лечение.",5.857142857142857,6.0,relative_clauses,stimul,15.0,119,no,sg,-,no
Golovnina_2022,"Все отдыхающие, кто заплывет за буйки, заплатят  штраф.",4.529411764705882,5.0,relative_clauses,stimul,31.0,241,yes,sg,vse,yes
Golovnina_2022,"Все, кто переедут в санаторий, продолжат лечение.",5.3,5.0,relative_clauses,stimul,15.0,116,no,pl,vse,yes
Golovnina_2022,"Многие исполнители, кто выйдут на сцену, споют романсы.",4.777777777777778,5.0,relative_clauses,stimul,24.0,186,yes,pl,mnogie,yes
Golovnina_2022,"Многие, кто попадут на премьеру, опубликуют репортаж.",6.166666666666667,6.0,relative_clauses,stimul,10.0,76,no,pl,mnogie,yes
Golovnina_2022,"Все пациенты, которые прибудут в больницу, сдаст анализы.",2.552941176470588,3.0,bad,filler,501.0,530,,,,
Golovnina_2022,"Те кандидаты, кто попадет в список, пройдут собеседование.",4.1875,4.0,relative_clauses,stimul,11.0,85,yes,sg,-,no
Golovnina_2022,"Многие абитуриенты, поступающие в вуз, сдадут экзамены.",6.104651162790698,6.0,good,filler,501.0,507,,,,
Golovnina_2022,"Тот лыжник, кто попадет в сборную, заслужат уважение.",2.717647058823529,3.0,bad,filler,501.0,508,,,,
Golovnina_2022,"Многие, кто последуют за гидом, увидят памятник.",6.066666666666666,6.0,relative_clauses,stimul,32.0,252,no,pl,mnogie,yes
Golovnina_2022,"Те, кто устанет на экскурсии, проспят завтрак.",4.416666666666667,4.0,relative_clauses,stimul,22.0,175,no,sg,-,no
Golovnina_2022,"Те, кто побегут в эстафете, пропустят уроки.",5.533333333333333,6.0,relative_clauses,stimul,28.0,224,no,pl,-,no
Golovnina_2022,"Все, кто ответит на экзамене, получат пятерки.",4.823529411764706,5.0,relative_clauses,stimul,5.0,35,no,sg,vse,yes
Golovnina_2022,"Все, кто заплывет за буйки, заплатят штраф.",5.333333333333333,5.0,relative_clauses,stimul,31.0,243,no,sg,vse,yes
Golovnina_2022,"Те партнеры, которые перейдут к конкуренту, предадут компанию.",5.870588235294117,6.0,good,filler,501.0,521,,,,
Golovnina_2022,"Те приятели, кто прилетят из-за границы, привезут сувениры.",4.333333333333333,4.0,relative_clauses,stimul,8.0,62,yes,pl,-,no
Golovnina_2022,"Те преступники, кто сбежит из тюрьмы, понесут наказание.",4.533333333333333,5.0,relative_clauses,stimul,23.0,181,yes,sg,-,no
Golovnina_2022,"Те мальчики, кто побежит в эстафете, пропустят уроки.",3.857142857142857,4.0,relative_clauses,stimul,28.0,221,yes,sg,-,no
Golovnina_2022,"Все, кто переедет в санаторий, продолжат лечение.",5.888888888888889,6.0,relative_clauses,stimul,15.0,115,no,sg,vse,yes
Golovnina_2022,"Все, кто заплатит за подписку, продлят доступ.",4.222222222222222,4.0,relative_clauses,stimul,7.0,51,no,sg,vse,yes
Golovnina_2022,"Те, кто ответит на экзамене, получат пятерки.",5.428571428571429,5.0,relative_clauses,stimul,5.0,39,no,sg,-,no
Golovnina_2022,"Те, кто попадет на премьеру, опубликуют репортаж.",5.285714285714286,5.0,relative_clauses,stimul,10.0,79,no,sg,-,no
Golovnina_2022,"Все пользователи, кто заплатят за подписку, продлят доступ.",3.2857142857142856,3.0,relative_clauses,stimul,7.0,50,yes,pl,vse,yes
Golovnina_2022,"Те журналисты, кто попадет на премьеру, опубликуют репортаж.",4.875,5.0,relative_clauses,stimul,10.0,77,yes,sg,-,no
Golovnina_2022,"Те работники, кто вступят в профсоюз, получат привилегии.",4.444444444444445,4.0,relative_clauses,stimul,13.0,102,yes,pl,-,no
Golovnina_2022,"Те, кто последует за гидом, увидят памятник.",5.555555555555555,6.0,relative_clauses,stimul,32.0,255,no,sg,-,no
Golovnina_2022,"Те атлеты, кто добегут до финиша, получат медаль.",3.4444444444444446,3.0,relative_clauses,stimul,9.0,70,yes,pl,-,no
Golovnina_2022,"Многие, кто попадет на съезд, выиграют гранты.",4.0,4.0,relative_clauses,stimul,14.0,107,no,sg,mnogie,yes
Golovnina_2022,"Те бизнесмены, кто пострадает из-за кризиса, получат компенсацию.",4.636363636363637,5.0,relative_clauses,stimul,16.0,125,yes,sg,-,no
Golovnina_2022,"Многие путешественники, гуляющие по городу, купит карты.",2.3176470588235296,2.0,bad,filler,501.0,510,,,,
Golovnina_2022,"Многие исполнители, кто выйдет на сцену, споют романсы.",4.857142857142857,5.0,relative_clauses,stimul,24.0,185,yes,sg,mnogie,yes
Golovnina_2022,"Те, кто взойдут на трибуну, произнесут речь.",5.555555555555555,6.0,relative_clauses,stimul,26.0,208,no,pl,-,no
Golovnina_2022,"Многие, кто отдохнет перед игрой, улучшат результаты.",5.545454545454546,6.0,relative_clauses,stimul,18.0,139,no,sg,mnogie,yes
Golovnina_2022,"Тот человек, кто узнает о преступлении, расскажут правду.",2.5176470588235293,3.0,bad,filler,501.0,520,,,,
Golovnina_2022,"Все пользователи, кто заплатит за подписку, продлят доступ.",3.5294117647058822,4.0,relative_clauses,stimul,7.0,49,yes,sg,vse,yes
Golovnina_2022,"Те приятели, кто прилетит из-за границы, привезут сувениры.",3.5454545454545454,4.0,relative_clauses,stimul,8.0,61,yes,sg,-,no
Golovnina_2022,"Все, кто успеют к началу, снимут режиссера.",4.285714285714286,4.0,relative_clauses,stimul,29.0,228,no,pl,vse,yes
Golovnina_2022,"Многие спортсмены, кто отдохнут перед игрой, улучшат результаты.",3.866666666666666,4.0,relative_clauses,stimul,18.0,138,yes,pl,mnogie,yes
Golovnina_2022,"Те, кто сбежит из тюрьмы, понесут наказание.",5.714285714285714,6.0,relative_clauses,stimul,23.0,183,no,sg,-,no
Golovnina_2022,"Многие родственники, кто уедет из деревни, продадут дома.",5.222222222222222,5.0,relative_clauses,stimul,30.0,233,yes,sg,mnogie,yes
