experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,head_noun,agreement,quant,head_case,head_gender,condition
Dorofeeva_2023,"Каждая альпинистка, кто взошёл на пик Эвереста, уважает бывалых скалолазов.",4.0,4.0,relative_clauses,stimul,33,33,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто подрабатывала в отделе игрушек, настораживает китайская подделка.",4.714285714285714,5.0,relative_clauses,stimul,36,288,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая старушка, кто остался в поселении старообрядцев, ведёт собственное хозяйство.",5.285714285714286,5.0,relative_clauses,stimul,28,28,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто подрабатывал в отделе игрушек, распознаёт китайскую подделку.",4.5,4.0,relative_clauses,stimul,36,72,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую участницу, кто прошла в финал конкурса, ждёт гарантированный приз.",4.375,4.0,relative_clauses,stimul,2,218,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто взошла на пик Эвереста, уважают бывалые скалолазы.",5.0,5.0,relative_clauses,stimul,33,285,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая москвичка, кто жил в центре города, ненавидит ночной шум.",4.428571428571429,4.0,relative_clauses,stimul,8,8,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого юношу, кто пострадал от чистки лица, беспокоит новый косметолог.",3.857142857142857,4.0,relative_clauses,stimul,18,378,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую журналистку, кто служила в редакции издания, удручает сложившаяся ситуация.",3.4285714285714284,3.0,relative_clauses,stimul,16,232,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая мать, кто явился на собрание родителей, расспрашивает классного руководителя.",2.6666666666666665,3.0,relative_clauses,stimul,34,34,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая дама, кто пришла на вечер танцев, сопровождает изящного кавалера.",3.6666666666666665,4.0,relative_clauses,stimul,25,97,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто отучилась на факультете политики, помнит молодого преподавателя.",4.857142857142857,5.0,relative_clauses,stimul,9,117,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую девушку, кто пострадала от чистки лица, беспокоит новый косметолог.",3.2857142857142856,3.0,relative_clauses,stimul,18,234,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый, кто лежал в отделении кардиологии, соблюдает врачебные предписания.",6.461538461538462,6.0,relative_clauses,stimul,24,348,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто преподавал в классе коррекции, имеет медицинское образование.",4.428571428571429,4.0,relative_clauses,stimul,21,57,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто пострадал от чистки лица, проклинает нового косметолога.",5.142857142857143,5.0,relative_clauses,stimul,18,54,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый актёр, кто сыграл в картине режиссёра, получает золотую статуэтку.",5.076923076923077,5.0,relative_clauses,stimul,1,289,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто прошла в финал конкурса, ждёт гарантированный приз.",4.846153846153846,5.0,relative_clauses,stimul,2,254,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый, кто исповедовался в присутствии настоятеля, замаливает тяжкий грех.",6.142857142857143,6.0,relative_clauses,stimul,27,351,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто прибыла на берег океана, охватывает незабываемое ощущение.",3.8333333333333335,4.0,relative_clauses,stimul,17,269,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого отца, кто явился на собрание родителей, расспрашивает классный руководитель.",4.875,5.0,relative_clauses,stimul,34,394,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого, кто сходил на семинар профессора, смущает изложенная теория.",6.1,6.0,relative_clauses,stimul,26,422,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждый, кто уволился из отдела кадров, ругает жестокого начальника.",5.75,6.0,relative_clauses,stimul,35,359,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждый участник, кто прошёл в финал конкурса, выигрывает гарантированный приз.",5.285714285714286,5.0,relative_clauses,stimul,2,290,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто сыграла в картине режиссёра, получает золотую статуэтку.",4.428571428571429,4.0,relative_clauses,stimul,1,109,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто публиковался в спецвыпуске журнала, отличает оригинальный стиль.",5.142857142857143,5.0,relative_clauses,stimul,29,209,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую заводчицу, кто пришла на выставку собак, сопровождает померанский шпиц.",3.375,3.0,relative_clauses,stimul,12,228,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто преподавала в классе коррекции, ценит школьное руководство.",4.428571428571429,4.0,relative_clauses,stimul,21,273,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого, кто опоздал к началу урока, выгоняет сердитая учительница.",5.888888888888889,6.0,relative_clauses,stimul,30,426,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую аспирантку, кто сходила на семинар профессора, смущает изложенная теория.",4.428571428571429,4.0,relative_clauses,stimul,26,242,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто отучился на факультете политики, помнит молодого преподавателя.",4.285714285714286,4.0,relative_clauses,stimul,9,45,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто отобрался в сборную страны, готовит опытный тренер.",4.166666666666667,4.0,relative_clauses,stimul,11,191,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто уволился из отдела кадров, ругает жестокого начальника.",4.0,4.0,relative_clauses,stimul,35,71,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую студентку, кто участвовал в конференции института, привлекает теоретическая физика.",4.0,4.0,relative_clauses,stimul,3,147,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый, кто заходил на аукцион антиквариата, носит необычный шарф.",5.5,6.0,relative_clauses,stimul,31,355,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто взошёл на пик Эвереста, уважает бывалых скалолазов.",3.0,3.0,relative_clauses,stimul,33,69,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто трудился на производстве чугуна, ждёт большая пенсия.",4.5,4.0,relative_clauses,stimul,20,200,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого медбрата, кто дежурил на месте катастрофы, выделяет невероятная смелость.",4.666666666666667,5.0,relative_clauses,stimul,5,365,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто ночевала в общежитии университета, возмущает любое неудобство.",4.1,4.0,relative_clauses,stimul,6,258,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый путешественник, кто прибыл на берег океана, испытывает незабываемое ощущение.",4.8,5.0,relative_clauses,stimul,17,305,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая школьница, кто была на уроке труда, ест приготовленный суп.",4.428571428571429,4.0,relative_clauses,stimul,22,94,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый, кто преподавал в классе коррекции, имеет медицинское образование.",6.142857142857143,6.0,relative_clauses,stimul,21,345,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого студента, кто участвовал в конференции института, привлекает теоретическая физика.",5.777777777777778,6.0,relative_clauses,stimul,3,363,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто лежал в отделении кардиологии, ограничивают врачебные предписания.",4.666666666666667,5.0,relative_clauses,stimul,24,204,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто преподавала в классе коррекции, имеет медицинское образование.",5.428571428571429,5.0,relative_clauses,stimul,21,129,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый повар, кто готовил на кухне детсада, делает изумительную кашу.",5.5,6.0,relative_clauses,stimul,13,301,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую путешественницу, кто прибыл на берег океана, охватывает незабываемое ощущение.",3.1538461538461537,3.0,relative_clauses,stimul,17,161,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто воровал в магазине продуктов, допрашивает старший следователь.",4.428571428571429,4.0,relative_clauses,stimul,14,194,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто лежала в отделении кардиологии, ограничивают врачебные предписания.",4.857142857142857,5.0,relative_clauses,stimul,24,276,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого, кто пришёл на выставку собак, сопровождает померанский шпиц.",5.142857142857143,5.0,relative_clauses,stimul,12,408,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого, кто зарегистрировался на сайте знакомств, устраивает подобранный партнёр.",5.625,6.0,relative_clauses,stimul,19,415,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто пришла на вечер танцев, сопровождает изящный кавалер.",4.75,5.0,relative_clauses,stimul,25,277,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую заключённую, кто преуспела в пошиве халатов, ожидает досрочное освобождение.",4.875,5.0,relative_clauses,stimul,23,239,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая повариха, кто готовила на кухне детсада, делает изумительную кашу.",3.888888888888889,4.0,relative_clauses,stimul,13,85,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто сходила на семинар профессора, критикует изложенную теорию.",4.666666666666667,5.0,relative_clauses,stimul,26,134,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто приехала на шоу талантов, поддерживает понимающий ведущий.",4.555555555555555,5.0,relative_clauses,stimul,10,262,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого, кто отобрался в сборную страны, готовит опытный тренер.",4.5,4.0,relative_clauses,stimul,11,407,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую певицу, кто приехала на шоу талантов, поддерживает понимающий ведущий.",4.428571428571429,4.0,relative_clauses,stimul,10,226,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый старик, кто остался в поселении старообрядцев, ведёт собственное хозяйство.",5.571428571428571,6.0,relative_clauses,stimul,28,316,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая старушка, кто осталась в поселении старообрядцев, ведёт собственное хозяйство.",4.375,4.0,relative_clauses,stimul,28,100,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто подрабатывала в отделе игрушек, распознаёт китайскую подделку.",4.875,5.0,relative_clauses,stimul,36,144,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую москвичку, кто жил в центре города, раздражает ночной шум.",4.0,4.0,relative_clauses,stimul,8,152,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую альпинистку, кто взошёл на пик Эвереста, уважают бывалые скалолазы.",4.8,5.0,relative_clauses,stimul,33,177,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто жила в центре города, раздражает ночной шум.",4.0,4.0,relative_clauses,stimul,8,260,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого заключённого, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",6.307692307692308,6.0,relative_clauses,stimul,23,383,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого продавца, кто подрабатывал в отделе игрушек, настораживает китайская подделка.",5.714285714285714,6.0,relative_clauses,stimul,36,396,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого старика, кто остался в поселении старообрядцев, кормит собственное хозяйство.",5.0,5.0,relative_clauses,stimul,28,388,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая девочка, кто прокатилась на спине гиппопотама, хочет игрушечного бегемота.",4.0,4.0,relative_clauses,stimul,32,104,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый москвич, кто жил в центре города, ненавидит ночной шум.",5.142857142857143,5.0,relative_clauses,stimul,8,296,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто опоздала к началу урока, винит общественный транспорт.",5.307692307692308,5.0,relative_clauses,stimul,30,138,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто была на уроке труда, ест приготовленный суп.",4.2,4.0,relative_clauses,stimul,22,130,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая пользовательница, кто зарегистрировался на сайте знакомств, ищет подходящего партнёра.",4.142857142857143,4.0,relative_clauses,stimul,19,19,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто уволилась из отдела кадров, бранит жестокий начальник.",2.875,3.0,relative_clauses,stimul,35,287,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого мужчину, кто позанимался в студии йоги, отличает душевное равновесие.",4.375,4.0,relative_clauses,stimul,4,364,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждый, кто опоздал к началу урока, винит общественный транспорт.",6.25,6.0,relative_clauses,stimul,30,354,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую преступницу, кто воровал в магазине продуктов, допрашивает старший следователь.",3.625,4.0,relative_clauses,stimul,14,158,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого, кто был на уроке труда, радует приготовленный суп.",6.615384615384615,7.0,relative_clauses,stimul,22,418,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую продавщицу, кто подрабатывал в отделе игрушек, настораживает китайская подделка.",5.0,5.0,relative_clauses,stimul,36,180,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого, кто сыграл в картине режиссёра, награждает Американская киноакадемия.",5.142857142857143,5.0,relative_clauses,stimul,1,397,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого, кто публиковался в спецвыпуске журнала, отличает оригинальный стиль.",6.0,6.0,relative_clauses,stimul,29,425,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто дежурила на месте катастрофы, демонстрирует невероятную смелость.",4.25,4.0,relative_clauses,stimul,5,113,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто участвовал в конференции института, изучает теоретическую физику.",5.285714285714286,5.0,relative_clauses,stimul,3,39,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого магистранта, кто отучился на факультете политики, помнит молодой преподаватель.",4.857142857142857,5.0,relative_clauses,stimul,9,369,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую спортсменку, кто отобрался в сборную страны, готовит опытный тренер.",3.2222222222222223,3.0,relative_clauses,stimul,11,155,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто участвовала в конференции института, изучает теоретическую физику.",4.0,4.0,relative_clauses,stimul,3,111,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая альпинистка, кто взошла на пик Эвереста, уважает бывалых скалолазов.",4.375,4.0,relative_clauses,stimul,33,105,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто зарегистрировалась на сайте знакомств, ищет подходящего партнёра.",5.714285714285714,6.0,relative_clauses,stimul,19,127,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто трудилась на производстве чугуна, ждёт большая пенсия.",4.25,4.0,relative_clauses,stimul,20,272,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая учительница, кто преподавал в классе коррекции, имеет медицинское образование.",4.461538461538462,4.0,relative_clauses,stimul,21,21,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую повариху, кто готовила на кухне детсада, хвалит проголодавшийся воспитатель.",4.285714285714286,4.0,relative_clauses,stimul,13,229,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто прибыла на берег океана, испытывает незабываемое ощущение.",5.375,5.0,relative_clauses,stimul,17,125,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто позанималась в студии йоги, отличает душевное равновесие.",4.875,5.0,relative_clauses,stimul,4,256,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто исповедовалась в присутствии настоятеля, замаливает тяжкий грех.",4.375,4.0,relative_clauses,stimul,27,135,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто трудился на производстве чугуна, получает большую пенсию.",3.3076923076923075,3.0,relative_clauses,stimul,20,56,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто преуспела в пошиве халатов, ожидает досрочное освобождение.",4.0,4.0,relative_clauses,stimul,23,275,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто сыграл в картине режиссёра, награждает Американская киноакадемия.",3.2857142857142856,3.0,relative_clauses,stimul,1,181,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто заходила на аукцион антиквариата, украшает необычный шарф.",3.625,4.0,relative_clauses,stimul,31,283,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто исповедовался в присутствии настоятеля, замаливает тяжкий грех.",3.857142857142857,4.0,relative_clauses,stimul,27,63,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую сотрудницу, кто поступила на должность бухгалтера, выручает новая программа.",4.0,4.0,relative_clauses,stimul,7,223,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая ученица, кто опоздала к началу урока, винит общественный транспорт.",4.875,5.0,relative_clauses,stimul,30,102,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая магистрантка, кто отучился на факультете политики, помнит молодого преподавателя.",3.4166666666666665,3.0,relative_clauses,stimul,9,9,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая пользовательница, кто зарегистрировалась на сайте знакомств, ищет подходящего партнёра.",4.6923076923076925,5.0,relative_clauses,stimul,19,91,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто уволилась из отдела кадров, ругает жестокого начальника.",5.625,6.0,relative_clauses,stimul,35,143,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто прибыл на берег океана, испытывает незабываемое ощущение.",2.875,3.0,relative_clauses,stimul,17,53,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого спортсмена, кто отобрался в сборную страны, готовит опытный тренер.",4.769230769230769,5.0,relative_clauses,stimul,11,371,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого, кто дежурил на месте катастрофы, выделяет невероятная смелость.",5.714285714285714,6.0,relative_clauses,stimul,5,401,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого сотрудника, кто поступил на должность бухгалтера, выручает новая программа.",5.444444444444445,5.0,relative_clauses,stimul,7,367,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая ученица, кто опоздал к началу урока, винит общественный транспорт.",3.0,3.0,relative_clauses,stimul,30,30,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую женщину, кто позанималась в студии йоги, отличает душевное равновесие.",3.857142857142857,4.0,relative_clauses,stimul,4,220,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую магистрантку, кто отучился на факультете политики, помнит молодой преподаватель.",4.8,5.0,relative_clauses,stimul,9,153,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую секретаршу, кто уволилась из отдела кадров, бранит жестокий начальник.",4.0,4.0,relative_clauses,stimul,35,251,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый, кто прокатился на спине гиппопотама, хочет игрушечного бегемота.",6.444444444444445,6.0,relative_clauses,stimul,32,356,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждый, кто публиковался в спецвыпуске журнала, демонстрирует оригинальный стиль.",6.625,7.0,relative_clauses,stimul,29,353,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую путешественницу, кто прибыла на берег океана, охватывает незабываемое ощущение.",3.75,4.0,relative_clauses,stimul,17,233,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто сходил на семинар профессора, смущает изложенная теория.",5.571428571428571,6.0,relative_clauses,stimul,26,206,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую певицу, кто приехал на шоу талантов, поддерживает понимающий ведущий.",2.875,3.0,relative_clauses,stimul,10,154,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто приехала на шоу талантов, благодарит понимающего ведущего.",4.5,4.0,relative_clauses,stimul,10,118,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто прокатилась на спине гиппопотама, привлекает игрушечный бегемот.",4.222222222222222,4.0,relative_clauses,stimul,32,284,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого, кто прокатился на спине гиппопотама, привлекает игрушечный бегемот.",6.571428571428571,7.0,relative_clauses,stimul,32,428,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждый кавалер, кто пришёл на вечер танцев, сопровождает изящную даму.",5.230769230769231,5.0,relative_clauses,stimul,25,313,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
