author,sentence,response,response_round,subtype,type,lexicalization,condition,head_noun,head_gender,agreement
Dorofeeva_2023,"Каждый продавец, кто подрабатывал в отделе игрушек, распознаёт китайскую подделку.",6.125,6.0,relative_clauses,stimul,36,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую аспирантку, кто сходил на семинар профессора, смущает изложенная теория.",4.25,4.0,relative_clauses,stimul,26,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто поступила на должность бухгалтера, выручает новая программа.",3.25,3.0,relative_clauses,stimul,7,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая, кто отобралась в сборную страны, выбирает опытного тренера.",3.5,4.0,relative_clauses,stimul,11,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую, кто публиковалась в спецвыпуске журнала, отличает оригинальный стиль.",5.428571428571429,5.0,relative_clauses,stimul,29,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",5.142857142857143,5.0,relative_clauses,stimul,23,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждого, к кому приезжал богатый родственник, гложет чёрная зависть.",5.683168316831683,6.0,good,filler,37,good,,,
Dorofeeva_2023,"Каждая журналистка, кто служил в редакции издания, комментирует сложившуюся ситуацию.",3.571428571428572,4.0,relative_clauses,stimul,16,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждого пользователя, кто зарегистрировался на сайте знакомств, устраивает подобранный партнёр.",5.666666666666667,6.0,relative_clauses,stimul,19,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждый, кто трудился на производстве чугуна, получает большую пенсию.",6.888888888888889,7.0,relative_clauses,stimul,20,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждый спортсмен, кто отобрался в сборную страны, выбирает опытного тренера.",4.285714285714286,4.0,relative_clauses,stimul,11,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, о ком написал ехидный автор, узнаёт подкованный читатель.",5.26,5.0,good,filler,37,good,,,
Dorofeeva_2023,"Каждую, на ком испытывалось новейшее лекарство, наблюдают ведущие специалисты.",4.86734693877551,5.0,good,filler,37,good,,,
Dorofeeva_2023,"Каждого, кто готовил на кухне детсада, хвалит проголодавшийся воспитатель.",4.857142857142857,5.0,relative_clauses,stimul,13,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, кто лежала в отделении кардиологии, ограничивают врачебные предписания.",4.857142857142857,5.0,relative_clauses,stimul,24,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая ученица, кто опоздал к началу урока, винит общественный транспорт.",3.0,3.0,relative_clauses,stimul,30,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждого космонавта, про кого рассказывал восторженный экскурсовод, награждал пожилого генерал.",2.134020618556701,2.0,bad,filler,37,bad,,,
Dorofeeva_2023,"Каждую, кто служила в редакции издания, удручает сложившаяся ситуация.",4.428571428571429,4.0,relative_clauses,stimul,16,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждого, кто сходил на семинар профессора, смущает изложенная теория.",6.1,6.0,relative_clauses,stimul,26,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая художница, кто заходил на аукцион антиквариата, носит необычный шарф.",3.4285714285714284,3.0,relative_clauses,stimul,31,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждая, кто был на уроке труда, ест приготовленный суп.",3.625,4.0,relative_clauses,stimul,22,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто готовил на кухне детсада, хвалит проголодавшийся воспитатель.",4.125,4.0,relative_clauses,stimul,13,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждый, кто взошёл на пик Эвереста, уважает бывалых скалолазов.",6.375,6.0,relative_clauses,stimul,33,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую повариху, кто готовила на кухне детсада, хвалит проголодавшийся воспитатель.",4.285714285714286,4.0,relative_clauses,stimul,13,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждый кавалер, кто пришёл на вечер танцев, сопровождает изящную даму.",5.230769230769231,5.0,relative_clauses,stimul,25,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, кто жил в центре города, раздражает ночной шум.",4.1,4.0,relative_clauses,stimul,8,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто участвовал в конференции института, привлекает теоретическая физика.",3.5,4.0,relative_clauses,stimul,3,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто публиковался в спецвыпуске журнала, отличает оригинальный стиль.",5.142857142857143,5.0,relative_clauses,stimul,29,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто поступил на должность бухгалтера, выручает новая программа.",3.7142857142857135,4.0,relative_clauses,stimul,7,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждая, кто уволился из отдела кадров, ругает жестокого начальника.",4.0,4.0,relative_clauses,stimul,35,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждый, кто прибыл на берег океана, испытывает незабываемое ощущение.",6.125,6.0,relative_clauses,stimul,17,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая, благодаря кому открылась картинная галерея, обожает современное искусство.",4.888888888888889,5.0,good,filler,37,good,,,
Dorofeeva_2023,"Каждый секретарь, кто уволился из отдела кадров, ругает жестокого начальника.",4.857142857142857,5.0,relative_clauses,stimul,35,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая россиянка, кто бывала в столице Китая, любит местную кухню.",4.777777777777778,5.0,relative_clauses,stimul,15,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждый повар, кто готовил на кухне детсада, делает изумительную кашу.",5.5,6.0,relative_clauses,stimul,13,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая туристка, кто ночевала в общежитии университета, терпит любое неудобство.",4.5,4.0,relative_clauses,stimul,6,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую старушку, кто остался в поселении старообрядцев, кормит собственное хозяйство.",4.375,4.0,relative_clauses,stimul,28,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждый пациент, кто лежал в отделении кардиологии, соблюдает врачебные предписания.",5.5,6.0,relative_clauses,stimul,24,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждый, в кого вложилась амбициозная мать, испытывает огромное давление.",5.555555555555555,6.0,good,filler,37,good,,,
Dorofeeva_2023,"Каждого продавца, кто подрабатывал в отделе игрушек, настораживает китайская подделка.",5.714285714285714,6.0,relative_clauses,stimul,36,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая дама, кто пришёл на вечер танцев, сопровождает изящного кавалера.",3.0,3.0,relative_clauses,stimul,25,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто опоздал к началу урока, выгоняет сердитая учительница.",4.5,4.0,relative_clauses,stimul,30,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую актрису, кто сыграла в картине режиссёра, награждает Американская киноакадемия.",2.0,2.0,relative_clauses,stimul,1,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая, кто воровала в магазине продуктов, отрицает совершённое преступление.",5.444444444444445,5.0,relative_clauses,stimul,14,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую, кто зарегистрировался на сайте знакомств, устраивает подобранный партнёр.",5.714285714285714,6.0,relative_clauses,stimul,19,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто зарегистрировалась на сайте знакомств, устраивает подобранный партнёр.",4.625,5.0,relative_clauses,stimul,19,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую преступницу, кто воровал в магазине продуктов, допрашивает старший следователь.",3.625,4.0,relative_clauses,stimul,14,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждая, кто уволилась из отдела кадров, ругает жестокого начальника.",5.625,6.0,relative_clauses,stimul,35,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая, кто участвовала в конференции института, изучает теоретическую физику.",4.0,4.0,relative_clauses,stimul,3,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждого художника, кто заходил на аукцион антиквариата, украшает необычный шарф.",5.666666666666667,6.0,relative_clauses,stimul,31,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, кто преподавал в классе коррекции, ценит школьное руководство.",4.0,4.0,relative_clauses,stimul,21,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждого альпиниста, кто взошёл на пик Эвереста, уважают бывалые скалолазы.",6.571428571428571,7.0,relative_clauses,stimul,33,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, кто прибыла на берег океана, охватывает незабываемое ощущение.",3.8333333333333335,4.0,relative_clauses,stimul,17,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждого, кто преподавал в классе коррекции, ценит школьное руководство.",5.25,5.0,relative_clauses,stimul,21,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, кто позанималась в студии йоги, отличает душевное равновесие.",4.875,5.0,relative_clauses,stimul,4,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую, кто уволился из отдела кадров, бранит жестокий начальник.",4.285714285714286,4.0,relative_clauses,stimul,35,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждая, кто прокатилась на спине гиппопотама, хочет игрушечного бегемота.",5.25,5.0,relative_clauses,stimul,32,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждого, кто приехал на шоу талантов, поддерживает понимающий ведущий.",5.615384615384615,6.0,relative_clauses,stimul,10,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую девушку, кто пострадал от чистки лица, беспокоит новый косметолог.",4.333333333333333,4.0,relative_clauses,stimul,18,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждого, кто явился на собрание родителей, расспрашивает классный руководитель.",6.0,6.0,relative_clauses,stimul,34,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, кто прокатилась на спине гиппопотама, привлекает игрушечный бегемот.",4.222222222222222,4.0,relative_clauses,stimul,32,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждого, кто остался в поселении старообрядцев, кормит собственное хозяйство.",5.888888888888889,6.0,relative_clauses,stimul,28,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, кто бывала в столице Китая, восхищает местная кухня.",4.0,4.0,relative_clauses,stimul,15,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую сотрудницу, кто поступил на должность бухгалтера, выручает новая программа.",3.5,4.0,relative_clauses,stimul,7,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто ночевала в общежитии университета, возмущает любое неудобство.",4.1,4.0,relative_clauses,stimul,6,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая, кто отучился на факультете политики, помнит молодого преподавателя.",4.285714285714286,4.0,relative_clauses,stimul,9,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую певицу, кто приехала на шоу талантов, поддерживает понимающий ведущий.",4.428571428571429,4.0,relative_clauses,stimul,10,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждого заключённого, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",6.307692307692308,6.0,relative_clauses,stimul,23,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждый, кто остался в поселении старообрядцев, ведёт собственное хозяйство.",6.5,6.0,relative_clauses,stimul,28,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждого участника, кто прошёл в финал конкурса, ждёт гарантированный приз.",6.571428571428571,7.0,relative_clauses,stimul,2,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую москвичку, кто жила в центре города, раздражает ночной шум.",2.5,2.0,relative_clauses,stimul,8,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждый медбрат, кто дежурил на месте катастрофы, демонстрирует невероятную смелость.",4.8,5.0,relative_clauses,stimul,5,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, кто исповедовался в присутствии настоятеля, мучает тяжкий грех.",5.875,6.0,relative_clauses,stimul,27,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто подрабатывал в отделе игрушек, настораживает китайская подделка.",5.111111111111111,5.0,relative_clauses,stimul,36,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто воровал в магазине продуктов, допрашивает старший следователь.",4.428571428571429,4.0,relative_clauses,stimul,14,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждого приглашённого, о ком вспомнил рассеянному хозяин, уведомляет быстроногий гонец.",1.8979591836734693,2.0,bad,filler,37,bad,,,
Dorofeeva_2023,"Каждая, кто прошёл в финал конкурса, выигрывает гарантированный приз.",4.0,4.0,relative_clauses,stimul,2,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждого, кто сыграл в картине режиссёра, награждает Американская киноакадемия.",5.142857142857143,5.0,relative_clauses,stimul,1,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая участница, кто прошла в финал конкурса, выигрывает гарантированный приз.",4.285714285714286,4.0,relative_clauses,stimul,2,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую женщину, кто позанималась в студии йоги, отличает душевное равновесие.",3.857142857142857,4.0,relative_clauses,stimul,4,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждого, кто дежурил на месте катастрофы, выделяет невероятная смелость.",5.714285714285714,6.0,relative_clauses,stimul,5,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждый, кто опоздал к началу урока, винит общественный транспорт.",6.25,6.0,relative_clauses,stimul,30,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая, кто пришла на вечер танцев, сопровождает изящного кавалера.",4.0,4.0,relative_clauses,stimul,25,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую заводчицу, кто пришла на выставку собак, сопровождает померанский шпиц.",3.375,3.0,relative_clauses,stimul,12,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую, кто лежал в отделении кардиологии, ограничивают врачебные предписания.",4.666666666666667,5.0,relative_clauses,stimul,24,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждая, кто заходила на аукцион антиквариата, носит необычный шарф.",4.428571428571429,4.0,relative_clauses,stimul,31,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую, кто преподавала в классе коррекции, ценит школьное руководство.",4.428571428571429,4.0,relative_clauses,stimul,21,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая певица, кто приехал на шоу талантов, благодарит понимающего ведущего.",3.0,3.0,relative_clauses,stimul,10,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждая спортсменка, кто отобралась в сборную страны, выбирает опытного тренера.",3.6,4.0,relative_clauses,stimul,11,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждый, кто отучился на факультете политики, помнит молодого преподавателя.",6.0,6.0,relative_clauses,stimul,9,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждого, кто жил в центре города, раздражает ночной шум.",7.0,7.0,relative_clauses,stimul,8,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая, кто пришла на выставку собак, держит померанского шпица.",4.222222222222222,4.0,relative_clauses,stimul,12,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая, кто подрабатывал в отделе игрушек, распознаёт китайскую подделку.",4.5,4.0,relative_clauses,stimul,36,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую альпинистку, кто взошла на пик Эвереста, уважают бывалые скалолазы.",5.111111111111111,5.0,relative_clauses,stimul,33,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая журналистка, кто служила в редакции издания, комментирует сложившуюся ситуацию.",3.857142857142857,4.0,relative_clauses,stimul,16,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждый участник, кто прошёл в финал конкурса, выигрывает гарантированный приз.",5.285714285714286,5.0,relative_clauses,stimul,2,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, кто пострадала от чистки лица, беспокоит новый косметолог.",3.8,4.0,relative_clauses,stimul,18,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая, кто жила в центре города, ненавидит ночной шум.",5.0,5.0,relative_clauses,stimul,8,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая, кто публиковался в спецвыпуске журнала, демонстрирует оригинальный стиль.",3.25,3.0,relative_clauses,stimul,29,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждая участница, кто прошёл в финал конкурса, выигрывает гарантированный приз.",3.5,4.0,relative_clauses,stimul,2,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто дежурил на месте катастрофы, выделяет невероятная смелость.",3.6666666666666665,4.0,relative_clauses,stimul,5,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждая сотрудница, кто поступила на должность бухгалтера, осваивает новую программу.",3.692307692307693,4.0,relative_clauses,stimul,7,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая москвичка, кто жила в центре города, ненавидит ночной шум.",4.142857142857143,4.0,relative_clauses,stimul,8,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждого поэта, кто публиковался в спецвыпуске журнала, отличает оригинальный стиль.",5.444444444444445,5.0,relative_clauses,stimul,29,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая, кто сыграла в картине режиссёра, получает золотую статуэтку.",4.428571428571429,4.0,relative_clauses,stimul,1,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая старушка, кто остался в поселении старообрядцев, ведёт собственное хозяйство.",5.285714285714286,5.0,relative_clauses,stimul,28,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто жила в центре города, раздражает ночной шум.",4.0,4.0,relative_clauses,stimul,8,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждого магистранта, кто отучился на факультете политики, помнит молодой преподаватель.",4.857142857142857,5.0,relative_clauses,stimul,9,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую альпинистку, кто взошёл на пик Эвереста, уважают бывалые скалолазы.",4.8,5.0,relative_clauses,stimul,33,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто бывал в столице Китая, восхищает местная кухня.",5.5,6.0,relative_clauses,stimul,15,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую поэтессу, кто публиковалась в спецвыпуске журнала, отличает оригинальный стиль.",4.375,4.0,relative_clauses,stimul,29,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждый, кто приехал на шоу талантов, благодарит понимающего ведущего.",6.0,6.0,relative_clauses,stimul,10,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждого певца, кто приехал на шоу талантов, поддерживает понимающий ведущий.",5.25,5.0,relative_clauses,stimul,10,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая, на кого полагался иностранным студент, изучает китайский язык.",2.3877551020408165,2.0,bad,filler,37,bad,,,
Dorofeeva_2023,"Каждую, в ком нашёлся малейший талант, публикует литературная газета.",4.639175257731959,5.0,good,filler,37,good,,,
Dorofeeva_2023,"Каждую девочку, кто прокатилась на спине гиппопотама, привлекает игрушечный бегемот.",3.125,3.0,relative_clauses,stimul,32,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую пациентку, кто лежал в отделении кардиологии, ограничивают врачебные предписания.",4.142857142857143,4.0,relative_clauses,stimul,24,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждого, кто прошёл в финал конкурса, ждёт гарантированный приз.",6.6,7.0,relative_clauses,stimul,2,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, кто взошла на пик Эвереста, уважают бывалые скалолазы.",5.0,5.0,relative_clauses,stimul,33,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждый альпинист, кто взошёл на пик Эвереста, уважает бывалых скалолазов.",6.0,6.0,relative_clauses,stimul,33,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая, кто прибыл на берег океана, испытывает незабываемое ощущение.",2.875,3.0,relative_clauses,stimul,17,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто пришёл на вечер танцев, сопровождает изящный кавалер.",4.375,4.0,relative_clauses,stimul,25,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждая ученица, кто опоздала к началу урока, винит общественный транспорт.",4.875,5.0,relative_clauses,stimul,30,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая мать, кто явился на собрание родителей, расспрашивает классного руководителя.",2.6666666666666665,3.0,relative_clauses,stimul,34,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждого преступника, кто воровал в магазине продуктов, допрашивает старший следователь.",6.285714285714286,6.0,relative_clauses,stimul,14,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, кто была на уроке труда, радует приготовленный суп.",4.0,4.0,relative_clauses,stimul,22,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую, кто воровала в магазине продуктов, допрашивает старший следователь.",4.076923076923077,4.0,relative_clauses,stimul,14,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждую учительницу, кто преподавал в классе коррекции, ценит школьное руководство.",4.0,4.0,relative_clauses,stimul,21,"with head noun, feminine head, masculine verb",with head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждую, кто пострадал от чистки лица, беспокоит новый косметолог.",3.7142857142857135,4.0,relative_clauses,stimul,18,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждый, кто зарегистрировался на сайте знакомств, ищет подходящего партнёра.",6.285714285714286,6.0,relative_clauses,stimul,19,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую, кто отсутствовал на консультациях учителя, пугает выпускной экзамен.",5.0,5.0,relative_clauses,stimul,22,"no head noun, feminine head, masculine verb",no head noun,feminine head,masculine verb
Dorofeeva_2023,"Каждого школьника, кто был на уроке труда, радует приготовленный суп.",4.75,5.0,relative_clauses,stimul,22,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждый ученик, кто опоздал к началу урока, винит общественный транспорт.",6.285714285714286,6.0,relative_clauses,stimul,30,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая, кто осталась в поселении старообрядцев, ведёт собственное хозяйство.",5.0,5.0,relative_clauses,stimul,28,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждая старушка, кто осталась в поселении старообрядцев, ведёт собственное хозяйство.",4.375,4.0,relative_clauses,stimul,28,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждый, кто служил в редакции издания, комментирует сложившуюся ситуацию.",6.2,6.0,relative_clauses,stimul,16,"no head noun, masculine head, masculine verb",no head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждая, кто преуспела в пошиве халатов, ожидает досрочное освобождение.",3.875,4.0,relative_clauses,stimul,23,"no head noun, feminine head, feminine verb",no head noun,feminine head,feminine verb
Dorofeeva_2023,"Каждого повара, кто готовил на кухне детсада, хвалит проголодавшийся воспитатель.",5.25,5.0,relative_clauses,stimul,13,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждого, за кого голосовал российский электорат, расспрашивает политический журналист.",5.010309278350515,5.0,good,filler,37,good,,,
Dorofeeva_2023,"Каждого журналиста, кто служил в редакции издания, удручает сложившаяся ситуация.",4.625,5.0,relative_clauses,stimul,16,"with head noun, masculine head, masculine verb",with head noun,masculine head,masculine verb
Dorofeeva_2023,"Каждую путешественницу, кто прибыла на берег океана, охватывает незабываемое ощущение.",3.75,4.0,relative_clauses,stimul,17,"with head noun, feminine head, feminine verb",with head noun,feminine head,feminine verb
