experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,quant,strategy,pronoun,agreement,order
Belova_2023,Все из них свяжутся со свадебными фотографами.,4.25,4.0,quantiifier,stimul,25.0,397,vse,elect,oni,3pl,SV
Belova_2023,Мы четверо выступит на студенческих конференциях.,1.5454545454545454,2.0,quantiifier,stimul,21.0,328,dvoje,nom,my,3sg,SV
Belova_2023,На двугорбых верблюдах покатаются мы трое.,1.8,2.0,quantiifier,stimul,26.0,407,dvoje,nom,my,3pl,VS
Belova_2023,По незнакомым номерам перезвонят пятеро из нас.,5.444444444444445,5.0,quantiifier,stimul,22.0,338,dvoje,elect,my,3pl,VS
Belova_2023,Мы все позаботятся о нужных продуктах.,2.272727272727273,2.0,quantiifier,stimul,30.0,479,vse,nom,my,3pl,SV
Belova_2023,Четверо из них познакомится с артистами спектакля.,2.25,2.0,quantiifier,stimul,33.0,517,dvoje,elect,oni,3sg,SV
Belova_2023,Трое из нас съездим в отдалённые деревни.,2.25,2.0,quantiifier,stimul,20.0,305,dvoje,elect,my,1pl,SV
Belova_2023,В течение месяца женятся все из них.,4.0,4.0,quantiifier,stimul,16.0,253,vse,elect,oni,3pl,VS
Belova_2023,С поставщиками продуктов созвонятся пятеро из нас.,5.333333333333333,5.0,quantiifier,stimul,10.0,146,dvoje,elect,my,3pl,VS
Belova_2023,На предложения конкурентов согласимся мы трое.,3.5,4.0,quantiifier,stimul,14.0,214,dvoje,nom,my,1pl,VS
Belova_2023,Мы семеро отдохнём на южных курортах.,5.5,6.0,quantiifier,stimul,24.0,374,dvoje,nom,my,1pl,SV
Belova_2023,В спортивные секции запишутся семеро из нас.,6.555555555555555,7.0,quantiifier,stimul,12.0,178,dvoje,elect,my,3pl,VS
Belova_2023,Мы все победят на конкурсе чтецов.,3.25,3.0,quantiifier,stimul,37.0,591,vse,nom,my,3pl,SV
Belova_2023,С нынешних позиций уволятся они семеро.,2.6666666666666665,3.0,quantiifier,stimul,18.0,281,dvoje,nom,oni,3pl,VS
Belova_2023,Четверо из них вернутся в гостиничные номера.,6.166666666666667,6.0,quantiifier,stimul,15.0,228,dvoje,elect,oni,3pl,SV
Belova_2023,Двое из них переночует в больших палатках.,5.5,6.0,quantiifier,stimul,19.0,293,dvoje,elect,oni,3sg,SV
Belova_2023,Они все разберутся со сломанными телефонами.,5.5,6.0,quantiifier,stimul,9.0,144,vse,oni,nom,3pl,SV
Belova_2023,В социальных опросах поучаствуем мы семеро.,4.5,4.0,quantiifier,stimul,48.0,758,dvoje,nom,my,1pl,VS
Belova_2023,Все из них порыбачат в лесных озёрах.,3.375,3.0,quantiifier,stimul,31.0,493,vse,elect,oni,3pl,SV
Belova_2023,С поставщиками продуктов созвонятся мы пятеро.,1.7,2.0,quantiifier,stimul,10.0,151,dvoje,nom,my,3pl,VS
Belova_2023,Двое из нас отчитаемся за выполненные задачи.,2.25,2.0,quantiifier,stimul,43.0,673,dvoje,elect,my,1pl,SV
Belova_2023,В гостиничные номера вернёмся мы все.,4.625,5.0,quantiifier,stimul,15.0,238,vse,nom,my,1pl,VS
Belova_2023,Все из нас поучаствуют в социальных опросах.,4.5,4.0,quantiifier,stimul,48.0,764,vse,elect,my,3pl,SV
Belova_2023,За поломанные инструменты ответят они все.,5.0,5.0,quantiifier,stimul,35.0,560,vse,oni,nom,3pl,VS
Belova_2023,Двое из них остановится в дешёвых хостелах.,2.7,3.0,quantiifier,stimul,7.0,101,dvoje,elect,oni,3sg,SV
Belova_2023,Мы трое покатаются на двугорбых верблюдах.,1.6,2.0,quantiifier,stimul,26.0,407,dvoje,nom,my,3pl,SV
Belova_2023,С кредитными долгами рассчитаются шестеро из них.,5.555555555555555,6.0,quantiifier,stimul,23.0,356,dvoje,elect,oni,3pl,VS
Belova_2023,Трое из нас покатаемся на двугорбых верблюдах.,2.75,3.0,quantiifier,stimul,26.0,401,dvoje,elect,my,1pl,SV
Belova_2023,С заменой лампочек справимся все из нас.,2.555555555555556,3.0,quantiifier,stimul,11.0,171,vse,elect,my,1pl,VS
Belova_2023,О скорых отставках объявят семеро из нас.,4.777777777777778,5.0,quantiifier,stimul,36.0,562,dvoje,elect,my,3pl,VS
Belova_2023,На курсы вождения пойдут пятеро из нас.,5.666666666666667,6.0,quantiifier,stimul,46.0,722,dvoje,elect,my,3pl,VS
Belova_2023,В учебных кабинетах подметём все из нас.,2.6666666666666665,3.0,quantiifier,stimul,41.0,651,vse,elect,my,1pl,VS
Belova_2023,Со свадебными фотографами свяжутся все из нас.,3.6666666666666665,4.0,quantiifier,stimul,25.0,396,vse,elect,my,3pl,VS
Belova_2023,Пятеро из нас женимся в течение месяца.,1.5,2.0,quantiifier,stimul,16.0,241,dvoje,elect,my,1pl,SV
Belova_2023,На конкурсе чтецов победят двое из них.,5.888888888888889,6.0,quantiifier,stimul,37.0,580,dvoje,elect,oni,3pl,VS
Belova_2023,Мы семеро объявят о скорых отставках.,1.75,2.0,quantiifier,stimul,36.0,567,dvoje,nom,my,3pl,SV
Belova_2023,В спортивные секции запишутся мы семеро.,2.0,2.0,quantiifier,stimul,12.0,183,dvoje,nom,my,3pl,VS
Belova_2023,На южных курортах отдохнёт семеро из нас.,5.0,5.0,quantiifier,stimul,24.0,371,dvoje,elect,my,3sg,VS
Belova_2023,В соседние страны переедет трое из нас.,6.111111111111111,6.0,quantiifier,stimul,32.0,499,dvoje,elect,my,3sg,VS
Belova_2023,Мы двое сыграют на акустической гитаре.,1.6,2.0,quantiifier,stimul,13.0,199,dvoje,nom,my,3pl,SV
Belova_2023,С очевидцами аварии побеседует мы пятеро.,2.375,2.0,quantiifier,stimul,34.0,536,dvoje,nom,my,3sg,VS
Belova_2023,В карнавальные костюмы переоденемся мы все.,4.125,4.0,quantiifier,stimul,6.0,94,vse,nom,my,1pl,VS
Belova_2023,Трое из них вложатся в перспективные акции.,5.777777777777778,6.0,quantiifier,stimul,44.0,692,dvoje,elect,oni,3pl,SV
Belova_2023,Все из них победят на конкурсе чтецов.,3.333333333333333,3.0,quantiifier,stimul,37.0,589,vse,elect,oni,3pl,SV
Belova_2023,Пятеро из нас женятся в течение месяца.,4.333333333333333,4.0,quantiifier,stimul,16.0,242,dvoje,elect,my,3pl,SV
Belova_2023,В крещенской проруби искупаются пятеро из них.,6.0,6.0,quantiifier,stimul,4.0,52,dvoje,elect,oni,3pl,VS
Belova_2023,С поставщиками продуктов созвонится пятеро из нас.,5.222222222222222,5.0,quantiifier,stimul,10.0,147,dvoje,elect,my,3sg,VS
Belova_2023,С поставщиками продуктов созвонится мы пятеро.,1.625,2.0,quantiifier,stimul,10.0,152,dvoje,nom,my,3sg,VS
Belova_2023,С очевидцами аварии побеседуют они все.,4.444444444444445,4.0,quantiifier,stimul,34.0,544,vse,oni,nom,3pl,VS
Belova_2023,Они трое переедут в соседние страны.,3.8,4.0,quantiifier,stimul,32.0,505,dvoje,nom,oni,3pl,SV
Belova_2023,С очевидцами аварии побеседуют мы все.,2.75,3.0,quantiifier,stimul,34.0,543,vse,nom,my,3pl,VS
Belova_2023,С артистами спектакля познакомится четверо из нас.,5.444444444444445,5.0,quantiifier,stimul,33.0,515,dvoje,elect,my,3sg,VS
Belova_2023,Мы двое переночуют в больших палатках.,1.9,2.0,quantiifier,stimul,19.0,295,dvoje,nom,my,3pl,SV
Belova_2023,Все из нас возьмутся за новые проекты.,5.5,6.0,quantiifier,stimul,42.0,668,vse,elect,my,3pl,SV
Belova_2023,Мы все переоденемся в карнавальные костюмы.,7.0,7.0,quantiifier,stimul,6.0,94,vse,nom,my,1pl,SV
Belova_2023,Только один из сыновей офицера пойдёт по стопам отца.,5.987234042553191,6.0,good,filler,,787,,,,,
Belova_2023,К новым поликлиникам прикрепятся все из них.,4.555555555555555,5.0,quantiifier,stimul,40.0,637,vse,elect,oni,3pl,VS
Belova_2023,Шестеро из нас рассчитаемся с кредитными долгами.,3.0,3.0,quantiifier,stimul,23.0,353,dvoje,elect,my,1pl,SV
Belova_2023,Они четверо выступят на студенческих конференциях.,6.5,6.0,quantiifier,stimul,21.0,329,dvoje,nom,oni,3pl,SV
Belova_2023,О скорых отставках объявит мы семеро.,1.75,2.0,quantiifier,stimul,36.0,568,dvoje,nom,my,3sg,VS
Belova_2023,Все из них отдохнут на южных курортах.,4.0,4.0,quantiifier,stimul,24.0,381,vse,elect,oni,3pl,SV
Belova_2023,Шестеро из них ответят за поломанные инструменты.,6.181818181818182,6.0,quantiifier,stimul,35.0,548,dvoje,elect,oni,3pl,SV
Belova_2023,Они шестеро подметёт в учебных кабинетах.,1.5,2.0,quantiifier,stimul,41.0,650,dvoje,nom,oni,3sg,SV
Belova_2023,С артистами спектакля познакомимся все из нас.,2.555555555555556,3.0,quantiifier,stimul,33.0,523,vse,elect,my,1pl,VS
Belova_2023,Мы семеро возьмёмся за новые проекты.,2.375,2.0,quantiifier,stimul,42.0,662,dvoje,nom,my,1pl,SV
Belova_2023,Четверо из нас поможет с проведением экзаменов.,2.4545454545454546,2.0,quantiifier,stimul,3.0,35,dvoje,elect,my,3sg,SV
Belova_2023,На акустической гитаре сыграют мы двое.,1.8,2.0,quantiifier,stimul,13.0,199,dvoje,nom,my,3pl,VS
Belova_2023,К поисковым отрядам присоединимся мы все.,3.5,4.0,quantiifier,stimul,28.0,446,vse,nom,my,1pl,VS
Belova_2023,Они двое победит на конкурсе чтецов.,2.6,3.0,quantiifier,stimul,37.0,586,dvoje,nom,oni,3sg,SV
Belova_2023,К новым поликлиникам прикрепятся они все.,4.25,4.0,quantiifier,stimul,40.0,640,vse,oni,nom,3pl,VS
Belova_2023,Мы пятеро пойдём на курсы вождения.,6.25,6.0,quantiifier,stimul,46.0,726,dvoje,nom,my,1pl,SV
Belova_2023,Со свадебными фотографами свяжутся двое из нас.,4.888888888888889,5.0,quantiifier,stimul,25.0,386,dvoje,elect,my,3pl,VS
Belova_2023,Мы шестеро вмешаются в важные переговоры.,2.75,3.0,quantiifier,stimul,29.0,455,dvoje,nom,my,3pl,SV
Belova_2023,Все из нас остановятся в дешёвых хостелах.,5.0,5.0,quantiifier,stimul,7.0,108,vse,elect,my,3pl,SV
Belova_2023,В столичные вузы поступим мы семеро.,4.0,4.0,quantiifier,stimul,17.0,262,dvoje,nom,my,1pl,VS
Belova_2023,Все из нас объявим о скорых отставках.,1.8,2.0,quantiifier,stimul,36.0,571,vse,elect,my,1pl,SV
Belova_2023,Они семеро уволится с нынешних позиций.,2.625,3.0,quantiifier,stimul,18.0,282,dvoje,nom,oni,3sg,SV
Belova_2023,Мы трое согласятся на предложения конкурентов.,1.5,2.0,quantiifier,stimul,14.0,215,dvoje,nom,my,3pl,SV
Belova_2023,На утренних поездах приедем мы все.,4.375,4.0,quantiifier,stimul,5.0,78,vse,nom,my,1pl,VS
Belova_2023,На проходной завода отметятся мы все.,3.0,3.0,quantiifier,stimul,38.0,607,vse,nom,my,3pl,VS
Belova_2023,Трое из нас переедут в соседние страны.,5.333333333333333,5.0,quantiifier,stimul,32.0,498,dvoje,elect,my,3pl,SV
Belova_2023,На предложения конкурентов согласятся они все.,4.666666666666667,5.0,quantiifier,stimul,14.0,224,vse,oni,nom,3pl,VS
Belova_2023,С поставщиками продуктов созвонимся пятеро из нас.,2.555555555555556,3.0,quantiifier,stimul,10.0,145,dvoje,elect,my,1pl,VS
Belova_2023,Мы все свяжутся со свадебными фотографами.,1.6666666666666667,2.0,quantiifier,stimul,25.0,399,vse,nom,my,3pl,SV
Belova_2023,В карнавальные костюмы переоденется семеро из нас.,4.888888888888889,5.0,quantiifier,stimul,6.0,83,dvoje,elect,my,3sg,VS
Belova_2023,Они двое порыбачат в лесных озёрах.,5.5,6.0,quantiifier,stimul,31.0,489,dvoje,nom,oni,3pl,SV
Belova_2023,Четверо врачи соберётся на консилиум.,2.0,2.0,bad,filler,,804,,,,,
Belova_2023,Все из нас поступят в столичные вузы.,5.8,6.0,quantiifier,stimul,17.0,268,vse,elect,my,3pl,SV
Belova_2023,В столичные вузы поступят они семеро.,2.75,3.0,quantiifier,stimul,17.0,265,dvoje,nom,oni,3pl,VS
Belova_2023,В учебных кабинетах подметут мы шестеро.,2.0,2.0,quantiifier,stimul,41.0,647,dvoje,nom,my,3pl,VS
Belova_2023,Шестеро из нас справятся с заменой лампочек.,5.2727272727272725,5.0,quantiifier,stimul,11.0,162,dvoje,elect,my,3pl,SV
Belova_2023,Все из нас покатаемся на двугорбых верблюдах.,1.75,2.0,quantiifier,stimul,26.0,411,vse,elect,my,1pl,SV
Belova_2023,О скорых отставках объявим все из нас.,2.6666666666666665,3.0,quantiifier,stimul,36.0,571,vse,elect,my,1pl,VS
Belova_2023,С кредитными долгами рассчитается шестеро из нас.,4.875,5.0,quantiifier,stimul,23.0,355,dvoje,elect,my,3sg,VS
Belova_2023,На двугорбых верблюдах покатается они трое.,1.5555555555555556,2.0,quantiifier,stimul,26.0,410,dvoje,nom,oni,3sg,VS
Belova_2023,К новым поликлиникам прикрепимся пятеро из нас.,2.333333333333333,2.0,quantiifier,stimul,40.0,625,dvoje,elect,my,1pl,VS
Belova_2023,Двое из них придёт на пятничную вечеринку.,3.1818181818181817,3.0,quantiifier,stimul,1.0,5,dvoje,elect,oni,3sg,SV
Belova_2023,Мы трое съездим в отдалённые деревни.,4.9,5.0,quantiifier,stimul,20.0,310,dvoje,nom,my,1pl,SV
Belova_2023,В социальных опросах поучаствуют семеро из них.,5.888888888888889,6.0,quantiifier,stimul,48.0,756,dvoje,elect,oni,3pl,VS
Belova_2023,В лесных озёрах порыбачат все из них.,4.444444444444445,4.0,quantiifier,stimul,31.0,493,vse,elect,oni,3pl,VS
Belova_2023,Мы все искупаются в крещенской проруби.,4.0,4.0,quantiifier,stimul,4.0,63,vse,nom,my,3pl,SV
Belova_2023,С заменой лампочек справятся они шестеро.,3.2222222222222223,3.0,quantiifier,stimul,11.0,169,dvoje,nom,oni,3pl,VS
Belova_2023,В разные аэропорты прилетим все из нас.,2.333333333333333,2.0,quantiifier,stimul,8.0,123,vse,elect,my,1pl,VS
Belova_2023,Двое из них порыбачат в лесных озёрах.,6.0,6.0,quantiifier,stimul,31.0,484,dvoje,elect,oni,3pl,SV
Belova_2023,К новым поликлиникам прикрепится пятеро из нас.,5.555555555555555,6.0,quantiifier,stimul,40.0,627,dvoje,elect,my,3sg,VS
Belova_2023,Все из них поступят в столичные вузы.,6.25,6.0,quantiifier,stimul,17.0,269,vse,elect,oni,3pl,SV
Belova_2023,Пятеро из нас созвонятся с поставщиками продуктов.,6.375,6.0,quantiifier,stimul,10.0,146,dvoje,elect,my,3pl,SV
Belova_2023,В больших палатках переночуем мы все.,3.625,4.0,quantiifier,stimul,19.0,302,vse,nom,my,1pl,VS
Belova_2023,Они все вмешаются в важные переговоры.,4.909090909090909,5.0,quantiifier,stimul,29.0,464,vse,oni,nom,3pl,SV
Belova_2023,В учебных кабинетах подметут все из них.,3.888888888888889,4.0,quantiifier,stimul,41.0,653,vse,elect,oni,3pl,VS
Belova_2023,На пятничную вечеринку придём все из нас.,2.2222222222222223,2.0,quantiifier,stimul,1.0,11,vse,elect,my,1pl,VS
Belova_2023,Семеро из нас запишемся в спортивные секции.,2.8181818181818183,3.0,quantiifier,stimul,12.0,177,dvoje,elect,my,1pl,SV
Belova_2023,С нынешних позиций уволятся они все.,4.111111111111111,4.0,quantiifier,stimul,18.0,288,vse,oni,nom,3pl,VS
Belova_2023,В больших палатках переночуют они двое.,3.25,3.0,quantiifier,stimul,19.0,297,dvoje,nom,oni,3pl,VS
Belova_2023,Они все созвонятся с поставщиками продуктов.,5.666666666666667,6.0,quantiifier,stimul,10.0,160,vse,oni,nom,3pl,SV
Belova_2023,В социальных опросах поучаствует мы семеро.,2.0,2.0,quantiifier,stimul,48.0,760,dvoje,nom,my,3sg,VS
Belova_2023,С нынешних позиций уволимся мы семеро.,4.125,4.0,quantiifier,stimul,18.0,278,dvoje,nom,my,1pl,VS
Belova_2023,В социальных опросах поучаствуют все из нас.,3.7777777777777777,4.0,quantiifier,stimul,48.0,764,vse,elect,my,3pl,VS
Belova_2023,За первые парты сядем мы все.,5.0,5.0,quantiifier,stimul,39.0,622,vse,nom,my,1pl,VS
Belova_2023,На конкурсе чтецов победит мы двое.,1.75,2.0,quantiifier,stimul,37.0,584,dvoje,nom,my,3sg,VS
Belova_2023,С нынешних позиций уволится мы семеро.,1.875,2.0,quantiifier,stimul,18.0,280,dvoje,nom,my,3sg,VS
Belova_2023,Все из нас остановимся в дешёвых хостелах.,1.6666666666666667,2.0,quantiifier,stimul,7.0,107,vse,elect,my,1pl,SV
Belova_2023,Мы все выступят на студенческих конференциях.,2.6,3.0,quantiifier,stimul,21.0,335,vse,nom,my,3pl,SV
Belova_2023,Четверо из нас сядет за первые парты.,4.1,4.0,quantiifier,stimul,39.0,611,dvoje,elect,my,3sg,SV
Belova_2023,В разные аэропорты прилетят трое из нас.,4.888888888888889,5.0,quantiifier,stimul,8.0,114,dvoje,elect,my,3pl,VS
Belova_2023,Семеро из нас переоденется в карнавальные костюмы.,2.6,3.0,quantiifier,stimul,6.0,83,dvoje,elect,my,3sg,SV
Belova_2023,Все из нас перезвонят по незнакомым номерам.,4.333333333333333,4.0,quantiifier,stimul,22.0,348,vse,elect,my,3pl,SV
Belova_2023,К поисковым отрядам присоединимся мы пятеро.,3.857142857142857,4.0,quantiifier,stimul,28.0,438,dvoje,nom,my,1pl,VS
Belova_2023,В отдалённые деревни съездит мы трое.,1.75,2.0,quantiifier,stimul,20.0,312,dvoje,nom,my,3sg,VS
Belova_2023,По незнакомым номерам перезвоним мы все.,3.0,3.0,quantiifier,stimul,22.0,350,vse,nom,my,1pl,VS
Belova_2023,Пятеро из них женятся в течение месяца.,6.75,7.0,quantiifier,stimul,16.0,244,dvoje,elect,oni,3pl,SV
Belova_2023,В карнавальные костюмы переоденемся семеро из нас.,3.0,3.0,quantiifier,stimul,6.0,81,dvoje,elect,my,1pl,VS
Belova_2023,Они все помогут с проведением экзаменов.,6.2,6.0,quantiifier,stimul,3.0,48,vse,oni,nom,3pl,SV
Belova_2023,В гостиничные номера вернется мы четверо.,1.875,2.0,quantiifier,stimul,15.0,232,dvoje,nom,my,3sg,VS
Belova_2023,С поставщиками продуктов созвонится они пятеро.,1.5555555555555556,2.0,quantiifier,stimul,10.0,154,dvoje,nom,oni,3sg,VS
Belova_2023,В отдалённые деревни съездят они трое.,2.6666666666666665,3.0,quantiifier,stimul,20.0,313,dvoje,nom,oni,3pl,VS
Belova_2023,Двое из нас свяжутся со свадебными фотографами.,6.25,6.0,quantiifier,stimul,25.0,386,dvoje,elect,my,3pl,SV
Belova_2023,По незнакомым номерам перезвоним все из нас.,2.555555555555556,3.0,quantiifier,stimul,22.0,347,vse,elect,my,1pl,VS
Belova_2023,С кредитными долгами рассчитаются все из них.,4.333333333333333,4.0,quantiifier,stimul,23.0,365,vse,elect,oni,3pl,VS
Belova_2023,Семеро из нас отдохнут на южных курортах.,6.2,6.0,quantiifier,stimul,24.0,370,dvoje,elect,my,3pl,SV
Belova_2023,Они трое опубликуются в научных журналах.,4.875,5.0,quantiifier,stimul,2.0,25,dvoje,nom,oni,3pl,SV
Belova_2023,Семеро из нас переоденемся в карнавальные костюмы.,2.0,2.0,quantiifier,stimul,6.0,81,dvoje,elect,my,1pl,SV
Belova_2023,Шестеро из нас рассчитаются с кредитными долгами.,6.0,6.0,quantiifier,stimul,23.0,354,dvoje,elect,my,3pl,SV
Belova_2023,За поломанные инструменты ответит мы шестеро.,2.0,2.0,quantiifier,stimul,35.0,552,dvoje,nom,my,3sg,VS
Belova_2023,В разные аэропорты прилетит они трое.,1.4444444444444444,1.0,quantiifier,stimul,8.0,122,dvoje,nom,oni,3sg,VS
Belova_2023,Они все запишутся в спортивные секции.,6.25,6.0,quantiifier,stimul,12.0,192,vse,oni,nom,3pl,SV
Belova_2023,Пятеро из них пойдут на курсы вождения.,5.333333333333333,5.0,quantiifier,stimul,46.0,724,dvoje,elect,oni,3pl,SV
Belova_2023,С нынешних позиций уволится семеро из нас.,5.666666666666667,6.0,quantiifier,stimul,18.0,275,dvoje,elect,my,3sg,VS
Belova_2023,Двое легкоатлетов будут сняты с соревнования.,5.846808510638298,6.0,good,filler,,784,,,,,
Belova_2023,На пятничную вечеринку придут двое из нас.,5.222222222222222,5.0,quantiifier,stimul,1.0,2,dvoje,elect,my,3pl,VS
Belova_2023,На конкурсе чтецов победят они все.,4.444444444444445,4.0,quantiifier,stimul,37.0,592,vse,oni,nom,3pl,VS
Belova_2023,Все из нас порыбачим в лесных озёрах.,1.8888888888888888,2.0,quantiifier,stimul,31.0,491,vse,elect,my,1pl,SV
Belova_2023,Мы все поступят в столичные вузы.,1.2222222222222223,1.0,quantiifier,stimul,17.0,271,vse,nom,my,3pl,SV
Belova_2023,Все из них покатаются на двугорбых верблюдах.,5.5,6.0,quantiifier,stimul,26.0,413,vse,elect,oni,3pl,SV
Belova_2023,Пятеро из них женится в течение месяца.,3.75,4.0,quantiifier,stimul,16.0,245,dvoje,elect,oni,3sg,SV
Belova_2023,С артистами спектакля познакомится мы четверо.,1.875,2.0,quantiifier,stimul,33.0,520,dvoje,nom,my,3sg,VS
Belova_2023,Все из нас победим на конкурсе чтецов.,1.2222222222222223,1.0,quantiifier,stimul,37.0,587,vse,elect,my,1pl,SV
Belova_2023,Они все рассчитаются с кредитными долгами.,5.8,6.0,quantiifier,stimul,23.0,368,vse,oni,nom,3pl,SV
Belova_2023,Трое из нас прилетят в разные аэропорты.,6.5,6.0,quantiifier,stimul,8.0,114,dvoje,elect,my,3pl,SV
Belova_2023,За поломанные инструменты ответим шестеро из нас.,2.555555555555556,3.0,quantiifier,stimul,35.0,545,dvoje,elect,my,1pl,VS
Belova_2023,Мы двое порыбачит в лесных озёрах.,1.6363636363636365,2.0,quantiifier,stimul,31.0,488,dvoje,nom,my,3sg,SV
Belova_2023,С проведением экзаменов помогут четверо из нас.,5.444444444444445,5.0,quantiifier,stimul,3.0,34,dvoje,elect,my,3pl,VS
Belova_2023,На предложения конкурентов согласятся трое из них.,5.333333333333333,5.0,quantiifier,stimul,14.0,212,dvoje,elect,oni,3pl,VS
Belova_2023,С заменой лампочек справятся они все.,4.0,4.0,quantiifier,stimul,11.0,176,vse,oni,nom,3pl,VS
Belova_2023,Мы все согласимся на предложения конкурентов.,6.125,6.0,quantiifier,stimul,14.0,222,vse,nom,my,1pl,SV
Belova_2023,В старых кладовках приберутся шестеро из нас.,5.375,5.0,quantiifier,stimul,47.0,738,dvoje,elect,my,3pl,VS
Belova_2023,На конкурсе чтецов победим все из нас.,2.888888888888889,3.0,quantiifier,stimul,37.0,587,vse,elect,my,1pl,VS
Belova_2023,К новым поликлиникам прикрепятся мы все.,2.75,3.0,quantiifier,stimul,40.0,639,vse,nom,my,3pl,VS
Belova_2023,Мы все придут на пятничную вечеринку.,2.333333333333333,2.0,quantiifier,stimul,1.0,15,vse,nom,my,3pl,SV
Belova_2023,Мы шестеро поступит в столичные вузы.,2.0,2.0,quantiifier,stimul,17.0,264,dvoje,nom,my,3sg,SV
Belova_2023,На утренних поездах приедем все из нас.,2.111111111111111,2.0,quantiifier,stimul,5.0,75,vse,elect,my,1pl,VS
Belova_2023,Двое из них свяжутся со свадебными фотографами.,5.090909090909091,5.0,quantiifier,stimul,25.0,388,dvoje,elect,oni,3pl,SV
Belova_2023,Все из них прилетят в разные аэропорты.,4.75,5.0,quantiifier,stimul,8.0,125,vse,elect,oni,3pl,SV
Belova_2023,Трое шахматистов представят страну на чемпионате.,6.303030303030303,6.0,good,filler,,788,,,,,
Belova_2023,К поисковым отрядам присоединится мы пятеро.,2.125,2.0,quantiifier,stimul,28.0,440,dvoje,nom,my,3sg,VS
Belova_2023,Все из нас вмешаемся в важные переговоры.,1.6666666666666667,2.0,quantiifier,stimul,29.0,459,vse,elect,my,1pl,SV
Belova_2023,На акустической гитаре сыграем двое из нас.,2.555555555555556,3.0,quantiifier,stimul,13.0,193,dvoje,elect,my,1pl,VS
Belova_2023,Все из них поучаствуют в социальных опросах.,5.727272727272728,6.0,quantiifier,stimul,48.0,765,vse,elect,oni,3pl,SV
Belova_2023,На студенческих конференциях выступит четверо из них.,3.4444444444444446,3.0,quantiifier,stimul,21.0,325,dvoje,elect,oni,3sg,VS
Belova_2023,Все из нас уволимся с нынешних позиций.,2.0,2.0,quantiifier,stimul,18.0,283,vse,elect,my,1pl,SV
Belova_2023,Все из них позаботятся о нужных продуктах.,3.75,4.0,quantiifier,stimul,30.0,477,vse,elect,oni,3pl,SV
Belova_2023,Все из нас придут на пятничную вечеринку.,5.5,6.0,quantiifier,stimul,1.0,12,vse,elect,my,3pl,SV
Belova_2023,В гостиничные номера вернутся они четверо.,3.333333333333333,3.0,quantiifier,stimul,15.0,233,dvoje,nom,oni,3pl,VS
Belova_2023,Мы шестеро подметём в учебных кабинетах.,3.5,4.0,quantiifier,stimul,41.0,646,dvoje,nom,my,1pl,SV
Belova_2023,Мы все вернутся в гостиничные номера.,3.0,3.0,quantiifier,stimul,15.0,239,vse,nom,my,3pl,SV
Belova_2023,Пятеро из нас присоединится к поисковым отрядам.,4.4,4.0,quantiifier,stimul,28.0,435,dvoje,elect,my,3sg,SV
Belova_2023,Все из нас выступим на студенческих конференциях.,1.875,2.0,quantiifier,stimul,21.0,331,vse,elect,my,1pl,SV
Belova_2023,С заменой лампочек справятся все из них.,4.444444444444445,4.0,quantiifier,stimul,11.0,173,vse,elect,oni,3pl,VS
Belova_2023,О нужных продуктах позаботимся семеро из нас.,2.333333333333333,2.0,quantiifier,stimul,30.0,465,dvoje,elect,my,1pl,VS
Belova_2023,Пятеро из нас перезвонит по незнакомым номерам.,2.0,2.0,quantiifier,stimul,22.0,339,dvoje,elect,my,3sg,SV
Belova_2023,В крещенской проруби искупаются они пятеро.,2.625,3.0,quantiifier,stimul,4.0,57,dvoje,nom,oni,3pl,VS
Belova_2023,За допущенные ошибки извинятся мы четверо.,1.8,2.0,quantiifier,stimul,45.0,711,dvoje,nom,my,3pl,VS
Belova_2023,Мы с Настей пойдём на рыбалку в воскресенье.,6.478991596638656,6.0,good,filler,,770,,,,,
Belova_2023,В крещенской проруби искупается мы пятеро.,2.0,2.0,quantiifier,stimul,4.0,56,dvoje,nom,my,3sg,VS
Belova_2023,За поломанные инструменты ответят они шестеро.,3.6666666666666665,4.0,quantiifier,stimul,35.0,553,dvoje,nom,oni,3pl,VS
Belova_2023,Мы пятеро искупаются в крещенской проруби.,1.25,1.0,quantiifier,stimul,4.0,55,dvoje,nom,my,3pl,SV
Belova_2023,Только мы с Аней прочтёт все заданный статьи.,1.8818565400843883,2.0,bad,filler,,796,,,,,
Belova_2023,В столичные вузы поступят семеро из нас.,6.111111111111111,6.0,quantiifier,stimul,17.0,258,dvoje,elect,my,3pl,VS
Belova_2023,Мы пятеро пойдёт на курсы вождения.,4.75,5.0,quantiifier,stimul,46.0,728,dvoje,nom,my,3sg,SV
Belova_2023,В учебных кабинетах подметёт мы шестеро.,2.0,2.0,quantiifier,stimul,41.0,648,dvoje,nom,my,3sg,VS
Belova_2023,За поломанные инструменты ответят шестеро из них.,5.333333333333333,5.0,quantiifier,stimul,35.0,548,dvoje,elect,oni,3pl,VS
Belova_2023,Двое из нас остановятся в дешёвых хостелах.,6.1,6.0,quantiifier,stimul,7.0,98,dvoje,elect,my,3pl,SV
Belova_2023,О нужных продуктах позаботятся мы все.,2.5,2.0,quantiifier,stimul,30.0,479,vse,nom,my,3pl,VS
Belova_2023,По незнакомым номерам перезвонят все из нас.,3.375,3.0,quantiifier,stimul,22.0,348,vse,elect,my,3pl,VS
