author,sentence,response,response_round,subtype,type,lexicalization,condition,conj_order,verb_agreement
Belova_2022_2,Ты и я сдают коробки в макулатуру.,3.1666666666666665,3.0,coordination,stimul,19.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Оля покаталась на колесе обозрения и на карусели.,6.0,6.0,good,filler,,good,,
Belova_2022_2,Ты и я копаю грядку под редис.,2.3076923076923075,2.0,coordination,stimul,24.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты вырезаю снежинки из бумаги.,3.333333333333333,3.0,coordination,stimul,32.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я отдаю книги в библиотеку.,3.037037037037037,3.0,coordination,stimul,18.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Я и ты снимают комнату у метро.,2.333333333333333,2.0,coordination,stimul,5.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Ты и я вносим аванс за квартиру.,4.384615384615385,4.0,coordination,stimul,25.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Ты и я закрываю долги за семестр.,3.2666666666666666,3.0,coordination,stimul,27.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Ты и я ищешь ключи от квартиры.,2.2142857142857144,2.0,coordination,stimul,12.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я отмывают духовку от жира.,2.5,2.0,coordination,stimul,10.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я чинят шкафчик для посуды.,2.5384615384615383,3.0,coordination,stimul,4.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я отмываю духовку от жира.,3.6666666666666665,4.0,coordination,stimul,10.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты арендую участок под огород.,2.6,3.0,coordination,stimul,22.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я отвозим диван в гараж.,5.0,5.0,coordination,stimul,17.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Я и ты арендуем участок под огород.,5.357142857142857,5.0,coordination,stimul,22.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты ровняем стены под покраску.,4.384615384615385,4.0,coordination,stimul,21.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Ты и я строишь крепость из снега.,2.2857142857142856,2.0,coordination,stimul,30.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я вырезаю снежинки из бумаги.,2.814814814814815,3.0,coordination,stimul,32.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты вносим аванс за квартиру.,4.545454545454546,5.0,coordination,stimul,25.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Ты и я намечаем переезд за границу.,4.857142857142857,5.0,coordination,stimul,26.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Солистка исполнили на концерте новые и старую песня.,1.7821782178217822,2.0,bad,filler,,bad,,
Belova_2022_2,Ты и я вкладывают деньги в акции.,2.5,2.0,coordination,stimul,20.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я готовят перекус из овощей.,3.3846153846153846,3.0,coordination,stimul,31.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я пишу заявление на увольнение.,2.230769230769231,2.0,coordination,stimul,15.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Лиза помыла лапы кошкой и собаками.,1.7745098039215683,2.0,bad,filler,,bad,,
Belova_2022_2,Ты и я покупаешь телевизор для бабушки.,2.1818181818181817,2.0,coordination,stimul,1.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я покупаю телевизор для бабушки.,3.066666666666667,3.0,coordination,stimul,1.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты забираю машину из сервиса.,2.5384615384615383,3.0,coordination,stimul,29.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я чинишь шкафчик для посуды.,2.1538461538461537,2.0,coordination,stimul,4.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я отвожу диван в гараж.,1.5,2.0,coordination,stimul,17.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты строишь крепость из снега.,2.0,2.0,coordination,stimul,30.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Я и ты отмываю духовку от жира.,3.0,3.0,coordination,stimul,10.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я читаешь письмо от ректора.,1.5,2.0,coordination,stimul,11.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты отвозишь диван в гараж.,2.1666666666666665,2.0,coordination,stimul,17.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я варю гречку на костре.,2.142857142857143,2.0,coordination,stimul,13.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты передаю подарок для подруги.,2.333333333333333,2.0,coordination,stimul,2.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я читаем письмо от ректора.,5.066666666666666,5.0,coordination,stimul,11.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Ты и я платим штрафы за парковку.,4.8,5.0,coordination,stimul,28.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Ты и я ровняют стены под покраску.,2.6923076923076925,3.0,coordination,stimul,21.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Я и ты чинят шкафчик для посуды.,2.5454545454545454,3.0,coordination,stimul,4.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Игорь и Таня подрался из-за игровую приставку.,2.107843137254902,2.0,bad,filler,,bad,,
Belova_2022_2,Я и ты вырезаешь снежинки из бумаги.,2.272727272727273,2.0,coordination,stimul,32.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Егор сделал домашнее задание за Улю и Яну.,6.088235294117647,6.0,good,filler,,good,,
Belova_2022_2,Ты и я выкупают цепочку у ломбарда.,2.5454545454545454,3.0,coordination,stimul,8.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Вера и Даня отпраздновали свою годовщину в ресторане.,6.53921568627451,7.0,good,filler,,good,,
Belova_2022_2,Я и ты готовим реквизит для спектакля.,5.307692307692308,5.0,coordination,stimul,3.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты намечаем переезд за границу.,5.166666666666667,5.0,coordination,stimul,26.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Ты и я читают письмо от ректора.,2.4285714285714284,2.0,coordination,stimul,11.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я строим крепость из снега.,5.090909090909091,5.0,coordination,stimul,30.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Я и ты чиним шкафчик для посуды.,5.357142857142857,5.0,coordination,stimul,4.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты арендуешь участок под огород.,3.2,3.0,coordination,stimul,22.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Я и ты берём билет на самолёт.,4.7,5.0,coordination,stimul,14.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты сдают коробки в макулатуру.,2.857142857142857,3.0,coordination,stimul,19.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Ты и я закрываем долги за семестр.,5.2,5.0,coordination,stimul,27.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Ты и я пишем заявление на увольнение.,4.615384615384615,5.0,coordination,stimul,15.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Ты и я ровняешь стены под покраску.,3.0,3.0,coordination,stimul,21.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я встречаешь рассвет у озера.,1.5,2.0,coordination,stimul,7.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я пишешь заявление на увольнение.,2.4285714285714284,2.0,coordination,stimul,15.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я вырезаешь снежинки из бумаги.,2.076923076923077,2.0,coordination,stimul,32.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты берёшь билет на самолёт.,2.090909090909091,2.0,coordination,stimul,14.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я чистим сапоги от грязи.,4.2,4.0,coordination,stimul,9.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Сергей напечатала сборник рассказы и рецензия.,1.7623762376237624,2.0,bad,filler,,bad,,
Belova_2022_2,Ты и я готовишь реквизит для спектакля.,1.8571428571428568,2.0,coordination,stimul,3.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты отдаёшь книги в библиотеку.,1.7692307692307692,2.0,coordination,stimul,18.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Я и ты копаем грядку под редис.,5.066666666666666,5.0,coordination,stimul,24.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Ты и я пишут заявление на увольнение.,2.6,3.0,coordination,stimul,15.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я копаем грядку под редис.,4.846153846153846,5.0,coordination,stimul,24.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Я и ты платят штрафы за парковку.,3.0,3.0,coordination,stimul,28.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты покупаем телевизор для бабушки.,4.285714285714286,4.0,coordination,stimul,1.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Первокурсники и второкурсники пришла на конференцией.,1.8235294117647056,2.0,bad,filler,,bad,,
Belova_2022_2,Я и ты отвозят диван в гараж.,2.1538461538461537,2.0,coordination,stimul,17.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты закрываю долги за семестр.,2.6153846153846154,3.0,coordination,stimul,27.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я чищу сапоги от грязи.,3.0,3.0,coordination,stimul,9.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Ты и я ровняю стены под покраску.,2.5,2.0,coordination,stimul,21.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Команда проиграла матча и турнира.,1.6862745098039216,2.0,bad,filler,,bad,,
Belova_2022_2,Ты и я покупают телевизор для бабушки.,2.25,2.0,coordination,stimul,1.0,"you_I, 3pl",you_I,3pl
