author,sentence,response,response_round,subtype,type,lexicalization,condition,pronoun,strategy,verb
Belova_2023_2,В столичные вузы поступят они семеро.,2.75,3.0,quantifier,stimul,17.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,За выполненные задачи отчитаются все из них.,4.0,4.0,quantifier,stimul,43.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В карнавальные костюмы переоденутся мы все.,2.857142857142857,3.0,quantifier,stimul,6.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,За новые проекты возьмутся мы все.,2.571428571428572,3.0,quantifier,stimul,42.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В разные аэропорты прилетит трое из них.,2.555555555555556,3.0,quantifier,stimul,8.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,На акустической гитаре сыграем все из нас.,2.6666666666666665,3.0,quantifier,stimul,13.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,За поломанные инструменты ответит мы шестеро.,2.0,2.0,quantifier,stimul,35.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,К поисковым отрядам присоединимся мы пятеро.,3.857142857142857,4.0,quantifier,stimul,28.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В перспективные акции вложатся все из нас.,3.555555555555556,4.0,quantifier,stimul,44.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В дешёвых хостелах остановится двое из них.,4.0,4.0,quantifier,stimul,7.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,Четыре ребёнка сходят в цирк и зоопарку.,2.1560283687943262,2.0,bad,filler,,bad,,,
Belova_2023_2,В научных журналах опубликуемся трое из нас.,2.555555555555556,3.0,quantifier,stimul,2.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В важные переговоры вмешаются они все.,4.333333333333333,4.0,quantifier,stimul,29.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В дешёвых хостелах остановится мы двое.,1.875,2.0,quantifier,stimul,7.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,С артистами спектакля познакомятся мы все.,2.5,2.0,quantifier,stimul,33.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На предложения конкурентов согласимся мы трое.,3.5,4.0,quantifier,stimul,14.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,За допущенные ошибки извинимся все из нас.,2.6666666666666665,3.0,quantifier,stimul,45.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,Со свадебными фотографами свяжутся двое из нас.,4.888888888888889,5.0,quantifier,stimul,25.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В научных журналах опубликуются все из нас.,2.7777777777777777,3.0,quantifier,stimul,2.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В карнавальные костюмы переоденемся мы семеро.,4.625,5.0,quantifier,stimul,6.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В перспективные акции вложатся трое из них.,5.888888888888889,6.0,quantifier,stimul,44.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В перспективные акции вложатся трое из нас.,5.333333333333333,5.0,quantifier,stimul,44.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В больших палатках переночуют мы все.,2.625,3.0,quantifier,stimul,19.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,К поисковым отрядам присоединятся пятеро из них.,6.111111111111111,6.0,quantifier,stimul,28.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В соседние страны переедем трое из нас.,2.7777777777777777,3.0,quantifier,stimul,32.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,За допущенные ошибки извинятся мы все.,2.125,2.0,quantifier,stimul,45.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На студенческих конференциях выступим мы все.,4.125,4.0,quantifier,stimul,21.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На предложения конкурентов согласимся трое из нас.,2.6666666666666665,3.0,quantifier,stimul,14.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В научных журналах опубликуются все из них.,4.222222222222222,4.0,quantifier,stimul,2.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На акустической гитаре сыграют все из нас.,3.888888888888889,4.0,quantifier,stimul,13.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На конкурсе чтецов победит мы двое.,1.75,2.0,quantifier,stimul,37.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В научных журналах опубликуются они трое.,3.2222222222222223,3.0,quantifier,stimul,2.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,На предложения конкурентов согласимся мы все.,4.0,4.0,quantifier,stimul,14.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В байдарочные походы отправится четверо из нас.,4.888888888888889,5.0,quantifier,stimul,27.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,На студенческих конференциях выступит они четверо.,1.5555555555555556,2.0,quantifier,stimul,21.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,К новым поликлиникам прикрепятся они пятеро.,2.375,2.0,quantifier,stimul,40.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В старых кладовках приберётся шестеро из нас.,5.222222222222222,5.0,quantifier,stimul,47.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,В дешёвых хостелах остановятся все из них.,4.111111111111111,4.0,quantifier,stimul,7.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,Со сломанными телефонами разберется они четверо.,1.6666666666666667,2.0,quantifier,stimul,9.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,На предложения конкурентов согласится трое из них.,4.333333333333333,4.0,quantifier,stimul,14.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,За поломанные инструменты ответят они шестеро.,3.6666666666666665,4.0,quantifier,stimul,35.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В отдалённые деревни съездим мы трое.,4.714285714285714,5.0,quantifier,stimul,20.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В учебных кабинетах подметёт мы шестеро.,2.0,2.0,quantifier,stimul,41.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В спортивные секции запишутся они все.,3.888888888888889,4.0,quantifier,stimul,12.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В социальных опросах поучаствуют семеро из нас.,5.888888888888889,6.0,quantifier,stimul,48.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,Со сломанными телефонами разберемся мы все.,3.875,4.0,quantifier,stimul,9.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На двугорбых верблюдах покатаются все из нас.,3.4444444444444446,3.0,quantifier,stimul,26.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В научных журналах опубликуется они трое.,1.8888888888888888,2.0,quantifier,stimul,2.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,На проходной завода отметятся трое из нас.,5.111111111111111,5.0,quantifier,stimul,38.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В столичные вузы поступят семеро из нас.,6.111111111111111,6.0,quantifier,stimul,17.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С артистами спектакля познакомимся четверо из нас.,2.333333333333333,2.0,quantifier,stimul,33.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,Со сломанными телефонами разберутся они четверо.,2.7777777777777777,3.0,quantifier,stimul,9.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,На курсы вождения пойдёт они пятеро.,1.5555555555555556,2.0,quantifier,stimul,46.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В важные переговоры вмешаются все из них.,3.6666666666666665,4.0,quantifier,stimul,29.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На проходной завода отметится трое из них.,3.4444444444444446,3.0,quantifier,stimul,38.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,В крещенской проруби искупаются они все.,4.555555555555555,5.0,quantifier,stimul,4.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,С поставщиками продуктов созвонятся они все.,3.888888888888889,4.0,quantifier,stimul,10.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В гостиничные номера вернутся четверо из них.,5.111111111111111,5.0,quantifier,stimul,15.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,С нынешних позиций уволится мы семеро.,1.875,2.0,quantifier,stimul,18.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,На конкурсе чтецов победит двое из нас.,5.333333333333333,5.0,quantifier,stimul,37.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,О нужных продуктах позаботится мы семеро.,1.875,2.0,quantifier,stimul,30.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В больших палатках переночуют все из нас.,3.111111111111111,3.0,quantifier,stimul,19.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,За новые проекты возьмётся семеро из нас.,5.555555555555555,6.0,quantifier,stimul,42.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,За первые парты сядет четверо из них.,3.555555555555556,4.0,quantifier,stimul,39.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,За первые парты сядут они все.,4.222222222222222,4.0,quantifier,stimul,39.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В гостиничные номера вернутся мы все.,2.625,3.0,quantifier,stimul,15.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,За новые проекты возьмутся мы семеро.,1.8,2.0,quantifier,stimul,42.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,Со свадебными фотографами свяжутся мы двое.,2.0,2.0,quantifier,stimul,25.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В столичные вузы поступят они все.,4.555555555555555,5.0,quantifier,stimul,17.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,За первые парты сядут четверо из нас.,5.666666666666667,6.0,quantifier,stimul,39.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,Со сломанными телефонами разберутся четверо из них.,5.111111111111111,5.0,quantifier,stimul,9.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,За новые проекты возьмутся семеро из нас.,6.222222222222222,6.0,quantifier,stimul,42.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На утренних поездах приедет они шестеро.,1.25,1.0,quantifier,stimul,5.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В больших палатках переночуем мы все.,3.625,4.0,quantifier,stimul,19.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,О скорых отставках объявим мы семеро.,4.625,5.0,quantifier,stimul,36.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,За поломанные инструменты ответим мы все.,4.875,5.0,quantifier,stimul,35.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В карнавальные костюмы переоденемся семеро из нас.,3.0,3.0,quantifier,stimul,6.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В гостиничные номера вернётся они четверо.,1.5555555555555556,2.0,quantifier,stimul,15.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,Только три черепашонка из кладки доберутся до моря.,5.963768115942029,6.0,good,filler,,good,,,
Belova_2023_2,С проведением экзаменов поможем все из нас.,2.555555555555556,3.0,quantifier,stimul,3.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На конкурсе чтецов победит они двое.,1.6666666666666667,2.0,quantifier,stimul,37.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В разные аэропорты прилетят все из нас.,3.0,3.0,quantifier,stimul,8.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,По незнакомым номерам перезвонит мы пятеро.,1.75,2.0,quantifier,stimul,22.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,Восемь первокурсник придут на конференцией.,2.302158273381295,2.0,bad,filler,,bad,,,
Belova_2023_2,В спортивные секции запишемся мы все.,3.857142857142857,4.0,quantifier,stimul,12.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На двугорбых верблюдах покатаемся все из нас.,2.555555555555556,3.0,quantifier,stimul,26.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,С артистами спектакля познакомится четверо из них.,4.222222222222222,4.0,quantifier,stimul,33.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,За допущенные ошибки извинится четверо из них.,3.888888888888889,4.0,quantifier,stimul,45.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,За новые проекты возьмутся все из нас.,3.6666666666666665,4.0,quantifier,stimul,42.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На конкурсе чтецов победим мы двое.,5.285714285714286,5.0,quantifier,stimul,37.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На проходной завода отметится они трое.,1.5555555555555556,2.0,quantifier,stimul,38.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В разные аэропорты прилетим мы трое.,4.0,4.0,quantifier,stimul,8.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На утренних поездах приедут мы шестеро.,1.9,2.0,quantifier,stimul,5.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,За поломанные инструменты ответим шестеро из нас.,2.555555555555556,3.0,quantifier,stimul,35.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В перспективные акции вложатся они трое.,3.333333333333333,3.0,quantifier,stimul,44.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В старых кладовках приберёмся шестеро из нас.,2.4444444444444446,2.0,quantifier,stimul,47.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На пятничную вечеринку придёт они двое.,1.5555555555555556,2.0,quantifier,stimul,1.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,С проведением экзаменов помогут четверо из них.,4.777777777777778,5.0,quantifier,stimul,3.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В дешёвых хостелах остановятся двое из нас.,5.222222222222222,5.0,quantifier,stimul,7.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,Вы с Любой испечёте шоколадное печенье.,5.531914893617022,6.0,good,filler,,good,,,
Belova_2023_2,К поисковым отрядам присоединятся они пятеро.,3.5,4.0,quantifier,stimul,28.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В крещенской проруби искупаются все из нас.,3.2222222222222223,3.0,quantifier,stimul,4.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В лесных озёрах порыбачат двое из нас.,5.111111111111111,5.0,quantifier,stimul,31.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На акустической гитаре сыграют двое из нас.,5.444444444444445,5.0,quantifier,stimul,13.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В карнавальные костюмы переоденутся они все.,4.555555555555555,5.0,quantifier,stimul,6.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,На предложения конкурентов согласятся трое из нас.,5.5,6.0,quantifier,stimul,14.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В карнавальные костюмы переоденутся все из них.,4.111111111111111,4.0,quantifier,stimul,6.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На двугорбых верблюдах покатается трое из нас.,5.444444444444445,5.0,quantifier,stimul,26.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,Со свадебными фотографами свяжутся они все.,4.222222222222222,4.0,quantifier,stimul,25.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,Со сломанными телефонами разберется четверо из них.,3.888888888888889,4.0,quantifier,stimul,9.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,С проведением экзаменов помогут все из них.,4.111111111111111,4.0,quantifier,stimul,3.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На проходной завода отметятся все из нас.,3.4444444444444446,3.0,quantifier,stimul,38.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С поставщиками продуктов созвонится они пятеро.,1.5555555555555556,2.0,quantifier,stimul,10.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В байдарочные походы отправятся мы четверо.,2.1,2.0,quantifier,stimul,27.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,За первые парты сядут все из них.,3.6666666666666665,4.0,quantifier,stimul,39.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В важные переговоры вмешаются мы шестеро.,1.8,2.0,quantifier,stimul,29.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В важные переговоры вмешаются мы все.,2.25,2.0,quantifier,stimul,29.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В перспективные акции вложимся мы все.,5.375,5.0,quantifier,stimul,44.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,С поставщиками продуктов созвонятся они пятеро.,2.333333333333333,2.0,quantifier,stimul,10.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,С артистами спектакля познакомимся мы все.,4.375,4.0,quantifier,stimul,33.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На курсы вождения пойдут они все.,4.777777777777778,5.0,quantifier,stimul,46.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В разные аэропорты прилетит мы трое.,1.5,2.0,quantifier,stimul,8.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,На студенческих конференциях выступят мы четверо.,2.0,2.0,quantifier,stimul,21.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На утренних поездах приедет мы шестеро.,2.125,2.0,quantifier,stimul,5.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В разные аэропорты прилетим трое из нас.,2.555555555555556,3.0,quantifier,stimul,8.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На южных курортах отдохнут мы все.,3.0,3.0,quantifier,stimul,24.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,По незнакомым номерам перезвонит пятеро из нас.,4.555555555555555,5.0,quantifier,stimul,22.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,В столичные вузы поступит они семеро.,1.5555555555555556,2.0,quantifier,stimul,17.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,За первые парты сядут четверо из них.,5.444444444444445,5.0,quantifier,stimul,39.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На пятничную вечеринку придём все из нас.,2.2222222222222223,2.0,quantifier,stimul,1.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В байдарочные походы отправятся четверо из них.,6.0,6.0,quantifier,stimul,27.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В байдарочные походы отправимся четверо из нас.,2.4444444444444446,2.0,quantifier,stimul,27.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,С заменой лампочек справятся шестеро из нас.,5.777777777777778,6.0,quantifier,stimul,11.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В столичные вузы поступит мы семеро.,2.0,2.0,quantifier,stimul,17.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,За поломанные инструменты ответят мы шестеро.,1.6,2.0,quantifier,stimul,35.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,К новым поликлиникам прикрепятся пятеро из нас.,5.666666666666667,6.0,quantifier,stimul,40.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,За новые проекты возьмёмся мы семеро.,4.125,4.0,quantifier,stimul,42.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На предложения конкурентов согласится трое из нас.,5.0,5.0,quantifier,stimul,14.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,На утренних поездах приедут шестеро из нас.,5.333333333333333,5.0,quantifier,stimul,5.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С поставщиками продуктов созвонятся все из них.,3.555555555555556,4.0,quantifier,stimul,10.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,С кредитными долгами рассчитаемся мы шестеро.,2.625,3.0,quantifier,stimul,23.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,За допущенные ошибки извинятся все из нас.,3.4444444444444446,3.0,quantifier,stimul,45.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С нынешних позиций уволятся семеро из них.,4.777777777777778,5.0,quantifier,stimul,18.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В байдарочные походы отправятся все из них.,4.375,4.0,quantifier,stimul,27.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В старых кладовках приберётся мы шестеро.,1.7647058823529411,2.0,quantifier,stimul,47.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В больших палатках переночует мы двое.,1.875,2.0,quantifier,stimul,19.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В социальных опросах поучаствуют семеро из них.,5.888888888888889,6.0,quantifier,stimul,48.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На утренних поездах приедут они все.,3.5,4.0,quantifier,stimul,5.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,Вы с Любой выкупим цепочку из ломбарде.,2.1510791366906474,2.0,bad,filler,,bad,,,
Belova_2023_2,Только двое девочка будут сдавать биологией.,1.7714285714285714,2.0,bad,filler,,bad,,,
Belova_2023_2,На студенческих конференциях выступят мы все.,2.875,3.0,quantifier,stimul,21.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,За новые проекты возьмёмся все из нас.,2.7777777777777777,3.0,quantifier,stimul,42.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,С нынешних позиций уволятся они все.,4.111111111111111,4.0,quantifier,stimul,18.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В соседние страны переедут они трое.,3.0,3.0,quantifier,stimul,32.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В спортивные секции запишутся семеро из них.,4.777777777777778,5.0,quantifier,stimul,12.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В карнавальные костюмы переоденутся они семеро.,3.111111111111111,3.0,quantifier,stimul,6.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,К поисковым отрядам присоединятся все из нас.,3.6666666666666665,4.0,quantifier,stimul,28.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,Со сломанными телефонами разберемся мы четверо.,4.5,4.0,quantifier,stimul,9.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На пятничную вечеринку придут мы двое.,2.0,2.0,quantifier,stimul,1.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В учебных кабинетах подметут все из нас.,3.111111111111111,3.0,quantifier,stimul,41.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В разные аэропорты прилетят мы все.,2.375,2.0,quantifier,stimul,8.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,С кредитными долгами рассчитается шестеро из нас.,4.875,5.0,quantifier,stimul,23.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,На студенческих конференциях выступят они все.,3.7777777777777777,4.0,quantifier,stimul,21.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В отдалённые деревни съездят мы трое.,2.5,2.0,quantifier,stimul,20.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В дешёвых хостелах остановятся двое из них.,5.222222222222222,5.0,quantifier,stimul,7.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На конкурсе чтецов победят мы двое.,1.9,2.0,quantifier,stimul,37.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,С нынешних позиций уволятся мы семеро.,2.2,2.0,quantifier,stimul,18.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В течение месяца женятся все из них.,4.0,4.0,quantifier,stimul,16.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В дешёвых хостелах остановится двое из нас.,4.333333333333333,4.0,quantifier,stimul,7.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,На пятничную вечеринку придём мы все.,4.0,4.0,quantifier,stimul,1.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В разные аэропорты прилетят трое из нас.,4.888888888888889,5.0,quantifier,stimul,8.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В течение месяца женимся пятеро из нас.,2.6666666666666665,3.0,quantifier,stimul,16.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В спортивные секции запишутся семеро из нас.,6.555555555555555,7.0,quantifier,stimul,12.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В карнавальные костюмы переоденутся все из нас.,4.555555555555555,5.0,quantifier,stimul,6.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С очевидцами аварии побеседует пятеро из них.,4.555555555555555,5.0,quantifier,stimul,34.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,В лесных озёрах порыбачат мы двое.,2.2,2.0,quantifier,stimul,31.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В лесных озёрах порыбачит мы двое.,1.875,2.0,quantifier,stimul,31.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,С нынешних позиций уволимся мы все.,3.625,4.0,quantifier,stimul,18.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В учебных кабинетах подметут они шестеро.,2.888888888888889,3.0,quantifier,stimul,41.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В старых кладовках приберутся все из нас.,3.333333333333333,3.0,quantifier,stimul,47.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В байдарочные походы отправимся все из нас.,2.555555555555556,3.0,quantifier,stimul,27.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,Три картины из этого музея будут отреставрированы.,6.297872340425532,6.0,good,filler,,good,,,
Belova_2023_2,К новым поликлиникам прикрепятся все из нас.,3.888888888888889,4.0,quantifier,stimul,40.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С поставщиками продуктов созвонятся мы все.,2.625,3.0,quantifier,stimul,10.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На студенческих конференциях выступят все из них.,4.111111111111111,4.0,quantifier,stimul,21.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В течение месяца женятся мы все.,2.0,2.0,quantifier,stimul,16.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,С артистами спектакля познакомятся они все.,4.666666666666667,5.0,quantifier,stimul,33.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В лесных озёрах порыбачат мы все.,2.125,2.0,quantifier,stimul,31.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В спортивные секции запишется семеро из нас.,5.333333333333333,5.0,quantifier,stimul,12.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,О нужных продуктах позаботимся все из нас.,2.333333333333333,2.0,quantifier,stimul,30.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На акустической гитаре сыграют мы все.,2.5,2.0,quantifier,stimul,13.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,О скорых отставках объявят семеро из нас.,4.777777777777778,5.0,quantifier,stimul,36.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В течение месяца женится пятеро из нас.,5.0,5.0,quantifier,stimul,16.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,За допущенные ошибки извинимся мы четверо.,4.875,5.0,quantifier,stimul,45.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,С кредитными долгами рассчитается мы шестеро.,2.0,2.0,quantifier,stimul,23.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В отдалённые деревни съездим мы все.,4.0,4.0,quantifier,stimul,20.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,О нужных продуктах позаботятся мы семеро.,2.5,2.0,quantifier,stimul,30.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На пятничную вечеринку придут мы все.,2.625,3.0,quantifier,stimul,1.0,"we, nom, 3pl",we,nom,3pl
