experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,conjuncts,agreement,conjunction,order
Davidjuk_2023,Я и Костя расскажем интересную историю.,4.2,4.0,coordination,stimul,22,170,I_noun,1pl,and,SV
Davidjuk_2023,Я и Игорь совершу далёкое путешествие.,1.9,2.0,coordination,stimul,28,217,I_noun,1sg,and,SV
Davidjuk_2023,Никита и я внесём небольшой аванс.,5.6,6.0,coordination,stimul,31,242,noun_I,1pl,and,SV
Davidjuk_2023,Я и Ваня возьмут краткосрочный отпуск.,2.2222222222222223,2.0,coordination,stimul,6,44,I_noun,3pl,and,SV
Davidjuk_2023,"Или я, или Влад покрасят этот новый забор.",4.1,4.0,coordination,stimul,21,168,I_noun,3pl,or_or,SV
Davidjuk_2023,Я и Гена продолжит заочное обучение.,3.0,3.0,coordination,stimul,15,115,I_noun,3sg,and,SV
Davidjuk_2023,"И Максим, и я сделают домашнее задание.",2.6,3.0,coordination,stimul,3,24,noun_I,3pl,and_and,SV
Davidjuk_2023,"И Юра, и я устроят детский праздник.",3.3,3.0,coordination,stimul,26,208,noun_I,3pl,and_and,SV
Davidjuk_2023,Митя или я составлю этот длинный список.,3.333333333333333,3.0,coordination,stimul,29,225,noun_I,1sg,or,SV
Davidjuk_2023,"Или Андрей, или я увидим этот кукольный спектакль.",4.4,4.0,coordination,stimul,2,14,noun_I,1pl,or_or,SV
Davidjuk_2023,Я или Вася проведём это экстренное совещание.,3.125,3.0,coordination,stimul,1,2,I_noun,1pl,or,SV
Davidjuk_2023,"Или Вова, или я споют эту весёлую песню.",3.6666666666666665,4.0,coordination,stimul,3,24,noun_I,3pl,or_or,SV
Davidjuk_2023,"И Стёпа, и я попробую яблочный пирог.",3.4,3.0,coordination,stimul,9,69,noun_I,1sg,and_and,SV
Davidjuk_2023,Лёва и я решат сложную задачу.,3.9,4.0,coordination,stimul,25,196,noun_I,3pl,and,SV
Davidjuk_2023,Я или Костя расскажет эту интересную историю.,1.9,2.0,coordination,stimul,8,59,I_noun,3sg,or,SV
Davidjuk_2023,"И я, и Кирилл прополю капустную грядку.",1.8,2.0,coordination,stimul,24,189,I_noun,1sg,and_and,SV
Davidjuk_2023,"И я, и Олег уточнит необходимую информацию.",2.2,2.0,coordination,stimul,14,111,I_noun,3sg,and_and,SV
Davidjuk_2023,"Или я, или Лёва решим эту сложную задачу.",3.1,3.0,coordination,stimul,11,86,I_noun,1pl,or_or,SV
Davidjuk_2023,"И я, и Никита попросим дополнительный отгул.",5.5,6.0,coordination,stimul,10,78,I_noun,1pl,and_and,SV
Davidjuk_2023,Я и Денис пропустит финальный матч.,2.0,2.0,coordination,stimul,12,91,I_noun,3sg,and,SV
Davidjuk_2023,Никита или я внесу этот небольшой аванс.,2.727272727272727,3.0,coordination,stimul,14,105,noun_I,1sg,or,SV
Davidjuk_2023,Яша запишет этот почтовую адрес.,2.906832298136646,3.0,bad,filler,33,283,,,,
Davidjuk_2023,Кирилл помоет тарелку и чашку.,6.448717948717949,6.0,good,filler,33,263,,,,
Davidjuk_2023,"И я, и Денис пропустят финальный матч.",2.4,2.0,coordination,stimul,12,96,I_noun,3pl,and_and,SV
Davidjuk_2023,"И я, и Гена продолжит заочное обучение.",2.6,3.0,coordination,stimul,15,119,I_noun,3sg,and_and,SV
Davidjuk_2023,Я или Миша исправлю эту случайную ошибку.,2.6666666666666665,3.0,coordination,stimul,31,241,I_noun,1sg,or,SV
Davidjuk_2023,Я или Гоша начнут этот непростой разговор.,3.6,4.0,coordination,stimul,28,220,I_noun,3pl,or,SV
Davidjuk_2023,"И я, и Паша посетим исторический музей.",4.8,5.0,coordination,stimul,11,86,I_noun,1pl,and_and,SV
Davidjuk_2023,Денис и Илья окажем неоценимую помощь.,2.873417721518988,3.0,bad,filler,33,277,,,,
Davidjuk_2023,"Или я, или Миша исправят эту случайную ошибку.",2.7,3.0,coordination,stimul,31,248,I_noun,3pl,or_or,SV
Davidjuk_2023,Влад и я покажет короткую дорогу.,2.1,2.0,coordination,stimul,13,99,noun_I,3sg,and,SV
Davidjuk_2023,"И я, и Петя нарисует подробную схему.",2.5,2.0,coordination,stimul,1,7,I_noun,3sg,and_and,SV
Davidjuk_2023,"И Максим, и я сделает домашнее задание.",2.4,2.0,coordination,stimul,3,23,noun_I,3sg,and_and,SV
Davidjuk_2023,Дима или я послушаю это голосовое сообщение.,3.4,3.0,coordination,stimul,5,33,noun_I,1sg,or,SV
Davidjuk_2023,"Или Гена, или я раскроем это подлое преступление.",5.2,5.0,coordination,stimul,23,182,noun_I,1pl,or_or,SV
Davidjuk_2023,"И я, и Вася посмотрю документальный фильм.",2.2,2.0,coordination,stimul,2,13,I_noun,1sg,and_and,SV
Davidjuk_2023,Вадим и я соберём нужный материал.,5.7,6.0,coordination,stimul,23,178,noun_I,1pl,and,SV
Davidjuk_2023,"Вова подготовит или статью, или доклад.",5.826086956521739,6.0,good,filler,33,266,,,,
Davidjuk_2023,"Или Никита, или я внесут этот небольшой аванс.",2.888888888888889,3.0,coordination,stimul,14,112,noun_I,3pl,or_or,SV
Davidjuk_2023,Вася и я посмотрят документальный фильм.,2.7,3.0,coordination,stimul,2,12,noun_I,3pl,and,SV
Davidjuk_2023,Я и Егор прочитает вводную лекцию.,2.1,2.0,coordination,stimul,18,139,I_noun,3sg,and,SV
Davidjuk_2023,Никита или я побелю этот высокий потолок.,5.0,5.0,coordination,stimul,20,153,noun_I,1sg,or,SV
Davidjuk_2023,"И я, и Вова споёт весёлую песню.",2.9,3.0,coordination,stimul,7,55,I_noun,3sg,and_and,SV
Davidjuk_2023,Я или Саша отнесут это тяжёлое ведро.,3.1,3.0,coordination,stimul,32,252,I_noun,3pl,or,SV
Davidjuk_2023,Я и Володя приобрету ценный опыт.,2.9,3.0,coordination,stimul,16,121,I_noun,1sg,and,SV
Davidjuk_2023,Петя привлечёт эту молодой публику.,2.7721518987341773,3.0,bad,filler,33,282,,,,
Davidjuk_2023,Я или Митя составлю этот длинный список.,3.3,3.0,coordination,stimul,29,225,I_noun,1sg,or,SV
Davidjuk_2023,Я и Олег уточним необходимую информацию.,4.7,5.0,coordination,stimul,14,106,I_noun,1pl,and,SV
Davidjuk_2023,Я и Федя разработает детальный план.,2.4,2.0,coordination,stimul,27,211,I_noun,3sg,and,SV
Davidjuk_2023,"Или Саша, или я отнесу это тяжёлое ведро.",4.4,4.0,coordination,stimul,32,253,noun_I,1sg,or_or,SV
Davidjuk_2023,Я и Володя приобретём ценный опыт.,5.777777777777778,6.0,coordination,stimul,16,122,I_noun,1pl,and,SV
Davidjuk_2023,Я или Егор прочитают эту вводную лекцию.,3.8,4.0,coordination,stimul,6,44,I_noun,3pl,or,SV
Davidjuk_2023,Федя и я разработают детальный план.,3.1,3.0,coordination,stimul,27,212,noun_I,3pl,and,SV
Davidjuk_2023,Я и Федя разработают детальный план.,2.2,2.0,coordination,stimul,27,212,I_noun,3pl,and,SV
Davidjuk_2023,Влад или я покрасят этот новый забор.,4.1,4.0,coordination,stimul,21,164,noun_I,3pl,or,SV
Davidjuk_2023,Я или Вася проведёт это экстренное совещание.,3.3,3.0,coordination,stimul,1,3,I_noun,3sg,or,SV
Davidjuk_2023,Гриша и я сыграем шахматную партию.,3.8,4.0,coordination,stimul,29,226,noun_I,1pl,and,SV
Davidjuk_2023,Лёва или я произнесут эту торжественную речь.,2.8,3.0,coordination,stimul,30,236,noun_I,3pl,or,SV
Davidjuk_2023,"Или Миша, или я исправит эту случайную ошибку.",2.8,3.0,coordination,stimul,31,247,noun_I,3sg,or_or,SV
Davidjuk_2023,Олег и я уточнит необходимую информацию.,3.2,3.0,coordination,stimul,14,107,noun_I,3sg,and,SV
Davidjuk_2023,"И я, и Володя приобретём ценный опыт.",4.4,4.0,coordination,stimul,16,126,I_noun,1pl,and_and,SV
Davidjuk_2023,Я или Паша посетят этот научный семинар.,3.3,3.0,coordination,stimul,16,124,I_noun,3pl,or,SV
Davidjuk_2023,"И я, и Костя расскажу интересную историю.",1.5,2.0,coordination,stimul,22,173,I_noun,1sg,and_and,SV
Davidjuk_2023,"И Дима, и я послушают праздничный концерт.",3.1,3.0,coordination,stimul,17,136,noun_I,3pl,and_and,SV
Davidjuk_2023,"Или Яша, или я закажет этот дорогой десерт.",2.272727272727273,2.0,coordination,stimul,24,191,noun_I,3sg,or_or,SV
Davidjuk_2023,Олег и я уточним необходимую информацию.,5.4,5.0,coordination,stimul,14,106,noun_I,1pl,and,SV
Davidjuk_2023,Денис и я пропущу финальный матч.,3.1,3.0,coordination,stimul,12,89,noun_I,1sg,and,SV
Davidjuk_2023,"И я, и Яша приготовлю вкусный обед.",1.8,2.0,coordination,stimul,30,237,I_noun,1sg,and_and,SV
Davidjuk_2023,"Или я, или Игорь совершу это далёкое путешествие.",3.3,3.0,coordination,stimul,13,101,I_noun,1sg,or_or,SV
Davidjuk_2023,"Или Стёпа, или я исполню эту оперную арию.",3.888888888888889,4.0,coordination,stimul,4,29,noun_I,1sg,or_or,SV
Davidjuk_2023,Яша или я закажу этот дорогой десерт.,4.9,5.0,coordination,stimul,24,185,noun_I,1sg,or,SV
Davidjuk_2023,"И я, и Лёва решит сложную задачу.",2.2,2.0,coordination,stimul,25,199,I_noun,3sg,and_and,SV
Davidjuk_2023,"И я, и Миша сдадим вступительный экзамен.",4.8,5.0,coordination,stimul,8,62,I_noun,1pl,and_and,SV
Davidjuk_2023,"И Яша, и я приготовят вкусный обед.",3.7,4.0,coordination,stimul,30,240,noun_I,3pl,and_and,SV
Davidjuk_2023,"И я, и Костя расскажут интересную историю.",3.1,3.0,coordination,stimul,22,176,I_noun,3pl,and_and,SV
Davidjuk_2023,"Или я, или Андрей увижу этот кукольный спектакль.",1.9,2.0,coordination,stimul,2,13,I_noun,1sg,or_or,SV
Davidjuk_2023,"Или я, или Вася проведёт это экстренное совещание.",2.7,3.0,coordination,stimul,1,7,I_noun,3sg,or_or,SV
Davidjuk_2023,Я и Влад покажут короткую дорогу.,2.6,3.0,coordination,stimul,13,100,I_noun,3pl,and,SV
Davidjuk_2023,"И Боря, и я подготовят промежуточный отчёт.",3.3,3.0,coordination,stimul,21,168,noun_I,3pl,and_and,SV
Davidjuk_2023,Олег или я подпишут это деловое соглашение.,3.7,4.0,coordination,stimul,17,132,noun_I,3pl,or,SV
Davidjuk_2023,"Или я, или Федя выиграют этот теннисный турнир.",4.0,4.0,coordination,stimul,26,208,I_noun,3pl,or_or,SV
Davidjuk_2023,Я и Денис пропущу финальный матч.,2.0,2.0,coordination,stimul,12,89,I_noun,1sg,and,SV
Davidjuk_2023,"Или я, или Костя расскажет эту интересную историю.",3.5,4.0,coordination,stimul,8,62,I_noun,1pl,or_or,SV
Davidjuk_2023,"Или я, или Стёпа исполню эту оперную арию.",2.6,3.0,coordination,stimul,4,29,I_noun,1sg,or_or,SV
Davidjuk_2023,"Или я, или Олег подпишем это деловое соглашение.",4.8,5.0,coordination,stimul,17,134,I_noun,1pl,or_or,SV
Davidjuk_2023,Вадим или я соберём этот нужный материал.,5.6,6.0,coordination,stimul,9,66,noun_I,1pl,or,SV
Davidjuk_2023,"И Гена, и я продолжу заочное обучение.",1.9,2.0,coordination,stimul,15,117,noun_I,1sg,and_and,SV
Davidjuk_2023,"И Стёпа, и я попробуют яблочный пирог.",2.875,3.0,coordination,stimul,9,72,noun_I,3pl,and_and,SV
Davidjuk_2023,"И я, и Стёпа попробуют яблочный пирог.",3.0,3.0,coordination,stimul,9,72,I_noun,3pl,and_and,SV
Davidjuk_2023,Миша или я исправит эту случайную ошибку.,2.7,3.0,coordination,stimul,31,243,noun_I,3sg,or,SV
Davidjuk_2023,"Или я, или Лёва произнесём эту торжественную речь.",4.6,5.0,coordination,stimul,30,238,I_noun,1pl,or_or,SV
Davidjuk_2023,Я или Саша отнесёт это тяжёлое ведро.,2.1,2.0,coordination,stimul,32,251,I_noun,3sg,or,SV
Davidjuk_2023,Никита и я попросим дополнительный отгул.,4.7,5.0,coordination,stimul,10,74,noun_I,1pl,and,SV
Davidjuk_2023,Я или Игорь совершат это далёкое путешествие.,2.3,2.0,coordination,stimul,13,100,I_noun,3pl,or,SV
Davidjuk_2023,"Или я, или Гена раскроют это подлое преступление.",3.0,3.0,coordination,stimul,23,184,I_noun,3pl,or_or,SV
Davidjuk_2023,Стёпа и я попробует яблочный пирог.,2.8,3.0,coordination,stimul,9,67,noun_I,3sg,and,SV
Davidjuk_2023,"Или я, или Гриша переведу эту английскую фразу.",2.6,3.0,coordination,stimul,25,197,I_noun,1sg,or_or,SV
Davidjuk_2023,Вова и я споём весёлую песню.,4.8,5.0,coordination,stimul,7,50,noun_I,1pl,and,SV
Davidjuk_2023,"Или Петя, или я поднимут этот важный вопрос.",3.090909090909091,3.0,coordination,stimul,15,120,noun_I,3pl,or_or,SV
Davidjuk_2023,Я или Боря закончу эту шахматную партию.,3.3,3.0,coordination,stimul,27,209,I_noun,1sg,or,SV
Davidjuk_2023,"И я, и Федя разработаю детальный план.",1.9,2.0,coordination,stimul,27,213,I_noun,1sg,and_and,SV
Davidjuk_2023,"И Юра, и я устроит детский праздник.",2.7,3.0,coordination,stimul,26,207,noun_I,3sg,and_and,SV
Davidjuk_2023,Петя и я нарисую подробную схему.,3.1,3.0,coordination,stimul,1,1,noun_I,1sg,and,SV
Davidjuk_2023,"И я, и Дима послушаю праздничный концерт.",2.1,2.0,coordination,stimul,17,133,I_noun,1sg,and_and,SV
Davidjuk_2023,Я или Паша посещу этот научный семинар.,1.9,2.0,coordination,stimul,16,121,I_noun,1sg,or,SV
Davidjuk_2023,"И Никита, и я внесут небольшой аванс.",2.8,3.0,coordination,stimul,31,248,noun_I,3pl,and_and,SV
Davidjuk_2023,"И Паша, и я посещу исторический музей.",2.6,3.0,coordination,stimul,11,85,noun_I,1sg,and_and,SV
Davidjuk_2023,Я и Игорь совершат далёкое путешествие.,2.9,3.0,coordination,stimul,28,220,I_noun,3pl,and,SV
Davidjuk_2023,"Или я, или Илья выполнят это срочное задание.",2.555555555555556,3.0,coordination,stimul,7,56,I_noun,3pl,or_or,SV
Davidjuk_2023,"И я, и Данила найдёт верный ответ.",2.5,2.0,coordination,stimul,20,159,I_noun,3sg,and_and,SV
Davidjuk_2023,Максим продаст шкаф и кровать.,6.455696202531645,6.0,good,filler,33,258,,,,
Davidjuk_2023,"Или я, или Петя поднимет этот важный вопрос.",3.5,4.0,coordination,stimul,15,119,I_noun,3sg,or_or,SV
Davidjuk_2023,Я или Никита внесут этот небольшой аванс.,3.6666666666666665,4.0,coordination,stimul,14,108,I_noun,3pl,or,SV
Davidjuk_2023,"И Федя, и я разработаем детальный план.",5.4,5.0,coordination,stimul,27,214,noun_I,1pl,and_and,SV
Davidjuk_2023,"Или я, или Никита побелю этот высокий потолок.",2.571428571428572,3.0,coordination,stimul,20,157,I_noun,1sg,or_or,SV
Davidjuk_2023,Я и Вася посмотрим документальный фильм.,4.9,5.0,coordination,stimul,2,10,I_noun,1pl,and,SV
Davidjuk_2023,Вова окончит строительные колледж.,3.358490566037736,3.0,bad,filler,33,287,,,,
Davidjuk_2023,Гриша и я сыграю шахматную партию.,3.4,3.0,coordination,stimul,29,225,noun_I,1sg,and,SV
Davidjuk_2023,Ваня и я возьмём краткосрочный отпуск.,5.9,6.0,coordination,stimul,6,42,noun_I,1pl,and,SV
Davidjuk_2023,Лёва или я решат эту сложную задачу.,3.363636363636364,3.0,coordination,stimul,11,84,noun_I,3pl,or,SV
Davidjuk_2023,"И Яша, и я приготовит вкусный обед.",2.8,3.0,coordination,stimul,30,239,noun_I,3sg,and_and,SV
Davidjuk_2023,"И Лёва, и я решат сложную задачу.",2.9,3.0,coordination,stimul,25,200,noun_I,3pl,and_and,SV
Davidjuk_2023,"Или Дима, или я послушают это голосовое сообщение.",3.9,4.0,coordination,stimul,5,40,noun_I,3pl,or_or,SV
Davidjuk_2023,Я или Юра устроит этот детский праздник.,2.3,2.0,coordination,stimul,12,91,I_noun,3sg,or,SV
Davidjuk_2023,"Или Игорь, или я совершит это далёкое путешествие.",3.1,3.0,coordination,stimul,13,103,noun_I,3sg,or_or,SV
Davidjuk_2023,Володя посадит берёзу или тополь.,6.28125,6.0,good,filler,33,270,,,,
Davidjuk_2023,Гена или я раскроет это подлое преступление.,2.5,2.0,coordination,stimul,23,179,noun_I,3sg,or,SV
Davidjuk_2023,"Или я, или Боря закончит эту шахматную партию.",3.8,4.0,coordination,stimul,27,215,I_noun,3sg,or_or,SV
Davidjuk_2023,Гена и я продолжу заочное обучение.,1.6,2.0,coordination,stimul,15,113,noun_I,1sg,and,SV
Davidjuk_2023,Я и Денис пропустят финальный матч.,2.8,3.0,coordination,stimul,12,92,I_noun,3pl,and,SV
Davidjuk_2023,Илья поделит этот родительский наследство.,1.7701863354037266,2.0,bad,filler,33,287,,,,
Davidjuk_2023,"Или я, или Яша закажет этот дорогой десерт.",3.7,4.0,coordination,stimul,24,191,I_noun,3sg,or_or,SV
Davidjuk_2023,"Или я, или Максим приобрету этот старинный дом.",1.7,2.0,coordination,stimul,22,173,I_noun,1sg,or_or,SV
Davidjuk_2023,Я и Федя разработаем детальный план.,5.7,6.0,coordination,stimul,27,210,I_noun,1pl,and,SV
Davidjuk_2023,"Или Федя, или я выиграет этот теннисный турнир.",4.0,4.0,coordination,stimul,26,207,noun_I,3sg,or_or,SV
Davidjuk_2023,"И я, и Никита внесу небольшой аванс.",3.0,3.0,coordination,stimul,31,245,I_noun,1sg,and_and,SV
Davidjuk_2023,"И я, и Федя разработают детальный план.",2.1,2.0,coordination,stimul,27,216,I_noun,3pl,and_and,SV
Davidjuk_2023,Андрей или я увидим этот кукольный спектакль.,4.3,4.0,coordination,stimul,2,10,noun_I,1pl,or,SV
Davidjuk_2023,"И я, и Дима послушаем праздничный концерт.",4.0,4.0,coordination,stimul,17,134,I_noun,1pl,and_and,SV
Davidjuk_2023,"Или я, или Андрей увидят этот кукольный спектакль.",4.2,4.0,coordination,stimul,2,16,I_noun,3pl,or_or,SV
Davidjuk_2023,Данила и я найдём верный ответ.,5.2,5.0,coordination,stimul,20,154,noun_I,1pl,and,SV
Davidjuk_2023,Гриша или я переведут эту английскую фразу.,3.3,3.0,coordination,stimul,25,196,noun_I,3pl,or,SV
Davidjuk_2023,"Или я, или Боря закончим эту шахматную партию.",4.3,4.0,coordination,stimul,27,214,I_noun,1pl,or_or,SV
Davidjuk_2023,Олег или я подпишем это деловое соглашение.,5.3,5.0,coordination,stimul,17,130,noun_I,1pl,or,SV
Davidjuk_2023,"И я, и Егор прочитаем вводную лекцию.",4.7,5.0,coordination,stimul,18,142,I_noun,1pl,and_and,SV
Davidjuk_2023,"Или я, или Гриша переведут эту английскую фразу.",2.3,2.0,coordination,stimul,25,200,I_noun,3pl,or_or,SV
Davidjuk_2023,Лёва или я произнесу эту торжественную речь.,2.909090909090909,3.0,coordination,stimul,30,233,noun_I,1sg,or,SV
Davidjuk_2023,Я или Илья выполнит это срочное задание.,4.3,4.0,coordination,stimul,7,51,I_noun,3sg,or,SV
Davidjuk_2023,"И я, и Вася посмотрят документальный фильм.",3.25,3.0,coordination,stimul,2,16,I_noun,3pl,and_and,SV
Davidjuk_2023,Я и Кирилл прополем капустную грядку.,5.0,5.0,coordination,stimul,24,186,I_noun,1pl,and,SV
Davidjuk_2023,"И я, и Боря подготовим промежуточный отчёт.",4.0,4.0,coordination,stimul,21,166,I_noun,1pl,and_and,SV
Davidjuk_2023,"Или я, или Кирилл прополет эту капустную грядку.",3.2,3.0,coordination,stimul,10,79,I_noun,3sg,or_or,SV
Davidjuk_2023,"И Петя, и я нарисую подробную схему.",2.9,3.0,coordination,stimul,1,5,noun_I,1sg,and_and,SV
Davidjuk_2023,"Или Ваня, или я отправят это заказное письмо.",2.5,2.0,coordination,stimul,18,144,noun_I,3pl,or_or,SV
Davidjuk_2023,"И Ваня, и я возьмёт краткосрочный отпуск.",2.2,2.0,coordination,stimul,6,47,noun_I,3sg,and_and,SV
Davidjuk_2023,Я или Костя расскажу эту интересную историю.,2.555555555555556,3.0,coordination,stimul,8,57,I_noun,1sg,or,SV
Davidjuk_2023,"Или я, или Максим приобретёт этот старинный дом.",3.2,3.0,coordination,stimul,22,175,I_noun,3sg,or_or,SV
Davidjuk_2023,Дима или я послушаем это голосовое сообщение.,4.4,4.0,coordination,stimul,5,34,noun_I,1pl,or,SV
Davidjuk_2023,"Или я, или Гриша переведём эту английскую фразу.",4.5,4.0,coordination,stimul,25,198,I_noun,1pl,or_or,SV
Davidjuk_2023,"Или Олег, или я подпишет это деловое соглашение.",3.6,4.0,coordination,stimul,17,135,noun_I,3sg,or_or,SV
Davidjuk_2023,"И Федя, и я разработает детальный план.",2.7777777777777777,3.0,coordination,stimul,27,215,noun_I,3sg,and_and,SV
Davidjuk_2023,"Или Яша, или я закажут этот дорогой десерт.",3.5,4.0,coordination,stimul,24,192,noun_I,3pl,or_or,SV
Davidjuk_2023,"И я, и Влад покажут короткую дорогу.",2.9,3.0,coordination,stimul,13,104,I_noun,3pl,and_and,SV
Davidjuk_2023,"Или Илья, или я выполним это срочное задание.",5.4,5.0,coordination,stimul,7,54,noun_I,1pl,or_or,SV
Davidjuk_2023,Андрей наденет тёплую куртку.,6.563291139240507,7.0,good,filler,33,269,,,,
Davidjuk_2023,"Или Дима, или я послушает это голосовое сообщение.",3.3,3.0,coordination,stimul,5,39,noun_I,3sg,or_or,SV
Davidjuk_2023,"И Кирилл, и я прополет капустную грядку.",2.4,2.0,coordination,stimul,24,191,noun_I,3sg,and_and,SV
Davidjuk_2023,Паша или я посетим этот научный семинар.,4.6,5.0,coordination,stimul,16,122,noun_I,1pl,or,SV
Davidjuk_2023,"И я, и Слава получат двойную зарплату.",4.0,4.0,coordination,stimul,5,40,I_noun,3pl,and_and,SV
Davidjuk_2023,Гена и я продолжит заочное обучение.,3.0,3.0,coordination,stimul,15,115,noun_I,3sg,and,SV
Davidjuk_2023,"Или я, или Саша отнесу это тяжёлое ведро.",2.6,3.0,coordination,stimul,32,253,I_noun,1sg,or_or,SV
Davidjuk_2023,Я и Паша посетят исторический музей.,2.5,2.0,coordination,stimul,11,84,I_noun,3pl,and,SV
Davidjuk_2023,Митя напечатает длинный рассказ.,6.503184713375796,7.0,good,filler,33,267,,,,
Davidjuk_2023,"И Петя, и я нарисуют подробную схему.",3.5,4.0,coordination,stimul,1,8,noun_I,3pl,and_and,SV
Davidjuk_2023,"Или я, или Лёва решу эту сложную задачу.",2.8,3.0,coordination,stimul,11,85,I_noun,1sg,or_or,SV
Davidjuk_2023,"И Максим, и я прогуляют последний урок.",2.7,3.0,coordination,stimul,32,256,noun_I,3pl,and_and,SV
Davidjuk_2023,Я или Слава куплю эту известную картину.,3.2,3.0,coordination,stimul,19,145,I_noun,1sg,or,SV
Davidjuk_2023,"Или Слава, или я купят эту известную картину.",3.1,3.0,coordination,stimul,19,152,noun_I,3pl,or_or,SV
Davidjuk_2023,"Или я, или Петя поднимем этот важный вопрос.",5.3,5.0,coordination,stimul,15,118,I_noun,1pl,or_or,SV
Davidjuk_2023,"И Никита, и я попрошу дополнительный отгул.",3.3,3.0,coordination,stimul,10,77,noun_I,1sg,and_and,SV
Davidjuk_2023,Я или Дима послушает это голосовое сообщение.,4.1,4.0,coordination,stimul,5,35,I_noun,3sg,or,SV
Davidjuk_2023,Я или Вася проведут это экстренное совещание.,3.9,4.0,coordination,stimul,1,4,I_noun,3pl,or,SV
Davidjuk_2023,"Или Лёва, или я произнесём эту торжественную речь.",5.111111111111111,5.0,coordination,stimul,30,238,noun_I,1pl,or_or,SV
Davidjuk_2023,Я и Олег уточнят необходимую информацию.,3.333333333333333,3.0,coordination,stimul,14,108,I_noun,3pl,and,SV
Davidjuk_2023,"И Денис, и я пропустят финальный матч.",2.5,2.0,coordination,stimul,12,96,noun_I,3pl,and_and,SV
Davidjuk_2023,Я или Петя поднимут этот важный вопрос.,2.7,3.0,coordination,stimul,15,116,I_noun,3pl,or,SV
Davidjuk_2023,"Или Юра, или я устроим этот детский праздник.",4.5,4.0,coordination,stimul,12,94,noun_I,1pl,or_or,SV
Davidjuk_2023,"Или Олег, или я подпишу это деловое соглашение.",4.1,4.0,coordination,stimul,17,133,noun_I,1sg,or_or,SV
Davidjuk_2023,"Или я, или Дима послушаю это голосовое сообщение.",3.5,4.0,coordination,stimul,5,37,I_noun,1sg,or_or,SV
Davidjuk_2023,"Или Гоша, или я начнут этот непростой разговор.",3.0,3.0,coordination,stimul,28,224,noun_I,3pl,or_or,SV
Davidjuk_2023,"Или я, или Гена раскрою это подлое преступление.",2.5,2.0,coordination,stimul,23,181,I_noun,1sg,or_or,SV
Davidjuk_2023,Я или Ваня отправит это заказное письмо.,3.5,4.0,coordination,stimul,18,139,I_noun,3sg,or,SV
Davidjuk_2023,Андрей или я увидят этот кукольный спектакль.,3.4,3.0,coordination,stimul,2,12,noun_I,3pl,or,SV
Davidjuk_2023,"Или Влад, или я покрасят этот новый забор.",2.6,3.0,coordination,stimul,21,168,noun_I,3pl,or_or,SV
Davidjuk_2023,"И Вова, и я споют весёлую песню.",2.3,2.0,coordination,stimul,7,56,noun_I,3pl,and_and,SV
Davidjuk_2023,Костя и я расскажу интересную историю.,2.3,2.0,coordination,stimul,22,169,noun_I,1sg,and,SV
Davidjuk_2023,"И я, и Никита попрошу дополнительный отгул.",2.888888888888889,3.0,coordination,stimul,10,77,I_noun,1sg,and_and,SV
Davidjuk_2023,"Или я, или Паша посетим этот научный семинар.",4.6,5.0,coordination,stimul,16,126,I_noun,1pl,or_or,SV
Davidjuk_2023,"И Никита, и я внесёт небольшой аванс.",2.6,3.0,coordination,stimul,31,247,noun_I,3sg,and_and,SV
Davidjuk_2023,"И я, и Кирилл прополют капустную грядку.",3.2,3.0,coordination,stimul,24,192,I_noun,3pl,and_and,SV
Davidjuk_2023,Я и Петя нарисует подробную схему.,1.9,2.0,coordination,stimul,1,3,I_noun,3sg,and,SV
Davidjuk_2023,"Или Яша, или я закажем этот дорогой десерт.",4.1,4.0,coordination,stimul,24,190,noun_I,1pl,or_or,SV
Davidjuk_2023,Я и Максим сделаем домашнее задание.,4.9,5.0,coordination,stimul,3,18,I_noun,1pl,and,SV
Davidjuk_2023,Я и Яша приготовлю вкусный обед.,1.8,2.0,coordination,stimul,30,233,I_noun,1sg,and,SV
Davidjuk_2023,Я и Андрей увижу кукольный спектакль.,1.6666666666666667,2.0,coordination,stimul,4,25,I_noun,1sg,and,SV
Davidjuk_2023,Митя или я составят этот длинный список.,4.3,4.0,coordination,stimul,29,228,noun_I,3pl,or,SV
Davidjuk_2023,"Или Кирилл, или я прополют эту капустную грядку.",2.6666666666666665,3.0,coordination,stimul,10,80,noun_I,3pl,or_or,SV
Davidjuk_2023,"Или Яша, или я закажу этот дорогой десерт.",4.7,5.0,coordination,stimul,24,189,noun_I,1sg,or_or,SV
Davidjuk_2023,Рома скачает этот детективный сериал.,6.327044025157233,6.0,good,filler,33,257,,,,
Davidjuk_2023,Я или Петя подниму этот важный вопрос.,3.5,4.0,coordination,stimul,15,113,I_noun,1sg,or,SV
Davidjuk_2023,Илья и я выполню срочное поручение.,2.0,2.0,coordination,stimul,19,145,noun_I,1sg,and,SV
Davidjuk_2023,"Или я, или Вадим соберёт этот нужный материал.",3.5,4.0,coordination,stimul,9,71,I_noun,3sg,or_or,SV
Davidjuk_2023,"Или я, или Никита внесу этот небольшой аванс.",3.3,3.0,coordination,stimul,14,109,I_noun,1sg,or_or,SV
Davidjuk_2023,Я или Никита внесёт этот небольшой аванс.,3.555555555555556,4.0,coordination,stimul,14,107,I_noun,3sg,or,SV
