experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,conjuncts,agreement,conjunction,case
Danilova_2023,Друг отдаст ванильный или шоколадный торты.,4.083333333333333,4.0,coordination,stimul,29,36,adjective_adjective,pl,or,accusative
Danilova_2023,Мальчик будет развивать слуховую и зрительную памяти.,3.008130081300813,3.0,bad,filler,36,43,,,,
Danilova_2023,Руководитель распределит месячный или квартальный бюджеты.,4.133333333333334,4.0,coordination,stimul,32,39,adjective_adjective,pl,or,accusative
Danilova_2023,Парикмахер будет использовать дорогой и дешевый шампунь.,4.411764705882353,4.0,coordination,stimul,26,33,adjective_adjective,sg,and,accusative
Danilova_2023,Геолог будет изучать подводный и наземный вулканы.,5.533333333333333,6.0,coordination,stimul,23,30,adjective_adjective,pl,and,accusative
Danilova_2023,Сосед купит хрустальный или фарфоровый сервизы.,3.6,4.0,coordination,stimul,10,17,adjective_adjective,pl,or,accusative
Danilova_2023,Сантехник и уборщица искали золотое кольцо.,6.459677419354839,6.0,good,filler,42,49,,,,
Danilova_2023,Искусствовед будет заниматься католическим и протестантским храмами.,5.733333333333333,6.0,coordination,stimul,16,23,adjective_adjective,pl,and,instrumental
Danilova_2023,Друг отдаст ванильный или шоколадный торт.,5.666666666666667,6.0,coordination,stimul,29,36,adjective_adjective,sg,or,accusative
Danilova_2023,Профессор купит черный и серый пиджак.,4.083333333333333,4.0,coordination,stimul,3,10,adjective_adjective,sg,and,accusative
Danilova_2023,Руководитель распорядится месячным и квартальным бюджетом.,5.0,5.0,coordination,stimul,32,39,adjective_adjective,sg,and,instrumental
Danilova_2023,Политолог будет изучать европейский или азиатский регион.,4.611111111111111,5.0,coordination,stimul,4,11,adjective_adjective,sg,or,accusative
Danilova_2023,Врач будет пользоваться стерильным и нестерильным бинтом.,4.533333333333333,5.0,coordination,stimul,2,9,adjective_adjective,sg,and,instrumental
Danilova_2023,Завхоз обзаведётся цветным и чёрно-белым принтером. ,4.0,4.0,coordination,stimul,12,19,adjective_adjective,sg,and,instrumental
Danilova_2023,Историк будет исследовать языческий и христианский обряд.,4.333333333333333,4.0,coordination,stimul,7,14,adjective_adjective,sg,and,accusative
Danilova_2023,Сосед купят путёвки в Турцию или Египет.,2.032258064516129,2.0,bad,filler,64,71,,,,
Danilova_2023,Физик будет заниматься цифровым и аналоговым сигналом.,4.176470588235294,4.0,coordination,stimul,1,8,adjective_adjective,sg,and,instrumental
Danilova_2023,Практикант будет заниматься вчерашним и сегодняшним договорами.,5.076923076923077,5.0,coordination,stimul,22,29,adjective_adjective,pl,and,instrumental
Danilova_2023,Парикмахер воспользуется фиолетовым и синим пигментом.,5.0,5.0,coordination,stimul,28,35,adjective_adjective,sg,and,instrumental
Danilova_2023,Друг поделится ванильным или шоколадным тортами.,4.214285714285714,4.0,coordination,stimul,29,36,adjective_adjective,pl,or,instrumental
Danilova_2023,Отец одолжит шёлковый или бамбуковый халат.,5.6923076923076925,6.0,coordination,stimul,19,26,adjective_adjective,sg,or,accusative
Danilova_2023,Покупатель приобретёт деловой и спортивный костюмы.,6.133333333333334,6.0,coordination,stimul,8,15,adjective_adjective,pl,and,accusative
Danilova_2023,Режиссёр прославится документальным и художественным фильмом.,3.357142857142857,3.0,coordination,stimul,15,22,adjective_adjective,sg,and,instrumental
Danilova_2023,Бизнесмен обзаведётся городским или загородным домом.,5.470588235294118,5.0,coordination,stimul,9,16,adjective_adjective,sg,or,instrumental
Danilova_2023,Клиент откроет депозитный или текущий счёт.,5.375,5.0,coordination,stimul,6,13,adjective_adjective,sg,or,accusative
Danilova_2023,Завхоз приобретёт цветной или чёрно-белый принтеры.,3.6,4.0,coordination,stimul,12,19,adjective_adjective,pl,or,accusative
Danilova_2023,Менеджер возглавит большой или маленький магазин.,4.588235294117647,5.0,coordination,stimul,30,37,adjective_adjective,sg,or,accusative
Danilova_2023,Бизнесмен обзаведётся городским и загородным домом.,4.5,4.0,coordination,stimul,9,16,adjective_adjective,sg,and,instrumental
Danilova_2023,Сосед обзаведётся хрустальным или фарфоровым сервизами.,3.615384615384616,4.0,coordination,stimul,10,17,adjective_adjective,pl,or,instrumental
Danilova_2023,Клиент откроет депозитный и текущий счёт.,3.1333333333333333,3.0,coordination,stimul,6,13,adjective_adjective,sg,and,accusative
Danilova_2023,Завхоз обзаведётся цветным или чёрно-белым принтером. ,5.833333333333333,6.0,coordination,stimul,12,19,adjective_adjective,sg,or,instrumental
Danilova_2023,Парикмахер воспользуется фиолетовым или синим пигментом.,6.307692307692308,6.0,coordination,stimul,28,35,adjective_adjective,sg,or,instrumental
Danilova_2023,Инженер или геолог будут руководить полевой работой.,4.560975609756097,5.0,good,filler,61,68,,,,
Danilova_2023,Практикант будет изучать вчерашний и сегодняшний договор.,4.466666666666667,4.0,coordination,stimul,22,29,adjective_adjective,sg,and,accusative
Danilova_2023,Директор будет пользоваться личным или служебным автомобилем.,6.470588235294118,6.0,coordination,stimul,25,32,adjective_adjective,sg,or,instrumental
Danilova_2023,Физик будет заниматься цифровым и аналоговым сигналами.,5.6,6.0,coordination,stimul,1,8,adjective_adjective,pl,and,instrumental
Danilova_2023,Бизнесмен приобретёт городской или загородный дома.,2.0,2.0,coordination,stimul,9,16,adjective_adjective,pl,or,accusative
Danilova_2023,Плотник займётся обеденным или компьютерным столом.,4.875,5.0,coordination,stimul,13,20,adjective_adjective,sg,or,instrumental
Danilova_2023,Политолог будет изучать европейский и азиатский регионы.,6.235294117647059,6.0,coordination,stimul,4,11,adjective_adjective,pl,and,accusative
Danilova_2023,Физик будет заниматься цифровым или аналоговым сигналами.,4.0,4.0,coordination,stimul,1,8,adjective_adjective,pl,or,instrumental
Danilova_2023,Коллега будет руководить бухгалтерским или финансовым отделом.,6.0,6.0,coordination,stimul,11,18,adjective_adjective,sg,or,instrumental
Danilova_2023,Историк будет заниматься языческим и христианским обрядом.,3.1333333333333333,3.0,coordination,stimul,7,14,adjective_adjective,sg,and,instrumental
Danilova_2023,Искусствовед будет заниматься католическим или протестантским храмами.,4.666666666666667,5.0,coordination,stimul,16,23,adjective_adjective,pl,or,instrumental
Danilova_2023,Менеджер будет руководить большим или маленьким магазинами.,3.3846153846153846,3.0,coordination,stimul,30,37,adjective_adjective,pl,or,instrumental
Danilova_2023,Завхоз приобретёт цветной или чёрно-белый принтер. ,5.833333333333333,6.0,coordination,stimul,12,19,adjective_adjective,sg,or,accusative
Danilova_2023,Искусствовед или историк будем заниматься духовыми инструментами.,2.180327868852459,2.0,bad,filler,58,65,,,,
Danilova_2023,Бухгалтер или директор распределим годовые премии.,1.7235772357723578,2.0,bad,filler,54,61,,,,
Danilova_2023,Сосед купит хрустальный и фарфоровый сервиз.,3.941176470588236,4.0,coordination,stimul,10,17,adjective_adjective,sg,and,accusative
Danilova_2023,Врач будет пользоваться стерильным и нестерильным бинтами.,5.923076923076923,6.0,coordination,stimul,2,9,adjective_adjective,pl,and,instrumental
Danilova_2023,Знакомый обзаведется одноэтажным и двухэтажным домами.,6.071428571428571,6.0,coordination,stimul,24,31,adjective_adjective,pl,and,instrumental
Danilova_2023,Искусствовед будет исследовать католический или протестантский храмы.,4.2,4.0,coordination,stimul,16,23,adjective_adjective,pl,or,accusative
Danilova_2023,Менеджер возглавит большой и маленький магазин.,3.071428571428572,3.0,coordination,stimul,30,37,adjective_adjective,sg,and,accusative
Danilova_2023,Врач назначит лекарства от анемии и гастрита.,6.428571428571429,6.0,good,filler,34,41,,,,
Danilova_2023,Парикмахер применит фиолетовый или синий пигмент.,5.722222222222222,6.0,coordination,stimul,28,35,adjective_adjective,sg,or,accusative
Danilova_2023,Инженер будет руководить вагоноремонтным и вагоностроительным заводами.,6.166666666666667,6.0,coordination,stimul,14,21,adjective_adjective,pl,and,instrumental
Danilova_2023,Электрик займётся квартирным или этажным щитками.,3.882352941176471,4.0,coordination,stimul,31,38,adjective_adjective,pl,or,instrumental
Danilova_2023,Менеджер возглавит большой или маленький магазины.,3.9444444444444446,4.0,coordination,stimul,30,37,adjective_adjective,pl,or,accusative
Danilova_2023,Таксист и пенсионерка будут делиться интересными новостями.,5.959349593495935,6.0,good,filler,44,51,,,,
Danilova_2023,Режиссёр снимет документальный или художественный фильмы.,4.666666666666667,5.0,coordination,stimul,15,22,adjective_adjective,pl,or,accusative
Danilova_2023,Чиновник будет пользоваться служебным и личным автомобилем.,4.9375,5.0,coordination,stimul,5,12,adjective_adjective,sg,and,instrumental
Danilova_2023,Сосед купит хрустальный или фарфоровый сервиз.,6.785714285714286,7.0,coordination,stimul,10,17,adjective_adjective,sg,or,accusative
Danilova_2023,Заместитель или начальница руководил важным проектом.,2.19327731092437,2.0,bad,filler,62,69,,,,
Danilova_2023,Завхоз приобретёт цветной и чёрно-белый принтер. ,4.529411764705882,5.0,coordination,stimul,12,19,adjective_adjective,sg,and,accusative
Danilova_2023,Плотник починит обеденный или компьютерный стол.,4.666666666666667,5.0,coordination,stimul,13,20,adjective_adjective,sg,or,accusative
Danilova_2023,Покупатель приобретёт деловой и спортивный костюм.,4.277777777777778,4.0,coordination,stimul,8,15,adjective_adjective,sg,and,accusative
Danilova_2023,Покупатель обзаведётся деловым и спортивным костюмом.,5.538461538461538,6.0,coordination,stimul,8,15,adjective_adjective,sg,and,instrumental
Danilova_2023,Плотник займётся обеденным и компьютерным столом.,3.5294117647058822,4.0,coordination,stimul,13,20,adjective_adjective,sg,and,instrumental
Danilova_2023,Знакомый купит одноэтажный или двухэтажный дома.,2.5294117647058822,3.0,coordination,stimul,24,31,adjective_adjective,pl,or,accusative
Danilova_2023,Завхоз обзаведётся цветным или чёрно-белым принтерами.,4.0,4.0,coordination,stimul,12,19,adjective_adjective,pl,or,instrumental
Danilova_2023,Руководитель распределит месячный или квартальный бюджет.,5.3125,5.0,coordination,stimul,32,39,adjective_adjective,sg,or,accusative
Danilova_2023,Сосед одолжит столярный или слесарный молотки.,3.1538461538461537,3.0,coordination,stimul,17,24,adjective_adjective,pl,or,accusative
Danilova_2023,Геолог будет заниматься подводным или наземным вулканом.,4.941176470588236,5.0,coordination,stimul,23,30,adjective_adjective,sg,or,instrumental
Danilova_2023,Парикмахер воспользуется фиолетовым и синим пигментами.,5.733333333333333,6.0,coordination,stimul,28,35,adjective_adjective,pl,and,instrumental
Danilova_2023,Покупатель приобретёт деловой или спортивный костюм.,5.176470588235294,5.0,coordination,stimul,8,15,adjective_adjective,sg,or,accusative
Danilova_2023,Сосед поделится столярным или слесарным молотком.,5.0588235294117645,5.0,coordination,stimul,17,24,adjective_adjective,sg,or,instrumental
Danilova_2023,Отец поделится шёлковым или бамбуковым халатами.,3.875,4.0,coordination,stimul,19,26,adjective_adjective,pl,or,instrumental
Danilova_2023,Менеджер будет руководить большим или маленьким магазином.,5.6,6.0,coordination,stimul,30,37,adjective_adjective,sg,or,instrumental
Danilova_2023,Охранник или учительница отобрала новый телефон.,2.9565217391304346,3.0,bad,filler,56,63,,,,
Danilova_2023,Клиент будет пользоваться депозитным и текущим счётом.,5.5,6.0,coordination,stimul,6,13,adjective_adjective,sg,and,instrumental
Danilova_2023,Искусствовед будет исследовать католический или протестантский храм.,5.125,5.0,coordination,stimul,16,23,adjective_adjective,sg,or,accusative
Danilova_2023,Профессор купит черный и серый пиджаки.,6.333333333333333,6.0,coordination,stimul,3,10,adjective_adjective,pl,and,accusative
Danilova_2023,Лаборант применит импортный или отечественный реагент.,5.933333333333334,6.0,coordination,stimul,21,28,adjective_adjective,sg,or,accusative
Danilova_2023,Электрик починит квартирный или этажный щиток.,4.769230769230769,5.0,coordination,stimul,31,38,adjective_adjective,sg,or,accusative
Danilova_2023,Геолог будет заниматься подводным или наземным вулканами.,4.333333333333333,4.0,coordination,stimul,23,30,adjective_adjective,pl,or,instrumental
Danilova_2023,Покупатель обзаведётся деловым или спортивным костюмами.,4.0,4.0,coordination,stimul,8,15,adjective_adjective,pl,or,instrumental
Danilova_2023,Знакомый приобретёт гибридный или электрический автомобиль.,5.866666666666666,6.0,coordination,stimul,18,25,adjective_adjective,sg,or,accusative
Danilova_2023,Клиент попросил вегетарианское или постное меню.,6.032520325203252,6.0,good,filler,51,58,,,,
Danilova_2023,Чиновник будет использовать служебный и личный автомобиль.,4.75,5.0,coordination,stimul,5,12,adjective_adjective,sg,and,accusative
Danilova_2023,Клиент откроет депозитный и текущий счета.,4.764705882352941,5.0,coordination,stimul,6,13,adjective_adjective,pl,and,accusative
