experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,conjuncts,agreement,conjunction,order
Belova_2022,В зоопарке Женя увидел слона и жирафа.,6.519083969465649,7.0,good,filler,,283,,,,
Belova_2022,Шкафчик для посуды чиним я и ты.,4.133333333333334,4.0,coordination,stimul,4.0,25,I_you,1pl,and,VS
Belova_2022,Диван в гараж отвожу я и ты.,3.0,3.0,coordination,stimul,17.0,130,I_you,1sg,and,VS
Belova_2022,Шкафчик для посуды чиню я и ты.,3.526315789473684,4.0,coordination,stimul,4.0,26,I_you,1sg,and,VS
Belova_2022,Ты и я вносим аванс за квартиру.,4.384615384615385,4.0,coordination,stimul,25.0,197,you_I,1pl,and,SV
Belova_2022,Я и ты вкладываешь деньги в акции.,2.7142857142857144,3.0,coordination,stimul,20.0,155,I_you,2sg,and,SV
Belova_2022,Я и ты плачу штрафы за парковку.,2.0,2.0,coordination,stimul,28.0,218,I_you,1sg,and,SV
Belova_2022,Поездку на дачу планируем ты и я.,4.733333333333333,5.0,coordination,stimul,16.0,125,you_I,1pl,and,VS
Belova_2022,Я и ты выкупаешь цепочку у ломбарда.,2.230769230769231,2.0,coordination,stimul,8.0,59,I_you,2sg,and,SV
Belova_2022,Ты и я покупаю телевизор для бабушки.,3.066666666666667,3.0,coordination,stimul,1.0,6,you_I,1sg,and,SV
Belova_2022,Саша подарил по букету маме и сестре.,6.254901960784314,6.0,good,filler,,265,,,,
Belova_2022,Ты и я покупаем телевизор для бабушки.,3.8,4.0,coordination,stimul,1.0,5,you_I,1pl,and,SV
Belova_2022,Заявление на увольнение пишешь я и ты.,1.8,2.0,coordination,stimul,15.0,115,I_you,2sg,and,VS
Belova_2022,Письмо от ректора читаю я и ты.,3.2857142857142856,3.0,coordination,stimul,11.0,82,I_you,1sg,and,VS
Belova_2022,Телевизор для бабушки покупаю я и ты.,3.5294117647058822,4.0,coordination,stimul,1.0,2,I_you,1sg,and,VS
Belova_2022,Я и ты готовлю реквизит для спектакля.,2.857142857142857,3.0,coordination,stimul,3.0,18,I_you,1sg,and,SV
Belova_2022,Заявление на увольнение пишем я и ты.,5.0,5.0,coordination,stimul,15.0,113,I_you,1pl,and,VS
Belova_2022,Вечер у соседей проводим ты и я.,4.523809523809524,5.0,coordination,stimul,6.0,45,you_I,1pl,and,VS
Belova_2022,Я и ты арендуешь участок под огород.,3.2,3.0,coordination,stimul,22.0,171,I_you,2sg,and,SV
Belova_2022,Ты и я вырезаешь снежинки из бумаги.,2.076923076923077,2.0,coordination,stimul,32.0,255,you_I,2sg,and,SV
Belova_2022,Я и ты закрывают долги за семестр.,3.071428571428572,3.0,coordination,stimul,27.0,212,I_you,3pl,and,SV
Belova_2022,Штрафы за парковку платишь я и ты.,2.6,3.0,coordination,stimul,28.0,219,I_you,2sg,and,VS
Belova_2022,Аванс за квартиру вносят я и ты.,2.7142857142857144,3.0,coordination,stimul,25.0,196,I_you,3pl,and,VS
Belova_2022,Книги в библиотеку отдаёшь я и ты.,2.571428571428572,3.0,coordination,stimul,18.0,139,I_you,2sg,and,VS
Belova_2022,Гречку на костре варю я и ты.,3.8947368421052633,4.0,coordination,stimul,13.0,98,I_you,1sg,and,VS
Belova_2022,Сапоги от грязи чистят я и ты.,2.125,2.0,coordination,stimul,9.0,68,I_you,3pl,and,VS
Belova_2022,Ты и я ищут ключи от квартиры.,2.3846153846153846,2.0,coordination,stimul,12.0,96,you_I,3pl,and,SV
Belova_2022,Я и ты передаём подарок для подруги.,4.0,4.0,coordination,stimul,2.0,9,I_you,1pl,and,SV
Belova_2022,Я и ты покупаешь телевизор для бабушки.,2.6153846153846154,3.0,coordination,stimul,1.0,3,I_you,2sg,and,SV
Belova_2022,Брюк и блузку утром погладили Полина.,1.6412213740458017,2.0,bad,filler,,282,,,,
Belova_2022,Грядку под редис копаем ты и я.,5.333333333333333,5.0,coordination,stimul,24.0,189,you_I,1pl,and,VS
Belova_2022,Ты и я встречаешь рассвет у озера.,1.5,2.0,coordination,stimul,7.0,55,you_I,2sg,and,SV
Belova_2022,Я и ты встречаешь рассвет у озера.,1.9285714285714288,2.0,coordination,stimul,7.0,51,I_you,2sg,and,SV
Belova_2022,Аванс за квартиру вносишь я и ты.,2.833333333333333,3.0,coordination,stimul,25.0,195,I_you,2sg,and,VS
Belova_2022,Я и ты сдают коробки в макулатуру.,2.857142857142857,3.0,coordination,stimul,19.0,148,I_you,3pl,and,SV
Belova_2022,Я и ты отвожу диван в гараж.,2.142857142857143,2.0,coordination,stimul,17.0,130,I_you,1sg,and,SV
Belova_2022,Снежинки из бумаги вырезаем ты и я.,4.416666666666667,4.0,coordination,stimul,32.0,253,you_I,1pl,and,VS
Belova_2022,Вечер у соседей проводишь я и ты.,2.1,2.0,coordination,stimul,6.0,43,I_you,2sg,and,VS
Belova_2022,Грядку под редис копаешь ты и я.,2.6875,3.0,coordination,stimul,24.0,191,you_I,2sg,and,VS
Belova_2022,Снежинки из бумаги вырезаю ты и я.,2.952380952380953,3.0,coordination,stimul,32.0,254,you_I,1sg,and,VS
Belova_2022,Галстук под пиджак подбираю я и ты.,3.071428571428572,3.0,coordination,stimul,23.0,178,I_you,1sg,and,VS
Belova_2022,Перед сном Алина умывалась и наносила крем.,6.282442748091603,6.0,good,filler,,281,,,,
Belova_2022,Стены под покраску ровняю ты и я.,2.3,2.0,coordination,stimul,21.0,166,you_I,1sg,and,VS
Belova_2022,Я и ты вношу аванс за квартиру.,2.4166666666666665,2.0,coordination,stimul,25.0,194,I_you,1sg,and,SV
Belova_2022,Письмо от ректора читаем ты и я.,4.269230769230769,4.0,coordination,stimul,11.0,85,you_I,1pl,and,VS
Belova_2022,Ты и я сдаю коробки в макулатуру.,3.533333333333333,4.0,coordination,stimul,19.0,150,you_I,1sg,and,SV
Belova_2022,Ты и я отвозишь диван в гараж.,2.7333333333333334,3.0,coordination,stimul,17.0,135,you_I,2sg,and,SV
Belova_2022,Поездку на дачу планирую ты и я.,2.6875,3.0,coordination,stimul,16.0,126,you_I,1sg,and,VS
Belova_2022,Я и ты готовим перекус из овощей.,5.642857142857143,6.0,coordination,stimul,31.0,241,I_you,1pl,and,SV
Belova_2022,Диван в гараж отвозим ты и я.,4.3125,4.0,coordination,stimul,17.0,133,you_I,1pl,and,VS
Belova_2022,Я и ты копаю грядку под редис.,2.8181818181818183,3.0,coordination,stimul,24.0,186,I_you,1sg,and,SV
Belova_2022,Перекус из овощей готовишь ты и я.,3.4285714285714284,3.0,coordination,stimul,31.0,247,you_I,2sg,and,VS
Belova_2022,Ты и я подбираешь галстук под пиджак.,2.076923076923077,2.0,coordination,stimul,23.0,183,you_I,2sg,and,SV
Belova_2022,Я и ты вырезаю снежинки из бумаги.,3.333333333333333,3.0,coordination,stimul,32.0,250,I_you,1sg,and,SV
Belova_2022,Поездку на дачу планируешь я и ты.,2.75,3.0,coordination,stimul,16.0,123,I_you,2sg,and,VS
Belova_2022,На рыбалке Костя поймал щуку и окуня.,6.458015267175573,6.0,good,filler,,261,,,,
Belova_2022,Ты и я вношу аванс за квартиру.,3.0,3.0,coordination,stimul,25.0,198,you_I,1sg,and,SV
Belova_2022,Ты и я берём билет на самолёт.,4.357142857142857,4.0,coordination,stimul,14.0,109,you_I,1pl,and,SV
Belova_2022,Ты и я чиним шкафчик для посуды.,5.2,5.0,coordination,stimul,4.0,29,you_I,1pl,and,SV
Belova_2022,Я и ты передаёшь подарок для подруги.,2.2857142857142856,2.0,coordination,stimul,2.0,11,I_you,2sg,and,SV
Belova_2022,Ключи от квартиры ищешь ты и я.,3.1666666666666665,3.0,coordination,stimul,12.0,95,you_I,2sg,and,VS
Belova_2022,Ты и я пишем заявление на увольнение.,4.615384615384615,5.0,coordination,stimul,15.0,117,you_I,1pl,and,SV
Belova_2022,Долги за семестр закрываем ты и я.,4.421052631578948,4.0,coordination,stimul,27.0,213,you_I,1pl,and,VS
Belova_2022,Я и ты забираю машину из сервиса.,2.5384615384615383,3.0,coordination,stimul,29.0,226,I_you,1sg,and,SV
Belova_2022,Я и ты вкладываю деньги в акции.,2.8461538461538463,3.0,coordination,stimul,20.0,154,I_you,1sg,and,SV
Belova_2022,Комнату у метро снимаешь ты и я.,3.533333333333333,4.0,coordination,stimul,5.0,39,you_I,2sg,and,VS
Belova_2022,Я и ты ровняют стены под покраску.,3.533333333333333,4.0,coordination,stimul,21.0,164,I_you,3pl,and,SV
Belova_2022,Ты и я чищу сапоги от грязи.,3.0,3.0,coordination,stimul,9.0,70,you_I,1sg,and,SV
Belova_2022,Ты и я снимают комнату у метро.,2.857142857142857,3.0,coordination,stimul,5.0,40,you_I,3pl,and,SV
Belova_2022,Ты и я отмываешь духовку от жира.,2.363636363636364,2.0,coordination,stimul,10.0,79,you_I,2sg,and,SV
Belova_2022,Ты и я вносят аванс за квартиру.,3.866666666666666,4.0,coordination,stimul,25.0,200,you_I,3pl,and,SV
Belova_2022,Я и ты отвозят диван в гараж.,2.1538461538461537,2.0,coordination,stimul,17.0,132,I_you,3pl,and,SV
Belova_2022,Петя и Женя нашли в подъезде котёнка.,6.627450980392157,7.0,good,filler,,263,,,,
Belova_2022,Я и ты ищу ключи от квартиры.,2.7857142857142856,3.0,coordination,stimul,12.0,90,I_you,1sg,and,SV
Belova_2022,Я и ты ровняем стены под покраску.,4.384615384615385,4.0,coordination,stimul,21.0,161,I_you,1pl,and,SV
Belova_2022,Галстук под пиджак подбираю ты и я.,2.571428571428572,3.0,coordination,stimul,23.0,182,you_I,1sg,and,VS
Belova_2022,Крепость из строим снега ты и я.,1.6428571428571428,2.0,coordination,stimul,30.0,237,you_I,1pl,and,VS
Belova_2022,Участок под огород арендуем я и ты.,4.25,4.0,coordination,stimul,22.0,169,I_you,1pl,and,VS
Belova_2022,Кира и Галя отправила свои стихи в районной газеты.,2.0980392156862746,2.0,bad,filler,,279,,,,
Belova_2022,Деньги в акции вкладываешь ты и я.,2.35,2.0,coordination,stimul,20.0,159,you_I,2sg,and,VS
Belova_2022,Книги в библиотеку отдают ты и я.,2.5,2.0,coordination,stimul,18.0,144,you_I,3pl,and,VS
Belova_2022,Команда проиграла матча и турнира.,1.6862745098039216,2.0,bad,filler,,283,,,,
Belova_2022,Ты и я копаешь грядку под редис.,2.357142857142857,2.0,coordination,stimul,24.0,191,you_I,2sg,and,SV
Belova_2022,Цепочку у ломбарда выкупаем ты и я.,3.6875,4.0,coordination,stimul,8.0,61,you_I,1pl,and,VS
Belova_2022,Я и ты снимают комнату у метро.,2.333333333333333,2.0,coordination,stimul,5.0,36,I_you,3pl,and,SV
Belova_2022,Я и ты строим крепость из снега.,4.615384615384615,5.0,coordination,stimul,30.0,233,I_you,1pl,and,SV
Belova_2022,На выходных Маша и Рита сходили в поход.,6.376923076923077,6.0,good,filler,,253,,,,
Belova_2022,Цепочку у ломбарда выкупаю ты и я.,2.473684210526316,2.0,coordination,stimul,8.0,62,you_I,1sg,and,VS
Belova_2022,Ты и я выкупают цепочку у ломбарда.,2.5454545454545454,3.0,coordination,stimul,8.0,64,you_I,3pl,and,SV
Belova_2022,Галстук под пиджак подбирают ты и я.,2.6666666666666665,3.0,coordination,stimul,23.0,184,you_I,3pl,and,VS
Belova_2022,Я и ты отмывают духовку от жира.,3.3076923076923075,3.0,coordination,stimul,10.0,76,I_you,3pl,and,SV
Belova_2022,Ты и я готовишь перекус из овощей.,2.769230769230769,3.0,coordination,stimul,31.0,247,you_I,2sg,and,SV
Belova_2022,Премию в этом квартале получили Андрей и Олег.,6.580152671755725,7.0,good,filler,,275,,,,
Belova_2022,Я и ты копаешь грядку под редис.,2.833333333333333,3.0,coordination,stimul,24.0,187,I_you,2sg,and,SV
Belova_2022,Машину из сервиса забираю ты и я.,2.642857142857143,3.0,coordination,stimul,29.0,230,you_I,1sg,and,VS
Belova_2022,Я и ты планируют поездку на дачу.,2.3076923076923075,2.0,coordination,stimul,16.0,124,I_you,3pl,and,SV
Belova_2022,Машину из сервиса забираю я и ты.,3.2,3.0,coordination,stimul,29.0,226,I_you,1sg,and,VS
Belova_2022,Я и ты чищу сапоги от грязи.,2.3076923076923075,2.0,coordination,stimul,9.0,66,I_you,1sg,and,SV
Belova_2022,Ты и я варю гречку на костре.,2.142857142857143,2.0,coordination,stimul,13.0,102,you_I,1sg,and,SV
Belova_2022,Комнату у метро снимают ты и я.,2.533333333333333,3.0,coordination,stimul,5.0,40,you_I,3pl,and,VS
Belova_2022,Ты и я передаём подарок для подруги.,4.8,5.0,coordination,stimul,2.0,13,you_I,1pl,and,SV
Belova_2022,Заявление на увольнение пишу я и ты.,2.7857142857142856,3.0,coordination,stimul,15.0,114,I_you,1sg,and,VS
Belova_2022,Машину из сервиса забираем я и ты.,4.666666666666667,5.0,coordination,stimul,29.0,225,I_you,1pl,and,VS
Belova_2022,Стены под покраску ровняют ты и я.,3.095238095238096,3.0,coordination,stimul,21.0,168,you_I,3pl,and,VS
Belova_2022,Ты и я ровняешь стены под покраску.,3.0,3.0,coordination,stimul,21.0,167,you_I,2sg,and,SV
Belova_2022,Заявление на увольнение пишут ты и я.,2.6842105263157894,3.0,coordination,stimul,15.0,120,you_I,3pl,and,VS
Belova_2022,Я и ты выкупаем цепочку у ломбарда.,4.727272727272728,5.0,coordination,stimul,8.0,57,I_you,1pl,and,SV
Belova_2022,Ты и я вкладываем деньги в акции.,5.066666666666666,5.0,coordination,stimul,20.0,157,you_I,1pl,and,SV
Belova_2022,Я и ты вкладывают деньги в акции.,4.111111111111111,4.0,coordination,stimul,20.0,156,I_you,3pl,and,SV
Belova_2022,Я и ты забираешь машину из сервиса.,2.357142857142857,2.0,coordination,stimul,29.0,227,I_you,2sg,and,SV
Belova_2022,Комнату у метро снимаю я и ты.,3.0,3.0,coordination,stimul,5.0,34,I_you,1sg,and,VS
Belova_2022,Подарок для подруги передаю я и ты.,3.6,4.0,coordination,stimul,2.0,10,I_you,1sg,and,VS
Belova_2022,Рассвет у озера встречаешь я и ты.,2.9166666666666665,3.0,coordination,stimul,7.0,51,I_you,2sg,and,VS
Belova_2022,Ты и я намечаем переезд за границу.,4.857142857142857,5.0,coordination,stimul,26.0,205,you_I,1pl,and,SV
Belova_2022,Телевизор для бабушки покупаешь ты и я.,3.2142857142857144,3.0,coordination,stimul,1.0,7,you_I,2sg,and,VS
Belova_2022,Ты и я берут билет на самолёт.,2.857142857142857,3.0,coordination,stimul,14.0,112,you_I,3pl,and,SV
Belova_2022,Я и ты отвозим диван в гараж.,5.916666666666667,6.0,coordination,stimul,17.0,129,I_you,1pl,and,SV
Belova_2022,Ты и я вкладываю деньги в акции.,2.5454545454545454,3.0,coordination,stimul,20.0,158,you_I,1sg,and,SV
Belova_2022,Я и ты чинят шкафчик для посуды.,2.5454545454545454,3.0,coordination,stimul,4.0,28,I_you,3pl,and,SV
Belova_2022,Я и ты копают грядку под редис.,2.857142857142857,3.0,coordination,stimul,24.0,188,I_you,3pl,and,SV
Belova_2022,Лиза помыла лапы кошкой и собаками.,1.7745098039215683,2.0,bad,filler,,288,,,,
Belova_2022,Контрольной по география Лера и Филипп готовились.,1.907692307692308,2.0,bad,filler,,274,,,,
Belova_2022,Ты и я плачу штрафы за парковку.,3.1333333333333333,3.0,coordination,stimul,28.0,222,you_I,1sg,and,SV
Belova_2022,Свой автобусом Оксана и Юля пропустил.,1.3893129770992367,1.0,bad,filler,,256,,,,
Belova_2022,Я и ты чиним шкафчик для посуды.,5.357142857142857,5.0,coordination,stimul,4.0,25,I_you,1pl,and,SV
Belova_2022,Грядку под редис копаю я и ты.,3.2142857142857144,3.0,coordination,stimul,24.0,186,I_you,1sg,and,VS
Belova_2022,Сапоги от грязи чистят ты и я.,2.35,2.0,coordination,stimul,9.0,72,you_I,3pl,and,VS
Belova_2022,Коробки в макулатуру сдают я и ты.,2.5,2.0,coordination,stimul,19.0,148,I_you,3pl,and,VS
Belova_2022,Журналист записала интервью и репортажа.,2.450980392156863,2.0,bad,filler,,284,,,,
Belova_2022,Ты и я подбираем галстук под пиджак.,4.714285714285714,5.0,coordination,stimul,23.0,181,you_I,1pl,and,SV
Belova_2022,Я и ты готовят реквизит для спектакля.,3.2,3.0,coordination,stimul,3.0,20,I_you,3pl,and,SV
Belova_2022,Ты и я строишь крепость из снега.,2.2857142857142856,2.0,coordination,stimul,30.0,239,you_I,2sg,and,SV
Belova_2022,Я и ты проводят вечер у соседей.,2.0,2.0,coordination,stimul,6.0,44,I_you,3pl,and,SV
Belova_2022,Я и ты читаем письмо от ректора.,4.230769230769231,4.0,coordination,stimul,11.0,81,I_you,1pl,and,SV
Belova_2022,Я и ты закрываешь долги за семестр.,1.8461538461538465,2.0,coordination,stimul,27.0,211,I_you,2sg,and,SV
Belova_2022,Ты и я вкладывают деньги в акции.,2.5,2.0,coordination,stimul,20.0,160,you_I,3pl,and,SV
Belova_2022,Я и ты намечаешь переезд за границу.,2.4615384615384617,2.0,coordination,stimul,26.0,203,I_you,2sg,and,SV
Belova_2022,Я и ты покупаем телевизор для бабушки.,4.285714285714286,4.0,coordination,stimul,1.0,1,I_you,1pl,and,SV
Belova_2022,Я и ты планируем поездку на дачу.,5.0,5.0,coordination,stimul,16.0,121,I_you,1pl,and,SV
Belova_2022,Книги в библиотеку отдают я и ты.,2.5625,3.0,coordination,stimul,18.0,140,I_you,3pl,and,VS
Belova_2022,Письмо от ректора читаю ты и я.,2.7142857142857144,3.0,coordination,stimul,11.0,86,you_I,1sg,and,VS
Belova_2022,Ты и я чистят сапоги от грязи.,2.75,3.0,coordination,stimul,9.0,72,you_I,3pl,and,SV
Belova_2022,Я и ты отдают книги в библиотеку.,2.7142857142857144,3.0,coordination,stimul,18.0,140,I_you,3pl,and,SV
Belova_2022,Ты и я копают грядку под редис.,2.3,2.0,coordination,stimul,24.0,192,you_I,3pl,and,SV
Belova_2022,Я и ты чиню шкафчик для посуды.,2.0,2.0,coordination,stimul,4.0,26,I_you,1sg,and,SV
Belova_2022,На завтрак Федя и Катя испекли сырники.,6.648854961832061,7.0,good,filler,,255,,,,
Belova_2022,Ты и я передаёшь подарок для подруги.,2.0,2.0,coordination,stimul,2.0,15,you_I,2sg,and,SV
Belova_2022,Стены под покраску ровняем ты и я.,5.0,5.0,coordination,stimul,21.0,165,you_I,1pl,and,VS
Belova_2022,Ты и я платим штрафы за парковку.,4.8,5.0,coordination,stimul,28.0,221,you_I,1pl,and,SV
Belova_2022,Я и ты вырезаем снежинки из бумаги.,4.8,5.0,coordination,stimul,32.0,249,I_you,1pl,and,SV
Belova_2022,Переезд за границу намечают ты и я.,2.2857142857142856,2.0,coordination,stimul,26.0,208,you_I,3pl,and,VS
Belova_2022,Я и ты арендуют участок под огород.,2.727272727272727,3.0,coordination,stimul,22.0,172,I_you,3pl,and,SV
Belova_2022,Крепость из снега строишь я и ты.,2.736842105263158,3.0,coordination,stimul,30.0,235,I_you,2sg,and,VS
Belova_2022,Поездку на дачу планируют я и ты.,2.857142857142857,3.0,coordination,stimul,16.0,124,I_you,3pl,and,VS
Belova_2022,Ты и я отмываю духовку от жира.,3.6666666666666665,4.0,coordination,stimul,10.0,78,you_I,1sg,and,SV
Belova_2022,Участок под огород арендуют ты и я.,3.4,3.0,coordination,stimul,22.0,176,you_I,3pl,and,VS
Belova_2022,Снежинки из бумаги вырезают я и ты.,2.7,3.0,coordination,stimul,32.0,252,I_you,3pl,and,VS
Belova_2022,Книги в библиотеку отдаёшь ты и я.,3.142857142857143,3.0,coordination,stimul,18.0,143,you_I,2sg,and,VS
Belova_2022,Комнату у метро снимаешь я и ты.,2.357142857142857,2.0,coordination,stimul,5.0,35,I_you,2sg,and,VS
Belova_2022,Ты и я выкупаем цепочку у ломбарда.,3.7857142857142856,4.0,coordination,stimul,8.0,61,you_I,1pl,and,SV
Belova_2022,Ты и я варят гречку на костре.,2.923076923076923,3.0,coordination,stimul,13.0,104,you_I,3pl,and,SV
Belova_2022,Ты и я беру билет на самолёт.,2.4615384615384617,2.0,coordination,stimul,14.0,110,you_I,1sg,and,SV
Belova_2022,Свою гитарой испортила Макар и Алиса.,1.3587786259541983,1.0,bad,filler,,254,,,,
Belova_2022,Я и ты закрываю долги за семестр.,2.6153846153846154,3.0,coordination,stimul,27.0,210,I_you,1sg,and,SV
Belova_2022,Я и ты намечаю переезд за границу.,2.571428571428572,3.0,coordination,stimul,26.0,202,I_you,1sg,and,SV
Belova_2022,Ты и я строим крепость из снега.,5.090909090909091,5.0,coordination,stimul,30.0,237,you_I,1pl,and,SV
Belova_2022,Коробки в макулатуру сдаю я и ты.,3.523809523809524,4.0,coordination,stimul,19.0,146,I_you,1sg,and,VS
Belova_2022,Ты и я отвозим диван в гараж.,5.0,5.0,coordination,stimul,17.0,133,you_I,1pl,and,SV
Belova_2022,Штрафы за парковку плачу я и ты.,3.761904761904762,4.0,coordination,stimul,28.0,218,I_you,1sg,and,VS
Belova_2022,Игорь и Таня подрался из-за игровую приставку.,2.107843137254902,2.0,bad,filler,,275,,,,
Belova_2022,Ты и я готовлю реквизит для спектакля.,2.083333333333333,2.0,coordination,stimul,3.0,22,you_I,1sg,and,SV
Belova_2022,Ключи от квартиры ищут ты и я.,2.4761904761904763,2.0,coordination,stimul,12.0,96,you_I,3pl,and,VS
Belova_2022,Тромбоны и гобои настроилась перед балет.,1.7647058823529411,2.0,bad,filler,,274,,,,
Belova_2022,Я и ты беру билет на самолёт.,3.0,3.0,coordination,stimul,14.0,106,I_you,1sg,and,SV
Belova_2022,Коробки в макулатуру сдаёшь я и ты.,2.933333333333333,3.0,coordination,stimul,19.0,147,I_you,2sg,and,VS
Belova_2022,Ты и я варишь гречку на костре.,2.3076923076923075,2.0,coordination,stimul,13.0,103,you_I,2sg,and,SV
Belova_2022,Гречку на костре варю ты и я.,3.0,3.0,coordination,stimul,13.0,102,you_I,1sg,and,VS
Belova_2022,Перекус из овощей готовишь я и ты.,2.5384615384615383,3.0,coordination,stimul,31.0,243,I_you,2sg,and,VS
Belova_2022,Диван в гараж отвожу ты и я.,2.5789473684210527,3.0,coordination,stimul,17.0,134,you_I,1sg,and,VS
Belova_2022,Штрафы за парковку платят я и ты.,2.25,2.0,coordination,stimul,28.0,220,I_you,3pl,and,VS
Belova_2022,Духовку от жира отмываешь я и ты.,2.6666666666666665,3.0,coordination,stimul,10.0,75,I_you,2sg,and,VS
Belova_2022,Счёт в ресторане оплатили Антон и Паша.,6.430769230769231,6.0,good,filler,,257,,,,
Belova_2022,Подарок для подруги передаём ты и я.,4.5,4.0,coordination,stimul,2.0,13,you_I,1pl,and,VS
Belova_2022,Ты и я готовят перекус из овощей.,3.3846153846153846,3.0,coordination,stimul,31.0,248,you_I,3pl,and,SV
Belova_2022,Переезд за границу намечаем я и ты.,5.0,5.0,coordination,stimul,26.0,201,I_you,1pl,and,VS
Belova_2022,Билет на самолёт берём ты и я.,4.416666666666667,4.0,coordination,stimul,14.0,109,you_I,1pl,and,VS
Belova_2022,Галстук под пиджак подбираешь я и ты.,2.857142857142857,3.0,coordination,stimul,23.0,179,I_you,2sg,and,VS
Belova_2022,Вечер у соседей проводят я и ты.,2.6666666666666665,3.0,coordination,stimul,6.0,44,I_you,3pl,and,VS
Belova_2022,Перекус из овощей готовлю ты и я.,2.833333333333333,3.0,coordination,stimul,31.0,246,you_I,1sg,and,VS
Belova_2022,Машину из сервиса забираем ты и я.,4.5,4.0,coordination,stimul,29.0,229,you_I,1pl,and,VS
Belova_2022,Ты и я встречаем рассвет у озера.,5.307692307692308,5.0,coordination,stimul,7.0,53,you_I,1pl,and,SV
Belova_2022,Ты и я готовят реквизит для спектакля.,2.75,3.0,coordination,stimul,3.0,24,you_I,3pl,and,SV
Belova_2022,Ты и я готовишь реквизит для спектакля.,1.8571428571428568,2.0,coordination,stimul,3.0,23,you_I,2sg,and,SV
Belova_2022,Сапоги от грязи чищу ты и я.,2.142857142857143,2.0,coordination,stimul,9.0,70,you_I,1sg,and,VS
Belova_2022,Я и ты вносим аванс за квартиру.,4.545454545454546,5.0,coordination,stimul,25.0,193,I_you,1pl,and,SV
Belova_2022,Заявление на увольнение пишу ты и я.,2.4285714285714284,2.0,coordination,stimul,15.0,118,you_I,1sg,and,VS
Belova_2022,Грядку под редис копаешь я и ты.,2.0,2.0,coordination,stimul,24.0,187,I_you,2sg,and,VS
Belova_2022,Стены под покраску ровняют я и ты.,3.0,3.0,coordination,stimul,21.0,164,I_you,3pl,and,VS
Belova_2022,Вера и Даня отпраздновали свою годовщину в ресторане.,6.53921568627451,7.0,good,filler,,261,,,,
Belova_2022,Ты и я строю крепость из снега.,2.6666666666666665,3.0,coordination,stimul,30.0,238,you_I,1sg,and,SV
Belova_2022,Ты и я ровняют стены под покраску.,2.6923076923076925,3.0,coordination,stimul,21.0,168,you_I,3pl,and,SV
Belova_2022,Письмо от ректора читаешь я и ты.,2.25,2.0,coordination,stimul,11.0,83,I_you,2sg,and,VS
Belova_2022,Я и ты читаешь письмо от ректора.,2.571428571428572,3.0,coordination,stimul,11.0,83,I_you,2sg,and,SV
Belova_2022,Гречку на костре варим я и ты.,4.4375,4.0,coordination,stimul,13.0,97,I_you,1pl,and,VS
Belova_2022,Я и ты платят штрафы за парковку.,3.0,3.0,coordination,stimul,28.0,220,I_you,3pl,and,SV
Belova_2022,Ты и я вкладываешь деньги в акции.,2.4166666666666665,2.0,coordination,stimul,20.0,159,you_I,2sg,and,SV
Belova_2022,Рассвет у озера встречают я и ты.,3.523809523809524,4.0,coordination,stimul,7.0,52,I_you,3pl,and,VS
Belova_2022,Ты и я подбирают галстук под пиджак.,3.0,3.0,coordination,stimul,23.0,184,you_I,3pl,and,SV
Belova_2022,Штрафы за парковку платят ты и я.,2.631578947368421,3.0,coordination,stimul,28.0,224,you_I,3pl,and,VS
Belova_2022,Я погладила рубашки Жене и Захару.,6.019607843137255,6.0,good,filler,,268,,,,
Belova_2022,Ты и я ровняем стены под покраску.,5.6,6.0,coordination,stimul,21.0,165,you_I,1pl,and,SV
Belova_2022,Участок под огород арендуешь ты и я.,3.2857142857142856,3.0,coordination,stimul,22.0,175,you_I,2sg,and,VS
Belova_2022,Я и ты варим гречку на костре.,5.214285714285714,5.0,coordination,stimul,13.0,97,I_you,1pl,and,SV
Belova_2022,Аванс за квартиру вносят ты и я.,3.0,3.0,coordination,stimul,25.0,200,you_I,3pl,and,VS
Belova_2022,Участок под огород арендую ты и я.,2.5,2.0,coordination,stimul,22.0,174,you_I,1sg,and,VS
Belova_2022,Ты и я снимаешь комнату у метро.,1.9230769230769231,2.0,coordination,stimul,5.0,39,you_I,2sg,and,SV
Belova_2022,Ты и я чинишь шкафчик для посуды.,2.1538461538461537,2.0,coordination,stimul,4.0,31,you_I,2sg,and,SV
Belova_2022,Кастрюлю с гречка опрокинул Кира и Алла.,1.7923076923076924,2.0,bad,filler,,276,,,,
Belova_2022,Снежинки из бумаги вырезаем я и ты.,5.2631578947368425,5.0,coordination,stimul,32.0,249,I_you,1pl,and,VS
Belova_2022,Ты и я платишь штрафы за парковку.,2.272727272727273,2.0,coordination,stimul,28.0,223,you_I,2sg,and,SV
Belova_2022,Реквизит для спектакля готовят ты и я.,3.0,3.0,coordination,stimul,3.0,24,you_I,3pl,and,VS
Belova_2022,Ты и я забираешь машину из сервиса.,2.083333333333333,2.0,coordination,stimul,29.0,231,you_I,2sg,and,SV
Belova_2022,Перекус из овощей готовлю я и ты.,3.631578947368421,4.0,coordination,stimul,31.0,242,I_you,1sg,and,VS
Belova_2022,Заявление на увольнение пишут я и ты.,3.0,3.0,coordination,stimul,15.0,116,I_you,3pl,and,VS
Belova_2022,Я и ты снимаешь комнату у метро.,2.090909090909091,2.0,coordination,stimul,5.0,35,I_you,2sg,and,SV
