experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,conjuncts,agreement,conjunction,case
Borisova_2024,Перед контрольной Глеб запомнили даты и факты.,3.118279569892473,3.0,bad,filler,33,259,,,,
Borisova_2024,Перед уроком Настя испачкала страницы толстой и тонкой книги.,5.230769230769231,5.0,coordination,stimul,26,186,adjective_adjective,sg,and,genitive
Borisova_2024,За каникулы Варя вспомнила правила английского и французского языка.,5.0,5.0,coordination,stimul,19,211,adjective_adjective,sg,and,genitive
Borisova_2024,"В четверг Леня посмотрел отрывки и итальянского, и немецкого фильма.",4.0,4.0,coordination,stimul,8,136,adjective_adjective,sg,and_and,genitive
Borisova_2024,За каникулы Варя вспомнила английский и французский языки.,6.666666666666667,7.0,coordination,stimul,19,147,adjective_adjective,pl,and,accusative
Borisova_2024,"За два часа Леша починил и деревянный, и пластмассовый столы.",6.166666666666667,6.0,coordination,stimul,11,171,adjective_adjective,pl,and_and,accusative
Borisova_2024,"При переезде Даня помял и картонную, и жестяную коробки.",6.0,6.0,coordination,stimul,31,63,adjective_adjective,pl,and_and,accusative
Borisova_2024,После аварии Миша поменял колеса личного и рабочего автомобилей.,5.0,5.0,coordination,stimul,1,193,adjective_adjective,pl,and,genitive
Borisova_2024,"Во время звонка Эля сломала кнопки и старого, и нового телефонов.",6.181818181818182,6.0,coordination,stimul,9,233,adjective_adjective,pl,and_and,genitive
Borisova_2024,После отпуска Маша подлатала замшевую и холщовую сумки.,6.0,6.0,coordination,stimul,13,205,adjective_adjective,pl,and,accusative
Borisova_2024,В четверг Леня посмотрел отрывки итальянского и немецкого фильма.,4.714285714285714,5.0,coordination,stimul,8,104,adjective_adjective,sg,and,genitive
Borisova_2024,В пятницу Коля перекрасил спальную и детскую комнаты.,5.153846153846154,5.0,coordination,stimul,12,172,adjective_adjective,pl,and,accusative
Borisova_2024,Перед концертом Аня настроила классическую и гавайскую гитару.,4.909090909090909,5.0,coordination,stimul,7,199,adjective_adjective,sg,and,accusative
Borisova_2024,На вечеринке Люся предложил танцы и конкурсы.,2.10752688172043,2.0,bad,filler,33,276,,,,
Borisova_2024,"В прошлом ноябре Лида продала и кровать, и ковер.",6.361702127659575,6.0,good,filler,33,281,,,,
Borisova_2024,За выходные Вика заштопала лыжную и охотничью куртки.,5.833333333333333,6.0,coordination,stimul,23,23,adjective_adjective,pl,and,accusative
Borisova_2024,"Перед уходом Ира закрыла и книжный, и платяной шкаф.",5.571428571428571,6.0,coordination,stimul,3,99,adjective_adjective,sg,and_and,accusative
Borisova_2024,"За полчаса Илья выяснили и район, и квартал.",2.032608695652174,2.0,bad,filler,33,267,,,,
Borisova_2024,В командировке Даша посетила музеи столичного и провинциального города.,5.0,5.0,coordination,stimul,22,54,adjective_adjective,sg,and,genitive
Borisova_2024,"После аварии Миша поменял колеса и личного, и рабочего автомобилей.",6.083333333333333,6.0,coordination,stimul,1,225,adjective_adjective,pl,and_and,genitive
Borisova_2024,После аварии Миша поменял колеса личного и рабочего автомобиля.,4.636363636363637,5.0,coordination,stimul,1,129,adjective_adjective,sg,and,genitive
Borisova_2024,"Во время похода Гриша сфотографировал и глубокую, и мелкую реки.",5.818181818181818,6.0,coordination,stimul,18,146,adjective_adjective,pl,and_and,accusative
Borisova_2024,"В прошлом мае Антон заметили отсутствие и денег, и документов.",2.6989247311827955,3.0,bad,filler,33,271,,,,
Borisova_2024,Перед концертом Аня настроила струны классической и гавайской гитар.,5.909090909090909,6.0,coordination,stimul,7,135,adjective_adjective,pl,and,genitive
Borisova_2024,Перед уроком Настя испачкала толстую и тонкую книги.,5.428571428571429,5.0,coordination,stimul,26,122,adjective_adjective,pl,and,accusative
Borisova_2024,"На прошлой неделе Ксюша прослушала и фортепианный, и скрипичный концерты.",5.444444444444445,5.0,coordination,stimul,32,96,adjective_adjective,pl,and_and,accusative
Borisova_2024,В июне Гоша угнал рейсовый и экскурсионный автобусы.,6.166666666666667,6.0,coordination,stimul,14,238,adjective_adjective,pl,and,accusative
Borisova_2024,В пятницу Коля перекрасил стены спальной и детской комнат.,6.2727272727272725,6.0,coordination,stimul,12,44,adjective_adjective,pl,and,genitive
Borisova_2024,Во время уборки Таня почистила кожаный и плюшевый диван.,4.0,4.0,coordination,stimul,6,166,adjective_adjective,sg,and,accusative
Borisova_2024,После аварии Миша поменял личный и рабочий автомобили.,5.125,5.0,coordination,stimul,1,65,adjective_adjective,pl,and,accusative
Borisova_2024,После поломки Витя отремонтировал колесики большого и маленького чемодана.,4.6,5.0,coordination,stimul,30,62,adjective_adjective,sg,and,genitive
Borisova_2024,На прошлой неделе Ксюша прослушала фортепианный и скрипичный концерты.,6.0,6.0,coordination,stimul,32,64,adjective_adjective,pl,and,accusative
Borisova_2024,"На занятии Вася повредил и стационарный, и портативный компьютер.",4.636363636363637,5.0,coordination,stimul,17,49,adjective_adjective,sg,and_and,accusative
Borisova_2024,В пятницу Коля перекрасил спальную и детскую комнату.,4.857142857142857,5.0,coordination,stimul,12,108,adjective_adjective,sg,and,accusative
Borisova_2024,"Перед праздником Юля связал и игрушки, и шапки.",1.9894736842105265,2.0,bad,filler,33,284,,,,
Borisova_2024,За обедом Костя съел капустный и яблочный пирог.,5.5,6.0,coordination,stimul,27,91,adjective_adjective,sg,and,accusative
Borisova_2024,"На празднике Катя прочитала и латинскую, и древнегреческую оду.",4.583333333333333,5.0,coordination,stimul,4,132,adjective_adjective,sg,and_and,accusative
Borisova_2024,"Перед спектаклем Петя вымыл и черную, и парадную лестницы.",6.181818181818182,6.0,coordination,stimul,15,47,adjective_adjective,pl,and_and,accusative
Borisova_2024,Перед спектаклем Петя вымыл черную и парадную лестницы.,6.25,6.0,coordination,stimul,15,15,adjective_adjective,pl,and,accusative
Borisova_2024,В декабре Юра включил белую и разноцветную гирлянду.,5.571428571428571,6.0,coordination,stimul,28,124,adjective_adjective,sg,and,accusative
Borisova_2024,Во время ужина Поля разбила предметы чайного и кофейного сервизов.,5.333333333333333,5.0,coordination,stimul,25,217,adjective_adjective,pl,and,genitive
Borisova_2024,В среду Сеня выучил следствия алгебраической и геометрической теорем.,6.285714285714286,6.0,coordination,stimul,5,69,adjective_adjective,pl,and,genitive
Borisova_2024,"За день Ваня решил задания и теста, и проверочной.",5.404255319148936,5.0,good,filler,33,270,,,,
Borisova_2024,В Новогоднюю ночь Оля получили подарки и открытки.,3.273684210526316,3.0,bad,filler,33,275,,,,
Borisova_2024,"После теста Люба порвала и черновую, и чистовую тетради.",5.666666666666667,6.0,coordination,stimul,10,138,adjective_adjective,pl,and_and,accusative
Borisova_2024,"Во время ужина Поля разбила предметы и чайного, и кофейного сервизов.",6.333333333333333,6.0,coordination,stimul,25,249,adjective_adjective,pl,and_and,genitive
Borisova_2024,В среду Сеня выучил алгебраическую и геометрическую теорему.,3.9,4.0,coordination,stimul,5,133,adjective_adjective,sg,and,accusative
Borisova_2024,На занятии Вася повредил стационарный и портативный компьютер.,3.727272727272727,4.0,coordination,stimul,17,17,adjective_adjective,sg,and,accusative
Borisova_2024,Во время похода Гриша сфотографировал глубокую и мелкую реку.,4.909090909090909,5.0,coordination,stimul,18,50,adjective_adjective,sg,and,accusative
Borisova_2024,На прошлой неделе Ксюша прослушала части фортепианного и скрипичного концертов.,6.363636363636363,6.0,coordination,stimul,32,192,adjective_adjective,pl,and,genitive
Borisova_2024,В марте Лиза посадила саженцы русского и американского кленов.,5.538461538461538,6.0,coordination,stimul,16,176,adjective_adjective,pl,and,genitive
Borisova_2024,"После поломки Витя отремонтировал и большой, и маленький чемоданы.",6.25,6.0,coordination,stimul,30,30,adjective_adjective,pl,and_and,accusative
Borisova_2024,В декабре Юра включил лампочки белой и разноцветной гирлянд.,5.9,6.0,coordination,stimul,28,60,adjective_adjective,pl,and,genitive
Borisova_2024,На каникулах Света перешила пуговицы шелковой и ситцевой блузок.,6.25,6.0,coordination,stimul,29,93,adjective_adjective,pl,and,genitive
Borisova_2024,"На прошлой неделе Ксюша прослушала и фортепианный, и скрипичный концерт.",5.083333333333333,5.0,coordination,stimul,32,32,adjective_adjective,sg,and_and,accusative
Borisova_2024,После поломки Витя отремонтировал колесики большого и маленького чемоданов.,6.0,6.0,coordination,stimul,30,126,adjective_adjective,pl,and,genitive
Borisova_2024,"Во вторник Тася постирала рукава и фиолетовой, и желтой водолазки.",5.083333333333333,5.0,coordination,stimul,20,20,adjective_adjective,sg,and_and,genitive
Borisova_2024,Во время прогулки Дима нашел сибирскую и китайскую ель.,4.727272727272728,5.0,coordination,stimul,2,34,adjective_adjective,sg,and,accusative
Borisova_2024,"Во время пробежки Денис считал ветки и березы, и дуба.",5.112359550561798,5.0,good,filler,33,269,,,,
Borisova_2024,За два часа Леша починил ножки деревянного и пластмассового стола.,4.75,5.0,coordination,stimul,11,203,adjective_adjective,sg,and,genitive
Borisova_2024,"В среду Сеня выучил и алгебраическую, и геометрическую теоремы.",5.916666666666667,6.0,coordination,stimul,5,229,adjective_adjective,pl,and_and,accusative
Borisova_2024,Во время прогулки Дима нашел иголки сибирской и китайской ели.,5.384615384615385,5.0,coordination,stimul,2,162,adjective_adjective,sg,and,genitive
Borisova_2024,В декабре Юра включил лампочки белой и разноцветной гирлянды.,5.833333333333333,6.0,coordination,stimul,28,252,adjective_adjective,sg,and,genitive
Borisova_2024,"Перед уходом Ира закрыла и книжный, и платяной шкафы.",5.666666666666667,6.0,coordination,stimul,3,163,adjective_adjective,pl,and_and,accusative
Borisova_2024,В июне Гоша угнал рейсовый и экскурсионный автобус.,4.75,5.0,coordination,stimul,14,174,adjective_adjective,sg,and,accusative
Borisova_2024,"В четверг Леня посмотрел и итальянский, и немецкий фильмы.",5.666666666666667,6.0,coordination,stimul,8,72,adjective_adjective,pl,and_and,accusative
Borisova_2024,Во время прогулки Дима нашел иголки сибирской и китайской елей.,6.181818181818182,6.0,coordination,stimul,2,226,adjective_adjective,pl,and,genitive
Borisova_2024,"За два часа Леша починил ножки и деревянного, и пластмассового стола.",5.25,5.0,coordination,stimul,11,235,adjective_adjective,sg,and_and,genitive
Borisova_2024,В июне Гоша украл шины рейсового и экскурсионного автобуса.,4.4,4.0,coordination,stimul,14,46,adjective_adjective,sg,and,genitive
Borisova_2024,"На каникулах Света перешила и шелковую, и ситцевую блузки.",6.636363636363637,7.0,coordination,stimul,29,253,adjective_adjective,pl,and_and,accusative
Borisova_2024,Во время звонка Эля сломала кнопки старого и нового телефонов.,5.083333333333333,5.0,coordination,stimul,9,201,adjective_adjective,pl,and,genitive
Borisova_2024,"При переезде Даня помял стенки и картонной, и жестяной коробки.",5.0,5.0,coordination,stimul,31,127,adjective_adjective,sg,and_and,genitive
Borisova_2024,За каникулы Варя вспомнила английский и французский язык.,6.0,6.0,coordination,stimul,19,83,adjective_adjective,sg,and,accusative
Borisova_2024,После теста Люба порвала черновую и чистовую тетради.,5.769230769230769,6.0,coordination,stimul,10,106,adjective_adjective,pl,and,accusative
Borisova_2024,"После аварии Миша поменял и личный, и рабочий автомобили.",6.0,6.0,coordination,stimul,1,97,adjective_adjective,pl,and_and,accusative
Borisova_2024,В среду Сеня выучил следствия алгебраической и геометрической теоремы.,4.909090909090909,5.0,coordination,stimul,5,5,adjective_adjective,sg,and,genitive
Borisova_2024,В среду Сеня выучил алгебраическую и геометрическую теоремы.,5.363636363636363,5.0,coordination,stimul,5,197,adjective_adjective,pl,and,accusative
Borisova_2024,На концерте Степа спел дореволюционную и советскую песни.,5.636363636363637,6.0,coordination,stimul,21,213,adjective_adjective,pl,and,accusative
Borisova_2024,"На мастер-классе Рома нарисовал мачты и военного, и пиратского корабля.",4.909090909090909,5.0,coordination,stimul,24,152,adjective_adjective,sg,and_and,genitive
Borisova_2024,На мастер-классе Рома нарисовал мачты военного и пиратского корабля.,5.857142857142857,6.0,coordination,stimul,24,120,adjective_adjective,sg,and,genitive
Borisova_2024,"На каникулах Света перешила пуговицы и шелковой, и ситцевой блузок.",5.428571428571429,5.0,coordination,stimul,29,125,adjective_adjective,pl,and_and,genitive
Borisova_2024,"В четверг Леня посмотрел и итальянский, и немецкий фильм.",5.75,6.0,coordination,stimul,8,8,adjective_adjective,sg,and_and,accusative
Borisova_2024,В пятницу Коля перекрасил стены спальной и детской комнаты.,5.416666666666667,5.0,coordination,stimul,12,236,adjective_adjective,sg,and,genitive
Borisova_2024,Перед уроком Настя испачкала толстую и тонкую книгу.,3.727272727272727,4.0,coordination,stimul,26,58,adjective_adjective,sg,and,accusative
Borisova_2024,После отпуска Маша подлатала замшевую и холщовую сумку.,3.8,4.0,coordination,stimul,13,141,adjective_adjective,sg,and,accusative
Borisova_2024,"В командировке Даша посетила музеи и столичного, и провинциального города.",4.666666666666667,5.0,coordination,stimul,22,86,adjective_adjective,sg,and_and,genitive
Borisova_2024,На занятии Вася повредил динамики стационарного и портативного компьютеров.,5.727272727272728,6.0,coordination,stimul,17,209,adjective_adjective,pl,and,genitive
Borisova_2024,"На празднике Катя прочитала и латинскую, и древнегреческую оды.",5.083333333333333,5.0,coordination,stimul,4,196,adjective_adjective,pl,and_and,accusative
Borisova_2024,"После отпуска Маша подлатала ручки и замшевой, и холщовой сумки.",4.818181818181818,5.0,coordination,stimul,13,45,adjective_adjective,sg,and_and,genitive
Borisova_2024,За обедом Костя съел остатки капустного и яблочного пирога.,4.916666666666667,5.0,coordination,stimul,27,219,adjective_adjective,sg,and,genitive
Borisova_2024,За два часа Леша починил ножки деревянного и пластмассового столов.,6.090909090909091,6.0,coordination,stimul,11,11,adjective_adjective,pl,and,genitive
Borisova_2024,За полгода до свадьбы Дина создала чаты гостей и родственников.,6.095744680851064,6.0,good,filler,33,278,,,,
Borisova_2024,Во время уборки Таня почистила подлокотники кожаного и плюшевого диванов.,6.153846153846154,6.0,coordination,stimul,6,102,adjective_adjective,pl,and,genitive
Borisova_2024,"Во время прогулки Дима нашел иголки и сибирской, и китайской ели.",4.916666666666667,5.0,coordination,stimul,2,194,adjective_adjective,sg,and_and,genitive
Borisova_2024,"Перед концертом Аня настроила струны и классической, и гавайской гитары.",5.571428571428571,6.0,coordination,stimul,7,103,adjective_adjective,sg,and_and,genitive
Borisova_2024,За выходные Вика заштопала карманы лыжной и охотничьей куртки.,5.125,5.0,coordination,stimul,23,87,adjective_adjective,sg,and,genitive
Borisova_2024,"Через час Андрей рассказал и басню, и легенду.",5.829787234042553,6.0,good,filler,33,266,,,,
Borisova_2024,"В командировке Даша посетила и столичный, и провинциальный города.",4.545454545454546,5.0,coordination,stimul,22,22,adjective_adjective,pl,and_and,accusative
Borisova_2024,"На мастер-классе Рома нарисовал мачты и военного, и пиратского кораблей.",5.166666666666667,5.0,coordination,stimul,24,216,adjective_adjective,pl,and_and,genitive
Borisova_2024,Во время звонка Эля сломала кнопки старого и нового телефона.,4.4,4.0,coordination,stimul,9,137,adjective_adjective,sg,and,genitive
Borisova_2024,Во время ужина Поля разбила чайный и кофейный сервиз.,4.416666666666667,4.0,coordination,stimul,25,25,adjective_adjective,sg,and,accusative
Borisova_2024,"После теста Люба порвала и черновую, и чистовую тетрадь.",4.555555555555555,5.0,coordination,stimul,10,74,adjective_adjective,sg,and_and,accusative
Borisova_2024,"Во время ужина Поля разбила предметы и чайного, и кофейного сервиза.",4.363636363636363,4.0,coordination,stimul,25,185,adjective_adjective,sg,and_and,genitive
