author,sentence,response,group,sentence_id,lexicalization,conj_order,verb_agreement,filler_type,type,response_round,condition
Belova_2022_1,Снежинки из бумаги вырезаешь ты и я.,3.466666666666667,C,255,32.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Снежинки из бумаги вырезаешь я и ты.,2.642857142857143,G,251,32.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Снежинки из бумаги вырезаю ты и я.,2.952380952380953,B,254,32.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Снежинки из бумаги вырезаю я и ты.,3.5,F,250,32.0,I_you,1sg,,stimul,4.0,"I_you, 1sg"
Belova_2022_1,Снежинки из бумаги вырезают ты и я.,2.466666666666667,D,256,32.0,you_I,3pl,,stimul,2.0,"you_I, 3pl"
Belova_2022_1,Снежинки из бумаги вырезают я и ты.,2.7,H,252,32.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Стены под покраску ровняем ты и я.,5.0,G,165,21.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Стены под покраску ровняем я и ты.,5.0,C,161,21.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Стены под покраску ровняешь ты и я.,2.6666666666666665,A,167,21.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Стены под покраску ровняешь я и ты.,2.5789473684210527,E,163,21.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Стены под покраску ровняю ты и я.,2.3,H,166,21.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Стены под покраску ровняю я и ты.,3.1875,D,162,21.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Стены под покраску ровняют ты и я.,3.095238095238096,B,168,21.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Стены под покраску ровняют я и ты.,3.0,F,164,21.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Телевизор для бабушки покупаем ты и я.,4.2631578947368425,E,5,1.0,you_I,1pl,,stimul,4.0,"you_I, 1pl"
Belova_2022_1,Телевизор для бабушки покупаем я и ты.,4.181818181818182,A,1,1.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Телевизор для бабушки покупаешь ты и я.,3.2142857142857144,G,7,1.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Телевизор для бабушки покупаешь я и ты.,1.7333333333333334,C,3,1.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Телевизор для бабушки покупаю ты и я.,2.2857142857142856,F,6,1.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Телевизор для бабушки покупаю я и ты.,3.5294117647058822,B,2,1.0,I_you,1sg,,stimul,4.0,"I_you, 1sg"
Belova_2022_1,Телевизор для бабушки покупают ты и я.,2.210526315789474,H,8,1.0,you_I,3pl,,stimul,2.0,"you_I, 3pl"
Belova_2022_1,Телевизор для бабушки покупают я и ты.,2.3125,D,4,1.0,I_you,3pl,,stimul,2.0,"I_you, 3pl"
Belova_2022_1,Участок под огород арендуем ты и я.,5.1,H,173,22.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Участок под огород арендуем я и ты.,4.25,D,169,22.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Участок под огород арендуешь ты и я.,3.2857142857142856,B,175,22.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Участок под огород арендуешь я и ты.,2.5,F,171,22.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Участок под огород арендую ты и я.,2.5,A,174,22.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Участок под огород арендую я и ты.,3.5789473684210527,E,170,22.0,I_you,1sg,,stimul,4.0,"I_you, 1sg"
Belova_2022_1,Участок под огород арендуют ты и я.,3.4,C,176,22.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Участок под огород арендуют я и ты.,2.9285714285714284,G,172,22.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Цепочку у ломбарда выкупаем ты и я.,3.6875,D,61,8.0,you_I,1pl,,stimul,4.0,"you_I, 1pl"
Belova_2022_1,Цепочку у ломбарда выкупаем я и ты.,4.526315789473684,H,57,8.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Цепочку у ломбарда выкупаешь ты и я.,3.0,F,63,8.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Цепочку у ломбарда выкупаешь я и ты.,2.4285714285714284,B,59,8.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Цепочку у ломбарда выкупаю ты и я.,2.473684210526316,E,62,8.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Цепочку у ломбарда выкупаю я и ты.,2.6666666666666665,A,58,8.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Цепочку у ломбарда выкупают ты и я.,1.9285714285714288,G,64,8.0,you_I,3pl,,stimul,2.0,"you_I, 3pl"
Belova_2022_1,Цепочку у ломбарда выкупают я и ты.,2.533333333333333,C,60,8.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Шкафчик для посуды чиним ты и я.,5.0,H,29,4.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Шкафчик для посуды чиним я и ты.,4.133333333333334,D,25,4.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Шкафчик для посуды чинишь ты и я.,3.333333333333333,B,31,4.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Шкафчик для посуды чинишь я и ты.,2.857142857142857,F,27,4.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Шкафчик для посуды чиню ты и я.,2.6666666666666665,A,30,4.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Шкафчик для посуды чиню я и ты.,3.526315789473684,E,26,4.0,I_you,1sg,,stimul,4.0,"I_you, 1sg"
Belova_2022_1,Шкафчик для посуды чинят ты и я.,2.7333333333333334,C,32,4.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Шкафчик для посуды чинят я и ты.,3.0,G,28,4.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Штрафы за парковку платим ты и я.,4.684210526315789,E,221,28.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Штрафы за парковку платим я и ты.,4.583333333333333,A,217,28.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Штрафы за парковку платишь ты и я.,3.2142857142857144,G,223,28.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Штрафы за парковку платишь я и ты.,2.6,C,219,28.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Штрафы за парковку платят ты и я.,2.631578947368421,H,224,28.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Штрафы за парковку платят я и ты.,2.25,D,220,28.0,I_you,3pl,,stimul,2.0,"I_you, 3pl"
Belova_2022_1,Штрафы за парковку плачу ты и я.,2.857142857142857,F,222,28.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Штрафы за парковку плачу я и ты.,3.761904761904762,B,218,28.0,I_you,1sg,,stimul,4.0,"I_you, 1sg"
Belova_2022_1,Брюк и блузку утром погладили Полина.,1.6412213740458017,Fil,282,,,,bad,filler,2.0,bad
Belova_2022_1,В зоопарке Женя увидел слона и жирафа.,6.519083969465649,Fil,283,,,,good,filler,7.0,good
Belova_2022_1,В кафе Кристина заказали лазанья и коктейля.,1.5725190839694656,Fil,278,,,,bad,filler,2.0,bad
Belova_2022_1,В марте и апрелю Тася прошли стажировку.,1.916030534351145,Fil,268,,,,bad,filler,2.0,bad
Belova_2022_1,В понедельник Кира и Зина проспал.,1.7461538461538462,Fil,260,,,,bad,filler,2.0,bad
Belova_2022_1,В субботу Марина полила цветы и пропылесосила.,5.702290076335878,Fil,263,,,,good,filler,6.0,good
Belova_2022_1,В четверг Вася и Дима сделали генеральную уборку.,6.661538461538462,Fil,270,,,,good,filler,7.0,good
Belova_2022_1,Вчера Яна опоздали на поезд и самолёте.,1.465648854961832,Fil,262,,,,bad,filler,1.0,bad
Belova_2022_1,Дашину и Митину комнату отремонтировали за лето.,6.419847328244275,Fil,279,,,,good,filler,6.0,good
Belova_2022_1,Для бульона Зоя купила лук и говядину.,6.526717557251908,Fil,277,,,,good,filler,7.0,good
Belova_2022_1,Зачёт по истории не сдали Витя и Настя.,6.396946564885496,Fil,273,,,,good,filler,6.0,good
Belova_2022_1,Из-за посуда Игорь и Яна поссорился.,1.5877862595419847,Fil,269,,,,bad,filler,2.0,bad
Belova_2022_1,Кастрюлю с гречка опрокинул Кира и Алла.,1.7923076923076924,Fil,276,,,,bad,filler,2.0,bad
Belova_2022_1,Контрольной по география Лера и Филипп готовились.,1.907692307692308,Fil,274,,,,bad,filler,2.0,bad
Belova_2022_1,На выходных Маша и Рита сходили в поход.,6.376923076923077,Fil,253,,,,good,filler,6.0,good
Belova_2022_1,На завтрак Федя и Катя испекли сырники.,6.648854961832061,Fil,255,,,,good,filler,7.0,good
Belova_2022_1,На рыбалке Костя поймал щуку и окуня.,6.458015267175573,Fil,261,,,,good,filler,6.0,good
Belova_2022_1,На сцену подрался гитарист и ударник.,1.83206106870229,Fil,272,,,,bad,filler,2.0,bad
Belova_2022_1,На фестиваль и концерте приехали фанаты.,2.1615384615384614,Fil,266,,,,bad,filler,2.0,bad
Belova_2022_1,Новый телевизор сломали Никита и Юра.,6.030769230769231,Fil,271,,,,good,filler,6.0,good
Belova_2022_1,Олесино и Галино поздравление растрогало бабушку.,5.576923076923077,Fil,267,,,,good,filler,6.0,good
Belova_2022_1,Перед сном Алина умывалась и наносила крем.,6.282442748091603,Fil,281,,,,good,filler,6.0,good
Belova_2022_1,Письма и открыток отправили Арсений.,1.6717557251908397,Fil,264,,,,bad,filler,2.0,bad
Belova_2022_1,По утрам Денис завтракал кашей и чаем.,5.728682170542636,Fil,265,,,,good,filler,6.0,good
Belova_2022_1,Премию в этом квартале получили Андрей и Олег.,6.580152671755725,Fil,275,,,,good,filler,7.0,good
Belova_2022_1,Свой автобусом Оксана и Юля пропустил.,1.3893129770992367,Fil,256,,,,bad,filler,1.0,bad
Belova_2022_1,Свою гитарой испортила Макар и Алиса.,1.3587786259541983,Fil,254,,,,bad,filler,1.0,bad
Belova_2022_1,Столик на веранде заняли Даня и Лиза.,6.358778625954199,Fil,259,,,,good,filler,6.0,good
Belova_2022_1,Счёт в ресторане оплатили Антон и Паша.,6.430769230769231,Fil,257,,,,good,filler,6.0,good
Belova_2022_1,Таблетки от головы и живот выпили Макс.,1.5419847328244274,Fil,284,,,,bad,filler,2.0,bad
Belova_2022_1,Фирму и начальником опозорил Алиса.,1.3282442748091603,Fil,280,,,,bad,filler,1.0,bad
Belova_2022_1,Цветы на стеной нарисовал Арина и Аля.,1.7251908396946565,Fil,258,,,,bad,filler,2.0,bad
