sentence,response,group,sentence_id,lexicalization,conjunction,agreement,filler_type,type,response_round,condition
Федя или я выиграет этот теннисный турнир.,3.7,D,203,26,or,3sg,,stimul,4.0,"3sg, or"
Федя или я выиграю этот теннисный турнир.,4.3,B,201,26,or,1sg,,stimul,4.0,"1sg, or"
Федя или я выиграют этот теннисный турнир.,3.0,E,204,26,or,3pl,,stimul,3.0,"3pl, or"
Юра или я устроим этот детский праздник.,3.8,E,90,12,or,1pl,,stimul,4.0,"1pl, or"
Юра или я устроит этот детский праздник.,2.636363636363636,F,91,12,or,3sg,,stimul,3.0,"3sg, or"
Юра или я устрою этот детский праздник.,4.3,D,89,12,or,1sg,,stimul,4.0,"1sg, or"
Юра или я устроят этот детский праздник.,3.7777777777777777,G,92,12,or,3pl,,stimul,4.0,"3pl, or"
Яша или я закажем этот дорогой десерт.,4.4,A,186,24,or,1pl,,stimul,4.0,"1pl, or"
Яша или я закажет этот дорогой десерт.,3.9,B,187,24,or,3sg,,stimul,4.0,"3sg, or"
Яша или я закажу этот дорогой десерт.,4.9,H,185,24,or,1sg,,stimul,5.0,"1sg, or"
Яша или я закажут этот дорогой десерт.,2.6666666666666665,C,188,24,or,3pl,,stimul,3.0,"3pl, or"
Андрей наденет эту тёплую куртку.,6.2625,X,258,33,,,good,filler,6.0,good
Артём почистит этот резиновый сапог.,6.1125,X,264,33,,,good,filler,6.0,good
Артём раскритикует эту плохой картину.,3.1298701298701297,X,281,33,,,bad,filler,3.0,bad
"Ваня напишет или реферат, или курсовую.",5.9,X,271,33,,,good,filler,6.0,good
Вася получит медаль или кубок.,6.325,X,272,33,,,good,filler,6.0,good
"Витя пропустит или репетицию, или концерт.",5.063291139240507,X,268,33,,,good,filler,5.0,good
"Вова подготовит или статью, или доклад.",5.725,X,266,33,,,good,filler,6.0,good
Володя посадит берёзу или тополь.,6.175,X,270,33,,,good,filler,6.0,good
Гоша или Боря осуществим эту давнюю мечту.,2.5375,X,279,33,,,bad,filler,3.0,bad
Гриша проверит этот математический расчёт.,6.012658227848101,X,261,33,,,good,filler,6.0,good
Денис или Илья нарушим эти строгие сроки.,2.7375,X,277,33,,,bad,filler,3.0,bad
Дима или Ваня протрём эту грязную полку.,2.6202531645569622,X,275,33,,,bad,filler,3.0,bad
"Или Вова, или Серёжа примем это непростое решение.",2.925,X,280,33,,,bad,filler,3.0,bad
"Или Коля, или Гена испробуем этот новый метод.",3.0126582278481013,X,278,33,,,bad,filler,3.0,bad
"Или Лёва, или Кирилл изучим эту научную статью.",3.207792207792208,X,276,33,,,bad,filler,3.0,bad
"Или Саша, или Коля прочитаем это длинное письмо.",3.649350649350649,X,274,33,,,bad,filler,4.0,bad
Илья поделит этот родительский наследство.,1.675,X,287,33,,,bad,filler,2.0,bad
Кеша заправит этот грузовую автомобиль.,2.85,X,286,33,,,bad,filler,3.0,bad
Кирилл взвесит посылку или бандероль.,6.3,X,267,33,,,good,filler,6.0,good
Лёва оформит этот деловой договор.,6.468354430379747,X,263,33,,,good,filler,6.0,good
Максим окончит этот строительную колледж.,3.1,X,288,33,,,bad,filler,3.0,bad
Максим продаст шкаф или кровать.,6.2125,X,265,33,,,good,filler,6.0,good
Митя приготовит этот сытный суп.,6.3375,X,260,33,,,good,filler,6.0,good
Миша или Федя поймаем эту крупную рыбу.,2.7088607594936707,X,273,33,,,bad,filler,3.0,bad
Миша сдаст этот вступительный экзамен.,6.2405063291139244,X,262,33,,,good,filler,6.0,good
Никита покрасит эту дубовую дверь.,6.417721518987341,X,259,33,,,good,filler,6.0,good
Никита улучшит этот основную показатель.,2.2125,X,285,33,,,bad,filler,2.0,bad
Петя привлечёт эту молодой публику.,2.9743589743589745,X,282,33,,,bad,filler,3.0,bad
Рома скачает этот детективный сериал.,6.354430379746836,X,257,33,,,good,filler,6.0,good
Федя подметёт этот пыльную пол.,2.1,X,284,33,,,bad,filler,2.0,bad
Яша запишет этот почтовую адрес.,2.925,X,283,33,,,bad,filler,3.0,bad
"Яша составит или письмо, или телеграмму.",5.1625,X,269,33,,,good,filler,5.0,good
