author,sentence,response,group,sentence_id,lexicalization,conjunction,case,number,filler_type,type,response_round,condition
Borisova_2024,На мастер-классе Рома нарисовал мачты военного и пиратского корабля.,5.857142857142857,D,120,24,and,genitive,singular,,stimul,6.0,"singular, and"
Borisova_2024,"На мастер-классе Рома нарисовал мачты и военного, и пиратского кораблей.",5.166666666666667,G,216,24,and…and,genitive,plural,,stimul,5.0,"plural, and…and"
Borisova_2024,"После теста Люба порвала и черновую, и чистовую тетрадь.",4.555555555555555,C,74,10,and…and,accusative,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,"Во время уборки Таня почистила подлокотники и кожаного, и плюшевого диванов.",6.1,E,134,6,and…and,genitive,plural,,stimul,6.0,"plural, and…and"
Borisova_2024,"Во вторник Тася постирала рукава и фиолетовой, и желтой водолазки.",5.083333333333333,A,20,20,and…and,genitive,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,"Во время звонка Эля сломала кнопки и старого, и нового телефона.",5.384615384615385,F,169,9,and…and,genitive,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,"На концерте Степа спел и дореволюционную, и советскую песни.",5.916666666666667,H,245,21,and…and,accusative,plural,,stimul,6.0,"plural, and…and"
Borisova_2024,"На мастер-классе Рома нарисовал мачты и военного, и пиратского корабля.",4.909090909090909,E,152,24,and…and,genitive,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,После аварии Миша поменял колеса личного и рабочего автомобиля.,4.636363636363637,E,129,1,and,genitive,singular,,stimul,5.0,"singular, and"
Borisova_2024,"За каникулы Варя вспомнила и английский, и французский язык.",5.571428571428571,D,115,19,and…and,accusative,singular,,stimul,6.0,"singular, and…and"
Borisova_2024,На концерте Степа спел куплеты дореволюционной и советской песни.,4.909090909090909,A,21,21,and,genitive,singular,,stimul,5.0,"singular, and"
Borisova_2024,"При переезде Даня помял и картонную, и жестяную коробку.",5.0,H,255,31,and…and,accusative,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,За каникулы Варя вспомнила английский и французский языки.,6.666666666666667,E,147,19,and,accusative,plural,,stimul,7.0,"plural, and"
Borisova_2024,После поломки Витя отремонтировал колесики большого и маленького чемоданов.,6.0,D,126,30,and,genitive,plural,,stimul,6.0,"plural, and"
Borisova_2024,В четверг Леня посмотрел отрывки итальянского и немецкого фильмов.,6.0,F,168,8,and,genitive,plural,,stimul,6.0,"plural, and"
Borisova_2024,В марте Лиза посадила русский и американский клен.,4.833333333333333,H,240,16,and,accusative,singular,,stimul,5.0,"singular, and"
Borisova_2024,"За каникулы Варя вспомнила правила и английского, и французского языков.",6.090909090909091,B,51,19,and…and,genitive,plural,,stimul,6.0,"plural, and…and"
Borisova_2024,"Перед спектаклем Петя вымыл ступени и черной, и парадной лестниц.",5.384615384615385,F,175,15,and…and,genitive,plural,,stimul,5.0,"plural, and…and"
Borisova_2024,"В июне Гоша угнал и рейсовый, и экскурсионный автобусы.",5.636363636363637,A,14,14,and…and,accusative,plural,,stimul,6.0,"plural, and…and"
Borisova_2024,"На мастер-классе Рома нарисовал и военный, и пиратский корабль.",5.166666666666667,A,24,24,and…and,accusative,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,"После аварии Миша поменял и личный, и рабочий автомобили.",6.0,D,97,1,and…and,accusative,plural,,stimul,6.0,"plural, and…and"
Borisova_2024,На празднике Катя прочитала строки латинской и древнегреческой оды.,5.25,H,228,4,and,genitive,singular,,stimul,5.0,"singular, and"
Borisova_2024,"За два часа Леша починил ножки и деревянного, и пластмассового стола.",5.25,H,235,11,and…and,genitive,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,"На празднике Катя прочитала и латинскую, и древнегреческую оды.",5.083333333333333,G,196,4,and…and,accusative,plural,,stimul,5.0,"plural, and…and"
Borisova_2024,"Перед уроком Настя испачкала страницы и толстой, и тонкой книг.",4.5,A,26,26,and…and,genitive,plural,,stimul,4.0,"plural, and…and"
Borisova_2024,"В пятницу Коля перекрасил стены и спальной, и детской комнат.",5.0,C,76,12,and…and,genitive,plural,,stimul,5.0,"plural, and…and"
Borisova_2024,"Перед концертом Аня настроила и классическую, и гавайскую гитару.",5.25,H,231,7,and…and,accusative,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,"Перед уходом Ира закрыла и книжный, и платяной шкафы.",5.666666666666667,F,163,3,and…and,accusative,plural,,stimul,6.0,"plural, and…and"
Borisova_2024,"На мастер-классе Рома нарисовал и военный, и пиратский корабли.",6.111111111111111,C,88,24,and…and,accusative,plural,,stimul,6.0,"plural, and…and"
Borisova_2024,"Перед спектаклем Петя вымыл и черную, и парадную лестницу.",4.916666666666667,H,239,15,and…and,accusative,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,Перед концертом Аня настроила классическую и гавайскую гитары.,6.454545454545454,A,7,7,and,accusative,plural,,stimul,6.0,"plural, and"
Borisova_2024,"После аварии Миша поменял колеса и личного, и рабочего автомобиля.",5.076923076923077,F,161,1,and…and,genitive,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,За каникулы Варя вспомнила правила английского и французского языка.,5.0,G,211,19,and,genitive,singular,,stimul,5.0,"singular, and"
Borisova_2024,Во время ужина Поля разбила предметы чайного и кофейного сервизов.,5.333333333333333,G,217,25,and,genitive,plural,,stimul,5.0,"plural, and"
Borisova_2024,"Во время уборки Таня почистила подлокотники и кожаного, и плюшевого дивана.",4.888888888888889,C,70,6,and…and,genitive,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,"На концерте Степа спел и дореволюционную, и советскую песню.",4.384615384615385,F,181,21,and…and,accusative,singular,,stimul,4.0,"singular, and…and"
Borisova_2024,Во время прогулки Дима нашел сибирскую и китайскую ель.,4.727272727272728,B,34,2,and,accusative,singular,,stimul,5.0,"singular, and"
Borisova_2024,Перед спектаклем Петя вымыл черную и парадную лестницы.,6.25,A,15,15,and,accusative,plural,,stimul,6.0,"plural, and"
Borisova_2024,После теста Люба порвала листы черновой и чистовой тетради.,5.230769230769231,F,170,10,and,genitive,singular,,stimul,5.0,"singular, and"
Borisova_2024,Перед спектаклем Петя вымыл черную и парадную лестницу.,5.0,G,207,15,and,accusative,singular,,stimul,5.0,"singular, and"
Borisova_2024,"Перед концертом Аня настроила струны и классической, и гавайской гитары.",5.571428571428571,D,103,7,and…and,genitive,singular,,stimul,6.0,"singular, and…and"
Borisova_2024,"В командировке Даша посетила и столичный, и провинциальный город.",4.833333333333333,G,214,22,and…and,accusative,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,В июне Гоша украл шины рейсового и экскурсионного автобусов.,5.714285714285714,D,110,14,and,genitive,plural,,stimul,6.0,"plural, and"
Borisova_2024,В декабре Юра включил белую и разноцветную гирлянду.,5.571428571428571,D,124,28,and,accusative,singular,,stimul,6.0,"singular, and"
Borisova_2024,Перед уроком Настя испачкала толстую и тонкую книгу.,3.727272727272727,B,58,26,and,accusative,singular,,stimul,4.0,"singular, and"
Borisova_2024,"Во время уборки Таня почистила и кожаный, и плюшевый диван.",5.166666666666667,G,198,6,and…and,accusative,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,В пятницу Коля перекрасил спальную и детскую комнату.,4.857142857142857,D,108,12,and,accusative,singular,,stimul,5.0,"singular, and"
Borisova_2024,"За два часа Леша починил и деревянный, и пластмассовый стол.",5.461538461538462,D,107,11,and…and,accusative,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,"Во вторник Тася постирала и фиолетовую, и желтую водолазку.",5.083333333333333,E,148,20,and…and,accusative,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,На мастер-классе Рома нарисовал военный и пиратский корабли.,6.181818181818182,B,56,24,and,accusative,plural,,stimul,6.0,"plural, and"
Borisova_2024,"На прошлой неделе Ксюша прослушала и фортепианный, и скрипичный концерт.",5.083333333333333,A,32,32,and…and,accusative,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,Во время ужина Поля разбила чайный и кофейный сервизы.,5.555555555555555,C,89,25,and,accusative,plural,,stimul,6.0,"plural, and"
Borisova_2024,Перед уборкой Ира закрыла книжный и платяной шкаф.,4.666666666666667,C,67,3,and,accusative,singular,,stimul,5.0,"singular, and"
Borisova_2024,"Перед уроком Настя испачкала страницы и толстой, и тонкой книги.",5.25,G,218,26,and…and,genitive,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,На мастер-классе Рома нарисовал мачты военного и пиратского кораблей.,6.090909090909091,F,184,24,and,genitive,plural,,stimul,6.0,"plural, and"
Borisova_2024,На празднике Катя прочитала латинскую и древнегреческую оды.,5.846153846153846,F,164,4,and,accusative,plural,,stimul,6.0,"plural, and"
Borisova_2024,На мастер-классе Рома нарисовал военный и пиратский корабль.,4.818181818181818,H,248,24,and,accusative,singular,,stimul,5.0,"singular, and"
Borisova_2024,Во время звонка Эля сломала старый и новый телефоны.,5.666666666666667,C,73,9,and,accusative,plural,,stimul,6.0,"plural, and"
Borisova_2024,На прошлой неделе Ксюша прослушала части фортепианного и скрипичного концерта.,5.230769230769231,D,128,32,and,genitive,singular,,stimul,5.0,"singular, and"
Borisova_2024,"Во время прогулки Дима нашел иголки и сибирской, и китайской ели.",4.916666666666667,G,194,2,and…and,genitive,singular,,stimul,5.0,"singular, and…and"
Borisova_2024,"После теста Люба порвала и черновую, и чистовую тетради.",5.666666666666667,E,138,10,and…and,accusative,plural,,stimul,6.0,"plural, and…and"
Borisova_2024,"За выходные Вика заштопала карманы и лыжной, и охотничьей курток.",5.6923076923076925,F,183,23,and…and,genitive,plural,,stimul,6.0,"plural, and…and"
Borisova_2024,"После отпуска Маша подлатала и замшевую, и холщовую сумки.",6.25,H,237,13,and…and,accusative,plural,,stimul,6.0,"plural, and…and"
Borisova_2024,"После теста Люба порвала листы и черновой, и чистовой тетрадей.",5.25,A,10,10,and…and,genitive,plural,,stimul,5.0,"plural, and…and"
Borisova_2024,На занятии Вася повредил стационарный и портативный компьютер.,3.727272727272727,A,17,17,and,accusative,singular,,stimul,4.0,"singular, and"
Borisova_2024,В июне Гоша угнал рейсовый и экскурсионный автобус.,4.75,F,174,14,and,accusative,singular,,stimul,5.0,"singular, and"
Borisova_2024,Перед уходом Ира закрыла дверцы книжного и платяного шкафа.,5.25,G,195,3,and,genitive,singular,,stimul,5.0,"singular, and"
Borisova_2024,После теста Люба порвала черновую и чистовую тетрадь.,4.818181818181818,B,42,10,and,accusative,singular,,stimul,5.0,"singular, and"
Borisova_2024,В пятницу Коля перекрасил стены спальной и детской комнаты.,5.416666666666667,H,236,12,and,genitive,singular,,stimul,5.0,"singular, and"
Borisova_2024,В командировке Даша посетила столичный и провинциальный город.,4.0,F,182,22,and,accusative,singular,,stimul,4.0,"singular, and"
Borisova_2024,"Во время похода Гриша сфотографировал и глубокую, и мелкую реки.",5.818181818181818,E,146,18,and…and,accusative,plural,,stimul,6.0,"plural, and…and"
Borisova_2024,"В четверг Леня посмотрел и итальянский, и немецкий фильм.",5.75,A,8,8,and…and,accusative,singular,,stimul,6.0,"singular, and…and"
Borisova_2024,"Во время прогулки Дима нашел и сибирскую, и китайскую ели.",4.833333333333333,E,130,2,and…and,accusative,plural,,stimul,5.0,"plural, and…and"
Borisova_2024,В этом сентябре Инна встретил жен одноклассника и однокурсника.,2.136842105263158,X,280,33,,,,bad,filler,2.0,bad
Borisova_2024,"В тот день Зоя напечатала рассказы и Чехова, и Зощенко.",6.393617021276596,X,285,33,,,,good,filler,6.0,good
Borisova_2024,"После соревнований Яна осознала причины и скуки, и усталости.",5.421052631578948,X,286,33,,,,good,filler,5.0,good
Borisova_2024,На вечеринке Люся предложил танцы и конкурсы.,2.10752688172043,X,276,33,,,,bad,filler,2.0,bad
Borisova_2024,"В День Рождения дочки Рита подарил наборы и раскрасок, и кукол.",1.819148936170213,X,288,33,,,,bad,filler,2.0,bad
Borisova_2024,"За полчаса Илья выяснили и район, и квартал.",2.032608695652174,X,267,33,,,,bad,filler,2.0,bad
Borisova_2024,Перед контрольной Глеб запомнили даты и факты.,3.118279569892473,X,259,33,,,,bad,filler,3.0,bad
Borisova_2024,Через неделю Вова унес кучи листьев и мусора.,4.967032967032967,X,261,33,,,,good,filler,5.0,good
Borisova_2024,В Новогоднюю ночь Оля получили подарки и открытки.,3.273684210526316,X,275,33,,,,bad,filler,3.0,bad
Borisova_2024,"В понедельник Олег пропылесосил и ванную, и гостиную.",6.1063829787234045,X,265,33,,,,good,filler,6.0,good
Borisova_2024,"В воскресенье Тоня промочила и кроссовки, и носки.",6.347368421052631,X,282,33,,,,good,filler,6.0,good
Borisova_2024,"Во время пробежки Денис считал ветки и березы, и дуба.",5.112359550561798,X,269,33,,,,good,filler,5.0,good
Borisova_2024,За минуту Лера угадала имена и фамилии.,6.178947368421053,X,273,33,,,,good,filler,6.0,good
Borisova_2024,За ужином Нина показала фотографии и рисунки.,6.610526315789474,X,274,33,,,,good,filler,7.0,good
Borisova_2024,На этой неделе Максим сдала решения лабораторных и проверочных.,1.8369565217391304,X,264,33,,,,bad,filler,2.0,bad
Borisova_2024,"В прошлом ноябре Лида продала и кровать, и ковер.",6.361702127659575,X,281,33,,,,good,filler,6.0,good
Borisova_2024,"За день Ваня решил задания и теста, и проверочной.",5.404255319148936,X,270,33,,,,good,filler,5.0,good
Borisova_2024,В октябре Артем выучил стихи Пушкина и Лермонтова.,6.494736842105263,X,262,33,,,,good,filler,6.0,good
Borisova_2024,На зимних каникулах Марк купил лыжи и коньки.,6.673913043478261,X,258,33,,,,good,filler,7.0,good
Borisova_2024,После экзамена Лева узнали оценки двоечников и троечников.,1.7204301075268815,X,263,33,,,,bad,filler,2.0,bad
Borisova_2024,До обеденного перерыва Алиса подписала бумаги бухгалтера и секретаря.,5.989130434782608,X,277,33,,,,good,filler,6.0,good
Borisova_2024,Перед завтраком Надя выпили стаканы воды и сока.,1.925531914893617,X,279,33,,,,bad,filler,2.0,bad
Borisova_2024,За час до выхода Игорь записала адрес и номер.,1.947368421052632,X,260,33,,,,bad,filler,2.0,bad
Borisova_2024,"В прошлом мае Антон заметили отсутствие и денег, и документов.",2.6989247311827955,X,271,33,,,,bad,filler,3.0,bad
Borisova_2024,"За полминуты Зина прожевали остатки и хлеба, и мяса.",2.3043478260869565,X,287,33,,,,bad,filler,2.0,bad
Borisova_2024,В прошлом году Боря выбросил кресло и стул.,6.484210526315789,X,257,33,,,,good,filler,6.0,good
Borisova_2024,"В последнее время Макар любила и теннис, и волейбол.",1.6236559139784943,X,268,33,,,,bad,filler,2.0,bad
Borisova_2024,"После представления Егор оставила шнурки и ботинок, и туфель.",1.553191489361702,X,272,33,,,,bad,filler,2.0,bad
Borisova_2024,"Перед праздником Юля связал и игрушки, и шапки.",1.9894736842105265,X,284,33,,,,bad,filler,2.0,bad
Borisova_2024,"Через час Андрей рассказал и басню, и легенду.",5.829787234042553,X,266,33,,,,good,filler,6.0,good
Borisova_2024,"Перед приходом директора Вера протерли и стекла, и зеркала.",2.0,X,283,33,,,,bad,filler,2.0,bad
Borisova_2024,За полгода до свадьбы Дина создала чаты гостей и родственников.,6.095744680851064,X,278,33,,,,good,filler,6.0,good
