author,sentence,response,group,sentence_id,lexicalization,conj_number,second_conj,numeral,subtype,type,response_round,condition
Studenikina_2023,Иван примерил синие и шесть коричневых костюмов в магазине одежды.,2.7777777777777777,I,200,20.0,different-in-numeral,plural,numeral_yes,coordination,stimul,3.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Константин опубликовал два простых и три сложных рецепта в кулинарном блоге.,6.555555555555555,F,15,2.0,same,singular,numeral_yes,coordination,stimul,7.0,"same, singular, numeral_yes"
Studenikina_2023,Егор купил моющие и шесть антисептических растворов для генеральной уборки.,4.6,G,180,18.0,different-in-numeral,plural,numeral_yes,coordination,stimul,5.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Константин опубликовал простой и сложные рецепты в кулинарном блоге.,4.285714285714286,E,14,2.0,different,plural,numeral_no,coordination,stimul,4.0,"different, plural, numeral_no"
Studenikina_2023,Александр посетил пять частных и государственные музеи с налоговой проверкой.,3.6666666666666665,F,279,28.0,different-in-numeral,plural,numeral_no,coordination,stimul,4.0,"different-in-numeral, plural, numeral_no"
Studenikina_2023,Глеб открыл спортивные и шесть компьютерных магазинов в соседних городах.,3.333333333333333,I,300,30.0,different-in-numeral,plural,numeral_yes,coordination,stimul,3.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Иван примерил синий и коричневый костюм в магазине одежды.,5.0,J,191,20.0,same,singular,numeral_no,coordination,stimul,5.0,"same, singular, numeral_no"
Studenikina_2023,Родион продал российские и иностранные автомобили по сниженной цене.,6.555555555555555,C,212,22.0,same,plural,numeral_no,coordination,stimul,7.0,"same, plural, numeral_no"
Studenikina_2023,Григорий завершил пять региональных и международные проекты с большим успехом.,2.333333333333333,I,209,21.0,different-in-numeral,plural,numeral_no,coordination,stimul,2.0,"different-in-numeral, plural, numeral_no"
Studenikina_2023,Родион продал два российских и шесть иностранных автомобилей по сниженной цене.,5.888888888888889,I,218,22.0,different,plural,numeral_yes,coordination,stimul,6.0,"different, plural, numeral_yes"
Studenikina_2023,Сергей выставил пять тональных и шесть солнцезащитных кремов на витрину магазина.,5.625,J,246,25.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Григорий завершил региональный и международный проект с большим успехом.,6.0,A,201,21.0,same,singular,numeral_no,coordination,stimul,6.0,"same, singular, numeral_no"
Studenikina_2023,Василий использовал пять длинных и шесть коротких шлангов для полива огорода.,6.444444444444445,F,6,1.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Анатолий настроил старые и шесть новых датчиков для сверки измерений.,4.444444444444445,C,140,14.0,different-in-numeral,plural,numeral_yes,coordination,stimul,4.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Виталий распланировал два будних и шесть выходных дней для совместного досуга.,5.888888888888889,B,48,5.0,different,plural,numeral_yes,coordination,stimul,6.0,"different, plural, numeral_yes"
Studenikina_2023,Семен отработал прямой и боковой удар в боксерском клубе.,5.222222222222222,F,151,16.0,same,singular,numeral_no,coordination,stimul,5.0,"same, singular, numeral_no"
Studenikina_2023,Иван примерил синие и коричневые костюмы в магазине одежды.,6.375,A,192,20.0,same,plural,numeral_no,coordination,stimul,6.0,"same, plural, numeral_no"
Studenikina_2023,Илья нашел два марлевых и три эластичных бинта в дорожной аптечке.,6.0,C,185,19.0,same,singular,numeral_yes,coordination,stimul,6.0,"same, singular, numeral_yes"
Studenikina_2023,Дмитрий сварил пять ягодных и три травяных напитка для лечения простуды.,5.5,J,237,24.0,different,singular,numeral_yes,coordination,stimul,6.0,"different, singular, numeral_yes"
Studenikina_2023,Никита повесил напечатанный и нарисованные плакаты в актовом зале.,4.222222222222222,F,124,13.0,different,plural,numeral_no,coordination,stimul,4.0,"different, plural, numeral_no"
Studenikina_2023,Антон положил красные и зеленые карандаши в новый пенал.,6.777777777777778,H,262,27.0,same,plural,numeral_no,coordination,stimul,7.0,"same, plural, numeral_no"
Studenikina_2023,Федор приготовил холодные и горячий соус для праздничного ужина.,4.428571428571429,E,223,23.0,different,singular,numeral_no,coordination,stimul,4.0,"different, singular, numeral_no"
Studenikina_2023,Василий использовал два длинных и три коротких шланга для полива огорода.,6.142857142857143,E,5,1.0,same,singular,numeral_yes,coordination,stimul,6.0,"same, singular, numeral_yes"
Studenikina_2023,Николай рассмотрел древние и шесть современных экспонатов в историческом музее.,3.2857142857142856,D,150,15.0,different-in-numeral,plural,numeral_yes,coordination,stimul,3.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Виталий распланировал пять будних и три выходных дня для совместного досуга.,5.25,A,47,5.0,different,singular,numeral_yes,coordination,stimul,5.0,"different, singular, numeral_yes"
Studenikina_2023,Илья нашел два марлевых и шесть эластичных бинтов в дорожной аптечке.,6.125,F,188,19.0,different,plural,numeral_yes,coordination,stimul,6.0,"different, plural, numeral_yes"
Studenikina_2023,Павел позаимствовал пихтовые и шесть пчелиных бальзамов для лечения суставов.,4.0,F,70,7.0,different-in-numeral,plural,numeral_yes,coordination,stimul,4.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Егор купил пять моющих и шесть антисептических растворов для генеральной уборки.,6.333333333333333,C,176,18.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Алексей похвалил квартальные и годовой отчет на итоговом совещании.,5.0,E,23,3.0,different,singular,numeral_no,coordination,stimul,5.0,"different, singular, numeral_no"
Studenikina_2023,Андрей установил аналоговый и цифровой прибор для замера показаний.,6.111111111111111,F,51,6.0,same,singular,numeral_no,coordination,stimul,6.0,"same, singular, numeral_no"
Studenikina_2023,Анатолий настроил старые и новый датчик для сверки измерений.,4.777777777777778,F,133,14.0,different,singular,numeral_no,coordination,stimul,5.0,"different, singular, numeral_no"
Studenikina_2023,Захар прочитал детективный и фантастический рассказ по моей просьбе.,5.111111111111111,I,81,9.0,same,singular,numeral_no,coordination,stimul,5.0,"same, singular, numeral_no"
Studenikina_2023,Евгений спроектировал автомобильный и пешеходные мосты в строительной фирме.,5.444444444444445,B,284,29.0,different,plural,numeral_no,coordination,stimul,5.0,"different, plural, numeral_no"
Studenikina_2023,Никита повесил напечатанный и нарисованный плакат в актовом зале.,5.222222222222222,C,121,13.0,same,singular,numeral_no,coordination,stimul,5.0,"same, singular, numeral_no"
Studenikina_2023,Дмитрий сварил два ягодных и шесть травяных напитков для лечения простуды.,6.75,A,238,24.0,different,plural,numeral_yes,coordination,stimul,7.0,"different, plural, numeral_yes"
Studenikina_2023,Кирилл описал московские и петербургский театр в школьном докладе.,4.555555555555555,F,33,4.0,different,singular,numeral_no,coordination,stimul,5.0,"different, singular, numeral_no"
Studenikina_2023,Антон положил пять красных и шесть зеленых карандашей в новый пенал.,6.111111111111111,B,266,27.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Владимир отправил пять карандашных и три акварельных рисунка на конкурс талантов.,6.111111111111111,G,107,11.0,different,singular,numeral_yes,coordination,stimul,6.0,"different, singular, numeral_yes"
Studenikina_2023,Олег составил финансовые и шесть хозяйственных договоров для своих клиентов.,3.75,I,100,10.0,different-in-numeral,plural,numeral_yes,coordination,stimul,4.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Иван примерил пять синих и шесть коричневых костюмов в магазине одежды.,6.714285714285714,E,196,20.0,same,plural,numeral_yes,coordination,stimul,7.0,"same, plural, numeral_yes"
Studenikina_2023,Григорий завершил региональные и международные проекты с большим успехом.,6.555555555555555,B,202,21.0,same,plural,numeral_no,coordination,stimul,7.0,"same, plural, numeral_no"
Studenikina_2023,Андрей установил пять аналоговых и шесть цифровых приборов для замера показаний.,5.5,A,56,6.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Владимир отправил карандашные и акварельные рисунки на конкурс талантов.,6.222222222222222,B,102,11.0,same,plural,numeral_no,coordination,stimul,6.0,"same, plural, numeral_no"
Studenikina_2023,Филипп оценил парадный и бытовые портреты в картинной галерее.,5.0,J,164,17.0,different,plural,numeral_no,coordination,stimul,5.0,"different, plural, numeral_no"
Studenikina_2023,Дмитрий сварил ягодные и травяной напиток для лечения простуды.,3.6666666666666665,F,233,24.0,different,singular,numeral_no,coordination,stimul,4.0,"different, singular, numeral_no"
Studenikina_2023,Анатолий настроил пять старых и шесть новых датчиков для сверки измерений.,5.888888888888889,I,136,14.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Эдуард представил комедийные и шесть драматических фильмов на летнем фестивале.,5.5,A,120,12.0,different-in-numeral,plural,numeral_yes,coordination,stimul,6.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Евгений спроектировал автомобильные и пешеходный мост в строительной фирме.,5.375,A,283,29.0,different,singular,numeral_no,coordination,stimul,5.0,"different, singular, numeral_no"
Studenikina_2023,Николай рассмотрел пять древних и три современных экспоната в историческом музее.,5.75,A,147,15.0,different,singular,numeral_yes,coordination,stimul,6.0,"different, singular, numeral_yes"
Studenikina_2023,Александр посетил два частных и три государственных музея с налоговой проверкой.,6.444444444444445,B,275,28.0,same,singular,numeral_yes,coordination,stimul,6.0,"same, singular, numeral_yes"
Studenikina_2023,Сергей выставил два тональных и шесть солнцезащитных кремов на витрину магазина.,6.333333333333333,B,248,25.0,different,plural,numeral_yes,coordination,stimul,6.0,"different, plural, numeral_yes"
Studenikina_2023,Федор приготовил пять холодных и горячие соусы для праздничного ужина.,4.25,A,229,23.0,different-in-numeral,plural,numeral_no,coordination,stimul,4.0,"different-in-numeral, plural, numeral_no"
Studenikina_2023,Вячеслав запланировал пять устных и три стендовых доклада по теме диссертации.,5.714285714285714,D,77,8.0,different,singular,numeral_yes,coordination,stimul,6.0,"different, singular, numeral_yes"
Studenikina_2023,Илья нашел пять марлевых и три эластичных бинта в дорожной аптечке.,6.428571428571429,E,187,19.0,different,singular,numeral_yes,coordination,stimul,6.0,"different, singular, numeral_yes"
Studenikina_2023,Сергей выставил пять тональных и солнцезащитные кремы на витрину магазина.,4.666666666666667,C,249,25.0,different-in-numeral,plural,numeral_no,coordination,stimul,5.0,"different-in-numeral, plural, numeral_no"
Studenikina_2023,Константин опубликовал пять простых и сложные рецепты в кулинарном блоге.,2.75,J,19,2.0,different-in-numeral,plural,numeral_no,coordination,stimul,3.0,"different-in-numeral, plural, numeral_no"
Studenikina_2023,Вячеслав запланировал устные и стендовый доклад по теме диссертации.,3.75,J,73,8.0,different,singular,numeral_no,coordination,stimul,4.0,"different, singular, numeral_no"
Studenikina_2023,Захар прочитал пять детективных и три фантастических рассказа по моей просьбе.,6.714285714285714,E,87,9.0,different,singular,numeral_yes,coordination,stimul,7.0,"different, singular, numeral_yes"
Studenikina_2023,Вячеслав запланировал два устных и шесть стендовых докладов по теме диссертации.,6.142857142857143,E,78,8.0,different,plural,numeral_yes,coordination,stimul,6.0,"different, plural, numeral_yes"
Studenikina_2023,Андрей установил аналоговый и цифровые приборы для замера показаний.,4.333333333333333,I,54,6.0,different,plural,numeral_no,coordination,stimul,4.0,"different, plural, numeral_no"
Studenikina_2023,Олег составил финансовый и хозяйственные договоры для своих клиентов.,4.444444444444445,C,94,10.0,different,plural,numeral_no,coordination,stimul,4.0,"different, plural, numeral_no"
Studenikina_2023,Валерий заполнил электронные и бумажный журнал в конце четверти.,3.4444444444444446,H,253,26.0,different,singular,numeral_no,coordination,stimul,3.0,"different, singular, numeral_no"
Studenikina_2023,Егор купил два моющих и три антисептических раствора для генеральной уборки.,6.444444444444445,B,175,18.0,same,singular,numeral_yes,coordination,stimul,6.0,"same, singular, numeral_yes"
Studenikina_2023,Антон положил красный и зеленые карандаши в новый пенал.,5.25,J,264,27.0,different,plural,numeral_no,coordination,stimul,5.0,"different, plural, numeral_no"
Studenikina_2023,Олег составил два финансовых и три хозяйственных договора для своих клиентов.,5.285714285714286,D,95,10.0,same,singular,numeral_yes,coordination,stimul,5.0,"same, singular, numeral_yes"
Studenikina_2023,Алексей похвалил два квартальных и шесть годовых отчетов на итоговом совещании.,5.125,J,28,3.0,different,plural,numeral_yes,coordination,stimul,5.0,"different, plural, numeral_yes"
Studenikina_2023,Эдуард представил пять комедийных и драматические фильмы на летнем фестивале.,3.125,J,119,12.0,different-in-numeral,plural,numeral_no,coordination,stimul,3.0,"different-in-numeral, plural, numeral_no"
Studenikina_2023,Кирилл описал московские и шесть петербургских театров в школьном докладе.,4.444444444444445,C,40,4.0,different-in-numeral,plural,numeral_yes,coordination,stimul,4.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Анатолий настроил старые и новые датчики для сверки измерений.,6.285714285714286,E,132,14.0,same,plural,numeral_no,coordination,stimul,6.0,"same, plural, numeral_no"
Studenikina_2023,Семен отработал прямые и боковые удары в боксерском клубе.,6.5,G,152,16.0,same,plural,numeral_no,coordination,stimul,6.0,"same, plural, numeral_no"
Studenikina_2023,Николай рассмотрел два древних и три современных экспоната в историческом музее.,6.111111111111111,I,145,15.0,same,singular,numeral_yes,coordination,stimul,6.0,"same, singular, numeral_yes"
Studenikina_2023,Николай рассмотрел древние и современный экспонат в историческом музее.,3.2,G,143,15.0,different,singular,numeral_no,coordination,stimul,3.0,"different, singular, numeral_no"
Studenikina_2023,Александр посетил пять частных и шесть государственных музеев с налоговой проверкой.,6.222222222222222,C,276,28.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Григорий завершил пять региональных и шесть международных проектов с большим успехом.,6.0,F,206,21.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Андрей установил аналоговые и цифровой прибор для замера показаний.,3.7777777777777777,H,53,6.0,different,singular,numeral_no,coordination,stimul,4.0,"different, singular, numeral_no"
Studenikina_2023,Олег составил финансовые и хозяйственные договоры для своих клиентов.,6.125,A,92,10.0,same,plural,numeral_no,coordination,stimul,6.0,"same, plural, numeral_no"
Studenikina_2023,Олег составил финансовый и хозяйственный договор для своих клиентов.,5.5,J,91,10.0,same,singular,numeral_no,coordination,stimul,6.0,"same, singular, numeral_no"
Studenikina_2023,Сергей выставил два тональных и три солнцезащитных крема на витрину магазина.,6.333333333333333,I,245,25.0,same,singular,numeral_yes,coordination,stimul,6.0,"same, singular, numeral_yes"
Studenikina_2023,Олег составил пять финансовых и три хозяйственных договора для своих клиентов.,6.222222222222222,F,97,10.0,different,singular,numeral_yes,coordination,stimul,6.0,"different, singular, numeral_yes"
Studenikina_2023,Дмитрий сварил ягодный и травяной напиток для лечения простуды.,5.428571428571429,D,231,24.0,same,singular,numeral_no,coordination,stimul,5.0,"same, singular, numeral_no"
Studenikina_2023,Валерий заполнил электронные и шесть бумажных журналов в конце четверти.,4.571428571428571,E,260,26.0,different-in-numeral,plural,numeral_yes,coordination,stimul,5.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Константин опубликовал пять простых и шесть сложных рецептов  в кулинарном блоге.,6.1,G,16,2.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Дмитрий сварил ягодные и пять травяных напитков для лечения простуды.,4.555555555555555,C,240,24.0,different-in-numeral,plural,numeral_yes,coordination,stimul,5.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Федор приготовил холодный и горячий соус для праздничного ужина.,6.111111111111111,C,221,23.0,same,singular,numeral_no,coordination,stimul,6.0,"same, singular, numeral_no"
Studenikina_2023,Эдуард представил два комедийных и шесть драматических фильмов на летнем фестивале.,5.666666666666667,I,118,12.0,different,plural,numeral_yes,coordination,stimul,6.0,"different, plural, numeral_yes"
Studenikina_2023,Александр посетил частный и государственные музеи с налоговой проверкой.,5.5,A,274,28.0,different,plural,numeral_no,coordination,stimul,6.0,"different, plural, numeral_no"
Studenikina_2023,Василий использовал длинный и короткие шланги для полива огорода.,3.857142857142857,D,4,1.0,different,plural,numeral_no,coordination,stimul,4.0,"different, plural, numeral_no"
Studenikina_2023,Сергей выставил тональный и солнцезащитный крем на витрину магазина.,6.142857142857143,E,241,25.0,same,singular,numeral_no,coordination,stimul,6.0,"same, singular, numeral_no"
Studenikina_2023,Валерий заполнил электронный и бумажный журнал в конце четверти.,5.222222222222222,F,251,26.0,same,singular,numeral_no,coordination,stimul,5.0,"same, singular, numeral_no"
Studenikina_2023,Алексей похвалил квартальные и шесть годовых отчетов на итоговом совещании.,5.444444444444445,B,30,3.0,different-in-numeral,plural,numeral_yes,coordination,stimul,5.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Егор купил моющий и антисептический раствор для генеральной уборки.,4.666666666666667,H,171,18.0,same,singular,numeral_no,coordination,stimul,5.0,"same, singular, numeral_no"
Studenikina_2023,Андрей установил пять аналоговых и цифровые приборы для замера показаний.,3.0,D,59,6.0,different-in-numeral,plural,numeral_no,coordination,stimul,3.0,"different-in-numeral, plural, numeral_no"
Studenikina_2023,Федор приготовил холодные и горячие соусы для праздничного ужина.,6.142857142857143,D,222,23.0,same,plural,numeral_no,coordination,stimul,6.0,"same, plural, numeral_no"
Studenikina_2023,Родион продал российский и иностранные автомобили по сниженной цене.,4.571428571428571,E,214,22.0,different,plural,numeral_no,coordination,stimul,5.0,"different, plural, numeral_no"
Studenikina_2023,Сергей выставил тональные и солнцезащитные кремы на витрину магазина.,6.222222222222222,F,242,25.0,same,plural,numeral_no,coordination,stimul,6.0,"same, plural, numeral_no"
Studenikina_2023,Николай рассмотрел древний и современный экспонат в историческом музее.,5.142857142857143,E,141,15.0,same,singular,numeral_no,coordination,stimul,5.0,"same, singular, numeral_no"
Studenikina_2023,Константин опубликовал два простых и шесть сложных рецептов в кулинарном блоге.,5.111111111111111,I,18,2.0,different,plural,numeral_yes,coordination,stimul,5.0,"different, plural, numeral_yes"
Studenikina_2023,Константин опубликовал простые и сложный рецепт в кулинарном блоге.,2.2857142857142856,D,13,2.0,different,singular,numeral_no,coordination,stimul,2.0,"different, singular, numeral_no"
Studenikina_2023,Федор приготовил пять холодных и три горячих соуса для праздничного ужина.,6.222222222222222,I,227,23.0,different,singular,numeral_yes,coordination,stimul,6.0,"different, singular, numeral_yes"
Studenikina_2023,Павел позаимствовал два пихтовых и шесть пчелиных бальзамов для лечения суставов.,5.0,D,68,7.0,different,plural,numeral_yes,coordination,stimul,5.0,"different, plural, numeral_yes"
Studenikina_2023,Эдуард представил комедийные и драматические фильмы на летнем фестивале.,6.666666666666667,C,112,12.0,same,plural,numeral_no,coordination,stimul,7.0,"same, plural, numeral_no"
Studenikina_2023,Федор приготовил пять холодных и шесть горячих соусов для праздничного ужина.,6.444444444444445,H,226,23.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Родион продал российский и иностранный автомобиль по сниженной цене.,5.0,B,211,22.0,same,singular,numeral_no,coordination,stimul,5.0,"same, singular, numeral_no"
Studenikina_2023,Кирилл описал московский и петербургские театры в школьном докладе.,4.7,G,34,4.0,different,plural,numeral_no,coordination,stimul,5.0,"different, plural, numeral_no"
Studenikina_2023,Антон положил два красных и шесть зеленых карандашей в новый пенал.,5.285714285714286,D,268,27.0,different,plural,numeral_yes,coordination,stimul,5.0,"different, plural, numeral_yes"
Studenikina_2023,Илья нашел марлевый и эластичные бинты в дорожной аптечке.,5.0,B,184,19.0,different,plural,numeral_no,coordination,stimul,5.0,"different, plural, numeral_no"
Studenikina_2023,Павел позаимствовал пять пихтовых и шесть пчелиных бальзамов для лечения суставов.,5.777777777777778,B,66,7.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Вячеслав запланировал устный и стендовые доклады по теме диссертации.,4.0,A,74,8.0,different,plural,numeral_no,coordination,stimul,4.0,"different, plural, numeral_no"
Studenikina_2023,Александр посетил два частных и шесть государственных музеев с налоговой проверкой.,6.142857142857143,E,278,28.0,different,plural,numeral_yes,coordination,stimul,6.0,"different, plural, numeral_yes"
Studenikina_2023,Антон положил пять красных и зеленые карандаши в новый пенал.,3.7142857142857135,E,269,27.0,different-in-numeral,plural,numeral_no,coordination,stimul,4.0,"different-in-numeral, plural, numeral_no"
Studenikina_2023,Виталий распланировал будний и выходной день для совместного досуга.,5.285714285714286,E,41,5.0,same,singular,numeral_no,coordination,stimul,5.0,"same, singular, numeral_no"
Studenikina_2023,Кирилл описал пять московских и шесть петербургских театров в школьном докладе.,5.222222222222222,I,36,4.0,same,plural,numeral_yes,coordination,stimul,5.0,"same, plural, numeral_yes"
Studenikina_2023,Андрей установил аналоговые и шесть цифровых приборов для замера показаний.,3.857142857142857,E,60,6.0,different-in-numeral,plural,numeral_yes,coordination,stimul,4.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Родион продал пять российских и три иностранных автомобиля по сниженной цене.,6.222222222222222,H,217,22.0,different,singular,numeral_yes,coordination,stimul,6.0,"different, singular, numeral_yes"
Studenikina_2023,Владимир отправил карандашные и шесть акварельных рисунков на конкурс талантов.,4.25,J,110,11.0,different-in-numeral,plural,numeral_yes,coordination,stimul,4.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Родион продал пять российских и шесть иностранных автомобилей по сниженной цене.,6.4,G,216,22.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Олег составил два финансовых и шесть хозяйственных договоров для своих клиентов.,6.0,G,98,10.0,different,plural,numeral_yes,coordination,stimul,6.0,"different, plural, numeral_yes"
Studenikina_2023,Алексей похвалил квартальные и годовые отчеты на итоговом совещании.,6.0,D,22,3.0,same,plural,numeral_no,coordination,stimul,6.0,"same, plural, numeral_no"
Studenikina_2023,Владимир отправил два карандашных и шесть акварельных рисунков на конкурс талантов.,6.333333333333333,H,108,11.0,different,plural,numeral_yes,coordination,stimul,6.0,"different, plural, numeral_yes"
Studenikina_2023,Семен отработал два прямых и шесть боковых ударов в боксерском клубе.,6.333333333333333,C,158,16.0,different,plural,numeral_yes,coordination,stimul,6.0,"different, plural, numeral_yes"
Studenikina_2023,Захар прочитал детективные и фантастические рассказы по моей просьбе.,6.0,J,82,9.0,same,plural,numeral_no,coordination,stimul,6.0,"same, plural, numeral_no"
Studenikina_2023,Эдуард представил комедийный и драматические фильмы на летнем фестивале.,4.428571428571429,E,114,12.0,different,plural,numeral_no,coordination,stimul,4.0,"different, plural, numeral_no"
Studenikina_2023,Дмитрий сварил пять ягодных и шесть травяных напитков для лечения простуды.,6.222222222222222,I,236,24.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Филипп оценил пять парадных и шесть бытовых портретов в картинной галерее.,6.111111111111111,B,166,17.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Олег составил пять финансовых и хозяйственные договоры для своих клиентов.,2.2222222222222223,H,99,10.0,different-in-numeral,plural,numeral_no,coordination,stimul,2.0,"different-in-numeral, plural, numeral_no"
Studenikina_2023,Антон положил пять красных и три зеленых карандаша в новый пенал.,6.555555555555555,C,267,27.0,different,singular,numeral_yes,coordination,stimul,7.0,"different, singular, numeral_yes"
Studenikina_2023,Иван примерил два синих и три коричневых костюма в магазине одежды.,6.0,D,195,20.0,same,singular,numeral_yes,coordination,stimul,6.0,"same, singular, numeral_yes"
Studenikina_2023,Илья нашел марлевые и эластичный бинт в дорожной аптечке.,3.625,A,183,19.0,different,singular,numeral_no,coordination,stimul,4.0,"different, singular, numeral_no"
Studenikina_2023,Эдуард представил пять комедийных и шесть драматических фильмов на летнем фестивале.,6.6,G,116,12.0,same,plural,numeral_yes,coordination,stimul,7.0,"same, plural, numeral_yes"
Studenikina_2023,Илья нашел марлевые и шесть эластичных бинтов в дорожной аптечке.,4.222222222222222,H,190,19.0,different-in-numeral,plural,numeral_yes,coordination,stimul,4.0,"different-in-numeral, plural, numeral_yes"
Studenikina_2023,Захар прочитал детективный и фантастические рассказы по моей просьбе.,4.25,B,84,9.0,different,plural,numeral_no,coordination,stimul,4.0,"different, plural, numeral_no"
Studenikina_2023,Валерий заполнил пять электронных и три бумажных журнала в конце четверти.,6.222222222222222,B,257,26.0,different,singular,numeral_yes,coordination,stimul,6.0,"different, singular, numeral_yes"
Studenikina_2023,Антон положил красный и зеленый карандаш в новый пенал.,5.8,G,261,27.0,same,singular,numeral_no,coordination,stimul,6.0,"same, singular, numeral_no"
Studenikina_2023,Николай рассмотрел древний и современные экспонаты в историческом музее.,3.333333333333333,H,144,15.0,different,plural,numeral_no,coordination,stimul,3.0,"different, plural, numeral_no"
Studenikina_2023,Павел позаимствовал пихтовые и пчелиные бальзамы для лечения суставов.,5.888888888888889,H,62,7.0,same,plural,numeral_no,coordination,stimul,6.0,"same, plural, numeral_no"
Studenikina_2023,Семен отработал прямые и боковой удары в боксерском клубе.,5.555555555555555,H,153,16.0,different,singular,numeral_no,coordination,stimul,6.0,"different, singular, numeral_no"
Studenikina_2023,Илья нашел марлевый и эластичный бинт в дорожной аптечке.,5.666666666666667,I,181,19.0,same,singular,numeral_no,coordination,stimul,6.0,"same, singular, numeral_no"
Studenikina_2023,Павел позаимствовал пять пихтовых и пчелиные бальзамы для лечения суставов.,2.857142857142857,E,69,7.0,different-in-numeral,plural,numeral_no,coordination,stimul,3.0,"different-in-numeral, plural, numeral_no"
Studenikina_2023,Филипп оценил два парадных и три бытовых портрета в картинной галерее.,6.125,A,165,17.0,same,singular,numeral_yes,coordination,stimul,6.0,"same, singular, numeral_yes"
Studenikina_2023,Евгений спроектировал пять пешеходных и шесть автомобильных мостов в строительной фирме.,6.285714285714286,D,286,29.0,same,plural,numeral_yes,coordination,stimul,6.0,"same, plural, numeral_yes"
Studenikina_2023,Дмитрий сварил два ягодных и три травяных напитка для лечения простуды.,6.0,H,235,24.0,same,singular,numeral_yes,coordination,stimul,6.0,"same, singular, numeral_yes"
Studenikina_2023,Егор купил два моющих и шесть антисептических растворов для генеральной уборки.,6.0,E,178,18.0,different,plural,numeral_yes,coordination,stimul,6.0,"different, plural, numeral_yes"
Studenikina_2023,Вячеслав запланировал пять устных и стендовые доклады по теме диссертации.,3.4444444444444446,F,79,8.0,different-in-numeral,plural,numeral_no,coordination,stimul,3.0,"different-in-numeral, plural, numeral_no"
Studenikina_2023,Владимир отправил два карандашных и три акварельных рисунка на конкурс талантов.,6.428571428571429,E,105,11.0,same,singular,numeral_yes,coordination,stimul,6.0,"same, singular, numeral_yes"
Studenikina_2023,Константин опубликовал пять простых и три сложных рецепта в кулинарном блоге.,6.333333333333333,H,17,2.0,different,singular,numeral_yes,coordination,stimul,6.0,"different, singular, numeral_yes"
Studenikina_2023,Григорий завершил пять региональных и три международных проекта с большим успехом.,6.3,G,207,21.0,different,singular,numeral_yes,coordination,stimul,6.0,"different, singular, numeral_yes"
Studenikina_2023,Илья нашел марлевые и эластичные бинты в дорожной аптечке.,5.875,J,182,19.0,same,plural,numeral_no,coordination,stimul,6.0,"same, plural, numeral_no"
Studenikina_2023,Василий использовал длинный и короткий шланг для полива огорода.,5.625,A,1,1.0,same,singular,numeral_no,coordination,stimul,6.0,"same, singular, numeral_no"
Studenikina_2023,Вячеслав запланировал устный и стендовый доклад по теме диссертации.,4.666666666666667,H,71,8.0,same,singular,numeral_no,coordination,stimul,5.0,"same, singular, numeral_no"
Studenikina_2023,Вячеслав запланировал устные и стендовые доклады по теме диссертации.,5.0,I,72,8.0,same,plural,numeral_no,coordination,stimul,5.0,"same, plural, numeral_no"
Studenikina_2023,Наталья задержалась в двух государственных ведомстве по важному делу.,2.1294117647058823,F,23,,,,,bad,filler,2.0,bad
Studenikina_2023,Тихон помешал запланированным расчётах и построениях на спортивном объекте.,2.142857142857143,F,2,,,,,bad,filler,2.0,bad
